"",BBK01.TVD412,BBK01.TVD412_FLAGS
"",Lending to non-banks (non-MFIs) in the euro area / in the home country / Enterprises and households / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:48,
1980-01,0,
1980-02,4551,
1980-03,6038,
1980-04,4724,
1980-05,4216,
1980-06,7551,
1980-07,1310,
1980-08,2064,
1980-09,5688,
1980-10,4858,
1980-11,7295,
1980-12,13013,
1981-01,-1465,
1981-02,6523,
1981-03,4014,
1981-04,2479,
1981-05,2570,
1981-06,8407,
1981-07,1023,
1981-08,3151,
1981-09,5344,
1981-10,3132,
1981-11,1557,
1981-12,9609,
1982-01,-2053,
1982-02,812,
1982-03,1997,
1982-04,1050,
1982-05,2064,
1982-06,7850,
1982-07,2831,
1982-08,1862,
1982-09,5121,
1982-10,4009,
1982-11,81,
1982-12,11388,
1983-01,-5069,
1983-02,1272,
1983-03,3066,
1983-04,2891,
1983-05,3156,
1983-06,9747,
1983-07,2139,
1983-08,3814,
1983-09,7785,
1983-10,3605,
1983-11,3854,
1983-12,13087,
1984-01,-4650,
1984-02,2922,
1984-03,4843,
1984-04,2274,
1984-05,4155,
1984-06,7361,
1984-07,2336,
1984-08,3161,
1984-09,7368,
1984-10,2897,
1984-11,3131,
1984-12,11281,
1985-01,-2786,
1985-02,3865,
1985-03,5842,
1985-04,757,
1985-05,2680,
1985-06,7934,
1985-07,-758,
1985-08,1387,
1985-09,4947,
1985-10,4352,
1985-11,4753,
1985-12,7750,
1986-01,-4821,
1986-02,1817,
1986-03,5020,
1986-04,2176,
1986-05,2945,
1986-06,8521,
1986-07,1172,
1986-08,1815,
1986-09,3506,
1986-10,1646,
1986-11,3382,
1986-12,7522,
1987-01,-2377,
1987-02,-822,
1987-03,1972,
1987-04,112,
1987-05,804,
1987-06,6232,
1987-07,1657,
1987-08,3946,
1987-09,7476,
1987-10,3528,
1987-11,346,
1987-12,6702,
1988-01,-3257,
1988-02,1005,
1988-03,5133,
1988-04,1079,
1988-05,2564,
1988-06,9365,
1988-07,902,
1988-08,2414,
1988-09,6690,
1988-10,1681,
1988-11,4357,
1988-12,12015,
1989-01,-2406,
1989-02,4554,
1989-03,5129,
1989-04,4022,
1989-05,3790,
1989-06,10104,
1989-07,1749,
1989-08,2926,
1989-09,10877,
1989-10,4731,
1989-11,6339,
1989-12,16766,
1990-01,4036,
1990-02,6853,
1990-03,8198,
1990-04,3557,
1990-05,3225,
1990-06,10318,
1990-07,4154,
1990-08,6148,
1990-09,13915,
1990-10,5423,
1990-11,5362,
1990-12,21607,
1991-01,-229,
1991-02,2161,
1991-03,14800,
1991-04,6766,
1991-05,9558,
1991-06,17128,
1991-07,9158,
1991-08,5914,
1991-09,12594,
1991-10,12133,
1991-11,14457,
1991-12,24756,
1992-01,4452,
1992-02,8982,
1992-03,12263,
1992-04,12644,
1992-05,8830,
1992-06,19632,
1992-07,4900,
1992-08,9212,
1992-09,9115,
1992-10,11374,
1992-11,11048,
1992-12,23687,
1993-01,1698,
1993-02,6608,
1993-03,11699,
1993-04,4864,
1993-05,7597,
1993-06,13140,
1993-07,7734,
1993-08,4081,
1993-09,18345,
1993-10,14226,
1993-11,7561,
1993-12,34719,
1994-01,1252,
1994-02,4571,
1994-03,15114,
1994-04,8765,
1994-05,6736,
1994-06,15999,
1994-07,10285,
1994-08,9179,
1994-09,13692,
1994-10,12512,
1994-11,13132,
1994-12,20410,
1995-01,-8339,
1995-02,6851,
1995-03,5456,
1995-04,8114,
1995-05,3822,
1995-06,15707,
1995-07,1499,
1995-08,8618,
1995-09,17272,
1995-10,7001,
1995-11,14883,
1995-12,21975,
1996-01,1434,
1996-02,7861,
1996-03,14344,
1996-04,12135,
1996-05,5426,
1996-06,7343,
1996-07,6504,
1996-08,9208,
1996-09,10138,
1996-10,8702,
1996-11,13923,
1996-12,37962,
1997-01,-3001,
1997-02,12287,
1997-03,11683,
1997-04,8671,
1997-05,8539,
1997-06,15087,
1997-07,3078,
1997-08,7536,
1997-09,10734,
1997-10,5411,
1997-11,9760,
1997-12,26971,
1998-01,4623,
1998-02,11539,
1998-03,19205,
1998-04,17757,
1998-05,9656,
1998-06,5359,
1998-07,3826,
1998-08,7588,
1998-09,14173,
1998-10,9519,
1998-11,18694,
1998-12,50661,
1999-01,15583,
1999-02,7771,
1999-03,23020,
1999-04,14182,
1999-05,11102,
1999-06,3738,
1999-07,4067,
1999-08,6541,
1999-09,16352,
1999-10,8855,
1999-11,16866,
1999-12,28756,
2000-01,3987,
2000-02,12349,
2000-03,42714,
2000-04,13516,
2000-05,16360,
2000-06,-25821,
2000-07,168,
2000-08,8328,
2000-09,19046,
2000-10,2862,
2000-11,11095,
2000-12,12244,
2001-01,6716,
2001-02,16122,
2001-03,18213,
2001-04,5523,
2001-05,2220,
2001-06,-23563,
2001-07,-6150,
2001-08,-563,
2001-09,6386,
2001-10,3007,
2001-11,3719,
2001-12,18663,
2002-01,-10724,
2002-02,-1012,
2002-03,-6530,
2002-04,8063,
2002-05,1995,
2002-06,-10112,
2002-07,-7104,
2002-08,8808,
2002-09,10283,
2002-10,4430,
2002-11,2237,
2002-12,16083,
2003-01,3673,
2003-02,2390,
2003-03,1387,
2003-04,3257,
2003-05,2926,
2003-06,3228,
2003-07,-8087,
2003-08,560,
2003-09,11830,
2003-10,-7345,
2003-11,10380,
2003-12,-1390,
2004-01,-4565,
2004-02,-1155,
2004-03,8971,
2004-04,14620,
2004-05,-8810,
2004-06,-13177,
2004-07,-5657,
2004-08,-6436,
2004-09,9209,
2004-10,-1824,
2004-11,8251,
2004-12,167,
2005-01,1930,
2005-02,-1948,
2005-03,2146,
2005-04,43655,
2005-05,-17997,
2005-06,-16686,
2005-07,7024,
2005-08,3415,
2005-09,14011,
2005-10,7390,
2005-11,-1846,
2005-12,-3931,
2006-01,24690,
2006-02,5063,
2006-03,12375,
2006-04,34568,
2006-05,-6305,
2006-06,-23322,
2006-07,-5229,
2006-08,3832,
2006-09,16428,
2006-10,-7994,
2006-11,-580,
2006-12,-20979,
2007-01,21323,
2007-02,-5865,
2007-03,9602,
2007-04,27196,
2007-05,-21909,
2007-06,-21055,
2007-07,5530,
2007-08,2396,
2007-09,10312,
2007-10,-2561,
2007-11,1230,
2007-12,12463,
2008-01,32054,
2008-02,-6988,
2008-03,18289,
2008-04,39108,
2008-05,-10586,
2008-06,-14760,
2008-07,11711,
2008-08,26366,
