"",BBK01.CEH501,BBK01.CEH501_FLAGS
"",Shares and other equity debtor: All sectors                    creditor: Non-financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:22:21,
1991-01,6.9,
1991-04,6.3,
1991-07,6.8,
1991-10,1.7,
1992-01,-0.5,
1992-04,10.6,
1992-07,0.3,
1992-10,3.5,
1993-01,-1.5,
1993-04,10.0,
1993-07,-5.0,
1993-10,1.4,
1994-01,1.6,
1994-04,9.6,
1994-07,2.9,
1994-10,5.4,
1995-01,-3.6,
1995-04,6.5,
1995-07,8.9,
1995-10,9.4,
1996-01,1.7,
1996-04,7.2,
1996-07,8.0,
1996-10,6.6,
1997-01,2.4,
1997-04,14.8,
1997-07,4.9,
1997-10,10.9,
1998-01,2.6,
1998-04,-6.6,
1998-07,21.5,
1998-10,48.8,
1999-01,22.1,
1999-04,22.9,
1999-07,34.9,
1999-10,41.6,
2000-01,-20.1,
2000-04,43.2,
2000-07,46.0,
2000-10,116.8,
2001-01,-40.9,
2001-04,35.4,
2001-07,49.0,
2001-10,-9.3,
2002-01,11.3,
2002-04,18.4,
2002-07,12.3,
2002-10,26.4,
2003-01,13.7,
2003-04,-12.2,
2003-07,17.4,
2003-10,4.0,
2004-01,-12.9,
2004-04,47.3,
2004-07,13.1,
2004-10,-10.6,
2005-01,10.3,
2005-04,7.7,
2005-07,7.2,
2005-10,-9.4,
2006-01,38.7,
2006-04,4.1,
2006-07,38.0,
2006-10,51.3,
2007-01,-14.4,
2007-04,3.9,
2007-07,34.2,
2007-10,25.8,
2008-01,-15.6,
2008-04,-10.0,
2008-07,-2.2,
2008-10,-20.4,
2009-01,22.6,
2009-04,14.8,
2009-07,2.7,
2009-10,7.8,
2010-01,33.4,
2010-04,13.9,
2010-07,16.9,
2010-10,23.0,
2011-01,0.2,
2011-04,46.4,
2011-07,2.2,
2011-10,22.9,
2012-01,10.5,
2012-04,7.8,
2012-07,19.6,
2012-10,6.7,
2013-01,28.1,
2013-04,-1.1,
2013-07,15.0,
2013-10,-2.1,
2014-01,13.3,
