"",BBEX3.D.MXN.EUR.BB.AC.000,BBEX3.D.MXN.EUR.BB.AC.000_FLAGS
2010-09-20,16.7020,
2010-09-21,16.7411,
2010-09-22,16.9589,
2010-09-23,16.8776,
2010-09-24,16.8626,
2010-09-25,.,No value available
2010-09-26,.,No value available
2010-09-27,16.8463,
2010-09-28,16.8842,
2010-09-29,16.9450,
2010-09-30,17.1258,
2010-10-01,17.1947,
2010-10-02,.,No value available
2010-10-03,.,No value available
2010-10-04,17.2053,
2010-10-05,17.2951,
2010-10-06,17.2854,
2010-10-07,17.4122,
2010-10-08,17.4337,
2010-10-09,.,No value available
2010-10-10,.,No value available
2010-10-11,17.2861,
2010-10-12,17.2359,
2010-10-13,17.2900,
2010-10-14,17.4022,
2010-10-15,17.4580,
2010-10-16,.,No value available
2010-10-17,.,No value available
2010-10-18,17.3713,
2010-10-19,17.2607,
2010-10-20,17.2757,
2010-10-21,17.3126,
2010-10-22,17.2420,
2010-10-23,.,No value available
2010-10-24,.,No value available
2010-10-25,17.2332,
2010-10-26,17.2473,
2010-10-27,17.1847,
2010-10-28,17.1935,
2010-10-29,17.1544,
2010-10-30,.,No value available
2010-10-31,.,No value available
2010-11-01,17.1951,
2010-11-02,17.2419,
2010-11-03,17.2162,
2010-11-04,17.4046,
2010-11-05,17.2163,
2010-11-06,.,No value available
2010-11-07,.,No value available
2010-11-08,17.0462,
2010-11-09,16.9759,
2010-11-10,16.9259,
2010-11-11,16.7769,
2010-11-12,16.7919,
2010-11-13,.,No value available
2010-11-14,.,No value available
2010-11-15,16.7797,
2010-11-16,16.7370,
2010-11-17,16.7125,
2010-11-18,16.7858,
2010-11-19,16.8213,
2010-11-20,.,No value available
2010-11-21,.,No value available
2010-11-22,16.7585,
2010-11-23,16.7259,
2010-11-24,16.5844,
2010-11-25,16.4481,
2010-11-26,16.5244,
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,16.4621,
2010-11-30,16.3190,
2010-12-01,16.2214,
2010-12-02,16.3014,
2010-12-03,16.3389,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,16.4460,
2010-12-07,16.4747,
2010-12-08,16.5427,
2010-12-09,16.4130,
2010-12-10,16.4947,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,16.4982,
2010-12-14,16.6511,
2010-12-15,16.5766,
2010-12-16,16.4469,
2010-12-17,16.4795,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,16.3115,
2010-12-21,16.3017,
2010-12-22,16.1933,
2010-12-23,16.1027,
2010-12-24,16.1904,
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,16.2203,
2010-12-28,16.2668,
2010-12-29,16.2676,
2010-12-30,16.4473,
2010-12-31,16.5475,
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,16.4314,
2011-01-04,16.3642,
2011-01-05,16.1978,
2011-01-06,15.9448,
2011-01-07,15.8369,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,15.8223,
2011-01-11,15.8001,
2011-01-12,15.6831,
2011-01-13,15.9292,
2011-01-14,16.2500,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,16.0125,
2011-01-18,16.0036,
2011-01-19,16.2268,
2011-01-20,16.3188,
2011-01-21,16.3146,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,16.3505,
2011-01-25,16.4593,
2011-01-26,16.4896,
2011-01-27,16.4574,
2011-01-28,16.5103,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,16.6417,
2011-02-01,16.6367,
2011-02-02,16.5974,
2011-02-03,16.5427,
2011-02-04,16.3538,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,16.2228,
2011-02-08,16.3859,
2011-02-09,16.4647,
2011-02-10,16.5127,
2011-02-11,16.3513,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,16.1932,
2011-02-15,16.2620,
2011-02-16,16.3809,
2011-02-17,16.3585,
2011-02-18,16.3544,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,16.4539,
2011-02-22,16.5583,
2011-02-23,16.6260,
2011-02-24,16.7989,
2011-02-25,16.6656,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,16.7350,
2011-03-01,16.7175,
2011-03-02,16.7422,
2011-03-03,16.7066,
2011-03-04,16.7240,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,16.8308,
2011-03-08,16.7804,
2011-03-09,16.6906,
2011-03-10,16.4954,
2011-03-11,16.5368,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,16.6373,
2011-03-15,16.7628,
2011-03-16,16.7828,
2011-03-17,16.9434,
2011-03-18,17.0148,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,17.0186,
2011-03-22,17.0204,
2011-03-23,16.9646,
2011-03-24,16.9183,
2011-03-25,16.8688,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,16.8284,
2011-03-29,16.8405,
2011-03-30,16.7932,
2011-03-31,16.9276,
2011-04-01,16.7967,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,16.8495,
2011-04-05,16.8150,
2011-04-06,16.8597,
2011-04-07,16.8443,
2011-04-08,16.8978,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,16.9643,
2011-04-12,17.0312,
2011-04-13,17.1016,
2011-04-14,16.9932,
2011-04-15,16.9542,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,16.7160,
2011-04-19,16.7398,
2011-04-20,16.8795,
2011-04-21,16.9360,
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,16.9521,
2011-04-27,16.9723,
2011-04-28,17.0797,
2011-04-29,17.1186,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,17.0900,
2011-05-03,17.1090,
2011-05-04,17.2174,
2011-05-05,17.3177,
2011-05-06,16.9505,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,16.7077,
2011-05-10,16.6538,
2011-05-11,16.5996,
2011-05-12,16.5764,
2011-05-13,16.6091,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,16.6180,
2011-05-17,16.6550,
2011-05-18,16.6891,
2011-05-19,16.6561,
2011-05-20,16.5655,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,16.4377,
2011-05-24,16.5036,
2011-05-25,16.4861,
2011-05-26,16.5107,
2011-05-27,16.6077,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,16.5755,
2011-05-31,16.6521,
2011-06-01,16.6773,
2011-06-02,16.8821,
2011-06-03,16.8821,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,17.0795,
2011-06-07,17.1634,
2011-06-08,17.2740,
2011-06-09,17.2933,
2011-06-10,17.0689,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,17.0623,
2011-06-14,17.1014,
2011-06-15,16.9239,
2011-06-16,16.9021,
2011-06-17,16.9806,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,16.9910,
2011-06-21,17.0106,
2011-06-22,16.9666,
2011-06-23,16.8394,
2011-06-24,16.8867,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,16.9253,
2011-06-28,16.9650,
2011-06-29,16.9954,
2011-06-30,16.9765,
2011-07-01,16.9266,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,16.8280,
2011-07-05,16.7998,
2011-07-06,16.7138,
2011-07-07,16.5459,
2011-07-08,16.4491,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,16.4793,
2011-07-12,16.5197,
2011-07-13,16.5362,
2011-07-14,16.5824,
2011-07-15,16.5510,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,16.5456,
2011-07-19,16.5755,
2011-07-20,16.5442,
2011-07-21,16.5622,
2011-07-22,16.7058,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,16.7757,
2011-07-26,16.8060,
2011-07-27,16.8134,
2011-07-28,16.6187,
2011-07-29,16.7518,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,16.7930,
2011-08-02,16.7217,
2011-08-03,16.9026,
2011-08-04,16.9823,
2011-08-05,17.0327,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,17.2718,
2011-08-09,17.7385,
2011-08-10,17.4084,
2011-08-11,17.6618,
2011-08-12,17.5140,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,17.5374,
2011-08-16,17.6627,
2011-08-17,17.5897,
2011-08-18,17.7242,
2011-08-19,17.6173,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,17.6415,
2011-08-23,17.7768,
2011-08-24,17.9411,
2011-08-25,17.9413,
2011-08-26,18.0543,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,17.9929,
2011-08-30,18.0245,
2011-08-31,18.0192,
2011-09-01,17.6351,
2011-09-02,17.5878,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,17.7249,
2011-09-06,17.6759,
2011-09-07,17.4757,
2011-09-08,17.5311,
2011-09-09,17.4107,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,17.4152,
2011-09-13,17.5168,
2011-09-14,17.6663,
2011-09-15,17.7573,
2011-09-16,17.8788,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,17.9761,
2011-09-20,17.9221,
2011-09-21,18.3200,
2011-09-22,18.6738,
2011-09-23,18.8894,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,18.2116,
2011-09-27,18.1259,
2011-09-28,18.2608,
2011-09-29,18.3650,
2011-09-30,18.5936,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,18.5179,
2011-10-04,18.4850,
2011-10-05,18.3168,
2011-10-06,18.0606,
2011-10-07,18.0541,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,18.0715,
2011-10-11,18.1467,
2011-10-12,18.2463,
2011-10-13,18.3118,
2011-10-14,18.4109,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,18.2857,
2011-10-18,18.5187,
2011-10-19,18.4878,
2011-10-20,18.5178,
2011-10-21,18.9171,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,18.8843,
2011-10-25,18.5666,
2011-10-26,18.7532,
2011-10-27,18.5408,
2011-10-28,18.5850,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,18.3833,
2011-11-01,18.6867,
2011-11-02,18.6495,
2011-11-03,18.3560,
2011-11-04,18.4317,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,18.5517,
2011-11-08,18.4477,
2011-11-09,18.4516,
2011-11-10,18.4543,
2011-11-11,18.4192,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,18.4733,
2011-11-15,18.3765,
2011-11-16,18.3301,
2011-11-17,18.4609,
2011-11-18,18.5448,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,18.7268,
2011-11-22,18.9490,
2011-11-23,18.8355,
2011-11-24,18.8252,
2011-11-25,18.8841,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,18.7413,
2011-11-29,18.6147,
2011-11-30,18.2109,
2011-12-01,18.3008,
2011-12-02,18.2410,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,18.1214,
2011-12-06,18.1040,
2011-12-07,18.0790,
2011-12-08,18.1169,
2011-12-09,18.3191,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,18.2660,
2011-12-13,18.1647,
2011-12-14,18.0475,
2011-12-15,17.9662,
2011-12-16,18.0479,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,18.0773,
2011-12-20,18.0685,
2011-12-21,18.0666,
2011-12-22,17.9918,
2011-12-23,18.0402,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,18.1051,
2011-12-28,18.2846,
2011-12-29,18.0061,
2011-12-30,18.0512,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,18.0210,
2012-01-03,17.9613,
2012-01-04,17.7921,
2012-01-05,17.6040,
2012-01-06,17.5457,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,17.4915,
2012-01-10,17.3805,
2012-01-11,17.3728,
2012-01-12,17.2985,
2012-01-13,17.2983,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,17.1633,
2012-01-17,17.2281,
2012-01-18,17.1517,
2012-01-19,17.1321,
2012-01-20,17.1248,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,17.0627,
2012-01-24,17.1965,
2012-01-25,17.0297,
2012-01-26,16.9883,
2012-01-27,17.0004,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,17.0423,
2012-01-31,17.0234,
2012-02-01,17.0668,
2012-02-02,16.9070,
2012-02-03,16.8909,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,16.5907,
2012-02-07,16.6601,
2012-02-08,16.8232,
2012-02-09,16.8765,
2012-02-10,16.8943,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,16.8404,
2012-02-14,16.7766,
2012-02-15,16.6897,
2012-02-16,16.8151,
2012-02-17,16.8317,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,16.8306,
2012-02-21,16.8286,
2012-02-22,16.9605,
2012-02-23,16.9869,
2012-02-24,17.1926,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,17.3089,
2012-02-28,17.2682,
2012-02-29,17.1949,
2012-03-01,17.0633,
2012-03-02,16.8678,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,16.9126,
2012-03-06,16.9779,
2012-03-07,17.0308,
2012-03-08,16.9511,
2012-03-09,16.7460,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,16.6480,
2012-03-13,16.5563,
2012-03-14,16.4549,
2012-03-15,16.5456,
2012-03-16,16.5700,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,16.6825,
2012-03-20,16.7681,
2012-03-21,16.7442,
2012-03-22,16.8642,
2012-03-23,17.0186,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,16.8545,
2012-03-27,16.8782,
2012-03-28,16.9715,
2012-03-29,16.9975,
2012-03-30,17.0222,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,17.0243,
2012-04-03,16.9593,
2012-04-04,16.8730,
2012-04-05,16.8244,
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,17.0680,
2012-04-11,17.2549,
2012-04-12,17.2124,
2012-04-13,17.1913,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,17.2429,
2012-04-17,17.2779,
2012-04-18,17.1767,
2012-04-19,17.2750,
2012-04-20,17.3475,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,17.3139,
2012-04-24,17.2850,
2012-04-25,17.3461,
2012-04-26,17.3843,
2012-04-27,17.3961,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,17.1563,
2012-05-01,.,No value available
2012-05-02,16.9849,
2012-05-03,17.0073,
2012-05-04,17.0670,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,17.1840,
2012-05-08,17.1877,
2012-05-09,17.4978,
2012-05-10,17.4001,
2012-05-11,17.5015,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,17.5580,
2012-05-15,17.5635,
2012-05-16,17.5848,
2012-05-17,17.5316,
2012-05-18,17.4891,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,17.5896,
2012-05-22,17.4659,
2012-05-23,17.6859,
2012-05-24,17.5421,
2012-05-25,17.5657,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,17.5170,
2012-05-29,17.4445,
2012-05-30,17.3868,
2012-05-31,17.5664,
2012-06-01,17.8118,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,17.7016,
2012-06-05,17.6753,
2012-06-06,17.7100,
2012-06-07,17.5537,
2012-06-08,17.6203,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,17.4738,
2012-06-12,17.5712,
2012-06-13,17.5102,
2012-06-14,17.6279,
2012-06-15,17.5336,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,17.5660,
2012-06-19,17.3461,
2012-06-20,17.3916,
2012-06-21,17.3374,
2012-06-22,17.3916,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,17.3833,
2012-06-26,17.3809,
2012-06-27,17.1282,
2012-06-28,16.9208,
2012-06-29,16.8755,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,16.7865,
2012-07-03,16.8120,
2012-07-04,16.7927,
2012-07-05,16.5626,
2012-07-06,16.6403,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,16.5464,
2012-07-10,16.3538,
2012-07-11,16.3330,
2012-07-12,16.3487,
2012-07-13,16.3659,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,16.2379,
2012-07-17,16.1864,
2012-07-18,16.1445,
2012-07-19,16.1271,
2012-07-20,16.2327,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,16.3715,
2012-07-24,16.5008,
2012-07-25,16.5456,
2012-07-26,16.5217,
2012-07-27,16.4814,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,16.2021,
2012-07-31,16.2856,
2012-08-01,16.3514,
2012-08-02,16.4551,
2012-08-03,16.2603,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,16.2109,
2012-08-07,16.3390,
2012-08-08,16.3722,
2012-08-09,16.1949,
2012-08-10,16.1368,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,16.1630,
2012-08-14,16.1714,
2012-08-15,16.1822,
2012-08-16,16.1358,
2012-08-17,16.3281,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,16.1413,
2012-08-21,16.2143,
2012-08-22,16.4220,
2012-08-23,16.4610,
2012-08-24,16.5368,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,16.5109,
2012-08-28,16.5184,
2012-08-29,16.6269,
2012-08-30,16.7698,
2012-08-31,16.7770,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,16.6224,
2012-09-04,16.5518,
2012-09-05,16.5615,
2012-09-06,16.5162,
2012-09-07,16.5019,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,16.6018,
2012-09-11,16.6711,
2012-09-12,16.7652,
2012-09-13,16.8038,
2012-09-14,16.7204,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,16.7236,
2012-09-18,16.7283,
2012-09-19,16.6816,
2012-09-20,16.7056,
2012-09-21,16.6641,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,16.6727,
2012-09-25,16.6079,
2012-09-26,16.5957,
2012-09-27,16.5225,
2012-09-28,16.6086,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,16.5824,
2012-10-02,16.5813,
2012-10-03,16.5952,
2012-10-04,16.5643,
2012-10-05,16.5844,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,16.6357,
2012-10-09,16.5661,
2012-10-10,16.5624,
2012-10-11,16.6904,
2012-10-12,16.6949,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,16.6288,
2012-10-16,16.6848,
2012-10-17,16.8231,
2012-10-18,16.7891,
2012-10-19,16.7871,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,16.8251,
2012-10-23,16.8471,
2012-10-24,16.7825,
2012-10-25,16.8077,
2012-10-26,16.8304,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,16.8290,
2012-10-30,16.9152,
2012-10-31,16.9685,
2012-11-01,16.9402,
2012-11-02,16.6645,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,16.6796,
2012-11-06,16.6568,
2012-11-07,16.5991,
2012-11-08,16.6548,
2012-11-09,16.7982,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,16.7975,
2012-11-13,16.8062,
2012-11-14,16.8079,
2012-11-15,16.9170,
2012-11-16,16.8339,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,16.7125,
2012-11-20,16.7542,
2012-11-21,16.6777,
2012-11-22,16.7523,
2012-11-23,16.7933,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,16.8255,
2012-11-27,16.8137,
2012-11-28,16.8552,
2012-11-29,16.8116,
2012-11-30,16.7648,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,16.8362,
2012-12-04,16.9802,
2012-12-05,16.9098,
2012-12-06,16.8684,
2012-12-07,16.6145,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,16.5673,
2012-12-11,16.6090,
2012-12-12,16.6319,
2012-12-13,16.6630,
2012-12-14,16.7345,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,16.8182,
2012-12-18,16.7795,
2012-12-19,16.8993,
2012-12-20,16.9287,
2012-12-21,17.0072,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,17.0977,
2012-12-25,.,No value available
2012-12-26,.,No value available
2012-12-27,17.1939,
2012-12-28,17.1386,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,17.1845,
2013-01-01,.,No value available
2013-01-02,16.9319,
2013-01-03,16.7293,
2013-01-04,16.6586,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,16.5971,
2013-01-08,16.6881,
2013-01-09,16.6719,
2013-01-10,16.6112,
2013-01-11,16.7598,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,16.9097,
2013-01-15,16.8880,
2013-01-16,16.8084,
2013-01-17,16.8504,
2013-01-18,16.7882,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,16.9175,
2013-01-22,16.9153,
2013-01-23,16.8538,
2013-01-24,16.9385,
2013-01-25,17.0448,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,17.1653,
2013-01-29,17.1112,
2013-01-30,17.2154,
2013-01-31,17.2173,
2013-02-01,17.3704,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,17.1751,
2013-02-05,17.1341,
2013-02-06,17.1056,
2013-02-07,17.1761,
2013-02-08,17.0465,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,17.0970,
2013-02-12,17.1363,
2013-02-13,17.0794,
2013-02-14,16.9523,
2013-02-15,16.9221,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,16.9444,
2013-02-19,16.9185,
2013-02-20,16.9117,
2013-02-21,16.8313,
2013-02-22,16.7762,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,16.8455,
2013-02-26,16.7459,
2013-02-27,16.8211,
2013-02-28,16.7554,
2013-03-01,16.7042,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,16.6451,
2013-03-05,16.6001,
2013-03-06,16.5647,
2013-03-07,16.6541,
2013-03-08,16.6598,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,16.3724,
2013-03-12,16.3106,
2013-03-13,16.0835,
2013-03-14,16.0628,
2013-03-15,16.2443,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,16.1410,
2013-03-19,16.0453,
2013-03-20,16.0388,
2013-03-21,15.9865,
2013-03-22,16.0711,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,15.9715,
2013-03-26,15.8408,
2013-03-27,15.8335,
2013-03-28,15.8146,
2013-03-29,.,No value available
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,15.8285,
2013-04-03,15.7274,
2013-04-04,15.7597,
2013-04-05,15.9620,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,15.8076,
2013-04-09,15.8559,
2013-04-10,15.8943,
2013-04-11,15.8661,
2013-04-12,15.7440,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,15.8693,
2013-04-16,15.9744,
2013-04-17,16.0174,
2013-04-18,15.8927,
2013-04-19,16.0396,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,16.0012,
2013-04-23,15.9641,
2013-04-24,15.9395,
2013-04-25,15.8922,
2013-04-26,15.8523,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,15.8514,
2013-04-30,15.9408,
2013-05-01,.,No value available
2013-05-02,16.0529,
2013-05-03,15.9604,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,15.8424,
2013-05-07,15.8943,
2013-05-08,15.8073,
2013-05-09,15.7546,
2013-05-10,15.6689,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,15.7077,
2013-05-14,15.7759,
2013-05-15,15.6385,
2013-05-16,15.8096,
2013-05-17,15.8403,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,15.8305,
2013-05-21,15.8388,
2013-05-22,15.9251,
2013-05-23,16.1081,
2013-05-24,16.1026,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,16.1537,
2013-05-28,16.1560,
2013-05-29,16.3671,
2013-05-30,16.5044,
2013-05-31,16.7688,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,16.5982,
2013-06-04,16.6649,
2013-06-05,16.6510,
2013-06-06,16.8147,
2013-06-07,17.0490,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,16.9220,
2013-06-11,17.2549,
2013-06-12,16.9295,
2013-06-13,17.1166,
2013-06-14,16.8411,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,16.9070,
2013-06-18,17.2832,
2013-06-19,17.2401,
2013-06-20,17.5380,
2013-06-21,17.5558,
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,17.5222,
2013-06-25,17.2858,
2013-06-26,17.2046,
2013-06-27,17.0117,
2013-06-28,17.0413,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,16.8392,
2013-07-02,16.9286,
2013-07-03,17.0048,
2013-07-04,16.8402,
2013-07-05,16.6126,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,16.7461,
2013-07-09,16.5200,
2013-07-10,16.5358,
2013-07-11,16.7374,
2013-07-12,16.7474,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,16.6489,
2013-07-16,16.5372,
2013-07-17,16.6105,
2013-07-18,16.3309,
2013-07-19,16.3913,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,16.4786,
2013-07-23,16.5033,
2013-07-24,16.5509,
2013-07-25,16.7041,
2013-07-26,16.7779,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,16.8476,
2013-07-30,16.9524,
2013-07-31,17.0086,
2013-08-01,16.8653,
2013-08-02,16.9560,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,16.7893,
2013-08-06,16.8058,
2013-08-07,16.8685,
2013-08-08,16.9438,
2013-08-09,16.8567,
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,16.7753,
2013-08-13,16.9142,
2013-08-14,16.8756,
2013-08-15,17.0135,
2013-08-16,17.1412,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,17.3238,
2013-08-20,17.4437,
2013-08-21,17.4634,
2013-08-22,17.6210,
2013-08-23,17.4804,
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,17.4207,
