"",BBK01.QU6331,BBK01.QU6331_FLAGS
"",All foreign subsidiaries: Short-term liabilities to foreign banks / Sweden / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:17:31,
1984-12,0.128,
1985-01,0.193,
1985-02,0.242,
1985-03,0.212,
1985-04,0.225,
1985-05,0.360,
1985-06,0.322,
1985-07,0.350,
1985-08,0.275,
1985-09,0.253,
1985-10,0.338,
1985-11,0.304,
1985-12,0.159,
1986-01,0.162,
1986-02,0.197,
1986-03,0.135,
1986-04,0.166,
1986-05,0.147,
1986-06,0.143,
1986-07,0.165,
1986-08,0.100,
1986-09,0.141,
1986-10,0.128,
1986-11,0.087,
1986-12,0.090,
1987-01,0.137,
1987-02,0.200,
1987-03,0.139,
1987-04,0.134,
1987-05,0.120,
1987-06,0.132,
1987-07,0.131,
1987-08,0.127,
1987-09,0.112,
1987-10,0.150,
1987-11,0.089,
1987-12,0.122,
1988-01,0.102,
1988-02,0.100,
1988-03,0.128,
1988-04,0.111,
1988-05,0.119,
1988-06,0.089,
1988-07,0.109,
1988-08,0.088,
1988-09,0.104,
1988-10,0.059,
1988-11,0.069,
1988-12,0.076,
1989-01,0.086,
1989-02,0.112,
1989-03,0.075,
1989-04,0.119,
1989-05,0.092,
1989-06,0.101,
1989-07,0.154,
1989-08,0.092,
1989-09,0.108,
1989-10,0.099,
1989-11,0.036,
1989-12,0.047,
1990-01,0.084,
1990-02,0.018,
1990-03,0.039,
1990-04,0.034,
1990-05,0.058,
1990-06,0.060,
1990-07,0.103,
1990-08,0.084,
1990-09,0.076,
1990-10,0.088,
1990-11,0.041,
1990-12,0.034,
1991-01,0.081,
1991-02,0.086,
1991-03,0.108,
1991-04,0.065,
1991-05,0.085,
1991-06,0.104,
1991-07,0.106,
1991-08,0.155,
1991-09,.,No value available
1991-10,.,No value available
1991-11,.,No value available
1991-12,.,No value available
1992-01,.,No value available
1992-02,.,No value available
1992-03,.,No value available
1992-04,.,No value available
1992-05,.,No value available
1992-06,.,No value available
1992-07,.,No value available
1992-08,.,No value available
1992-09,.,No value available
1992-10,.,No value available
1992-11,.,No value available
1992-12,.,No value available
1993-01,.,No value available
1993-02,.,No value available
1993-03,.,No value available
1993-04,.,No value available
1993-05,.,No value available
1993-06,0.007,
1993-07,0.001,
1993-08,0.002,
1993-09,0.049,
1993-10,0.012,
1993-11,0.012,
1993-12,0.034,
1994-01,0.005,
1994-02,0.043,
1994-03,0.069,
1994-04,0.033,
1994-05,0.092,
1994-06,.,No value available
1994-07,.,No value available
1994-08,0.087,
1994-09,0.070,
1994-10,0.073,
1994-11,0.036,
1994-12,0.078,
1995-01,0.082,
1995-02,0.028,
1995-03,0.018,
1995-04,0.053,
1995-05,0.063,
1995-06,0.025,
