SUBJECT,Subject,LOCATION,Country,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1963-01,Jan-63,IDX,Index,0,units,,,98.30881,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1963-02,Feb-63,IDX,Index,0,units,,,98.25021,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1963-03,Mar-63,IDX,Index,0,units,,,98.29807,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1963-04,Apr-63,IDX,Index,0,units,,,98.41714,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1963-05,May-63,IDX,Index,0,units,,,98.57077,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1963-06,Jun-63,IDX,Index,0,units,,,98.74144,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1963-07,Jul-63,IDX,Index,0,units,,,98.91828,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1963-08,Aug-63,IDX,Index,0,units,,,99.08868,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1963-09,Sep-63,IDX,Index,0,units,,,99.2534,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1963-10,Oct-63,IDX,Index,0,units,,,99.43089,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1963-11,Nov-63,IDX,Index,0,units,,,99.65046,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1963-12,Dec-63,IDX,Index,0,units,,,99.92218,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1964-01,Jan-64,IDX,Index,0,units,,,100.2464,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1964-02,Feb-64,IDX,Index,0,units,,,100.5608,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1964-03,Mar-64,IDX,Index,0,units,,,100.8227,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1964-04,Apr-64,IDX,Index,0,units,,,101.028,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1964-05,May-64,IDX,Index,0,units,,,101.1781,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1964-06,Jun-64,IDX,Index,0,units,,,101.2627,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1964-07,Jul-64,IDX,Index,0,units,,,101.2674,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1964-08,Aug-64,IDX,Index,0,units,,,101.2192,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1964-09,Sep-64,IDX,Index,0,units,,,101.1586,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1964-10,Oct-64,IDX,Index,0,units,,,101.1134,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1964-11,Nov-64,IDX,Index,0,units,,,101.0969,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1964-12,Dec-64,IDX,Index,0,units,,,101.0971,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1965-01,Jan-65,IDX,Index,0,units,,,101.0815,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1965-02,Feb-65,IDX,Index,0,units,,,101.0125,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1965-03,Mar-65,IDX,Index,0,units,,,100.8915,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1965-04,Apr-65,IDX,Index,0,units,,,100.7412,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1965-05,May-65,IDX,Index,0,units,,,100.5752,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1965-06,Jun-65,IDX,Index,0,units,,,100.3964,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1965-07,Jul-65,IDX,Index,0,units,,,100.2247,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1965-08,Aug-65,IDX,Index,0,units,,,100.0614,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1965-09,Sep-65,IDX,Index,0,units,,,99.90284,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1965-10,Oct-65,IDX,Index,0,units,,,99.74157,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1965-11,Nov-65,IDX,Index,0,units,,,99.59829,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1965-12,Dec-65,IDX,Index,0,units,,,99.4896,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1966-01,Jan-66,IDX,Index,0,units,,,99.40009,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1966-02,Feb-66,IDX,Index,0,units,,,99.29324,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1966-03,Mar-66,IDX,Index,0,units,,,99.1217,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1966-04,Apr-66,IDX,Index,0,units,,,98.85795,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1966-05,May-66,IDX,Index,0,units,,,98.50275,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1966-06,Jun-66,IDX,Index,0,units,,,98.06551,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1966-07,Jul-66,IDX,Index,0,units,,,97.56744,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1966-08,Aug-66,IDX,Index,0,units,,,97.03077,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1966-09,Sep-66,IDX,Index,0,units,,,96.48853,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1966-10,Oct-66,IDX,Index,0,units,,,95.97869,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1966-11,Nov-66,IDX,Index,0,units,,,95.5722,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1966-12,Dec-66,IDX,Index,0,units,,,95.32454,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1967-01,Jan-67,IDX,Index,0,units,,,95.263,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1967-02,Feb-67,IDX,Index,0,units,,,95.37317,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1967-03,Mar-67,IDX,Index,0,units,,,95.6185,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1967-04,Apr-67,IDX,Index,0,units,,,95.96857,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1967-05,May-67,IDX,Index,0,units,,,96.40356,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1967-06,Jun-67,IDX,Index,0,units,,,96.90293,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1967-07,Jul-67,IDX,Index,0,units,,,97.43734,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1967-08,Aug-67,IDX,Index,0,units,,,97.98254,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1967-09,Sep-67,IDX,Index,0,units,,,98.49936,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1967-10,Oct-67,IDX,Index,0,units,,,98.95326,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1967-11,Nov-67,IDX,Index,0,units,,,99.32813,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1967-12,Dec-67,IDX,Index,0,units,,,99.61989,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1968-01,Jan-68,IDX,Index,0,units,,,99.85027,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1968-02,Feb-68,IDX,Index,0,units,,,100.0705,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1968-03,Mar-68,IDX,Index,0,units,,,100.309,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1968-04,Apr-68,IDX,Index,0,units,,,100.5812,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1968-05,May-68,IDX,Index,0,units,,,100.8771,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1968-06,Jun-68,IDX,Index,0,units,,,101.1849,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1968-07,Jul-68,IDX,Index,0,units,,,101.4982,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1968-08,Aug-68,IDX,Index,0,units,,,101.7814,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1968-09,Sep-68,IDX,Index,0,units,,,102.0168,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1968-10,Oct-68,IDX,Index,0,units,,,102.2057,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1968-11,Nov-68,IDX,Index,0,units,,,102.3648,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1968-12,Dec-68,IDX,Index,0,units,,,102.5016,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1969-01,Jan-69,IDX,Index,0,units,,,102.6169,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1969-02,Feb-69,IDX,Index,0,units,,,102.7847,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1969-03,Mar-69,IDX,Index,0,units,,,102.934,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1969-04,Apr-69,IDX,Index,0,units,,,103.0499,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1969-05,May-69,IDX,Index,0,units,,,103.0963,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1969-06,Jun-69,IDX,Index,0,units,,,103.0406,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1969-07,Jul-69,IDX,Index,0,units,,,102.8686,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1969-08,Aug-69,IDX,Index,0,units,,,102.5965,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1969-09,Sep-69,IDX,Index,0,units,,,102.252,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1969-10,Oct-69,IDX,Index,0,units,,,101.8616,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1969-11,Nov-69,IDX,Index,0,units,,,101.4505,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1969-12,Dec-69,IDX,Index,0,units,,,101.0425,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1970-01,Jan-70,IDX,Index,0,units,,,100.6869,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1970-02,Feb-70,IDX,Index,0,units,,,100.419,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1970-03,Mar-70,IDX,Index,0,units,,,100.2213,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1970-04,Apr-70,IDX,Index,0,units,,,100.0784,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1970-05,May-70,IDX,Index,0,units,,,99.98089,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1970-06,Jun-70,IDX,Index,0,units,,,99.90873,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1970-07,Jul-70,IDX,Index,0,units,,,99.85471,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1970-08,Aug-70,IDX,Index,0,units,,,99.80503,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1970-09,Sep-70,IDX,Index,0,units,,,99.73708,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1970-10,Oct-70,IDX,Index,0,units,,,99.65655,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1970-11,Nov-70,IDX,Index,0,units,,,99.57819,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1970-12,Dec-70,IDX,Index,0,units,,,99.50269,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1971-01,Jan-71,IDX,Index,0,units,,,99.41309,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1971-02,Feb-71,IDX,Index,0,units,,,99.29593,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1971-03,Mar-71,IDX,Index,0,units,,,99.14075,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1971-04,Apr-71,IDX,Index,0,units,,,98.93716,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1971-05,May-71,IDX,Index,0,units,,,98.69816,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1971-06,Jun-71,IDX,Index,0,units,,,98.42857,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1971-07,Jul-71,IDX,Index,0,units,,,98.1399,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1971-08,Aug-71,IDX,Index,0,units,,,97.8596,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1971-09,Sep-71,IDX,Index,0,units,,,97.65981,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1971-10,Oct-71,IDX,Index,0,units,,,97.59822,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1971-11,Nov-71,IDX,Index,0,units,,,97.70601,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1971-12,Dec-71,IDX,Index,0,units,,,97.97018,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1972-01,Jan-72,IDX,Index,0,units,,,98.34901,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1972-02,Feb-72,IDX,Index,0,units,,,98.79495,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1972-03,Mar-72,IDX,Index,0,units,,,99.26651,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1972-04,Apr-72,IDX,Index,0,units,,,99.73342,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1972-05,May-72,IDX,Index,0,units,,,100.1765,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1972-06,Jun-72,IDX,Index,0,units,,,100.5964,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1972-07,Jul-72,IDX,Index,0,units,,,100.9877,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1972-08,Aug-72,IDX,Index,0,units,,,101.3511,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1972-09,Sep-72,IDX,Index,0,units,,,101.6784,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1972-10,Oct-72,IDX,Index,0,units,,,101.9668,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1972-11,Nov-72,IDX,Index,0,units,,,102.2109,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1972-12,Dec-72,IDX,Index,0,units,,,102.3794,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1973-01,Jan-73,IDX,Index,0,units,,,102.4234,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1973-02,Feb-73,IDX,Index,0,units,,,102.2986,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1973-03,Mar-73,IDX,Index,0,units,,,102.0225,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1973-04,Apr-73,IDX,Index,0,units,,,101.6388,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1973-05,May-73,IDX,Index,0,units,,,101.1782,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1973-06,Jun-73,IDX,Index,0,units,,,100.6751,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1973-07,Jul-73,IDX,Index,0,units,,,100.1929,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1973-08,Aug-73,IDX,Index,0,units,,,99.78708,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1973-09,Sep-73,IDX,Index,0,units,,,99.47711,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1973-10,Oct-73,IDX,Index,0,units,,,99.27502,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1973-11,Nov-73,IDX,Index,0,units,,,99.20425,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1973-12,Dec-73,IDX,Index,0,units,,,99.27152,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1974-01,Jan-74,IDX,Index,0,units,,,99.45433,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1974-02,Feb-74,IDX,Index,0,units,,,99.67825,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1974-03,Mar-74,IDX,Index,0,units,,,99.87907,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1974-04,Apr-74,IDX,Index,0,units,,,99.99456,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1974-05,May-74,IDX,Index,0,units,,,99.97717,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1974-06,Jun-74,IDX,Index,0,units,,,99.79492,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1974-07,Jul-74,IDX,Index,0,units,,,99.46304,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1974-08,Aug-74,IDX,Index,0,units,,,98.99975,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1974-09,Sep-74,IDX,Index,0,units,,,98.46062,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1974-10,Oct-74,IDX,Index,0,units,,,97.9325,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1974-11,Nov-74,IDX,Index,0,units,,,97.48289,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1974-12,Dec-74,IDX,Index,0,units,,,97.15691,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1975-01,Jan-75,IDX,Index,0,units,,,96.99847,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1975-02,Feb-75,IDX,Index,0,units,,,97.0051,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1975-03,Mar-75,IDX,Index,0,units,,,97.15852,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1975-04,Apr-75,IDX,Index,0,units,,,97.44853,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1975-05,May-75,IDX,Index,0,units,,,97.85117,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1975-06,Jun-75,IDX,Index,0,units,,,98.36069,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1975-07,Jul-75,IDX,Index,0,units,,,98.93415,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1975-08,Aug-75,IDX,Index,0,units,,,99.54272,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1975-09,Sep-75,IDX,Index,0,units,,,100.1569,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1975-10,Oct-75,IDX,Index,0,units,,,100.7213,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1975-11,Nov-75,IDX,Index,0,units,,,101.1884,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1975-12,Dec-75,IDX,Index,0,units,,,101.5429,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1976-01,Jan-76,IDX,Index,0,units,,,101.7886,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1976-02,Feb-76,IDX,Index,0,units,,,101.9289,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1976-03,Mar-76,IDX,Index,0,units,,,101.9884,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1976-04,Apr-76,IDX,Index,0,units,,,102.0032,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1976-05,May-76,IDX,Index,0,units,,,101.9937,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1976-06,Jun-76,IDX,Index,0,units,,,101.9512,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1976-07,Jul-76,IDX,Index,0,units,,,101.8633,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1976-08,Aug-76,IDX,Index,0,units,,,101.7226,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1976-09,Sep-76,IDX,Index,0,units,,,101.5219,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1976-10,Oct-76,IDX,Index,0,units,,,101.2758,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1976-11,Nov-76,IDX,Index,0,units,,,101.0005,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1976-12,Dec-76,IDX,Index,0,units,,,100.7071,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1977-01,Jan-77,IDX,Index,0,units,,,100.4153,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1977-02,Feb-77,IDX,Index,0,units,,,100.1627,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1977-03,Mar-77,IDX,Index,0,units,,,99.94325,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1977-04,Apr-77,IDX,Index,0,units,,,99.7643,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1977-05,May-77,IDX,Index,0,units,,,99.63258,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1977-06,Jun-77,IDX,Index,0,units,,,99.54415,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1977-07,Jul-77,IDX,Index,0,units,,,99.50652,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1977-08,Aug-77,IDX,Index,0,units,,,99.52167,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1977-09,Sep-77,IDX,Index,0,units,,,99.56451,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1977-10,Oct-77,IDX,Index,0,units,,,99.60934,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1977-11,Nov-77,IDX,Index,0,units,,,99.62994,,
