"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,52.34,52.34,52.34,52.34,52.33,52.33,52.33,52.33,52.34,52.34,52.34,52.34,53.989,53.989,53.989
1991-04,56.09,56.09,56.09,56.09,56.11,56.11,56.11,56.11,56.10,56.10,56.10,56.10,57.743,57.743,57.743
1991-07,55.60,55.60,55.60,55.60,55.58,55.58,55.58,55.58,55.56,55.56,55.56,55.56,57.406,57.406,57.406
1991-10,58.08,58.08,58.08,58.08,58.10,58.10,58.10,58.10,58.11,58.11,58.11,58.11,59.441,59.441,59.441
1992-01,59.12,59.12,59.12,59.12,59.13,59.13,59.13,59.13,59.14,59.14,59.14,59.14,60.695,60.695,60.695
1992-04,61.28,61.28,61.28,61.28,61.28,61.28,61.28,61.28,61.28,61.28,61.28,61.28,63.019,63.019,63.019
1992-07,63.27,63.27,63.27,63.27,63.24,63.24,63.24,63.24,63.24,63.24,63.24,63.24,65.012,65.012,65.012
1992-10,63.26,63.26,63.26,63.26,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,64.890,64.890,64.890
1993-01,64.04,64.04,64.04,64.04,64.06,64.06,64.06,64.06,64.05,64.05,64.05,64.05,65.507,65.507,65.507
1993-04,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,67.235,67.235,67.235
1993-07,65.57,65.57,65.57,65.57,65.55,65.55,65.55,65.55,65.53,65.53,65.53,65.53,66.964,66.964,66.964
1993-10,64.22,64.22,64.22,64.22,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,67.138,67.138,67.138
1994-01,67.02,67.02,67.02,67.02,67.04,67.04,67.04,67.04,67.03,67.03,67.03,67.03,69.026,69.026,69.026
1994-04,67.13,67.13,67.13,67.13,67.13,67.13,67.13,67.13,67.12,67.12,67.12,67.12,69.113,69.113,69.113
1994-07,67.97,67.97,67.97,67.97,67.95,67.95,67.95,67.95,67.95,67.95,67.95,67.95,69.865,69.865,69.865
1994-10,69.43,69.43,69.43,69.43,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,71.296,71.296,71.296
1995-01,69.85,69.85,69.85,69.85,69.86,69.86,69.86,69.86,69.87,69.87,69.87,69.87,71.771,71.771,71.771
1995-04,71.12,71.12,71.12,71.12,71.12,71.12,71.12,71.12,71.13,71.13,71.13,71.13,72.946,72.946,72.946
1995-07,72.49,72.49,72.49,72.49,72.47,72.47,72.47,72.47,72.46,72.46,72.46,72.46,74.279,74.279,74.279
1995-10,72.77,72.77,72.77,72.77,72.79,72.79,72.79,72.79,72.78,72.78,72.78,72.78,74.655,74.655,74.655
1996-01,73.34,73.34,73.34,73.34,73.35,73.35,73.35,73.35,73.35,73.35,73.35,73.35,75.107,75.107,75.107
1996-04,73.52,73.52,73.52,73.52,73.52,73.52,73.52,73.52,73.52,73.52,73.52,73.52,75.295,75.295,75.295
1996-07,74.79,74.79,74.79,74.79,74.78,74.78,74.78,74.78,74.78,74.78,74.78,74.78,76.604,76.604,76.604
1996-10,75.81,75.81,75.81,75.81,75.82,75.82,75.82,75.82,75.83,75.83,75.83,75.83,77.547,77.547,77.547
1997-01,75.40,75.40,75.40,75.40,75.40,75.40,75.40,75.40,75.40,75.40,75.40,75.40,77.151,77.151,77.151
1997-04,75.30,75.30,75.30,75.30,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,77.000,77.000,77.000
1997-07,75.74,75.74,75.74,75.74,75.74,75.74,75.74,75.74,75.73,75.73,75.73,75.73,77.325,77.325,77.325
1997-10,76.32,76.32,76.32,76.32,76.33,76.33,76.33,76.33,76.33,76.33,76.33,76.33,77.940,77.940,77.940
1998-01,76.53,76.53,76.53,76.53,76.53,76.53,76.53,76.53,76.54,76.54,76.54,76.54,77.925,77.925,77.925
1998-04,77.15,77.15,77.15,77.15,77.14,77.14,77.14,77.14,77.14,77.14,77.14,77.14,78.587,78.587,78.587
1998-07,77.13,77.13,77.13,77.13,77.11,77.11,77.11,77.11,77.13,77.13,77.13,77.13,78.493,78.493,78.493
1998-10,77.49,77.49,77.49,77.49,77.51,77.51,77.51,77.51,77.50,77.50,77.50,77.50,78.672,78.672,78.672
1999-01,77.63,77.63,77.63,77.63,77.63,77.63,77.63,77.63,77.64,77.64,77.64,77.64,79.308,79.308,79.308
1999-04,78.22,78.22,78.22,78.22,78.22,78.22,78.22,78.22,78.23,78.23,78.23,78.23,79.780,79.780,79.780
1999-07,78.93,78.93,78.93,78.93,78.92,78.92,78.92,78.92,78.93,78.93,78.93,78.93,80.411,80.411,80.411
1999-10,79.36,79.36,79.36,79.36,79.39,79.39,79.39,79.39,79.36,79.36,79.36,79.36,80.930,80.930,80.930
