"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,981.5104,981.5104,981.5100,981.5100,981.5600,981.5600,981.5607,981.5607,981.7336,981.7336,981.7336,981.7336,903.9691,903.9691
1991-04,987.5933,987.5933,987.5900,987.5900,987.6000,987.6000,987.6013,987.6013,987.8391,987.8391,987.8391,987.8391,906.0488,906.0488
1991-07,985.3106,985.3106,985.3100,985.3100,985.2800,985.2800,985.2768,985.2768,985.5482,985.5482,985.5482,985.5482,904.8135,904.8135
1991-10,983.7289,983.7289,983.7300,983.7300,983.8100,983.8100,983.8082,983.8082,983.0140,983.0140,983.0140,983.0140,902.4293,902.4293
1992-01,1007.4664,1007.4664,1007.4700,1007.4700,1007.5300,1007.5300,1007.5260,1007.5260,1007.6860,1007.6860,1007.6860,1007.6860,926.2117,926.2117
1992-04,1011.5813,1011.5813,1011.5800,1011.5800,1011.5600,1011.5600,1011.5613,1011.5613,1011.8041,1011.8041,1011.8041,1011.8041,930.0055,930.0055
1992-07,1012.9940,1012.9940,1012.9900,1012.9900,1013.0400,1013.0400,1013.0426,1013.0426,1013.2031,1013.2031,1013.2031,1013.2031,927.6419,927.6419
1992-10,1012.5080,1012.5080,1012.5100,1012.5100,1012.5300,1012.5300,1012.5265,1012.5265,1011.8479,1011.8479,1011.8479,1011.8479,922.7115,922.7115
1993-01,1015.2073,1015.2073,1015.2100,1015.2100,1015.2800,1015.2800,1015.2823,1015.2823,1015.4040,1015.4040,1015.4040,1015.4040,923.7194,923.7194
1993-04,1024.8642,1024.8642,1024.8600,1024.8600,1024.8400,1024.8400,1024.8366,1024.8366,1025.0592,1025.0592,1025.0592,1025.0592,931.7741,931.7741
1993-07,1028.6197,1028.6197,1028.6200,1028.6200,1028.7700,1028.7700,1028.7716,1028.7716,1028.8060,1028.8060,1028.8060,1028.8060,933.7817,933.7817
1993-10,1033.4255,1033.4255,1033.4300,1033.4300,1033.3300,1033.3300,1033.3340,1033.3340,1032.8395,1032.8395,1032.8395,1032.8395,941.2572,941.2572
1994-01,1052.8169,1052.8169,1052.8200,1052.8200,1052.9200,1052.9200,1052.9165,1052.9165,1052.9925,1052.9925,1052.9925,1052.9925,955.5002,955.5002
1994-04,1056.6164,1056.6164,1056.6200,1056.6200,1056.6000,1056.6000,1056.6001,1056.6001,1056.7946,1056.7946,1056.7946,1056.7946,963.5561,963.5561
1994-07,1072.5840,1072.5840,1072.5800,1072.5800,1072.8300,1072.8300,1072.8258,1072.8258,1072.7667,1072.7667,1072.7667,1072.7667,983.9557,983.9557
1994-10,1076.1948,1076.1948,1076.1900,1076.1900,1075.9800,1075.9800,1075.9804,1075.9804,1075.6440,1075.6440,1075.6440,1075.6440,993.5225,993.5225
1995-01,1089.3967,1089.3967,1089.4000,1089.4000,1089.5200,1089.5200,1089.5176,1089.5176,1089.5512,1089.5512,1089.5512,1089.5512,1010.4798,1010.4798
1995-04,1095.6053,1095.6053,1095.6100,1095.6100,1095.6200,1095.6200,1095.6217,1095.6217,1095.7773,1095.7773,1095.7773,1095.7773,1018.7841,1018.7841
1995-07,1105.5806,1105.5806,1105.5800,1105.5800,1105.8800,1105.8800,1105.8810,1105.8810,1105.7734,1105.7734,1105.7734,1105.7734,1030.8652,1030.8652
1995-10,1117.3507,1117.3507,1117.3500,1117.3500,1117.0300,1117.0300,1117.0278,1117.0278,1116.8134,1116.8134,1116.8134,1116.8134,1043.4059,1043.4059
1996-01,1126.1945,1126.1945,1126.1900,1126.1900,1126.3400,1126.3400,1126.3427,1126.3427,1126.3319,1126.3319,1126.3319,1126.3319,1053.8060,1053.8060
