"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,107.24,107.23,0.00,107.23,107.21,107.06,107.06,107.06,107.06,107.06,107.05,107.08,107.07,107.07,107.07,107.08,107.07,107.18,107.18,107.19,107.18,107.19,107.19,107.19,107.31,110.20,110.20,110.20,110.20,110.18,110.18,110.18,110.19,110.20,110.20,110.20,110.20,,113.58,113.58
1991-04,106.85,106.84,0.00,106.84,106.84,106.64,106.64,106.64,106.64,106.61,106.61,106.64,106.64,106.62,106.62,106.60,106.62,106.58,106.56,106.56,106.56,106.53,106.53,106.53,106.53,110.34,110.34,110.34,110.34,110.33,110.33,110.33,110.33,110.32,110.31,110.31,110.32,,113.29,113.29
1991-07,106.97,106.98,0.00,106.98,106.98,106.75,106.75,106.75,106.75,106.77,106.77,106.80,106.80,106.76,106.77,106.72,106.72,106.69,106.69,106.69,106.69,106.75,106.75,106.75,106.76,109.94,109.94,109.94,109.95,109.93,109.93,109.93,109.93,109.95,109.95,109.95,109.94,,113.07,113.07
1991-10,107.32,107.33,0.00,107.33,107.33,107.18,107.18,107.18,107.18,107.19,107.19,107.10,107.10,107.15,107.15,107.21,107.22,107.18,107.19,107.19,107.19,107.08,107.08,107.08,106.95,110.25,110.25,110.25,110.25,110.29,110.29,110.29,110.29,110.27,110.27,110.27,110.28,,113.54,113.54
1992-01,108.11,108.09,0.00,108.09,108.07,107.92,107.92,107.92,107.93,107.92,107.91,107.94,107.93,107.92,107.93,107.94,107.93,108.03,108.04,108.05,108.04,108.06,108.06,108.06,108.17,111.32,111.32,111.32,111.32,111.31,111.31,111.31,111.31,111.32,111.32,111.32,111.32,114.21,114.21,114.21
1992-04,108.27,108.26,0.00,108.26,108.27,108.06,108.06,108.06,108.06,108.04,108.04,108.07,108.08,108.05,108.05,108.03,108.05,108.01,107.99,107.99,107.99,107.99,107.99,107.99,107.99,110.81,110.81,110.81,110.81,110.80,110.80,110.80,110.80,110.79,110.79,110.79,110.79,114.25,114.25,114.25
1992-07,107.78,107.78,0.00,107.78,107.78,107.58,107.58,107.58,107.58,107.60,107.60,107.63,107.63,107.61,107.61,107.57,107.56,107.53,107.53,107.53,107.53,107.53,107.53,107.53,107.54,110.37,110.37,110.37,110.37,110.36,110.36,110.36,110.36,110.38,110.38,110.38,110.37,113.57,113.57,113.57
1992-10,106.88,106.89,0.00,106.89,106.89,106.76,106.76,106.76,106.76,106.76,106.76,106.68,106.68,106.74,106.74,106.78,106.78,106.75,106.76,106.76,106.76,106.71,106.71,106.71,106.61,110.08,110.08,110.08,110.07,110.10,110.10,110.10,110.10,110.09,110.09,110.09,110.10,113.03,113.03,113.03
