"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,82.67,82.67,82.67,82.71,82.71,82.71,82.71,82.52,82.52,82.52,82.53,82.54,82.54,82.54,82.54,83.82,83.37,83.37,83.37,83.36,83.36,83.36,83.36,83.36,83.35,83.35,83.35,80.41,80.41,80.41
1991-04,82.80,82.80,82.80,82.80,82.80,82.80,82.80,82.83,82.83,82.83,82.82,82.81,82.81,82.81,82.80,83.92,83.47,83.47,83.47,83.49,83.49,83.49,83.49,83.48,83.47,83.47,83.48,80.67,80.67,80.67
1991-07,81.61,81.61,81.61,81.61,81.61,81.61,81.61,81.73,81.73,81.73,81.74,81.71,81.71,81.71,81.70,82.78,82.34,82.34,82.34,82.33,82.33,82.33,82.33,82.33,82.33,82.33,82.33,80.05,80.05,80.05
1991-10,83.71,83.71,83.71,83.78,83.78,83.78,83.78,83.71,83.71,83.71,83.69,83.74,83.74,83.74,83.74,84.83,84.37,84.37,84.37,84.51,84.51,84.51,84.51,84.44,84.44,84.44,84.44,82.09,82.10,82.10
1992-01,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.08,82.08,82.08,82.09,82.10,82.10,82.10,82.10,83.42,82.97,82.97,82.97,82.95,82.95,82.95,82.95,82.95,82.94,82.94,82.94,80.10,80.10,80.10
1992-04,81.35,81.35,81.35,81.37,81.37,81.37,81.37,81.38,81.38,81.38,81.36,81.36,81.36,81.36,81.36,82.51,82.06,82.06,82.06,82.09,82.09,82.09,82.09,82.06,82.06,82.06,82.06,79.42,79.41,79.41
1992-07,77.39,77.39,77.39,77.39,77.39,77.39,77.39,77.53,77.53,77.53,77.55,77.47,77.47,77.47,77.46,78.60,78.18,78.18,78.18,78.18,78.18,78.18,78.18,78.19,78.19,78.19,78.19,75.81,75.82,75.82
1992-10,73.72,73.72,73.72,73.69,73.69,73.69,73.69,73.76,73.76,73.76,73.75,73.83,73.83,73.83,73.83,74.77,74.37,74.37,74.37,74.33,74.33,74.33,74.33,74.32,74.32,74.32,74.32,71.79,71.78,71.78
1993-01,70.45,70.45,70.45,70.47,70.47,70.47,70.47,70.23,70.23,70.23,70.24,70.23,70.23,70.23,70.24,71.24,70.86,70.85,70.85,70.91,70.91,70.91,70.91,70.90,70.89,70.89,70.89,68.58,68.58,68.58
1993-04,67.09,67.09,67.09,67.08,67.08,67.08,67.08,67.12,67.12,67.12,67.11,67.12,67.12,67.12,67.12,68.23,67.86,67.87,67.87,67.88,67.88,67.88,67.88,67.87,67.86,67.86,67.87,65.36,65.35,65.35
1993-07,66.50,66.50,66.50,66.49,66.49,66.49,66.49,66.62,66.62,66.62,66.63,66.56,66.56,66.56,66.55,67.44,67.08,67.08,67.08,67.09,67.09,67.09,67.09,67.08,67.09,67.09,67.08,64.98,64.98,64.98
1993-10,64.95,64.95,64.95,64.92,64.92,64.92,64.92,64.99,64.99,64.99,64.98,65.06,65.06,65.06,65.06,65.86,65.51,65.51,65.51,65.45,65.45,65.45,65.45,65.46,65.47,65.47,65.46,63.16,63.18,63.18
1994-01,65.30,65.30,65.30,65.31,65.31,65.31,65.31,65.06,65.06,65.06,65.07,65.05,65.05,65.05,65.06,66.12,65.76,65.76,65.76,65.77,65.77,65.77,65.77,65.77,65.76,65.76,65.76,63.70,63.70,63.70
1994-04,65.91,65.91,65.91,65.90,65.90,65.90,65.90,65.95,65.95,65.95,65.94,65.98,65.98,65.98,65.98,67.01,66.65,66.65,66.65,66.66,66.66,66.66,66.66,66.66,66.66,66.66,66.67,64.26,64.27,64.27
1994-07,67.46,67.46,67.46,67.44,67.44,67.44,67.44,67.58,67.58,67.58,67.59,67.50,67.50,67.50,67.49,68.54,68.17,68.17,68.17,68.17,68.17,68.17,68.17,68.15,68.15,68.15,68.15,65.76,65.78,65.78
1994-10,68.80,68.80,68.80,68.78,68.78,68.78,68.78,68.84,68.84,68.84,68.83,68.91,68.91,68.91,68.91,69.82,69.44,69.45,69.45,69.40,69.40,69.40,69.40,69.41,69.42,69.42,69.42,66.87,66.87,66.87
1995-01,68.26,68.26,68.26,68.24,68.24,68.24,68.24,68.04,68.04,68.04,68.04,68.03,68.03,68.03,68.04,69.03,68.66,68.65,68.65,68.65,68.65,68.65,68.65,68.64,68.64,68.64,68.64,66.38,66.40,66.40
1995-04,69.39,69.39,69.39,69.38,69.38,69.38,69.38,69.43,69.43,69.43,69.42,69.49,69.49,69.49,69.49,70.65,70.27,70.28,70.28,70.29,70.29,70.29,70.29,70.27,70.27,70.27,70.27,67.36,67.36,67.36
1995-07,68.97,68.97,68.97,68.96,68.96,68.96,68.96,69.06,69.06,69.06,69.07,68.95,68.95,68.95,68.93,70.02,69.64,69.64,69.64,69.66,69.66,69.66,69.66,69.65,69.66,69.66,69.66,66.75,66.75,66.75
1995-10,68.32,68.32,68.32,68.31,68.31,68.31,68.31,68.35,68.35,68.35,68.34,68.45,68.45,68.45,68.45,69.62,69.25,69.25,69.25,69.30,69.30,69.30,69.30,69.28,69.28,69.28,69.28,66.67,66.66,66.66
1996-01,68.56,68.56,68.56,68.57,68.57,68.57,68.57,68.44,68.44,68.44,68.44,68.42,68.42,68.42,68.43,69.17,68.80,68.79,68.79,68.78,68.78,68.78,68.78,68.76,68.76,68.76,68.75,66.41,66.40,66.40
1996-04,71.38,71.38,71.38,71.39,71.39,71.39,71.39,71.45,71.45,71.45,71.45,71.52,71.52,71.52,71.52,72.78,72.39,72.40,72.40,72.40,72.40,72.40,72.40,72.39,72.39,72.39,72.39,68.99,68.99,68.99
1996-07,70.82,70.82,70.82,70.80,70.80,70.80,70.80,70.85,70.85,70.85,70.87,70.75,70.75,70.75,70.74,72.14,71.76,71.75,71.75,71.78,71.78,71.78,71.78,71.75,71.76,71.76,71.76,68.51,68.50,68.50
1996-10,72.83,72.83,72.83,72.84,72.84,72.84,72.84,72.86,72.86,72.86,72.86,72.90,72.90,72.90,72.90,74.00,73.61,73.61,73.61,73.69,73.69,73.69,73.69,73.65,73.65,73.65,73.65,70.68,70.68,70.68
1997-01,73.34,73.34,73.34,73.40,73.40,73.40,73.40,73.41,73.41,73.41,73.40,73.39,73.39,73.39,73.40,74.51,74.11,74.11,74.11,74.12,74.12,74.12,74.12,74.11,74.10,74.10,74.10,70.92,70.92,70.92
1997-04,73.74,73.74,73.74,73.71,73.71,73.71,73.71,73.74,73.74,73.74,73.74,73.78,73.78,73.78,73.78,75.10,74.70,74.70,74.70,74.70,74.71,74.71,74.71,74.68,74.68,74.68,74.69,71.30,71.30,71.30
1997-07,74.64,74.64,74.64,74.62,74.62,74.62,74.62,74.56,74.56,74.56,74.57,74.59,74.59,74.59,74.57,75.86,75.46,75.46,75.46,75.47,75.47,75.47,75.47,75.44,75.45,75.45,75.45,72.07,72.07,72.07
1997-10,77.67,77.67,77.67,77.68,77.68,77.68,77.68,77.67,77.67,77.67,77.66,77.62,77.62,77.62,77.63,78.60,78.18,78.18,78.18,78.22,78.22,78.22,78.22,78.19,78.20,78.20,78.19,74.69,74.68,74.68
1998-01,80.09,80.09,80.09,80.08,80.08,80.08,80.08,80.32,80.32,80.32,80.31,80.33,80.33,80.33,80.34,81.69,81.25,81.24,81.24,81.26,81.26,81.26,81.26,81.25,81.24,81.24,81.24,77.41,77.40,77.40
1998-04,81.78,81.78,81.78,81.80,81.80,81.80,81.80,81.75,81.75,81.75,81.75,81.66,81.66,81.66,81.67,82.96,82.51,82.52,82.52,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,78.85,78.84,78.84
1998-07,83.62,83.62,83.62,83.60,83.60,83.60,83.60,83.42,83.42,83.42,83.45,83.68,83.68,83.68,83.66,84.97,84.51,84.51,84.51,84.51,84.51,84.51,84.51,84.49,84.49,84.49,84.49,80.77,80.77,80.77
1998-10,85.12,85.12,85.12,85.09,85.09,85.09,85.09,85.07,85.07,85.07,85.06,84.90,84.90,84.90,84.91,86.57,86.10,86.10,86.10,86.05,86.05,86.05,86.05,86.04,86.04,86.04,86.04,82.16,82.17,82.17
1999-01,87.81,87.81,87.81,87.78,87.78,87.78,87.78,88.17,88.17,88.17,88.15,88.21,88.21,88.21,88.23,89.74,89.26,89.25,89.25,89.30,89.30,89.30,89.30,89.30,89.30,89.30,89.29,84.93,84.93,84.93
