"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,3787.1680,3787.1680,3787.1680,3787.1680,3787.1680,3787.1680,3787.1680,3787.1680,3787.1680,3787.1680,3787.1680,3787.1680,3787.1680,3787.1680,3787.1680,3787.1680,3787.1680,3544.2022,3544.2022,3544.2022,3544.2022,3544.2022,3544.2022,3544.2022,3544.2022,3544.2022,3544.2022,3544.2022,3544.2022,3632.6207,3632.6207
1991-04,3519.4656,3519.4656,3519.4656,3519.4656,3519.4656,3519.4656,3519.4656,3519.4656,3519.4656,3519.4656,3519.4656,3519.4656,3519.4656,3519.4656,3519.4656,3519.4656,3519.4656,3298.2055,3298.2055,3298.2055,3298.2055,3298.2055,3298.2055,3298.2055,3298.2055,3298.2055,3298.2055,3298.2055,3298.2055,3365.5527,3365.5527
1991-07,3753.8466,3753.8466,3753.8466,3753.8466,3753.8466,3753.8466,3753.8466,3753.8466,3753.8466,3753.8466,3753.8466,3753.8466,3753.8466,3753.8466,3753.8466,3753.8466,3753.8466,3513.0974,3513.0974,3513.0974,3513.0974,3513.0974,3513.0974,3513.0974,3513.0974,3513.0974,3513.0974,3513.0974,3513.0974,3594.7960,3594.7960
1991-10,3707.3600,3707.3600,3707.3600,3707.3600,3707.3600,3707.3600,3707.3600,3707.3600,3707.3600,3707.3600,3707.3600,3707.3600,3707.3600,3707.3600,3707.3600,3707.3600,3707.3600,3466.7117,3466.7117,3466.7117,3466.7117,3466.7117,3466.7117,3466.7117,3466.7117,3466.7117,3466.7117,3466.7117,3466.7117,3558.1212,3558.1212
1992-01,3809.6710,3809.6710,3809.6710,3809.6710,3809.6710,3809.6710,3809.6710,3809.6710,3809.6710,3809.6710,3809.6710,3809.6710,3809.6710,3809.6710,3809.6710,3809.6710,3809.6710,3570.0854,3570.0854,3570.0854,3570.0854,3570.0854,3570.0854,3570.0854,3570.0854,3570.0854,3570.0854,3570.0854,3570.0854,3634.5002,3634.5002
1992-04,3484.0078,3484.0078,3484.0078,3484.0078,3484.0078,3484.0078,3484.0078,3484.0078,3484.0078,3484.0078,3484.0078,3484.0078,3484.0078,3484.0078,3484.0078,3484.0078,3484.0078,3248.7598,3248.7598,3248.7598,3248.7598,3248.7598,3248.7598,3248.7598,3248.7598,3248.7598,3248.7598,3248.7598,3248.7598,3321.4665,3321.4665
1992-07,3732.1330,3732.1330,3732.1330,3732.1330,3732.1330,3732.1330,3732.1330,3732.1330,3732.1330,3732.1330,3732.1330,3732.1330,3732.1330,3732.1330,3732.1330,3732.1330,3732.1330,3493.2153,3493.2153,3493.2153,3493.2153,3493.2153,3493.2153,3493.2153,3493.2153,3493.2153,3493.2153,3493.2153,3493.2153,3569.9795,3569.9795
1992-10,3696.6006,3696.6006,3696.6006,3696.6006,3696.6006,3696.6006,3696.6006,3696.6006,3696.6006,3696.6006,3696.6006,3696.6006,3696.6006,3696.6006,3696.6006,3696.6006,3696.6006,3472.6391,3472.6391,3472.6391,3472.6391,3472.6391,3472.6391,3472.6391,3472.6391,3472.6391,3472.6391,3472.6391,3472.6391,3543.4890,3543.4890
1993-01,3729.0267,3729.0267,3729.0267,3729.0267,3729.0267,3729.0267,3729.0267,3729.0267,3729.0267,3729.0267,3729.0267,3729.0267,3729.0267,3729.0267,3729.0267,3729.0267,3729.0267,3503.4830,3503.4830,3503.4830,3503.4830,3503.4830,3503.4830,3503.4830,3503.4830,3503.4830,3503.4830,3503.4830,3503.4830,3555.2512,3555.2512
1993-04,3456.9780,3456.9780,3456.9780,3456.9780,3456.9780,3456.9780,3456.9780,3456.9780,3456.9780,3456.9780,3456.9780,3456.9780,3456.9780,3456.9780,3456.9780,3456.9780,3456.9780,3236.8611,3236.8611,3236.8611,3236.8611,3236.8611,3236.8611,3236.8611,3236.8611,3236.8611,3236.8611,3236.8611,3236.8611,3294.2585,3294.2585
1993-07,3708.9502,3708.9502,3708.9502,3708.9502,3708.9502,3708.9502,3708.9502,3708.9502,3708.9502,3708.9502,3708.9502,3708.9502,3708.9502,3708.9502,3708.9502,3708.9502,3708.9502,3471.6549,3471.6549,3471.6549,3471.6549,3471.6549,3471.6549,3471.6549,3471.6549,3471.6549,3471.6549,3471.6549,3471.6549,3536.0456,3536.0456
1993-10,3685.3362,3685.3362,3685.3362,3685.3362,3685.3362,3685.3362,3685.3362,3685.3362,3685.3362,3685.3362,3685.3362,3685.3362,3685.3362,3685.3362,3685.3362,3685.3362,3685.3362,3462.5692,3462.5692,3462.5692,3462.5692,3462.5692,3462.5692,3462.5692,3462.5692,3462.5692,3462.5692,3462.5692,3462.5692,3531.7703,3531.7703
1994-01,3738.0240,3738.0240,3738.0240,3738.0240,3738.0240,3738.0240,3738.0240,3738.0240,3738.0240,3738.0240,3738.0240,3738.0240,3738.0240,3738.0240,3738.0240,3738.0240,3738.0240,3518.7364,3518.7364,3518.7364,3518.7364,3518.7364,3518.7364,3518.7364,3518.7364,3518.7364,3518.7364,3518.7364,3518.7364,3566.5353,3566.5353
1994-04,3443.0565,3443.0565,3443.0565,3443.0565,3443.0565,3443.0565,3443.0565,3443.0565,3443.0565,3443.0565,3443.0565,3443.0565,3443.0565,3443.0565,3443.0565,3443.0565,3443.0565,3230.1026,3230.1026,3230.1026,3230.1026,3230.1026,3230.1026,3230.1026,3230.1026,3230.1026,3230.1026,3230.1026,3230.1026,3274.5998,3274.5998
1994-07,3698.0826,3698.0826,3698.0826,3698.0826,3698.0826,3698.0826,3698.0826,3698.0826,3698.0826,3698.0826,3698.0826,3698.0826,3698.0826,3698.0826,3698.0826,3698.0826,3698.0826,3467.7225,3467.7225,3467.7225,3467.7225,3467.7225,3467.7225,3467.7225,3467.7225,3467.7225,3467.7225,3467.7225,3467.7225,3536.2043,3536.2043
1994-10,3645.4779,3645.4779,3645.4779,3645.4779,3645.4779,3645.4779,3645.4779,3645.4779,3645.4779,3645.4779,3645.4779,3645.4779,3645.4779,3645.4779,3645.4779,3645.4779,3645.4779,3428.7193,3428.7193,3428.7193,3428.7193,3428.7193,3428.7193,3428.7193,3428.7193,3428.7193,3428.7193,3428.7193,3428.7193,3502.6195,3502.6195
1995-01,3686.9556,3686.9556,3686.9556,3686.9556,3686.9556,3686.9556,3686.9556,3686.9556,3686.9556,3686.9556,3686.9556,3686.9556,3686.9556,3686.9556,3686.9556,3686.9556,3686.9556,3479.5363,3479.5363,3479.5363,3479.5363,3479.5363,3479.5363,3479.5363,3479.5363,3479.5363,3479.5363,3479.5363,3479.5363,3550.9973,3550.9973
1995-04,3402.5607,3402.5607,3402.5607,3402.5607,3402.5607,3402.5607,3402.5607,3402.5607,3402.5607,3402.5607,3402.5607,3402.5607,3402.5607,3402.5607,3402.5607,3402.5607,3402.5607,3180.1609,3180.1609,3180.1609,3180.1609,3180.1609,3180.1609,3180.1609,3180.1609,3180.1609,3180.1609,3180.1609,3180.1609,3244.4706,3244.4706
