"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,3054.4445,3052.3543,3052.3543,3054.9287,3054.9287,3053.8695,3053.8695,3053.8695,3055.3810,3055.4611,3055.4611,3055.4611,3055.4611,3056.7452,3056.7452,3056.7452,3059.9130,2850.0500,2850.0454,2850.0500,2850.1700,2850.1600,2850.1600,2850.1558,2850.1558,2850.2165,2850.2165,2850.2165,2850.1025,2942.4313,2942.4313
1991-04,3042.1145,3040.3841,3040.3841,3043.3000,3043.3000,3041.8017,3041.8017,3041.8017,3039.3724,3039.5484,3039.5484,3039.5484,3039.5484,3040.7207,3040.7207,3040.7207,3041.9484,2848.6600,2848.6562,2848.6600,2848.2700,2848.7700,2848.7700,2848.7670,2848.7670,2848.2279,2848.2279,2848.2279,2848.6336,2923.0945,2923.0945
1991-07,3016.0562,3013.9001,3013.9001,3017.3775,3017.3775,3015.3379,3015.3379,3015.3379,3009.5433,3009.6940,3009.6940,3009.6940,3009.6940,3012.4852,3012.4852,3012.4852,3015.0732,2821.4800,2821.4784,2821.4800,2822.4700,2821.5800,2821.5800,2821.5807,2821.5807,2822.5904,2822.5904,2822.5904,2821.5381,2898.3656,2898.3656
1991-10,3020.1421,3025.3574,3025.3574,3016.3896,3016.3896,3019.3400,3019.3400,3019.3400,3026.0526,3026.1865,3026.1865,3026.1865,3026.1865,3022.3917,3022.3917,3022.3917,3015.4084,2833.2900,2833.2891,2833.2900,2832.5600,2833.4000,2833.4000,2833.3970,2833.3970,2832.4591,2832.4591,2832.4591,2833.2198,2914.2938,2914.2938
1992-01,3037.5869,3035.5697,3035.5697,3037.9901,3037.9901,3036.9886,3036.9886,3036.9886,3038.9941,3039.0855,3039.0855,3039.0855,3039.0855,3040.2896,3040.2896,3040.2896,3043.2587,2845.3100,2845.3091,2845.3100,2845.4100,2845.4200,2845.4200,2845.4231,2845.4231,2845.4572,2845.4572,2845.4572,2845.3645,2917.5026,2917.5026
1992-04,3013.0480,3011.4986,3011.4986,3014.5404,3014.5404,3012.7390,3012.7390,3012.7390,3010.5203,3010.6894,3010.6894,3010.6894,3010.6894,3011.8696,3011.8696,3011.8696,3012.9594,2815.5900,2815.5946,2815.5900,2815.2700,2815.7000,2815.7000,2815.6996,2815.6996,2815.2331,2815.2331,2815.2331,2815.5727,2894.9888,2894.9888
1992-07,2987.5919,2985.7422,2985.7422,2988.8696,2988.8696,2986.8968,2986.8968,2986.8968,2981.7830,2981.9340,2981.9340,2981.9340,2981.9340,2982.9611,2982.9611,2982.9611,2985.1719,2792.7700,2792.7723,2792.7700,2793.6600,2792.8700,2792.8700,2792.8699,2792.8699,2793.7678,2793.7678,2793.7678,2792.8240,2868.8652,2868.8652
1992-10,2960.3512,2965.0244,2965.0244,2956.4348,2956.4348,2959.5942,2959.5942,2959.5942,2964.9210,2965.0623,2965.0623,2965.0623,2965.0623,2963.0496,2963.0496,2963.0496,2956.7800,2782.7900,2782.7865,2782.7900,2782.1200,2782.9000,2782.9000,2782.8982,2782.8982,2782.0385,2782.0385,2782.0385,2782.7354,2846.2641,2846.2641
1993-01,2980.4727,2978.7014,2978.7014,2980.8443,2980.8443,2979.8553,2979.8553,2979.8553,2981.6407,2981.7438,2981.7438,2981.7438,2981.7438,2982.8385,2982.8385,2982.8385,2985.4305,2788.3400,2788.3358,2788.3400,2788.3700,2788.4500,2788.4500,2788.4454,2788.4454,2788.3940,2788.3940,2788.3940,2788.3690,2846.3471,2846.3471
1993-04,2968.5469,2967.1657,2967.1657,2970.3693,2970.3693,2968.2594,2968.2594,2968.2594,2966.3632,2966.5088,2966.5088,2966.5088,2966.5088,2967.6854,2967.6854,2967.6854,2968.6977,2776.0000,2776.0018,2776.0000,2775.8400,2776.1100,2776.1100,2776.1074,2776.1074,2775.8269,2775.8269,2775.8269,2775.9963,2837.1728,2837.1728
1993-07,2955.6578,2954.0525,2954.0525,2956.6699,2956.6699,2954.9895,2954.9895,2954.9895,2950.9925,2951.1338,2951.1338,2951.1338,2951.1338,2951.8035,2951.8035,2951.8035,2953.5365,2759.1700,2759.1698,2759.1700,2759.7600,2759.2700,2759.2700,2759.2717,2759.2717,2759.8367,2759.8367,2759.8367,2759.2106,2820.6476,2820.6476
1993-10,2928.4265,2932.4492,2932.4492,2924.4854,2924.4854,2927.6692,2927.6692,2927.6692,2931.7770,2931.9224,2931.9224,2931.9224,2931.9224,2928.9469,2928.9469,2928.9469,2923.6096,2744.9300,2744.9269,2744.9300,2744.4600,2745.0300,2745.0300,2745.0309,2745.0309,2744.4072,2744.4072,2744.4072,2744.8888,2802.8807,2802.8807
1994-01,2948.5799,2947.1394,2947.1394,2949.0308,2949.0308,2947.9472,2947.9472,2947.9472,2948.3760,2948.5007,2948.5007,2948.5007,2948.5007,2949.5300,2949.5300,2949.5300,2951.6760,2757.0000,2756.9991,2757.0000,2756.9600,2757.1000,2757.1000,2757.1031,2757.1031,2756.9682,2756.9682,2756.9682,2757.0096,2808.1114,2808.1114
1994-04,2923.6661,2922.5973,2922.5973,2925.4966,2925.4966,2923.3673,2923.3673,2923.3673,2922.2221,2922.3501,2922.3501,2922.3501,2922.3501,2923.4855,2923.4855,2923.4855,2924.2428,2737.5000,2737.5007,2737.5000,2737.4500,2737.6000,2737.6000,2737.6015,2737.6015,2737.4533,2737.4533,2737.4533,2737.5009,2787.7627,2787.7627
1994-07,2915.1253,2914.0364,2914.0364,2915.9451,2915.9451,2914.5194,2914.5194,2914.5194,2912.4817,2912.6202,2912.6202,2912.6202,2912.6202,2914.4271,2914.4271,2914.4271,2915.4151,2724.4000,2724.4013,2724.4000,2724.7400,2724.5000,2724.5000,2724.5037,2724.5037,2724.7820,2724.7820,2724.7820,2724.4310,2788.2813,2788.2813
1994-10,2885.1146,2887.9743,2887.9743,2881.2749,2881.2749,2884.3312,2884.3312,2884.3312,2887.0852,2887.2210,2887.2210,2887.2210,2887.2210,2884.6426,2884.6426,2884.6426,2880.7513,2699.9000,2699.8963,2699.9000,2699.6500,2700.0000,2700.0000,2700.0038,2700.0038,2699.6198,2699.6198,2699.6198,2699.8818,2765.5031,2765.5031
1995-01,2858.5276,2857.5150,2857.5150,2858.9215,2858.9215,2857.8483,2857.8483,2857.8483,2856.5230,2856.6738,2856.6738,2856.6738,2856.6738,2857.6323,2857.6323,2857.6323,2859.2257,2674.6400,2674.6412,2674.6400,2674.5400,2674.7500,2674.7500,2674.7462,2674.7462,2674.5135,2674.5135,2674.5135,2674.6216,2750.1091,2750.1091
