"",2005-11-16,2005-12-16,2006-01-16,2006-02-16,2006-03-28,2006-06-16,2006-06-26,2006-07-03,2006-07-17,2006-08-16,2006-09-14,2006-10-16,2006-11-17,2006-12-15,2007-01-16,2007-02-16,2007-03-21,2007-04-16,2007-05-10,2007-06-15,2007-07-13,2007-08-16,2007-09-14,2007-10-15,2007-11-16,2007-12-14,2008-01-16,2008-02-15,2008-03-17,2008-04-14,2008-05-16,2008-06-19,2008-07-14,2008-08-15,2008-09-16,2008-10-16,2008-11-17,2008-12-16,2009-01-16,2009-02-16,2009-03-16,2010-03-04,2010-03-15,2010-04-16,2010-05-17,2010-06-15,2010-07-14,2010-08-16,2010-09-15,2010-10-15,2010-11-15,2010-12-14,2011-01-17,2011-02-14,2011-03-17,2011-04-15,2011-05-16,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-17,2011-11-14,2011-12-15,2012-01-16,2012-02-14,2012-03-15,2012-04-16,2012-05-14,2012-06-15,2012-07-16,2012-08-15,2012-09-17,2012-10-15,2012-11-14,2012-12-17,2013-01-16,2013-02-15,2013-04-15,2013-05-15,2013-06-17,2013-07-15,2013-08-12,2013-09-16,2013-10-15,2013-11-15,2013-12-16,2014-01-16,2014-02-17,2014-03-17,2014-04-15,2014-05-15,2014-06-16,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-17,2014-12-15,2015-01-16,2015-02-17
1993-04,122.34,122.34,122.34,122.34,122.34,122.34,122.34,122.34,122.34,122.34,122.34,122.34,122.34,122.34,122.34,122.34,122.34,122.11,122.37,122.37,122.37,122.37,122.37,122.37,122.37,122.37,122.37,122.37,122.37,122.37,122.37,122.37,122.37,122.37,122.37,122.37,122.37,122.37,122.37,122.37,122.37,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,133.52,136.75,136.75,136.75,136.75,136.75,136.75,136.75,136.75,136.75,136.75,136.75,136.75,136.75,136.75,136.75,136.75,136.75,136.75,136.75,136.75,136.75,136.75,136.75
1993-05,113.56,113.56,113.56,113.56,113.56,113.56,113.56,113.56,113.56,113.56,113.56,113.56,113.56,113.56,113.56,113.56,113.56,113.41,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,126.98,126.98,126.98,126.98,126.98,126.98,126.98,126.98,126.98,126.98,126.98,126.98,126.98,126.98,126.98,126.98,126.98,126.98,126.98,126.98,126.98,126.98,126.98
1993-06,122.60,122.60,122.60,122.60,122.60,122.60,122.60,122.60,122.60,122.60,122.60,122.60,122.60,122.60,122.60,122.60,122.60,122.35,122.58,122.58,122.58,122.58,122.58,122.58,122.58,122.58,122.58,122.58,122.58,122.58,122.58,122.58,122.58,122.58,122.58,122.58,122.58,122.58,122.58,122.58,122.58,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,136.99,136.99,136.99,136.99,136.99,136.99,136.99,136.99,136.99,136.99,136.99,136.99,136.99,136.99,136.99,136.99,136.99,136.99,136.99,136.99,136.99,136.99,136.99
1993-07,118.15,118.15,118.15,118.15,118.15,118.15,118.15,118.15,118.15,118.15,118.15,118.15,118.15,118.15,118.15,118.15,118.15,118.02,118.17,118.17,118.17,118.17,118.17,118.17,118.17,118.17,118.17,118.17,118.17,118.17,118.17,118.17,118.17,118.17,118.17,118.17,118.17,118.17,118.17,118.17,118.17,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,128.94,132.05,132.05,132.05,132.05,132.05,132.05,132.05,132.05,132.05,132.05,132.05,132.05,132.05,132.05,132.05,132.05,132.05,132.05,132.05,132.05,132.05,132.05,132.05
1993-08,117.21,117.21,117.21,117.21,117.21,117.21,117.21,117.21,117.21,117.21,117.21,117.21,117.21,117.21,117.21,117.21,117.21,117.12,117.24,117.24,117.24,117.24,117.24,117.24,117.24,117.24,117.24,117.24,117.24,117.24,117.24,117.24,117.24,117.24,117.24,117.24,117.24,117.24,117.24,117.24,117.24,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,131.02,131.02,131.02,131.02,131.02,131.02,131.02,131.02,131.02,131.02,131.02,131.02,131.02,131.02,131.02,131.02,131.02,131.02,131.02,131.02,131.02,131.02,131.02
1993-09,124.98,124.98,124.98,124.98,124.98,124.98,124.98,124.98,124.98,124.98,124.98,124.98,124.98,124.98,124.98,124.98,124.98,124.85,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,136.41,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.71,139.71
1993-10,121.86,121.86,121.86,121.86,121.86,121.86,121.86,121.86,121.86,121.86,121.86,121.86,121.86,121.86,121.86,121.86,121.86,121.73,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23
1993-11,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.03,122.19,122.19,122.19,122.19,122.19,122.19,122.19,122.19,122.19,122.19,122.19,122.19,122.19,122.19,122.19,122.19,122.19,122.19,122.19,122.19,122.19,122.19,122.19,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,136.55,136.55,136.55,136.55,136.55,136.55,136.55,136.55,136.55,136.55,136.55,136.55,136.55,136.55,136.55,136.55,136.55,136.55,136.55,136.55,136.55,136.55,136.55
1993-12,116.15,116.15,116.15,116.15,116.15,116.15,116.15,116.15,116.15,116.15,116.15,116.15,116.15,116.15,116.15,116.15,116.15,116.05,116.19,116.19,116.19,116.19,116.19,116.19,116.19,116.19,116.19,116.19,116.19,116.19,116.19,116.19,116.19,116.19,116.19,116.19,116.19,116.19,116.19,116.19,116.19,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,126.79,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.85
1994-01,116.11,116.11,116.11,116.11,116.11,116.11,116.11,116.11,116.11,116.11,116.11,116.11,116.11,116.11,116.11,116.11,116.11,116.01,116.14,116.14,116.14,116.14,116.14,116.14,116.14,116.14,116.14,116.14,116.14,116.14,116.14,116.14,116.14,116.14,116.14,116.14,116.14,116.14,116.14,116.14,116.14,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,126.73,129.79,129.79,129.79,129.79,129.79,129.79,129.79,129.79,129.79,129.79,129.79,129.79,129.79,129.79,129.79,129.79,129.79,129.79,129.79,129.79,129.79,129.79,129.79
1994-02,112.97,112.97,112.97,112.97,112.97,112.97,112.97,112.97,112.97,112.97,112.97,112.97,112.97,112.97,112.97,112.97,112.97,112.90,113.03,113.03,113.03,113.03,113.03,113.03,113.03,113.03,113.03,113.03,113.03,113.03,113.03,113.03,113.03,113.03,113.03,113.03,113.03,113.03,113.03,113.03,113.03,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,123.33,126.31,126.31,126.31,126.31,126.31,126.31,126.31,126.31,126.31,126.31,126.31,126.31,126.31,126.31,126.31,126.31,126.31,126.31,126.31,126.31,126.31,126.31,126.31
1994-03,128.66,128.66,128.66,128.66,128.66,128.66,128.66,128.66,128.66,128.66,128.66,128.66,128.66,128.66,128.66,128.66,128.66,128.59,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,140.46,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85
1994-04,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.85,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,122.14,125.09,125.09,125.09,125.09,125.09,125.09,125.09,125.09,125.09,125.09,125.09,125.09,125.09,125.09,125.09,125.09,125.09,125.09,125.09,125.09,125.09,125.09,125.09
1994-05,111.85,111.85,111.85,111.85,111.85,111.85,111.85,111.85,111.85,111.85,111.85,111.85,111.85,111.85,111.85,111.85,111.85,111.83,111.91,111.91,111.91,111.91,111.91,111.91,111.91,111.91,111.91,111.91,111.91,111.91,111.91,111.91,111.91,111.91,111.91,111.91,111.91,111.91,111.91,111.91,111.91,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,122.11,125.06,125.06,125.06,125.06,125.06,125.06,125.06,125.06,125.06,125.06,125.06,125.06,125.06,125.06,125.06,125.06,125.06,125.06,125.06,125.06,125.06,125.06,125.06
1994-06,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.45,117.53,117.53,117.53,117.53,117.53,117.53,117.53,117.53,117.53,117.53,117.53,117.53,117.53,117.53,117.53,117.53,117.53,117.53,117.53,117.53,117.53,117.53,117.53,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,128.24,131.34,131.34,131.34,131.34,131.34,131.34,131.34,131.34,131.34,131.34,131.34,131.34,131.34,131.34,131.34,131.34,131.34,131.34,131.34,131.34,131.34,131.34,131.34
1994-07,109.17,109.17,109.17,109.17,109.17,109.17,109.17,109.17,109.17,109.17,109.17,109.17,109.17,109.17,109.17,109.17,109.17,109.20,109.24,109.24,109.24,109.24,109.24,109.24,109.24,109.24,109.24,109.24,109.24,109.24,109.24,109.24,109.24,109.24,109.24,109.24,109.24,109.24,109.24,109.24,109.24,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,119.20,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08
1994-08,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.34,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,124.81,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82
1994-09,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.17,120.17,120.17,120.17,120.17,120.17,120.17,120.17,120.17,120.17,120.17,120.17,120.17,120.17,120.17,120.17,120.17,120.17,120.17,120.17,120.17,120.17,120.17,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,131.13,134.30,134.30,134.30,134.30,134.30,134.30,134.30,134.30,134.30,134.30,134.30,134.30,134.30,134.30,134.30,134.30,134.30,134.30,134.30,134.30,134.30,134.30,134.30
1994-10,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.81,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,123.14,126.11,126.11,126.11,126.11,126.11,126.11,126.11,126.11,126.11,126.11,126.11,126.11,126.11,126.11,126.11,126.11,126.11,126.11,126.11,126.11,126.11,126.11,126.11
1994-11,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,129.25,132.37,132.37,132.37,132.37,132.37,132.37,132.37,132.37,132.37,132.37,132.37,132.37,132.37,132.37,132.37,132.37,132.37,132.37,132.37,132.37,132.37,132.37,132.37
1994-12,112.54,112.54,112.54,112.54,112.54,112.54,112.54,112.54,112.54,112.54,112.54,112.54,112.54,112.54,112.54,112.54,112.54,112.58,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84
1995-01,117.28,117.28,117.28,117.28,117.28,117.28,117.28,117.28,117.28,117.28,117.28,117.28,117.28,117.28,117.28,117.28,117.28,117.29,117.32,117.32,117.32,117.32,117.32,117.32,117.32,117.32,117.32,117.32,117.32,117.32,117.32,117.32,117.32,117.32,117.32,117.32,117.32,117.32,117.32,117.32,117.32,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,131.11,131.11,131.11,131.11,131.11,131.11,131.11,131.11,131.11,131.11,131.11,131.11,131.11,131.11,131.11,131.11,131.11,131.11,131.11,131.11,131.11,131.11,131.11
1995-02,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.73,109.77,109.77,109.77,109.77,109.77,109.77,109.77,109.77,109.77,109.77,109.77,109.77,109.77,109.77,109.77,109.77,109.77,109.77,109.77,109.77,109.77,109.77,109.77,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,119.78,122.68,122.68,122.68,122.68,122.68,122.68,122.68,122.68,122.68,122.68,122.68,122.68,122.68,122.68,122.68,122.68,122.68,122.68,122.68,122.68,122.68,122.68,122.68
1995-03,124.16,124.16,124.16,124.16,124.16,124.16,124.16,124.16,124.16,124.16,124.16,124.16,124.16,124.16,124.16,124.16,124.16,124.19,124.24,124.24,124.24,124.24,124.24,124.24,124.24,124.24,124.24,124.24,124.24,124.24,124.24,124.24,124.24,124.24,124.24,124.24,124.24,124.24,124.24,124.24,124.24,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,135.56,138.84,138.84,138.84,138.84,138.84,138.84,138.84,138.84,138.84,138.84,138.84,138.84,138.84,138.84,138.84,138.84,138.84,138.84,138.84,138.84,138.84,138.84,138.84
1995-04,103.41,103.41,103.41,103.41,103.41,103.41,103.41,103.41,103.41,103.41,103.41,103.41,103.41,103.41,103.41,103.41,103.41,103.47,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,112.94,115.66,115.66,115.66,115.66,115.66,115.66,115.66,115.66,115.66,115.66,115.66,115.66,115.66,115.66,115.66,115.66,115.66,115.66,115.66,115.66,115.66,115.66,115.66
1995-05,113.59,113.59,113.59,113.59,113.59,113.59,113.59,113.59,113.59,113.59,113.59,113.59,113.59,113.59,113.59,113.59,113.59,113.64,113.67,113.67,113.67,113.67,113.67,113.67,113.67,113.67,113.67,113.67,113.67,113.67,113.67,113.67,113.67,113.67,113.67,113.67,113.67,113.67,113.67,113.67,113.67,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,124.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03
1995-06,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.72,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,119.75,122.64,122.64,122.64,122.64,122.64,122.64,122.64,122.64,122.64,122.64,122.64,122.64,122.64,122.64,122.64,122.64,122.64,122.64,122.64,122.64,122.64,122.64,122.64
1995-07,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.63,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,116.37,119.18,119.18,119.18,119.18,119.18,119.18,119.18,119.18,119.18,119.18,119.18,119.18,119.18,119.18,119.18,119.18,119.18,119.18,119.18,119.18,119.18,119.18,119.18
1995-08,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.50,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51
1995-09,111.59,111.59,111.59,111.59,111.59,111.59,111.59,111.59,111.59,111.59,111.59,111.59,111.59,111.59,111.59,111.59,111.59,111.63,111.66,111.66,111.66,111.66,111.66,111.66,111.66,111.66,111.66,111.66,111.66,111.66,111.66,111.66,111.66,111.66,111.66,111.66,111.66,111.66,111.66,111.66,111.66,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,121.83,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78
1995-10,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.10,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,124.18,124.18,124.18,124.18,124.18,124.18,124.18,124.18,124.18,124.18,124.18,124.18,124.18,124.18,124.18,124.18,124.18,124.18,124.18,124.18,124.18,124.18,124.18
1995-11,117.34,117.34,117.34,117.34,117.34,117.34,117.34,117.34,117.34,117.34,117.34,117.34,117.34,117.34,117.34,117.34,117.34,117.38,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.11,131.20,131.20,131.20,131.20,131.20,131.20,131.20,131.20,131.20,131.20,131.20,131.20,131.20,131.20,131.20,131.20,131.20,131.20,131.20,131.20,131.20,131.20,131.20
