"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.67,103.67,103.67,103.67,103.67,103.67,103.67,103.67,105.43,105.43,105.43,105.43,105.43,105.43,105.43,105.43,105.43,105.43,105.43,105.43,108.38,108.38,108.38
1991-04,95.37,95.37,95.37,95.37,95.37,95.34,95.34,95.34,95.34,95.34,95.34,95.34,95.34,95.34,95.34,95.34,95.34,95.36,95.36,95.36,95.36,95.36,95.36,95.36,95.36,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,99.25,99.25,99.25
1991-07,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.06,104.44,104.44,104.44,104.44,104.44,104.44,104.44,104.44,104.44,104.44,104.44,104.44,107.67,107.67,107.67
1991-10,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,103.10,103.10,103.10,103.10,103.10,103.10,103.10,103.10,103.10,103.10,103.10,103.10,106.34,106.34,106.34
1992-01,108.73,108.73,108.73,108.73,108.73,108.70,108.70,108.70,108.70,108.70,108.70,108.70,108.70,108.70,108.70,108.70,108.70,108.72,108.72,108.72,108.72,108.72,108.72,108.72,108.72,110.30,110.30,110.30,110.30,110.30,110.30,110.30,110.30,110.30,110.30,110.30,110.30,113.17,113.17,113.17
1992-04,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.51,98.51,98.51,98.51,98.51,98.51,98.51,98.51,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,102.60,102.60,102.60
1992-07,106.40,106.40,106.40,106.40,106.40,106.40,106.40,106.40,106.40,106.40,106.40,106.40,106.40,106.40,106.40,106.40,106.40,106.41,106.41,106.41,106.41,106.41,106.41,106.41,106.41,107.49,107.49,107.49,107.49,107.49,107.49,107.49,107.49,107.49,107.49,107.49,107.49,110.76,110.76,110.76
1992-10,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.26,105.26,105.26,105.26,105.26,105.26,105.26,105.26,106.90,106.90,106.90,106.90,106.90,106.90,106.90,106.90,106.90,106.90,106.90,106.90,109.84,109.84,109.84
