"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,3116.4560,3116.4560,3116.4560,3116.4560,3116.4560,3116.4560,3116.4560,3116.4560,3116.4560,3116.4560,3116.4560,3116.4560,3116.4560,3116.4560,3116.4560,3116.4560,3116.4560,2917.4350,2917.4350,2917.4350,2917.4350,2917.4350,2917.4350,2917.4350,2917.4350,2917.4350,2917.4350,2917.4350,2917.4350,2998.2047,2998.2047
1991-04,2878.9974,2878.9974,2878.9974,2878.9974,2878.9974,2878.9974,2878.9974,2878.9974,2878.9974,2878.9974,2878.9974,2878.9974,2878.9974,2878.9974,2878.9974,2878.9974,2878.9974,2690.0778,2690.0778,2690.0778,2690.0778,2690.0778,2690.0778,2690.0778,2690.0778,2690.0778,2690.0778,2690.0778,2690.0778,2759.7438,2759.7438
1991-07,3061.7895,3061.7895,3061.7895,3061.7895,3061.7895,3061.7895,3061.7895,3061.7895,3061.7895,3061.7895,3061.7895,3061.7895,3061.7895,3061.7895,3061.7895,3061.7895,3061.7895,2864.9821,2864.9821,2864.9821,2864.9821,2864.9821,2864.9821,2864.9821,2864.9821,2864.9821,2864.9821,2864.9821,2864.9821,2951.1433,2951.1433
1991-10,3037.9456,3037.9456,3037.9456,3037.9456,3037.9456,3037.9456,3037.9456,3037.9456,3037.9456,3037.9456,3037.9456,3037.9456,3037.9456,3037.9456,3037.9456,3037.9456,3037.9456,2856.6249,2856.6249,2856.6249,2856.6249,2856.6249,2856.6249,2856.6249,2856.6249,2856.6249,2856.6249,2856.6249,2856.6249,2944.7159,2944.7159
1992-01,3123.0800,3123.0800,3123.0800,3123.0800,3123.0800,3123.0800,3123.0800,3123.0800,3123.0800,3123.0800,3123.0800,3123.0800,3123.0800,3123.0800,3123.0800,3123.0800,3123.0800,2926.8108,2926.8108,2926.8108,2926.8108,2926.8108,2926.8108,2926.8108,2926.8108,2926.8108,2926.8108,2926.8108,2926.8108,2988.1788,2988.1788
1992-04,2836.5552,2836.5552,2836.5552,2836.5552,2836.5552,2836.5552,2836.5552,2836.5552,2836.5552,2836.5552,2836.5552,2836.5552,2836.5552,2836.5552,2836.5552,2836.5552,2836.5552,2648.3075,2648.3075,2648.3075,2648.3075,2648.3075,2648.3075,2648.3075,2648.3075,2648.3075,2648.3075,2648.3075,2648.3075,2722.6824,2722.6824
1992-07,3034.9648,3034.9648,3034.9648,3034.9648,3034.9648,3034.9648,3034.9648,3034.9648,3034.9648,3034.9648,3034.9648,3034.9648,3034.9648,3034.9648,3034.9648,3034.9648,3034.9648,2838.1367,2838.1367,2838.1367,2838.1367,2838.1367,2838.1367,2838.1367,2838.1367,2838.1367,2838.1367,2838.1367,2838.1367,2923.4193,2923.4193
1992-10,3020.5945,3020.5945,3020.5945,3020.5945,3020.5945,3020.5945,3020.5945,3020.5945,3020.5945,3020.5945,3020.5945,3020.5945,3020.5945,3020.5945,3020.5945,3020.5945,3020.5945,2832.7678,2832.7678,2832.7678,2832.7678,2832.7678,2832.7678,2832.7678,2832.7678,2832.7678,2832.7678,2832.7678,2832.7678,2903.7934,2903.7934
1993-01,3047.6784,3047.6784,3047.6784,3047.6784,3047.6784,3047.6784,3047.6784,3047.6784,3047.6784,3047.6784,3047.6784,3047.6784,3047.6784,3047.6784,3047.6784,3047.6784,3047.6784,2858.1526,2858.1526,2858.1526,2858.1526,2858.1526,2858.1526,2858.1526,2858.1526,2858.1526,2858.1526,2858.1526,2858.1526,2905.4652,2905.4652
1993-04,2806.2867,2806.2867,2806.2867,2806.2867,2806.2867,2806.2867,2806.2867,2806.2867,2806.2867,2806.2867,2806.2867,2806.2867,2806.2867,2806.2867,2806.2867,2806.2867,2806.2867,2616.8243,2616.8243,2616.8243,2616.8243,2616.8243,2616.8243,2616.8243,2616.8243,2616.8243,2616.8243,2616.8243,2616.8243,2673.4930,2673.4930
1993-07,3002.6213,3002.6213,3002.6213,3002.6213,3002.6213,3002.6213,3002.6213,3002.6213,3002.6213,3002.6213,3002.6213,3002.6213,3002.6213,3002.6213,3002.6213,3002.6213,3002.6213,2804.1096,2804.1096,2804.1096,2804.1096,2804.1096,2804.1096,2804.1096,2804.1096,2804.1096,2804.1096,2804.1096,2804.1096,2874.5243,2874.5243
1993-10,2996.0224,2996.0224,2996.0224,2996.0224,2996.0224,2996.0224,2996.0224,2996.0224,2996.0224,2996.0224,2996.0224,2996.0224,2996.0224,2996.0224,2996.0224,2996.0224,2996.0224,2801.5458,2801.5458,2801.5458,2801.5458,2801.5458,2801.5458,2801.5458,2801.5458,2801.5458,2801.5458,2801.5458,2801.5458,2866.7445,2866.7445
1994-01,3025.4004,3025.4004,3025.4004,3025.4004,3025.4004,3025.4004,3025.4004,3025.4004,3025.4004,3025.4004,3025.4004,3025.4004,3025.4004,3025.4004,3025.4004,3025.4004,3025.4004,2832.9569,2832.9569,2832.9569,2832.9569,2832.9569,2832.9569,2832.9569,2832.9569,2832.9569,2832.9569,2832.9569,2832.9569,2874.0883,2874.0883
1994-04,2762.1918,2762.1918,2762.1918,2762.1918,2762.1918,2762.1918,2762.1918,2762.1918,2762.1918,2762.1918,2762.1918,2762.1918,2762.1918,2762.1918,2762.1918,2762.1918,2762.1918,2578.2448,2578.2448,2578.2448,2578.2448,2578.2448,2578.2448,2578.2448,2578.2448,2578.2448,2578.2448,2578.2448,2578.2448,2624.0895,2624.0895
1994-07,2960.5600,2960.5600,2960.5600,2960.5600,2960.5600,2960.5600,2960.5600,2960.5600,2960.5600,2960.5600,2960.5600,2960.5600,2960.5600,2960.5600,2960.5600,2960.5600,2960.5600,2766.6001,2766.6001,2766.6001,2766.6001,2766.6001,2766.6001,2766.6001,2766.6001,2766.6001,2766.6001,2766.6001,2766.6001,2839.0851,2839.0851
1994-10,2926.9902,2926.9902,2926.9902,2926.9902,2926.9902,2926.9902,2926.9902,2926.9902,2926.9902,2926.9902,2926.9902,2926.9902,2926.9902,2926.9902,2926.9902,2926.9902,2926.9902,2741.8077,2741.8077,2741.8077,2741.8077,2741.8077,2741.8077,2741.8077,2741.8077,2741.8077,2741.8077,2741.8077,2741.8077,2813.8167,2813.8167
1995-01,2943.3210,2943.3210,2943.3210,2943.3210,2943.3210,2943.3210,2943.3210,2943.3210,2943.3210,2943.3210,2943.3210,2943.3210,2943.3210,2943.3210,2943.3210,2943.3210,2943.3210,2756.0067,2756.0067,2756.0067,2756.0067,2756.0067,2756.0067,2756.0067,2756.0067,2756.0067,2756.0067,2756.0067,2756.0067,2822.5454,2822.5454
1995-04,2691.6426,2691.6426,2691.6426,2691.6426,2691.6426,2691.6426,2691.6426,2691.6426,2691.6426,2691.6426,2691.6426,2691.6426,2691.6426,2691.6426,2691.6426,2691.6426,2691.6426,2501.8001,2501.8001,2501.8001,2501.8001,2501.8001,2501.8001,2501.8001,2501.8001,2501.8001,2501.8001,2501.8001,2501.8001,2566.2663,2566.2663
