"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24
1997-07,119.01,118.92,118.92,118.92,118.92,119.00,119.00,119.00,119.00,119.04,119.04,119.04,119.04,119.01,119.01,119.01,119.01,119.10,119.10,119.10,119.10,119.14,119.14,119.14,119.13
1997-10,120.37,120.48,120.48,120.48,120.48,120.36,120.36,120.36,120.36,120.29,120.29,120.29,120.29,120.26,120.26,120.26,120.26,120.05,120.05,120.05,120.02,120.00,120.00,120.00,120.00
1998-01,118.67,118.66,118.66,118.66,118.66,118.67,118.67,118.67,118.67,118.75,118.75,118.75,118.75,118.77,118.77,118.77,118.77,118.79,118.79,118.79,118.82,118.84,118.84,118.84,118.84
1998-04,119.01,118.98,118.98,118.98,118.98,119.06,119.06,119.06,119.06,119.02,119.02,119.02,119.02,119.02,119.02,119.02,119.02,119.21,119.21,119.21,119.20,119.21,119.21,119.21,119.21
1998-07,120.62,120.53,120.53,120.53,120.53,120.62,120.62,120.62,120.62,120.64,120.64,120.64,120.64,120.62,120.62,120.62,120.62,120.73,120.73,120.73,120.74,120.72,120.72,120.72,120.74
1998-10,123.44,123.56,123.56,123.56,123.56,123.39,123.39,123.39,123.39,123.35,123.35,123.35,123.35,123.31,123.31,123.31,123.31,123.03,123.03,123.03,123.00,123.00,123.00,123.00,123.00
1999-01,125.34,125.36,125.36,125.36,125.36,125.44,125.44,125.44,125.44,125.47,125.47,125.47,125.47,125.51,125.51,125.51,125.51,125.53,125.53,125.53,125.56,125.57,125.57,125.57,125.57
1999-04,127.01,127.02,127.02,127.02,127.02,127.04,127.04,127.04,127.04,127.00,127.00,127.00,127.00,127.03,127.03,127.03,127.03,127.21,127.21,127.21,127.20,127.22,127.22,127.22,127.22
1999-07,127.36,127.23,127.23,127.23,127.23,127.34,127.34,127.34,127.34,127.34,127.34,127.34,127.34,127.29,127.29,127.29,127.29,127.35,127.35,127.35,127.36,127.37,127.37,127.37,127.37
1999-10,126.83,126.94,126.94,126.94,126.94,126.74,126.74,126.74,126.74,126.71,126.71,126.71,126.71,126.66,126.66,126.66,126.66,126.43,126.43,126.43,126.40,126.35,126.35,126.35,126.37
2000-01,128.82,128.84,128.84,128.84,128.84,128.98,128.98,128.98,128.98,129.04,129.04,129.04,129.04,129.05,129.05,129.05,129.05,129.05,129.05,129.05,129.06,129.09,129.09,129.09,129.10
2000-04,128.26,128.30,128.30,128.30,128.30,128.28,128.28,128.28,128.28,128.29,128.29,128.29,128.29,128.30,128.30,128.30,128.30,128.42,128.42,128.42,128.42,128.42,128.42,128.42,128.42
2000-07,127.20,127.04,127.04,127.04,127.04,127.18,127.18,127.18,127.18,127.13,127.13,127.13,127.13,127.08,127.08,127.08,127.08,127.08,127.08,127.08,127.08,127.11,127.11,127.11,127.10
2000-10,126.81,126.91,126.91,126.91,126.91,126.68,126.68,126.68,126.68,126.67,126.67,126.67,126.67,126.66,126.66,126.66,126.66,126.54,126.54,126.54,126.51,126.50,126.50,126.50,126.50
2001-01,131.31,130.59,130.59,130.59,130.59,130.83,130.83,130.83,130.83,130.83,130.83,130.83,130.83,130.82,130.82,130.82,130.82,130.82,130.82,130.82,130.83,130.87,130.87,130.87,130.87
2001-04,132.62,132.27,132.27,132.27,132.27,132.17,132.17,132.17,132.17,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.32,132.32,132.32,132.32,132.29,132.29,132.29,132.31
2001-07,132.03,132.12,132.12,132.12,132.12,132.23,132.23,132.23,132.23,132.11,132.11,132.11,132.11,132.09,132.09,132.09,132.09,132.05,132.05,132.05,132.05,132.07,132.07,132.07,132.06
2001-10,138.75,139.20,139.20,139.20,139.20,138.98,138.98,138.98,138.98,138.98,138.98,138.98,138.98,139.01,139.01,139.01,139.01,139.00,139.00,139.00,138.98,138.97,138.97,138.97,138.96
2002-01,138.34,137.24,137.24,137.24,137.24,137.59,137.59,137.59,137.59,137.67,137.67,137.67,137.67,137.58,137.58,137.58,137.58,137.58,137.58,137.58,137.60,137.61,137.61,137.61,137.59
2002-04,137.83,137.04,137.04,137.04,137.04,136.98,136.98,136.98,136.98,137.11,137.11,137.11,137.11,137.08,137.08,137.08,137.08,137.11,137.11,137.11,137.14,137.09,137.09,137.09,137.09
2002-07,138.60,138.68,138.68,138.68,138.68,138.90,138.90,138.90,138.90,138.77,138.77,138.77,138.77,138.75,138.75,138.75,138.75,138.66,138.66,138.66,138.64,138.66,138.66,138.66,138.66
2002-10,139.91,140.42,140.42,140.42,140.42,140.31,140.31,140.31,140.31,140.21,140.21,140.21,140.21,140.35,140.35,140.35,140.35,140.42,140.42,140.42,140.38,140.43,140.43,140.43,140.44
2003-01,139.51,139.87,139.87,139.87,139.87,140.23,140.23,140.23,140.23,140.60,140.60,140.60,140.60,140.40,140.40,140.40,140.40,140.44,140.44,140.44,140.45,140.44,140.44,140.44,140.43
2003-04,140.41,141.68,141.68,141.68,141.68,141.24,141.24,141.24,141.24,141.58,141.58,141.58,141.58,141.47,141.47,141.47,141.47,141.53,141.53,141.53,141.55,141.44,141.44,141.44,141.46
2003-07,142.55,143.37,143.37,143.37,143.37,143.98,143.98,143.98,143.98,144.11,144.11,144.11,144.11,144.15,144.15,144.15,144.15,144.00,144.00,144.00,143.98,144.00,144.00,144.00,144.00
2003-10,142.46,143.30,143.30,143.30,143.30,144.24,144.24,144.24,144.24,144.19,144.19,144.19,144.19,144.43,144.43,144.43,144.43,144.49,144.49,144.49,144.48,144.62,144.62,144.62,144.62
2004-01,144.62,144.60,144.60,144.60,144.60,143.95,143.95,143.95,143.95,144.31,144.31,144.31,144.31,143.56,143.56,143.56,143.56,143.62,143.62,143.62,143.64,143.58,143.58,143.58,143.58
2004-04,145.92,146.46,146.46,146.46,146.46,145.71,145.71,145.71,145.71,145.71,145.71,145.71,145.71,145.03,145.03,145.03,145.03,145.17,145.17,145.17,145.20,145.04,145.04,145.04,145.05
2004-07,145.11,145.86,145.86,145.86,145.86,146.04,146.04,146.04,146.04,146.10,146.10,146.10,146.10,145.98,145.98,145.98,145.98,145.81,145.81,145.81,145.78,145.78,145.78,145.78,145.78
2004-10,144.94,145.86,145.86,145.86,145.86,146.05,146.05,146.05,146.05,145.97,145.97,145.97,145.97,145.63,145.63,145.63,145.63,145.60,145.60,145.60,145.58,145.80,145.80,145.80,145.79
2005-01,146.32,147.02,147.45,147.91,147.83,147.68,147.68,147.68,147.68,149.96,149.96,149.96,149.96,149.00,149.00,149.00,149.00,148.77,148.77,148.77,148.81,148.71,148.71,148.71,148.70
2005-04,,146.65,147.82,148.17,148.29,147.44,147.44,147.44,147.44,150.12,150.12,150.12,150.12,148.47,148.47,148.47,148.47,147.92,147.92,147.92,147.96,147.75,147.75,147.75,147.77
2005-07,,,147.27,146.64,146.85,147.38,147.38,147.38,147.38,149.95,149.95,149.95,149.95,148.60,148.60,148.60,148.60,147.94,147.94,147.94,147.90,147.96,147.96,147.96,147.93
2005-10,,,,147.22,147.17,148.56,148.56,148.56,148.56,151.13,151.13,151.13,151.13,149.76,149.76,149.76,149.76,148.79,148.79,148.79,148.76,149.06,149.06,149.06,149.06
2006-01,,,,,150.76,150.97,147.91,148.07,148.07,152.50,152.50,152.50,152.50,151.45,151.45,151.45,151.45,150.40,150.40,150.40,150.45,150.52,150.52,150.52,150.49
2006-04,,,,,,153.96,149.37,149.83,149.84,154.16,154.16,154.16,154.16,153.70,153.70,153.70,153.70,152.89,152.89,152.89,152.98,153.09,153.09,153.09,153.11
2006-07,,,,,,,152.10,151.73,151.83,155.40,155.40,155.40,155.40,155.26,155.26,155.26,155.26,154.64,154.64,154.64,154.55,154.90,154.90,154.90,154.85
2006-10,,,,,,,,152.55,152.75,156.22,156.22,156.22,156.22,156.20,156.20,156.20,156.20,155.55,155.55,155.55,155.50,156.04,156.04,156.04,156.09
2007-01,,,,,,,,,154.55,156.65,156.52,156.68,156.63,157.27,157.27,157.27,157.27,158.47,158.47,158.47,158.56,158.11,158.11,158.11,158.09
2007-04,,,,,,,,,,158.18,159.54,159.64,159.71,158.83,158.83,158.83,158.83,159.73,159.73,159.73,159.90,159.85,159.85,159.85,159.94
2007-07,,,,,,,,,,,160.54,160.18,160.15,159.26,159.26,159.26,159.26,160.60,160.60,160.60,160.42,160.62,160.62,160.62,160.47
2007-10,,,,,,,,,,,,162.25,161.52,159.94,159.94,159.94,159.94,161.03,161.03,161.03,160.95,160.40,160.40,160.40,160.47
2008-01,,,,,,,,,,,,,161.79,161.65,161.80,162.51,162.66,163.45,163.45,163.45,163.60,163.79,163.79,163.79,163.81
2008-04,,,,,,,,,,,,,,162.55,162.54,163.33,163.29,164.16,164.16,164.16,164.41,163.52,163.52,163.52,163.62
2008-07,,,,,,,,,,,,,,,163.01,162.79,163.13,164.70,164.70,164.70,164.41,163.60,163.60,163.60,163.39
2008-10,,,,,,,,,,,,,,,,166.19,166.01,166.63,166.63,166.63,166.52,164.62,164.62,164.62,164.73
2009-01,,,,,,,,,,,,,,,,,165.53,165.36,165.19,165.26,165.66,164.49,164.49,164.49,164.54
2009-04,,,,,,,,,,,,,,,,,,166.24,166.36,166.15,166.62,165.97,165.97,165.97,166.10
2009-07,,,,,,,,,,,,,,,,,,,167.78,167.58,167.58,167.46,167.46,167.46,167.15
2009-10,,,,,,,,,,,,,,,,,,,,167.27,168.83,168.48,168.48,168.48,168.61
2010-01,,,,,,,,,,,,,,,,,,,,,170.79,168.87,168.92,168.93,169.32
2010-04,,,,,,,,,,,,,,,,,,,,,,169.68,170.05,169.63,169.69
2010-07,,,,,,,,,,,,,,,,,,,,,,,171.98,171.64,171.42
2010-10,,,,,,,,,,,,,,,,,,,,,,,,170.91,171.02
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,171.72
