"",2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
1993-07,23.778,23.778,23.778,23.778,23.778,23.778,23.778,23.778,23.778,23.778,23.778,23.778,23.778,23.778,23.778,23.778,23.778,24.084,24.084,24.084,24.084,24.084,24.084,24.084,24.084,24.084,24.084,24.084,24.084,23.910,23.910,23.910
1993-10,23.856,23.856,23.856,23.856,23.856,23.856,23.856,23.856,23.856,23.856,23.856,23.856,23.856,23.856,23.856,23.856,23.856,24.118,24.118,24.118,24.118,24.118,24.118,24.118,24.118,24.118,24.118,24.118,24.118,23.907,23.907,23.907
1994-01,23.415,23.415,23.415,23.415,23.415,23.415,23.415,23.415,23.415,23.415,23.415,23.415,23.415,23.415,23.415,23.415,23.415,23.705,23.705,23.705,23.705,23.705,23.705,23.705,23.705,23.705,23.705,23.705,23.705,23.501,23.501,23.501
1994-04,23.406,23.406,23.406,23.406,23.406,23.406,23.406,23.406,23.406,23.406,23.406,23.406,23.406,23.406,23.406,23.406,23.406,23.683,23.683,23.683,23.683,23.683,23.683,23.683,23.683,23.683,23.683,23.683,23.683,23.495,23.495,23.495
1994-07,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.849,23.849,23.849,23.849,23.849,23.849,23.849,23.849,23.849,23.849,23.849,23.849,23.713,23.713,23.713
1994-10,23.734,23.734,23.734,23.734,23.734,23.734,23.734,23.734,23.734,23.734,23.734,23.734,23.734,23.734,23.734,23.734,23.734,24.003,24.003,24.003,24.003,24.003,24.003,24.003,24.003,24.003,24.003,24.003,24.003,23.830,23.830,23.830
1995-01,23.289,23.289,23.289,23.289,23.289,23.289,23.289,23.289,23.289,23.289,23.289,23.289,23.289,23.289,23.289,23.289,23.289,23.570,23.570,23.570,23.570,23.570,23.570,23.570,23.570,23.570,23.570,23.570,23.570,23.386,23.386,23.386
1995-04,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.639,23.639,23.639,23.639,23.639,23.639,23.639,23.639,23.639,23.639,23.639,23.639,23.466,23.466,23.466
1995-07,23.496,23.496,23.496,23.496,23.496,23.496,23.496,23.496,23.496,23.496,23.496,23.496,23.496,23.496,23.496,23.496,23.496,23.788,23.788,23.788,23.788,23.788,23.788,23.788,23.788,23.788,23.788,23.788,23.788,23.660,23.660,23.660
1995-10,23.666,23.666,23.666,23.666,23.666,23.666,23.666,23.666,23.666,23.666,23.666,23.666,23.666,23.666,23.666,23.666,23.666,23.910,23.910,23.910,23.910,23.910,23.910,23.910,23.910,23.910,23.910,23.910,23.910,23.743,23.743,23.743
1996-01,23.079,23.079,23.079,23.079,23.079,23.079,23.079,23.079,23.079,23.079,23.079,23.079,23.079,23.079,23.079,23.079,23.079,23.331,23.331,23.331,23.331,23.331,23.331,23.331,23.331,23.331,23.331,23.331,23.331,23.171,23.171,23.171
1996-04,23.169,23.169,23.169,23.169,23.169,23.169,23.169,23.169,23.169,23.169,23.169,23.169,23.169,23.169,23.169,23.169,23.169,23.408,23.408,23.408,23.408,23.408,23.408,23.408,23.408,23.408,23.408,23.408,23.408,23.266,23.266,23.266
1996-07,23.247,23.247,23.247,23.247,23.247,23.247,23.247,23.247,23.247,23.247,23.247,23.247,23.247,23.247,23.247,23.247,23.247,23.523,23.523,23.523,23.523,23.523,23.523,23.523,23.523,23.523,23.523,23.523,23.523,23.434,23.434,23.434
1996-10,23.384,23.384,23.384,23.384,23.384,23.384,23.384,23.384,23.384,23.384,23.384,23.384,23.384,23.384,23.384,23.384,23.384,23.606,23.606,23.606,23.606,23.606,23.606,23.606,23.606,23.606,23.606,23.606,23.606,23.486,23.486,23.486
1997-01,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,23.020,23.020,23.020,23.020,23.020,23.020,23.020,23.020,23.020,23.020,23.020,23.020,22.892,22.892,22.892
1997-04,22.940,22.940,22.940,22.940,22.940,22.940,22.940,22.940,22.940,22.940,22.940,22.940,22.940,22.940,22.940,22.940,22.940,23.187,23.187,23.187,23.187,23.187,23.187,23.187,23.187,23.187,23.187,23.187,23.187,23.088,23.088,23.088
1997-07,23.164,23.164,23.164,23.164,23.164,23.164,23.164,23.164,23.164,23.164,23.164,23.164,23.164,23.164,23.164,23.164,23.164,23.439,23.439,23.439,23.439,23.439,23.439,23.439,23.439,23.439,23.439,23.439,23.439,23.388,23.388,23.388
1997-10,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.378,23.586,23.586,23.586,23.586,23.586,23.586,23.586,23.586,23.586,23.586,23.586,23.586,23.493,23.493,23.493
1998-01,22.890,22.890,22.890,22.890,22.890,22.890,22.890,22.890,22.890,22.890,22.890,22.890,22.890,22.890,22.890,22.890,22.890,23.142,23.142,23.142,23.142,23.142,23.142,23.142,23.142,23.142,23.142,23.142,23.142,23.047,23.047,23.047
1998-04,23.231,23.231,23.231,23.231,23.231,23.231,23.231,23.231,23.231,23.231,23.231,23.231,23.231,23.231,23.231,23.231,23.231,23.446,23.446,23.446,23.446,23.446,23.446,23.446,23.446,23.446,23.446,23.446,23.446,23.390,23.390,23.390
1998-07,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.751,23.751,23.751,23.751,23.751,23.751,23.751,23.751,23.751,23.751,23.751,23.751,23.768,23.768,23.768
1998-10,23.789,23.789,23.789,23.789,23.789,23.789,23.789,23.789,23.789,23.789,23.789,23.789,23.789,23.789,23.789,23.789,23.789,23.977,23.977,23.977,23.977,23.977,23.977,23.977,23.977,23.977,23.977,23.977,23.977,23.927,23.927,23.927
1999-01,23.274,23.274,23.274,23.274,23.274,23.274,23.274,23.274,23.274,23.274,23.274,23.274,23.274,23.274,23.274,23.274,23.274,23.525,23.525,23.525,23.525,23.525,23.525,23.525,23.525,23.525,23.525,23.525,23.525,23.469,23.469,23.469
1999-04,23.450,23.450,23.450,23.450,23.450,23.450,23.450,23.450,23.450,23.450,23.450,23.450,23.450,23.450,23.450,23.450,23.450,23.681,23.681,23.681,23.681,23.681,23.681,23.681,23.681,23.681,23.681,23.681,23.681,23.652,23.652,23.652
1999-07,23.910,23.910,23.910,23.910,23.910,23.910,23.910,23.910,23.910,23.910,23.910,23.910,23.910,23.910,23.910,23.910,23.910,24.138,24.138,24.138,24.138,24.138,24.138,24.138,24.138,24.138,24.138,24.138,24.138,24.168,24.168,24.168
1999-10,24.207,24.207,24.207,24.207,24.207,24.207,24.207,24.207,24.207,24.207,24.207,24.207,24.207,24.207,24.207,24.207,24.207,24.388,24.388,24.388,24.388,24.388,24.388,24.388,24.388,24.388,24.388,24.388,24.388,24.393,24.393,24.393
2000-01,23.799,23.799,23.799,23.799,23.799,23.799,23.799,23.799,23.799,23.799,23.799,23.799,23.799,23.799,23.799,23.799,23.799,24.036,24.036,24.036,24.036,24.036,24.036,24.036,24.036,24.036,24.036,24.036,24.036,24.204,24.204,24.204
2000-04,24.133,24.133,24.133,24.133,24.133,24.133,24.133,24.133,24.133,24.133,24.133,24.133,24.133,24.133,24.133,24.133,24.133,24.338,24.338,24.338,24.338,24.338,24.338,24.338,24.338,24.338,24.338,24.338,24.338,24.492,24.492,24.492
2000-07,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.612,24.612,24.612,24.612,24.612,24.612,24.612,24.612,24.612,24.612,24.612,24.612,24.816,24.816,24.816
2000-10,24.647,24.647,24.647,24.647,24.647,24.647,24.647,24.647,24.647,24.647,24.647,24.647,24.647,24.647,24.647,24.647,24.647,24.808,24.808,24.808,24.808,24.808,24.808,24.808,24.808,24.808,24.808,24.808,24.808,24.847,24.847,24.847
2001-01,24.049,24.049,24.049,24.049,24.049,24.049,24.049,24.049,24.049,24.049,24.049,24.049,24.049,24.049,24.049,24.049,24.049,24.247,24.247,24.247,24.247,24.247,24.247,24.247,24.247,24.247,24.247,24.247,24.247,24.281,24.281,24.281
2001-04,24.250,24.250,24.250,24.250,24.250,24.250,24.250,24.250,24.250,24.250,24.250,24.250,24.250,24.250,24.250,24.250,24.250,24.419,24.419,24.419,24.419,24.419,24.419,24.419,24.419,24.419,24.419,24.419,24.419,24.428,24.428,24.428
2001-07,24.370,24.370,24.370,24.370,24.370,24.370,24.370,24.370,24.370,24.370,24.370,24.370,24.370,24.370,24.370,24.370,24.370,24.564,24.564,24.564,24.564,24.564,24.564,24.564,24.564,24.564,24.564,24.564,24.564,24.590,24.590,24.590
2001-10,24.502,24.502,24.502,24.502,24.502,24.502,24.502,24.502,24.502,24.502,24.502,24.502,24.502,24.502,24.502,24.502,24.502,24.646,24.646,24.646,24.646,24.646,24.646,24.646,24.646,24.646,24.646,24.646,24.646,24.590,24.590,24.590
2002-01,23.893,23.893,23.893,23.893,23.893,23.893,23.893,23.893,23.893,23.893,23.893,23.893,23.893,23.893,23.893,23.893,23.893,24.081,24.081,24.081,24.081,24.081,24.081,24.081,24.081,24.081,24.081,24.081,24.081,24.042,24.042,24.042
2002-04,23.976,23.976,23.976,23.976,23.976,23.976,23.976,23.976,23.976,23.976,23.976,23.976,23.976,23.976,23.976,23.976,23.976,24.137,24.137,24.137,24.137,24.137,24.137,24.137,24.137,24.137,24.137,24.137,24.137,24.134,24.134,24.134
2002-07,23.987,23.987,23.987,23.987,23.987,23.987,23.987,23.987,23.987,23.987,23.987,23.987,23.987,23.987,23.987,23.987,23.987,24.179,24.179,24.179,24.179,24.179,24.179,24.179,24.179,24.179,24.179,24.179,24.179,24.228,24.228,24.228
2002-10,23.965,23.965,23.965,23.965,23.965,23.965,23.965,23.965,23.965,23.965,23.965,23.965,23.965,23.965,23.965,23.965,23.965,24.109,24.109,24.109,24.109,24.109,24.109,24.109,24.109,24.109,24.109,24.109,24.109,24.101,24.101,24.101
2003-01,23.320,23.322,23.322,23.322,23.322,23.322,23.322,23.322,23.322,23.322,23.322,23.322,23.322,23.322,23.322,23.322,23.322,23.522,23.522,23.522,23.522,23.522,23.522,23.522,23.522,23.522,23.522,23.522,23.522,23.465,23.465,23.465
2003-04,23.441,23.443,23.443,23.443,23.443,23.443,23.443,23.443,23.443,23.443,23.443,23.443,23.443,23.443,23.443,23.443,23.443,23.629,23.629,23.629,23.629,23.629,23.629,23.629,23.629,23.629,23.629,23.629,23.629,23.530,23.530,23.530
2003-07,23.614,23.617,23.617,23.617,23.617,23.617,23.617,23.617,23.617,23.617,23.617,23.617,23.617,23.617,23.617,23.617,23.617,23.807,23.807,23.807,23.807,23.807,23.807,23.807,23.807,23.807,23.807,23.807,23.807,23.779,23.779,23.779
2003-10,23.710,23.713,23.713,23.713,23.713,23.713,23.713,23.713,23.713,23.713,23.713,23.713,23.713,23.713,23.713,23.713,23.713,23.849,23.849,23.849,23.849,23.849,23.849,23.849,23.849,23.849,23.849,23.849,23.849,23.783,23.783,23.783
2004-01,23.179,23.183,23.183,23.183,23.183,23.183,23.183,23.183,23.183,23.183,23.183,23.183,23.183,23.183,23.183,23.183,23.183,23.403,23.403,23.403,23.403,23.403,23.403,23.403,23.403,23.403,23.403,23.403,23.403,23.309,23.309,23.309
2004-04,23.443,23.448,23.448,23.448,23.448,23.448,23.448,23.448,23.448,23.448,23.448,23.448,23.448,23.448,23.448,23.448,23.448,23.615,23.615,23.615,23.615,23.615,23.615,23.615,23.615,23.615,23.615,23.615,23.615,23.576,23.576,23.576
2004-07,23.625,23.631,23.631,23.631,23.631,23.631,23.631,23.631,23.631,23.631,23.631,23.631,23.631,23.631,23.631,23.631,23.631,23.803,23.803,23.803,23.803,23.803,23.803,23.803,23.803,23.803,23.803,23.803,23.803,23.811,23.811,23.811
2004-10,23.721,23.726,23.726,23.726,23.726,23.726,23.726,23.726,23.726,23.726,23.726,23.726,23.726,23.726,23.726,23.726,23.726,23.828,23.828,23.828,23.828,23.828,23.828,23.828,23.828,23.828,23.828,23.828,23.828,23.780,23.780,23.780
2005-01,22.992,22.999,22.999,22.999,22.999,22.999,22.999,22.999,22.999,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,23.186,23.186,23.186,23.186,23.186,23.186,23.186,23.186,23.186,23.186,23.186,23.186,23.152,23.152,23.152
2005-04,23.118,23.122,23.122,23.122,23.122,23.122,23.122,23.122,23.122,23.120,23.120,23.120,23.120,23.120,23.120,23.120,23.120,23.293,23.293,23.293,23.293,23.293,23.293,23.293,23.293,23.293,23.293,23.293,23.293,23.300,23.300,23.300
2005-07,23.339,23.344,23.344,23.344,23.344,23.344,23.344,23.344,23.344,23.341,23.341,23.341,23.341,23.341,23.341,23.341,23.341,23.540,23.540,23.540,23.540,23.540,23.540,23.540,23.540,23.540,23.540,23.540,23.540,23.604,23.604,23.604
2005-10,23.540,23.547,23.547,23.547,23.547,23.547,23.547,23.547,23.547,23.539,23.539,23.539,23.539,23.539,23.539,23.539,23.539,23.669,23.669,23.669,23.669,23.669,23.669,23.669,23.669,23.669,23.669,23.669,23.669,23.713,23.713,23.713
2006-01,22.882,22.886,22.886,22.886,22.886,22.886,22.886,22.886,22.886,22.882,22.882,22.882,22.882,22.882,22.882,22.882,22.882,23.074,23.074,23.074,23.074,23.074,23.074,23.074,23.074,23.074,23.074,23.074,23.074,23.069,23.069,23.069
2006-04,23.245,23.242,23.242,23.242,23.242,23.243,23.243,23.243,23.243,23.236,23.236,23.236,23.236,23.236,23.236,23.236,23.236,23.409,23.409,23.409,23.409,23.409,23.409,23.409,23.409,23.409,23.409,23.409,23.409,23.481,23.481,23.481
2006-07,23.588,23.587,23.587,23.587,23.587,23.587,23.587,23.587,23.587,23.581,23.581,23.581,23.581,23.581,23.581,23.581,23.581,23.772,23.772,23.772,23.772,23.772,23.772,23.772,23.772,23.772,23.772,23.772,23.772,23.923,23.923,23.923
2006-10,23.814,23.842,23.842,23.842,23.842,23.844,23.844,23.844,23.844,23.836,23.836,23.836,23.836,23.836,23.836,23.836,23.836,23.953,23.953,23.953,23.953,23.953,23.953,23.953,23.953,23.953,23.953,23.953,23.953,24.063,24.063,24.063
2007-01,23.326,23.464,23.439,23.439,23.439,23.440,23.440,23.440,23.440,23.433,23.433,23.433,23.433,23.433,23.433,23.433,23.433,23.625,23.625,23.625,23.625,23.625,23.625,23.625,23.625,23.625,23.625,23.625,23.625,23.689,23.689,23.689
2007-04,,23.748,23.746,23.736,23.736,23.739,23.739,23.739,23.739,23.732,23.732,23.732,23.732,23.732,23.732,23.732,23.732,23.902,23.902,23.902,23.902,23.902,23.902,23.902,23.902,23.902,23.902,23.902,23.902,24.022,24.022,24.022
2007-07,,,24.073,24.046,24.053,24.055,24.055,24.055,24.055,24.047,24.047,24.047,24.047,24.047,24.047,24.047,24.047,24.232,24.232,24.232,24.232,24.232,24.232,24.232,24.232,24.232,24.232,24.232,24.232,24.400,24.400,24.400
2007-10,,,,24.320,24.367,24.346,24.346,24.346,24.346,24.335,24.335,24.335,24.335,24.335,24.335,24.335,24.335,24.427,24.427,24.427,24.427,24.427,24.427,24.427,24.427,24.427,24.427,24.427,24.427,24.544,24.544,24.544
2008-01,,,,,23.985,23.938,23.957,23.955,23.955,23.949,23.949,23.949,23.949,23.944,23.944,23.944,23.944,24.110,24.110,24.110,24.110,24.108,24.108,24.108,24.108,24.108,24.108,24.108,24.108,24.238,24.238,24.238
2008-04,,,,,,24.202,24.209,24.191,24.191,24.183,24.183,24.183,24.183,24.183,24.183,24.183,24.183,24.325,24.325,24.325,24.325,24.328,24.328,24.328,24.328,24.328,24.328,24.328,24.328,24.476,24.476,24.476
2008-07,,,,,,,24.474,24.442,24.442,24.440,24.440,24.440,24.440,24.438,24.438,24.438,24.438,24.619,24.619,24.619,24.619,24.622,24.622,24.622,24.622,24.622,24.622,24.622,24.622,24.777,24.777,24.777
2008-10,,,,,,,,24.596,24.596,24.598,24.598,24.598,24.598,24.595,24.595,24.595,24.595,24.671,24.671,24.671,24.671,24.679,24.679,24.679,24.679,24.679,24.679,24.679,24.679,24.854,24.854,24.854
2009-01,,,,,,,,,23.886,23.956,23.966,23.966,23.966,23.966,23.966,23.966,23.966,24.117,24.117,24.117,24.117,24.120,24.120,24.120,24.120,24.117,24.117,24.117,24.117,24.301,24.301,24.301
2009-04,,,,,,,,,,24.016,24.021,24.014,24.014,24.012,24.012,24.012,24.012,24.136,24.136,24.136,24.136,24.144,24.144,24.144,24.144,24.143,24.143,24.143,24.143,24.345,24.345,24.345
2009-07,,,,,,,,,,,24.126,24.110,24.119,24.120,24.120,24.120,24.120,24.262,24.262,24.262,24.262,24.272,24.272,24.272,24.272,24.270,24.270,24.270,24.270,24.467,24.467,24.467
2009-10,,,,,,,,,,,,24.209,24.217,24.222,24.222,24.222,24.222,24.306,24.306,24.306,24.306,24.313,24.313,24.313,24.313,24.312,24.312,24.312,24.312,24.495,24.495,24.495
2010-01,,,,,,,,,,,,,23.655,23.651,23.669,23.669,23.669,23.779,23.779,23.779,23.779,23.807,23.807,23.807,23.807,23.813,23.813,23.813,23.813,24.002,24.002,24.002
2010-04,,,,,,,,,,,,,,23.889,24.003,24.020,24.025,24.095,24.095,24.095,24.095,24.142,24.142,24.142,24.142,24.139,24.139,24.139,24.139,24.346,24.346,24.346
2010-07,,,,,,,,,,,,,,,24.286,24.315,24.358,24.436,24.436,24.436,24.436,24.488,24.488,24.488,24.488,24.481,24.481,24.481,24.481,24.671,24.671,24.671
2010-10,,,,,,,,,,,,,,,,24.536,24.602,24.603,24.603,24.603,24.603,24.663,24.663,24.663,24.663,24.643,24.643,24.643,24.643,24.816,24.816,24.816
2011-01,,,,,,,,,,,,,,,,,24.197,24.268,24.274,24.275,24.274,24.338,24.338,24.338,24.338,24.301,24.301,24.301,24.301,24.474,24.474,24.474
2011-04,,,,,,,,,,,,,,,,,,24.592,24.610,24.613,24.613,24.674,24.674,24.674,24.674,24.639,24.639,24.639,24.639,24.827,24.827,24.827
2011-07,,,,,,,,,,,,,,,,,,,24.931,24.954,24.956,25.014,25.014,25.014,25.014,24.979,24.979,24.979,24.979,25.166,25.166,25.166
2011-10,,,,,,,,,,,,,,,,,,,,25.135,25.114,25.175,25.175,25.175,25.175,25.139,25.139,25.139,25.139,25.315,25.315,25.315
2012-01,,,,,,,,,,,,,,,,,,,,,24.771,24.816,24.805,24.805,24.805,24.766,24.766,24.766,24.766,24.944,24.944,24.944
2012-04,,,,,,,,,,,,,,,,,,,,,,25.071,25.019,25.043,25.043,25.004,25.004,25.004,25.004,25.212,25.212,25.212
2012-07,,,,,,,,,,,,,,,,,,,,,,,25.252,25.317,25.314,25.277,25.277,25.277,25.277,25.508,25.508,25.508
2012-10,,,,,,,,,,,,,,,,,,,,,,,,25.387,25.429,25.386,25.386,25.386,25.386,25.619,25.619,25.619
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,25.034,24.958,24.958,24.958,24.958,25.187,25.187,25.187
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,25.174,25.199,25.189,25.187,25.421,25.421,25.421
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,25.472,25.463,25.464,25.704,25.704,25.704
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.583,25.559,25.798,25.798,25.798
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.198,25.410,25.422,25.423
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.673,25.739,25.736
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.026,26.019
2014-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.136
