"",2006-03-30,2006-04-27,2006-05-31,2006-06-29,2006-08-01,2006-08-31,2006-09-28,2006-11-02,2006-11-30,2007-01-03,2007-01-31,2007-02-28,2007-03-29,2007-05-02,2007-05-31,2007-06-28,2007-07-31,2007-08-30,2007-09-27,2007-10-30,2007-11-29,2008-01-03,2008-01-31,2008-02-28,2008-04-01,2008-04-30,2008-05-29,2008-07-01,2008-07-31,2008-08-28,2008-09-30,2008-10-30,2008-11-27,2009-01-07,2009-01-29,2009-02-26,2009-03-31,2009-04-30,2009-05-28,2009-06-30,2009-07-30,2009-09-01,2009-09-30,2009-10-29,2009-12-01,2010-01-05,2010-01-28,2010-02-25,2010-03-31,2010-04-29,2010-06-01,2010-06-30,2010-07-29,2010-08-31,2010-09-30,2010-10-28,2010-11-30,2011-01-04,2011-02-01,2011-03-01,2011-03-31,2011-04-28,2011-05-31,2011-06-30,2011-07-28,2011-08-31,2011-09-29,2011-11-02,2011-11-30,2012-01-03,2012-01-31,2012-02-29,2012-03-29,2012-05-02,2012-05-31,2012-06-28,2012-07-31,2012-08-30,2012-09-27,2012-10-30,2012-11-29,2013-01-03,2013-01-31,2013-02-28,2013-03-28,2013-04-30,2013-05-29,2013-06-27,2013-07-31,2013-08-29,2013-10-01,2013-10-30,2013-11-28,2014-01-07,2014-01-30,2014-02-27,2014-04-01,2014-04-30,2014-05-28,2014-07-01,2014-07-31,2014-08-28,2014-09-30,2014-10-30,2014-11-27,2015-01-07,2015-01-29,2015-02-26
2006-06,,,,,,26306900,26313700,26331000,26343100,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26354336,26533905,26533905,26533905,26533905,26533905,26533905,26533905
2006-07,,,,,,,26282900,26322400,26334200,26347000,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26339571,26488126,26488126,26488126,26488126,26488126,26488126,26488126
2006-08,,,,,,,,26563100,26578400,26591200,26589800,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26580440,26702294,26702294,26702294,26702294,26702294,26702294,26702294
2006-09,,,,,,,,,26882900,26904000,26902300,26907600,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26869603,26996846,26996846,26996846,26996846,26996846,26996846,26996846
2006-10,,,,,,,,,,26952400,26965000,26970200,26974800,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,26909315,27052225,27052225,27052225,27052225,27052225,27052225,27052225
2006-11,,,,,,,,,,,26951300,26947100,26951600,26951600,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,26910371,27053896,27053896,27053896,27053896,27053896,27053896,27053896
2006-12,,,,,,,,,,,,26657700,26653200,26653200,26648400,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26636361,26811551,26811551,26811551,26811551,26811551,26811551,26811551
2007-01,,,,,,,,,,,,,26459800,26459000,26454200,26445300,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26466934,26632658,26632658,26632658,26632658,26632658,26632658,26632658
2007-02,,,,,,,,,,,,,,26465800,26457500,26448300,26463700,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26487761,26653503,26653503,26653503,26653503,26653503,26653503,26653503
2007-03,,,,,,,,,,,,,,,26555800,26567700,26583600,26603800,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26603411,26774526,26774526,26774526,26774526,26774526,26774526,26774526
2007-04,,,,,,,,,,,,,,,,26714800,26741800,26762400,26783600,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26739770,26915683,26915683,26915683,26915683,26915683,26915683,26915683
2007-05,,,,,,,,,,,,,,,,,26857400,26865700,26887000,26875300,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,26843354,27030944,27030944,27030944,27030944,27030944,27030944,27030944
2007-06,,,,,,,,,,,,,,,,,,26880300,26896300,26884700,26869900,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,26854566,27050451,27050451,27050451,27050451,27050451,27050451,27050451
2007-07,,,,,,,,,,,,,,,,,,,26894400,26876500,26861900,26848500,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,26848766,27043397,27043397,27043397,27043397,27043397,27043397,27043397
2007-08,,,,,,,,,,,,,,,,,,,,27169500,27133800,27120200,27122600,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27126317,27309804,27309804,27309804,27309804,27309804,27309804,27309804
2007-09,,,,,,,,,,,,,,,,,,,,,27446400,27406600,27409000,27409900,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27426740,27627812,27627812,27627812,27627812,27627812,27627812,27627812
2007-10,,,,,,,,,,,,,,,,,,,,,,27484700,27473000,27474100,27479300,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27512752,27726033,27726033,27726033,27726033,27726033,27726033,27726033
2007-11,,,,,,,,,,,,,,,,,,,,,,,27455500,27472700,27478800,27493500,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27466896,27706064,27706064,27706064,27706064,27706064,27706064,27706064
2007-12,,,,,,,,,,,,,,,,,,,,,,,,27223900,27250400,27274100,27276500,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27224084,27465312,27465312,27465312,27465312,27465312,27465312,27465312
2008-01,,,,,,,,,,,,,,,,,,,,,,,,,27077000,27111300,27111100,27105400,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27084361,27310799,27310799,27310799,27310799,27310799,27310799,27310799
2008-02,,,,,,,,,,,,,,,,,,,,,,,,,,27151000,27113700,27107900,27081800,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27118945,27350125,27350125,27350125,27350125,27350125,27350125,27350125
2008-03,,,,,,,,,,,,,,,,,,,,,,,,,,,27234700,27224000,27197700,27197900,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27224677,27463269,27463269,27463269,27463269,27463269,27463269,27463269
2008-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,27341700,27326000,27326800,27325900,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27331910,27573211,27573211,27573211,27573211,27573211,27573211,27573211
2008-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27423100,27411400,27410500,27417200,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27419033,27662653,27662653,27662653,27662653,27662653,27662653,27662653
2008-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27450800,27451900,27458700,27457200,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27457715,27695398,27695398,27695398,27695398,27695398,27695398,27695398
2008-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27435000,27441500,27439900,27439100,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27439707,27667150,27667150,27667150,27667150,27667150,27667150,27667150
2008-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27678300,27690200,27689100,27687700,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27684412,27895659,27895659,27895659,27895659,27895659,27895659,27895659
2008-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28004500,28006700,28005400,28002100,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,27995661,28226287,28226287,28226287,28226287,28226287,28226287,28226287
2008-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28024200,28014200,28010800,28030000,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28019527,28258877,28258877,28258877,28258877,28258877,28258877,28258877
2008-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27909100,27893600,27891800,27886000,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,27914222,28177591,28177591,28177591,28177591,28177591,28177591,28177591
2008-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27577800,27584900,27579200,27586600,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27632286,27899513,27899513,27899513,27899513,27899513,27899513,27899513
2009-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27334100,27351000,27358600,27377000,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27379055,27614106,27614106,27614106,27614106,27614106,27614106,27614106
2009-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27284600,27303300,27322200,27336100,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27306656,27547969,27547969,27547969,27547969,27547969,27547969,27547969
2009-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27343700,27355700,27369600,27362900,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27337349,27580163,27580163,27580163,27580163,27580163,27580163,27580163
2009-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27401800,27416700,27409300,27393800,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27382576,27610287,27610287,27610287,27610287,27610287,27610287,27610287
