"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,66.88,66.88,66.88,66.88,66.88,66.88,66.88,66.88,66.88,66.88,66.88,66.88,66.88,66.88,66.88,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,68.21,67.75,67.75
1991-04,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,81.73,81.73,81.73,81.73,81.73,81.73,81.73,81.73,81.73,81.73,81.73,81.73,79.32,78.78,78.78
1991-07,77.57,77.57,77.57,77.57,77.57,77.57,77.57,77.57,77.57,77.57,77.57,77.57,77.57,77.57,77.57,81.06,81.06,81.06,81.06,81.06,81.06,81.06,81.06,81.06,81.06,81.06,81.06,78.75,78.22,78.22
1991-10,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,95.69,95.04,95.04
1992-01,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,72.48,72.48,72.48,72.48,72.48,72.48,72.48,72.48,72.48,72.48,72.48,72.48,70.73,70.25,70.25
1992-04,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,82.83,82.83,82.83,82.83,82.83,82.83,82.83,82.83,82.83,82.83,82.83,82.83,79.99,79.45,79.45
1992-07,77.35,77.35,77.35,77.35,77.35,77.35,77.35,77.35,77.35,77.35,77.35,77.35,77.35,77.35,77.35,80.86,80.86,80.86,80.86,80.86,80.86,80.86,80.86,80.86,80.86,80.86,80.86,78.12,77.59,77.59
1992-10,88.54,88.54,88.54,88.54,88.54,88.54,88.54,88.54,88.54,88.54,88.54,88.54,88.54,88.54,88.54,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,89.23,88.63,88.63
1993-01,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,65.45,65.45,65.45,65.45,65.45,65.45,65.45,65.45,65.45,65.45,65.45,65.45,64.17,63.74,63.74
1993-04,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,72.87,72.87,72.87,72.87,72.87,72.87,72.87,72.87,72.87,72.87,72.87,72.87,70.10,69.63,69.63
1993-07,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,68.41,67.95,67.95
1993-10,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,81.05,81.05,81.05,81.05,81.05,81.05,81.05,81.05,81.05,81.05,81.05,81.05,78.01,77.48,77.48
1994-01,57.80,57.80,57.80,57.80,57.80,57.80,57.80,57.80,57.80,57.80,57.80,57.80,57.80,57.80,57.80,61.10,61.10,61.10,61.10,61.10,61.10,61.10,61.10,61.10,61.10,61.10,61.10,59.77,59.36,59.36
1994-04,66.44,66.44,66.44,66.44,66.44,66.44,66.44,66.44,66.44,66.44,66.44,66.44,66.44,66.44,66.44,68.74,68.74,68.74,68.74,68.74,68.74,68.74,68.74,68.74,68.74,68.74,68.74,66.03,65.58,65.58
1994-07,67.38,67.38,67.38,67.38,67.38,67.38,67.38,67.38,67.38,67.38,67.38,67.38,67.38,67.38,67.38,70.47,70.47,70.47,70.47,70.47,70.47,70.47,70.47,70.47,70.47,70.47,70.47,67.25,66.79,66.79
1994-10,80.52,80.52,80.52,80.52,80.52,80.52,80.52,80.52,80.52,80.52,80.52,80.52,80.52,80.52,80.52,84.12,84.12,84.12,84.12,84.12,84.12,84.12,84.12,84.12,84.12,84.12,84.12,80.71,80.16,80.16
1995-01,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.48,61.77,61.35,61.35
1995-04,69.49,69.49,69.49,69.49,69.49,69.49,69.49,69.49,69.49,69.49,69.49,69.49,69.49,69.49,69.49,71.64,71.64,71.64,71.64,71.64,71.64,71.64,71.64,71.64,71.64,71.64,71.64,68.31,67.85,67.85
1995-07,68.22,68.22,68.22,68.22,68.22,68.22,68.22,68.22,68.22,68.22,68.22,68.22,68.22,68.22,68.22,71.45,71.45,71.45,71.45,71.45,71.45,71.45,71.45,71.45,71.45,71.45,71.45,67.93,67.47,67.47
1995-10,79.86,79.86,79.86,79.86,79.86,79.86,79.86,79.86,79.86,79.86,79.86,79.86,79.86,79.86,79.86,83.29,83.29,83.29,83.29,83.29,83.29,83.29,83.29,83.29,83.29,83.29,83.29,80.32,79.78,79.78
1996-01,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,62.43,62.43,62.43,62.43,62.43,62.43,62.43,62.43,62.43,62.43,62.43,62.43,60.06,59.65,59.65
1996-04,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.69,69.95,69.47,69.47
1996-07,70.41,70.41,70.41,70.41,70.41,70.41,70.41,70.41,70.41,70.41,70.41,70.41,70.41,70.41,70.41,73.54,73.54,73.54,73.54,73.54,73.54,73.54,73.54,73.54,73.54,73.54,73.54,70.36,69.89,69.89
1996-10,83.21,83.21,83.21,83.21,83.21,83.21,83.21,83.21,83.21,83.21,83.21,83.21,83.21,83.21,83.21,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,82.94,82.37,82.37
1997-01,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,64.84,64.84,64.84,64.84,64.84,64.84,64.84,64.84,64.84,64.84,64.84,64.84,62.37,61.95,61.95
1997-04,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,70.80,70.31,70.31
1997-07,72.26,72.26,72.26,72.26,72.26,72.26,72.26,72.26,72.26,72.26,72.26,72.26,72.26,72.26,72.26,75.40,75.40,75.40,75.40,75.40,75.40,75.40,75.40,75.40,75.40,75.40,75.40,71.22,70.74,70.74
1997-10,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,85.18,84.60,84.60
1998-01,70.55,70.55,70.55,70.55,70.55,70.55,70.55,70.55,70.55,70.55,70.55,70.55,70.55,70.55,70.55,73.70,73.70,73.70,73.70,73.70,73.70,73.70,73.70,73.70,73.70,73.70,73.70,71.49,71.01,71.01
1998-04,80.26,80.26,80.26,80.26,80.26,80.26,80.26,80.26,80.26,80.26,80.26,80.26,80.26,80.26,80.26,82.41,82.41,82.41,82.41,82.41,82.41,82.41,82.41,82.41,82.41,82.41,82.41,78.01,77.48,77.48
1998-07,81.96,81.96,81.96,81.96,81.96,81.96,81.96,81.96,81.96,81.96,81.96,81.96,81.96,81.96,81.96,85.25,85.25,85.25,85.25,85.25,85.25,85.25,85.25,85.25,85.25,85.25,85.25,80.38,79.84,79.84
1998-10,96.83,96.83,96.83,96.83,96.83,96.83,96.83,96.83,96.83,96.83,96.83,96.83,96.83,96.83,96.83,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,96.40,95.74,95.74
1999-01,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,80.99,80.99,80.99,80.99,80.99,80.99,80.99,80.99,80.99,80.99,80.99,80.99,78.19,77.66,77.66
