"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,79.32,79.32,79.32,79.32,79.32,79.32,79.32,79.32,79.32,79.32,79.32,79.32,74.39,74.39,74.39
1991-04,78.17,78.17,78.17,78.17,78.17,78.17,78.17,78.17,78.17,78.17,78.17,78.17,73.08,73.08,73.08
1991-07,82.05,82.05,82.05,82.05,82.05,82.05,82.05,82.05,82.05,82.05,82.05,82.05,76.57,76.57,76.57
1991-10,82.05,82.05,82.05,82.05,82.05,82.05,82.05,82.05,82.05,82.05,82.05,82.05,76.44,76.44,76.44
1992-01,84.28,84.28,84.28,84.28,84.28,84.28,84.28,84.28,84.28,84.28,84.28,84.28,78.97,78.97,78.97
1992-04,82.31,82.31,82.31,82.31,82.31,82.31,82.31,82.31,82.31,82.31,82.31,82.31,77.11,77.11,77.11
1992-07,85.66,85.66,85.66,85.66,85.66,85.66,85.66,85.66,85.66,85.66,85.66,85.66,79.98,79.98,79.98
1992-10,84.08,84.08,84.08,84.08,84.08,84.08,84.08,84.08,84.08,84.08,84.08,84.08,78.27,78.27,78.27
1993-01,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,79.97,79.97,79.97
1993-04,84.32,84.32,84.32,84.32,84.32,84.32,84.32,84.32,84.32,84.32,84.32,84.32,78.32,78.32,78.32
1993-07,86.65,86.65,86.65,86.65,86.65,86.65,86.65,86.65,86.65,86.65,86.65,86.65,80.37,80.37,80.37
1993-10,82.86,82.86,82.86,82.86,82.86,82.86,82.86,82.86,82.86,82.86,82.86,82.86,78.50,78.50,78.50
1994-01,86.59,86.59,86.59,86.59,86.59,86.59,86.59,86.59,86.59,86.59,86.59,86.59,81.39,81.39,81.39
1994-04,85.33,85.33,85.33,85.33,85.33,85.33,85.33,85.33,85.33,85.33,85.33,85.33,79.97,79.97,79.97
1994-07,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,82.68,82.68,82.68
1994-10,86.96,86.96,86.96,86.96,86.96,86.96,86.96,86.96,86.96,86.96,86.96,86.96,81.04,81.04,81.04
1995-01,88.25,88.25,88.25,88.25,88.25,88.25,88.25,88.25,88.25,88.25,88.25,88.25,82.86,82.86,82.86
1995-04,87.07,87.07,87.07,87.07,87.07,87.07,87.07,87.07,87.07,87.07,87.07,87.07,81.29,81.29,81.29
1995-07,90.15,90.15,90.15,90.15,90.15,90.15,90.15,90.15,90.15,90.15,90.15,90.15,84.03,84.03,84.03
