"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,1148.2456,1151.3546,1151.3546,1152.6811,1152.6811,1151.7738,1151.7738,1151.7738,1149.1860,1150.2393,1151.8546,1151.8546,1151.8546,1151.3863,1151.3863,1151.3863,1153.0399,1221.7400,1221.7398,1221.7400,1221.7600,1221.6600,1221.6600,1221.6619,1221.6619,1221.4365,1221.4365,1221.4505,1221.4505,1192.8785,1192.8785
1991-04,1183.4894,1181.3215,1181.3215,1182.0071,1182.0071,1181.9827,1181.9827,1181.9827,1184.0861,1181.0131,1177.9381,1177.9381,1177.9381,1178.2852,1178.2852,1178.2852,1180.0147,1251.5600,1251.5610,1251.5600,1251.5800,1251.5800,1251.5800,1251.5755,1251.5755,1251.3295,1251.3295,1251.3876,1251.3876,1220.0584,1220.0584
1991-07,1186.3708,1187.5777,1187.5777,1187.6528,1187.6528,1186.9647,1186.9647,1186.9647,1186.5739,1183.2589,1183.7338,1183.7338,1183.7338,1183.8323,1183.8323,1183.8323,1185.5107,1250.5500,1250.5510,1250.5500,1250.5400,1250.5100,1250.5100,1250.5104,1250.5104,1250.3305,1250.3305,1250.3348,1250.3348,1222.8806,1222.8806
1991-10,1189.8356,1187.0837,1187.0837,1184.9966,1184.9966,1185.6421,1185.6421,1185.6421,1186.5174,1192.2078,1193.1926,1193.1926,1193.1926,1192.9462,1192.9462,1192.9462,1187.8848,1257.0900,1257.0893,1257.0900,1257.0600,1257.3300,1257.3300,1257.3394,1257.3394,1257.7785,1257.7785,1257.7020,1257.7020,1237.4707,1237.4707
1992-01,1229.2831,1231.9189,1231.9189,1233.2391,1233.2391,1232.3919,1232.3919,1232.3919,1230.5028,1231.0984,1232.8281,1232.8281,1232.8281,1233.1565,1233.1565,1233.1565,1234.7399,1311.4400,1311.4441,1311.4400,1311.4600,1311.4300,1311.4300,1311.4459,1311.4459,1311.2804,1311.2804,1311.2920,1311.2920,1274.0089,1274.0089
1992-04,1253.1871,1251.3940,1251.3940,1251.9850,1251.9850,1251.9298,1251.9298,1251.9298,1253.9235,1251.3480,1248.2377,1248.2377,1248.2377,1248.5614,1248.5614,1248.5614,1250.1203,1313.6300,1313.6299,1313.6300,1313.6700,1313.6300,1313.6300,1313.6148,1313.6148,1313.3381,1313.3381,1313.4118,1313.4118,1286.4019,1286.4019
1992-07,1260.4418,1261.5844,1261.5844,1261.6085,1261.6085,1261.0138,1261.0138,1261.0138,1260.4647,1257.6290,1257.9693,1257.9693,1257.9693,1258.0675,1258.0675,1258.0675,1259.4719,1327.7800,1327.7757,1327.7800,1327.7600,1327.7300,1327.7300,1327.6928,1327.6928,1327.5360,1327.5360,1327.5218,1327.5218,1294.9847,1294.9847
1992-10,1250.1605,1247.5522,1247.5522,1245.6169,1245.6169,1246.0983,1246.0983,1246.0983,1246.5428,1251.7478,1252.7880,1252.7880,1252.7880,1253.4314,1253.4314,1253.4314,1248.8847,1340.8300,1340.8285,1340.8300,1340.7900,1341.0400,1341.0400,1341.0799,1341.0799,1341.4601,1341.4601,1341.3890,1341.3890,1311.8513,1311.8513
1993-01,1240.6024,1242.7110,1242.7110,1243.9983,1243.9983,1243.2007,1243.2007,1243.2007,1242.1056,1242.1001,1243.5762,1243.5762,1243.5762,1243.9212,1243.9212,1243.9212,1245.2055,1313.6400,1313.6376,1313.6400,1313.6300,1313.6800,1313.6800,1313.6628,1313.6628,1313.5617,1313.5617,1313.5695,1313.5695,1273.1668,1273.1668
1993-04,1277.3652,1276.1465,1276.1465,1276.4105,1276.4105,1276.3447,1276.3447,1276.3447,1278.1831,1276.7746,1274.9022,1274.9022,1274.9022,1275.2339,1275.2339,1275.2339,1276.3305,1340.9000,1340.9012,1340.9000,1340.9800,1340.9000,1340.9000,1340.8829,1340.8829,1340.5840,1340.5840,1340.6841,1340.6841,1300.5916,1300.5916
1993-07,1293.7794,1294.7893,1294.7893,1294.7017,1294.7017,1294.2163,1294.2163,1294.2163,1293.4307,1291.7189,1291.2579,1291.2579,1291.2579,1291.3805,1291.3805,1291.3805,1292.1661,1353.3200,1353.3184,1353.3200,1353.2900,1353.2500,1353.2500,1353.1957,1353.1957,1353.0966,1353.0966,1353.0486,1353.0486,1313.3441,1313.3441
1993-10,1267.0230,1264.4947,1264.4947,1263.0309,1263.0309,1263.3524,1263.3524,1263.3524,1263.3946,1266.9115,1267.7688,1267.7688,1267.7688,1267.4686,1267.4686,1267.4686,1264.3022,1357.1300,1357.1267,1357.1300,1357.0800,1357.3100,1357.3100,1357.3988,1357.3988,1357.6739,1357.6739,1357.6140,1357.6140,1334.9143,1334.9143
1994-01,1304.1059,1305.7477,1305.7477,1306.7572,1306.7572,1306.0340,1306.0340,1306.0340,1305.6020,1305.5934,1306.3776,1306.3776,1306.3776,1306.7926,1306.7926,1306.7926,1307.6252,1386.8500,1386.8530,1386.8500,1386.8100,1386.9100,1386.9100,1386.8565,1386.8565,1386.8260,1386.8260,1386.8315,1386.8315,1346.1632,1346.1632
1994-04,1319.0545,1318.2841,1318.2841,1317.9134,1317.9134,1317.8073,1317.8073,1317.8073,1319.4687,1319.2122,1319.1668,1319.1668,1319.1668,1318.5817,1318.5817,1318.5817,1319.2781,1382.4800,1382.4848,1382.4800,1382.6100,1382.5400,1382.5400,1382.4913,1382.4913,1382.2162,1382.2162,1382.3347,1382.3347,1345.3937,1345.3937
1994-07,1337.4085,1338.1642,1338.1642,1337.6196,1337.6196,1337.2073,1337.2073,1337.2073,1336.2410,1335.7858,1334.7209,1334.7209,1334.7209,1334.8794,1334.8794,1334.8794,1335.3111,1394.5700,1394.5682,1394.5700,1394.5400,1394.4800,1394.4800,1394.4280,1394.4280,1394.3622,1394.3622,1394.2931,1394.2931,1361.5544,1361.5544
1994-10,1352.1296,1349.8386,1349.8386,1349.7444,1349.7444,1349.9048,1349.9048,1349.9048,1349.6417,1350.7418,1351.0678,1351.0678,1351.0678,1350.7503,1350.7503,1350.7503,1348.7897,1433.0700,1433.0740,1433.0700,1433.0200,1433.2200,1433.2200,1433.3674,1433.3674,1433.5087,1433.5087,1433.4538,1433.4538,1422.8317,1422.8317
1995-01,1336.0313,1336.9582,1336.9582,1337.5351,1337.5351,1336.8781,1336.8781,1336.8781,1336.8164,1336.9613,1336.7239,1336.7239,1336.7239,1336.3368,1336.3368,1336.3368,1336.7917,1430.6500,1430.6453,1430.6500,1430.5700,1430.6700,1430.6700,1430.5665,1430.5665,1430.5803,1430.5803,1430.5846,1430.5846,1402.6586,1402.6586
