"",2005-05-19,2005-08-18,2005-11-17,2006-02-16,2006-05-18,2006-08-17,2006-11-16,2007-02-20,2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19
1992-10,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.56,109.56,109.56,109.56,109.56,109.56,109.56,109.56
1993-01,111.57,111.57,111.57,111.57,111.57,111.57,111.57,111.57,111.57,111.57,111.57,111.57,111.57,111.57,111.57,111.57,111.57,111.56,111.56,111.56,111.56,111.56,111.56,111.56,111.56
1993-04,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89,102.89
1993-07,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.10,110.10,110.10,110.10,110.10,110.10,110.10,110.10
1993-10,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75
1994-01,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99
1994-04,101.60,101.60,101.60,101.60,101.60,101.60,101.60,101.60,101.60,101.60,101.60,101.60,101.60,101.60,101.60,101.60,101.60,101.59,101.59,101.59,101.59,101.59,101.59,101.59,101.59
1994-07,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14,109.14
1994-10,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99
1995-01,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.26,109.26,109.26,109.26,109.26,109.26,109.26,109.26
1995-04,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88
1995-07,107.46,107.46,107.46,107.46,107.46,107.46,107.46,107.46,107.46,107.46,107.46,107.46,107.46,107.46,107.46,107.46,107.46,107.45,107.45,107.45,107.45,107.45,107.45,107.45,107.45
1995-10,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.93,106.93,106.93,106.93,106.93,106.93,106.93,106.93
1996-01,108.57,108.57,108.57,108.57,108.57,108.57,108.57,108.57,108.57,108.57,108.57,108.57,108.57,108.57,108.57,108.57,108.57,108.58,108.58,108.58,108.58,108.58,108.58,108.58,108.58
1996-04,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.17,99.17,99.17,99.17,99.17,99.17,99.17,99.17
1996-07,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.86,106.86,106.86,106.86,106.86,106.86,106.86,106.86
1996-10,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57
1997-01,106.11,106.11,106.11,106.11,106.11,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09
1997-04,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31
1997-07,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45
1997-10,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.85,104.85,104.85,104.85,104.85,104.85,104.85,104.85
1998-01,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11
1998-04,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.21,97.21,97.21,97.21,97.21,97.21,97.21,97.21
1998-07,104.49,104.49,104.49,104.49,104.49,104.47,104.47,104.47,104.47,104.47,104.47,104.47,104.47,104.47,104.47,104.47,104.47,104.47,104.47,104.47,104.47,104.47,104.47,104.47,104.47
1998-10,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09
1999-01,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36
1999-04,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93
1999-07,102.23,102.23,102.23,102.23,102.23,102.23,102.23,102.23,102.23,102.23,102.23,102.23,102.23,102.23,102.23,102.23,102.23,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22
1999-10,102.64,102.64,102.64,102.64,102.64,102.64,102.64,102.64,102.64,102.64,102.64,102.64,102.64,102.64,102.64,102.64,102.64,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63
2000-01,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76
2000-04,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45
2000-07,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11
2000-10,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72
2001-01,103.00,103.00,103.00,103.00,103.00,103.00,103.00,103.00,103.00,103.00,103.00,103.00,103.00,103.00,103.00,103.00,103.00,102.99,102.99,102.99,102.99,102.99,102.99,102.99,102.99
2001-04,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.25,94.25,94.25,94.25,94.25,94.25,94.25,94.25
2001-07,101.13,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11
2001-10,100.61,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58
2002-01,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87
2002-04,94.01,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99
2002-07,101.08,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05
2002-10,100.45,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39
2003-01,102.09,101.90,101.90,101.90,101.90,101.71,101.71,101.71,101.71,101.71,101.71,101.71,101.71,101.71,101.71,101.71,101.71,101.70,101.70,101.70,101.70,101.70,101.70,101.70,101.70
2003-04,93.43,93.02,93.02,93.02,93.02,93.02,93.02,93.02,93.02,93.02,93.02,93.02,93.02,93.02,93.02,93.02,93.02,93.03,93.03,93.03,93.03,93.03,93.03,93.03,93.03
2003-07,100.74,99.95,99.95,99.95,99.95,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34
2003-10,100.39,100.18,100.18,100.18,100.18,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95
2004-01,101.49,101.43,101.43,101.43,101.43,100.85,100.85,100.85,100.85,100.88,100.88,100.88,100.88,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72
2004-04,92.78,92.31,92.31,92.31,92.31,91.95,91.95,91.95,91.95,91.98,91.98,91.98,91.98,91.84,91.84,91.84,91.84,91.85,91.85,91.85,91.85,91.85,91.85,91.85,91.85
2004-07,99.92,98.97,98.97,98.97,98.97,98.97,98.97,98.97,98.97,98.99,98.99,98.99,98.99,98.86,98.86,98.86,98.86,98.86,98.86,98.86,98.86,98.86,98.86,98.86,98.86
2004-10,99.86,99.82,99.82,99.82,99.82,99.27,99.27,99.27,99.27,99.32,99.32,99.32,99.32,99.18,99.18,99.18,99.18,99.18,99.18,99.18,99.18,99.18,99.18,99.18,99.18
2005-01,100.45,100.86,100.83,100.81,100.81,100.40,100.40,100.40,100.40,100.33,100.33,100.33,100.33,99.97,99.97,99.97,99.97,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98
2005-04,,93.46,93.59,93.65,93.65,93.48,93.48,93.48,93.48,93.18,93.18,93.18,93.18,92.81,92.81,92.81,92.81,92.80,92.80,92.80,92.80,92.80,92.80,92.80,92.80
2005-07,,,99.74,99.92,99.92,99.51,99.51,99.51,99.51,99.19,99.19,99.19,99.19,98.72,98.72,98.72,98.72,98.75,98.75,98.75,98.75,98.75,98.75,98.75,98.75
2005-10,,,,100.61,100.61,99.71,99.71,99.71,99.71,99.35,99.35,99.35,99.35,98.96,98.96,98.96,98.96,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99
2006-01,,,,,102.31,101.49,101.41,101.43,101.43,101.10,101.10,101.10,101.10,100.56,100.56,100.56,100.56,100.20,100.20,100.20,100.20,100.23,100.23,100.23,100.23
2006-04,,,,,,92.97,93.16,93.22,93.22,92.80,92.80,92.80,92.80,92.34,92.34,92.34,92.34,92.01,92.01,92.01,92.01,92.03,92.03,92.03,92.03
2006-07,,,,,,,99.90,99.78,99.79,99.41,99.41,99.41,99.41,98.89,98.89,98.89,98.89,98.61,98.61,98.61,98.61,98.63,98.63,98.63,98.63
2006-10,,,,,,,,100.33,100.51,100.03,100.03,100.03,100.03,99.52,99.52,99.52,99.52,99.26,99.26,99.26,99.26,99.29,99.29,99.29,99.29
2007-01,,,,,,,,,102.50,101.84,101.93,101.89,101.98,101.32,101.32,101.32,101.32,101.05,101.05,101.05,101.05,101.41,101.41,101.41,101.41
2007-04,,,,,,,,,,93.35,93.57,93.51,93.69,93.02,93.02,93.02,93.02,92.80,92.80,92.80,92.80,93.13,93.13,93.13,93.13
2007-07,,,,,,,,,,,99.87,99.87,99.95,99.19,99.19,99.19,99.19,98.96,98.96,98.96,98.96,99.32,99.32,99.32,99.32
2007-10,,,,,,,,,,,,100.22,100.34,99.52,99.52,99.52,99.52,99.27,99.27,99.27,99.27,99.59,99.59,99.59,99.59
2008-01,,,,,,,,,,,,,102.31,100.99,101.13,101.23,101.23,100.97,100.97,100.97,100.97,101.49,101.49,101.49,101.49
2008-04,,,,,,,,,,,,,,94.28,94.01,94.09,94.09,93.84,93.84,93.84,93.84,94.34,94.34,94.34,94.34
2008-07,,,,,,,,,,,,,,,99.29,99.43,99.43,99.34,99.34,99.34,99.34,99.79,99.79,99.79,99.79
2008-10,,,,,,,,,,,,,,,,99.24,99.19,98.91,98.91,98.91,98.91,99.33,99.33,99.33,99.33
2009-01,,,,,,,,,,,,,,,,,99.60,99.05,98.61,98.61,98.58,99.62,99.62,99.62,99.62
2009-04,,,,,,,,,,,,,,,,,,91.38,90.86,90.69,90.67,91.76,91.76,91.76,91.76
2009-07,,,,,,,,,,,,,,,,,,,97.01,96.83,96.80,98.06,98.06,98.06,98.06
2009-10,,,,,,,,,,,,,,,,,,,,98.06,98.31,99.55,99.55,99.55,99.55
2010-01,,,,,,,,,,,,,,,,,,,,,99.71,100.91,100.75,100.67,100.78
2010-04,,,,,,,,,,,,,,,,,,,,,,93.38,93.52,93.27,93.35
2010-07,,,,,,,,,,,,,,,,,,,,,,,100.23,100.01,100.18
2010-10,,,,,,,,,,,,,,,,,,,,,,,,100.64,100.80
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,101.79
