"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,538.6254,538.6254,538.6254,538.6254,538.6254,538.6254,538.6254,538.6254,538.6254,538.6254,538.6254,538.6254,540.2841,540.2841
1991-04,497.4349,497.4349,497.4349,497.4349,497.4349,497.4349,497.4349,497.4349,497.4349,497.4349,497.4349,497.4349,496.7274,496.7274
1991-07,510.2192,510.2192,510.2192,510.2192,510.2192,510.2192,510.2192,510.2192,510.2192,510.2192,510.2192,510.2192,510.5516,510.5516
1991-10,512.5739,512.5739,512.5739,512.5739,512.5739,512.5739,512.5739,512.5739,512.5739,512.5739,512.5739,512.5739,513.2979,513.2979
1992-01,535.7606,535.7606,535.7606,535.7606,535.7606,535.7606,535.7606,535.7606,535.7606,535.7606,535.7606,535.7606,537.3514,537.3514
1992-04,471.0656,471.0656,471.0656,471.0656,471.0656,471.0656,471.0656,471.0656,471.0656,471.0656,471.0656,471.0656,472.9951,472.9951
1992-07,509.6751,509.6751,509.6751,509.6751,509.6751,509.6751,509.6751,509.6751,509.6751,509.6751,509.6751,509.6751,512.8164,512.8164
1992-10,513.9737,513.9737,513.9737,513.9737,513.9737,513.9737,513.9737,513.9737,513.9737,513.9737,513.9737,513.9737,515.0227,515.0227
1993-01,528.5571,528.5571,528.5571,528.5571,528.5571,528.5571,528.5571,528.5571,528.5571,528.5571,528.5571,528.5571,530.6704,530.6704
1993-04,481.0322,481.0322,481.0322,481.0322,481.0322,481.0322,481.0322,481.0322,481.0322,481.0322,481.0322,481.0322,482.9945,482.9945
1993-07,517.1990,517.1990,517.1990,517.1990,517.1990,517.1990,517.1990,517.1990,517.1990,517.1990,517.1990,517.1990,520.4117,520.4117
1993-10,522.1560,522.1560,522.1560,522.1560,522.1560,522.1560,522.1560,522.1560,522.1560,522.1560,522.1560,522.1560,524.9360,524.9360
1994-01,536.2979,536.2979,536.2979,536.2979,536.2979,536.2979,536.2979,536.2979,536.2979,536.2979,536.2979,536.2979,539.0544,539.0544
1994-04,484.1289,484.1289,484.1289,484.1289,484.1289,484.1289,484.1289,484.1289,484.1289,484.1289,484.1289,484.1289,486.3372,486.3372
1994-07,520.5637,520.5637,520.5637,520.5637,520.5637,520.5637,520.5637,520.5637,520.5637,520.5637,520.5637,520.5637,524.2540,524.2540
1994-10,517.9731,517.9731,517.9731,517.9731,517.9731,517.9731,517.9731,517.9731,517.9731,517.9731,517.9731,517.9731,521.4602,521.4602
1995-01,528.1179,528.1179,528.1179,528.1179,528.1179,528.1179,528.1179,528.1179,528.1179,528.1179,528.1179,528.1179,532.2535,532.2535
1995-04,473.6311,473.6311,473.6311,473.6311,473.6311,473.6311,473.6311,473.6311,473.6311,473.6311,473.6311,473.6311,477.5347,477.5347
1995-07,510.9744,510.9744,510.9744,510.9744,510.9744,510.9744,510.9744,510.9744,510.9744,510.9744,510.9744,510.9744,516.3808,516.3808
1995-10,513.1381,513.1381,513.1381,513.1381,513.1381,513.1381,513.1381,513.1381,513.1381,513.1381,513.1381,513.1381,519.3957,519.3957
1996-01,524.6469,524.6469,524.6469,524.6469,524.6469,524.6469,524.6469,524.6469,524.6469,524.6469,524.6469,524.6469,526.4163,526.4163
1996-04,472.1155,472.1155,472.1155,472.1155,472.1155,472.1155,472.1155,472.1155,472.1155,472.1155,472.1155,472.1155,472.7868,472.7868
1996-07,508.4573,508.4573,508.4573,508.4573,508.4573,508.4573,508.4573,508.4573,508.4573,508.4573,508.4573,508.4573,510.1257,510.1257
1996-10,509.1708,509.1708,509.1708,509.1708,509.1708,509.1708,509.1708,509.1708,509.1708,509.1708,509.1708,509.1708,510.7628,510.7628
1997-01,513.7961,513.7961,513.7961,513.7961,513.7961,513.7961,513.7961,513.7961,513.7961,513.7961,513.7961,513.7961,512.9930,512.9930
