"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,85.23,85.23,85.23,85.30,85.30,85.28,85.28,85.26,85.26,85.26,85.26,85.19,85.19,85.19,85.20,86.56,86.49,86.49,86.49,86.55,86.55,86.55,86.55,86.47,86.47,86.47,86.47,83.10,83.05,83.05
1991-04,86.73,86.73,86.73,86.67,86.67,86.66,86.66,86.70,86.70,86.70,86.70,86.69,86.69,86.69,86.67,87.85,87.78,87.81,87.81,87.79,87.79,87.79,87.79,87.81,87.81,87.81,87.81,84.07,84.09,84.09
1991-07,84.00,84.00,84.00,83.96,83.96,83.97,83.97,83.91,83.91,83.91,83.91,83.94,83.94,83.94,83.95,85.38,85.31,85.31,85.31,85.29,85.29,85.29,85.29,85.28,85.28,85.28,85.28,81.33,81.44,81.44
1991-10,86.74,86.74,86.74,86.66,86.66,86.67,86.67,86.57,86.57,86.57,86.57,86.62,86.63,86.63,86.62,87.97,87.90,87.86,87.86,87.81,87.81,87.81,87.81,87.85,87.85,87.85,87.85,83.77,83.68,83.68
1992-01,87.29,87.29,87.29,87.31,87.31,87.32,87.32,87.27,87.27,87.27,87.27,87.23,87.22,87.22,87.23,89.05,88.97,88.97,88.97,89.05,89.05,89.05,89.05,88.96,88.96,88.96,88.96,84.86,84.82,84.82
1992-04,87.14,87.14,87.14,87.07,87.07,87.05,87.05,87.13,87.13,87.13,87.13,87.13,87.13,87.13,87.10,87.98,87.91,87.94,87.94,87.92,87.92,87.92,87.92,87.94,87.94,87.94,87.94,84.40,84.45,84.45
1992-07,86.80,86.80,86.80,86.78,86.78,86.78,86.78,86.70,86.70,86.70,86.70,86.75,86.74,86.74,86.76,87.47,87.40,87.40,87.40,87.40,87.40,87.40,87.40,87.40,87.40,87.40,87.40,84.10,84.22,84.22
1992-10,89.65,89.65,89.65,89.61,89.61,89.63,89.63,89.81,89.81,89.81,89.81,89.82,89.83,89.83,89.84,91.00,90.92,90.88,90.88,90.85,90.85,90.85,90.85,90.90,90.90,90.90,90.90,86.84,86.72,86.72
1993-01,87.27,87.27,87.27,87.23,87.23,87.23,87.23,87.21,87.21,87.21,87.21,87.16,87.16,87.16,87.17,88.18,88.11,88.11,88.11,88.19,88.19,88.19,88.19,88.10,88.10,88.10,88.10,84.63,84.60,84.60
1993-04,87.12,87.12,87.12,87.30,87.30,87.29,87.29,87.38,87.38,87.38,87.38,87.35,87.35,87.35,87.32,88.26,88.19,88.21,88.21,88.17,88.17,88.17,88.17,88.20,88.20,88.20,88.20,84.63,84.68,84.68
1993-07,88.18,88.18,88.18,88.12,88.12,88.14,88.14,88.04,88.04,88.04,88.04,88.08,88.07,88.07,88.09,89.42,89.33,89.33,89.33,89.34,89.34,89.34,89.34,89.35,89.35,89.35,89.35,85.29,85.41,85.41
1993-10,89.42,89.42,89.42,89.40,89.40,89.43,89.43,89.62,89.62,89.62,89.62,89.62,89.63,89.63,89.64,90.02,89.95,89.93,89.93,89.87,89.87,89.87,89.87,89.92,89.92,89.92,89.92,86.47,86.31,86.31
1994-01,89.24,89.24,89.24,89.03,89.03,89.03,89.03,89.00,89.00,89.00,89.00,88.94,88.94,88.94,88.96,90.33,90.25,90.24,90.24,90.34,90.34,90.34,90.34,90.29,90.29,90.29,90.29,86.31,86.32,86.32
1994-04,88.53,88.53,88.53,88.50,88.50,88.46,88.46,88.52,88.52,88.52,88.52,88.50,88.50,88.50,88.47,89.04,88.97,88.99,88.99,89.00,89.00,89.00,89.00,89.03,89.03,89.03,89.03,85.67,85.74,85.74
1994-07,89.25,89.25,89.25,89.28,89.28,89.29,89.29,89.21,89.21,89.21,89.21,89.27,89.26,89.26,89.27,89.58,89.51,89.51,89.51,89.50,89.50,89.50,89.50,89.48,89.48,89.48,89.48,86.45,86.51,86.51
1994-10,90.17,90.17,90.17,89.99,89.99,90.00,90.00,90.05,90.05,90.05,90.05,90.09,90.10,90.10,90.11,91.01,90.93,90.91,90.91,90.90,90.90,90.90,90.90,90.95,90.95,90.95,90.95,87.16,87.02,87.02
1995-01,90.31,90.31,90.31,90.05,90.05,90.07,90.07,90.02,90.02,90.02,90.02,89.97,89.97,89.97,89.98,90.77,90.69,90.69,90.69,90.79,90.79,90.79,90.79,90.76,90.76,90.76,90.76,87.23,87.24,87.24
1995-04,91.47,91.47,91.47,91.39,91.39,91.36,91.36,91.41,91.41,91.41,91.41,91.38,91.38,91.38,91.36,91.80,91.73,91.74,91.74,91.72,91.72,91.72,91.72,91.74,91.74,91.74,91.74,88.18,88.23,88.23
1995-07,91.46,91.46,91.46,91.39,91.39,91.40,91.40,91.36,91.36,91.36,91.36,91.40,91.40,91.40,91.41,91.70,91.62,91.63,91.63,91.64,91.64,91.64,91.64,91.63,91.63,91.63,91.63,88.15,88.17,88.17
1995-10,91.25,91.25,91.25,91.28,91.28,91.28,91.28,91.30,91.30,91.30,91.30,91.33,91.34,91.34,91.34,91.62,91.53,91.51,91.51,91.54,91.54,91.54,91.54,91.59,91.59,91.59,91.59,88.19,88.10,88.10
1996-01,92.03,92.03,92.03,92.05,92.05,92.06,92.06,92.05,92.05,92.05,92.05,92.01,92.01,92.01,92.01,92.31,92.23,92.21,92.21,92.18,92.18,92.18,92.18,92.19,92.19,92.19,92.19,88.89,88.88,88.88
1996-04,92.58,92.58,92.58,92.56,92.56,92.52,92.52,92.55,92.55,92.55,92.55,92.52,92.52,92.52,92.50,92.68,92.60,92.61,92.61,92.59,92.59,92.59,92.59,92.59,92.59,92.59,92.59,89.16,89.21,89.21
1996-07,92.80,92.80,92.80,92.78,92.78,92.79,92.79,92.76,92.76,92.76,92.76,92.79,92.78,92.78,92.79,92.96,92.88,92.91,92.91,92.92,92.92,92.92,92.92,92.91,92.91,92.91,92.91,89.45,89.43,89.43
1996-10,92.88,92.88,92.88,92.89,92.89,92.89,92.89,92.91,92.91,92.91,92.91,92.96,92.97,92.97,92.97,92.95,92.87,92.84,92.84,92.85,92.85,92.85,92.85,92.88,92.88,92.88,92.88,89.48,89.46,89.46
1997-01,93.50,93.50,93.50,93.44,93.44,93.44,93.44,93.41,93.41,93.41,93.41,93.44,93.44,93.44,93.43,93.26,93.17,93.14,93.14,93.21,93.21,93.21,93.21,93.18,93.18,93.18,93.18,89.83,89.81,89.81
1997-04,94.27,94.27,94.27,94.22,94.22,94.19,94.19,94.22,94.22,94.22,94.22,94.13,94.13,94.13,94.14,93.96,93.88,93.89,93.89,93.85,93.85,93.85,93.85,93.86,93.86,93.86,93.86,90.50,90.55,90.55
1997-07,93.23,93.23,93.23,93.17,93.17,93.18,93.18,93.17,93.17,93.17,93.17,93.19,93.18,93.18,93.20,93.26,93.18,93.23,93.23,93.26,93.26,93.26,93.26,93.24,93.24,93.24,93.24,89.76,89.74,89.74
1997-10,93.93,93.93,93.93,93.81,93.81,93.82,93.82,93.88,93.88,93.88,93.88,93.93,93.94,93.94,93.94,93.98,93.89,93.85,93.85,93.84,93.84,93.84,93.84,93.87,93.87,93.87,93.87,90.48,90.49,90.49
1998-01,94.70,94.70,94.70,94.65,94.65,94.66,94.66,94.64,94.64,94.64,94.64,94.65,94.65,94.65,94.65,94.52,94.44,94.42,94.42,94.49,94.49,94.49,94.49,94.45,94.45,94.45,94.45,91.08,91.07,91.07
1998-04,94.42,94.42,94.42,94.30,94.30,94.26,94.26,94.27,94.27,94.27,94.27,94.20,94.20,94.20,94.21,93.85,93.77,93.77,93.77,93.74,93.74,93.74,93.74,93.75,93.75,93.75,93.75,90.45,90.47,90.47
1998-07,95.07,95.07,95.07,95.03,95.03,95.04,95.04,95.03,95.03,95.03,95.03,95.05,95.04,95.04,95.06,94.76,94.68,94.74,94.74,94.77,94.77,94.77,94.77,94.75,94.75,94.75,94.75,91.25,91.24,91.24
1998-10,95.91,95.91,95.91,95.88,95.88,95.90,95.90,95.95,95.95,95.95,95.95,95.98,95.99,95.99,95.98,95.67,95.59,95.55,95.55,95.53,95.53,95.53,95.53,95.58,95.58,95.58,95.58,92.15,92.14,92.14
1999-01,97.15,97.15,97.15,96.95,96.95,96.96,96.96,96.94,96.94,96.94,96.94,96.94,96.94,96.94,96.94,96.23,96.14,96.13,96.13,96.19,96.19,96.19,96.19,96.15,96.15,96.15,96.15,92.92,92.91,92.91
