"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19
1999-01,1627.8160,1627.8160,1627.8160,1627.8160,1627.8160,1627.8160,1627.8160,1627.8160,1627.8160,1627.8160,1627.8160,1627.8160,1627.8160,1627.8160,1627.8160,1627.8160,1627.8160
1999-04,1527.3664,1527.3664,1527.3664,1527.3664,1527.3664,1527.3664,1527.3664,1527.3664,1527.3664,1527.3664,1527.3664,1527.3664,1527.3664,1527.3664,1527.3664,1527.3664,1527.3664
1999-07,1678.8588,1678.8588,1678.8588,1678.8588,1678.8588,1678.8588,1678.8588,1678.8588,1678.8588,1678.8588,1678.8588,1678.8588,1678.8588,1678.8588,1678.8588,1678.8588,1678.8588
1999-10,1733.7561,1733.7561,1733.7561,1733.7561,1733.7561,1733.7561,1733.7561,1733.7561,1733.7561,1733.7561,1733.7561,1733.7561,1733.7561,1733.7561,1733.7561,1733.7561,1733.7561
2000-01,1748.5860,1748.5860,1748.5860,1748.5860,1748.5860,1748.5860,1748.5860,1748.5860,1748.5860,1748.5860,1748.5860,1748.5860,1748.5860,1748.5860,1748.5860,1748.5860,1748.5860
2000-04,1623.5640,1623.5640,1623.5640,1623.5640,1623.5640,1623.5640,1623.5640,1623.5640,1623.5640,1623.5640,1623.5640,1623.5640,1623.5640,1623.5640,1623.5640,1623.5640,1623.5640
2000-07,1778.5845,1778.5845,1778.5845,1778.5845,1778.5845,1778.5845,1778.5845,1778.5845,1778.5845,1778.5845,1778.5845,1778.5845,1778.5845,1778.5845,1778.5845,1778.5845,1778.5845
2000-10,1814.4672,1814.4672,1814.4672,1814.4672,1814.4672,1814.4672,1814.4672,1814.4672,1814.4672,1814.4672,1814.4672,1814.4672,1814.4672,1814.4672,1814.4672,1814.4672,1814.4672
2001-01,1833.5198,1833.5198,1833.5198,1833.5198,1833.5198,1833.5198,1833.5198,1833.5198,1833.5198,1833.5198,1833.5198,1833.5198,1833.5198,1833.5198,1833.5198,1833.5198,1833.5198
2001-04,1693.6416,1693.6416,1693.6416,1693.6416,1693.6416,1693.6416,1693.6416,1693.6416,1693.6416,1693.6416,1693.6416,1693.6416,1693.6416,1693.6416,1693.6416,1693.6416,1693.6416
2001-07,1833.7698,1833.7698,1833.7698,1833.7698,1833.7698,1833.7698,1833.7698,1833.7698,1833.7698,1833.7698,1833.7698,1833.7698,1833.7698,1833.7698,1833.7698,1833.7698,1833.7698
2001-10,1847.2662,1847.2662,1847.2662,1847.2662,1847.2662,1847.2662,1847.2662,1847.2662,1847.2662,1847.2662,1847.2662,1847.2662,1847.2662,1847.2662,1847.2662,1847.2662,1847.2662
2002-01,1842.3350,1842.3350,1842.3350,1842.3350,1842.3350,1842.3350,1842.3350,1842.3350,1842.3350,1842.3350,1842.3350,1842.3350,1842.3350,1842.3350,1842.3350,1842.3350,1842.3350
2002-04,1702.7268,1702.7268,1702.7268,1702.7268,1702.7268,1702.7268,1702.7268,1702.7268,1702.7268,1702.7268,1702.7268,1702.7268,1702.7268,1702.7268,1702.7268,1702.7268,1702.7268
2002-07,1839.3330,1839.3330,1839.3330,1839.3330,1839.3330,1839.3330,1839.3330,1839.3330,1839.3330,1839.3330,1839.3330,1839.3330,1839.3330,1839.3330,1839.3330,1839.3330,1839.3330
2002-10,1843.0572,1843.0572,1843.0572,1843.0572,1843.0572,1843.0572,1843.0572,1843.0572,1843.0572,1843.0572,1843.0572,1843.0572,1843.0572,1843.0572,1843.0572,1843.0572,1843.0572
2003-01,1836.9291,1836.9291,1836.9291,1836.9291,1836.9291,1836.9291,1836.9291,1836.9291,1836.9291,1836.9291,1836.9291,1836.9291,1836.9291,1836.9291,1836.9291,1836.9291,1836.9291
2003-04,1681.8369,1681.3128,1681.3128,1681.3128,1681.3128,1681.3128,1681.3128,1681.3128,1681.3128,1681.3128,1681.3128,1681.3128,1681.3128,1681.3128,1681.3128,1681.3128,1681.3128
2003-07,1834.1487,1834.6808,1834.6808,1834.6808,1834.6808,1834.6808,1834.6808,1834.6808,1834.6808,1834.6808,1834.6808,1834.6808,1834.6808,1834.6808,1834.6808,1834.6808,1834.6808
2003-10,1854.1440,1854.1440,1854.1440,1854.1440,1854.1440,1854.1440,1854.1440,1854.1440,1854.1440,1854.1440,1854.1440,1854.1440,1854.1440,1854.1440,1854.1440,1854.1440,1854.1440
2004-01,1837.2003,1837.7296,1837.7296,1837.7296,1837.7296,1834.0245,1834.0245,1834.0245,1834.0245,1834.0245,1834.0245,1834.0245,1834.0245,1834.0245,1834.0245,1834.0245,1834.0245
2004-04,1690.9398,1691.4744,1691.4744,1691.4744,1691.4744,1688.2668,1688.2668,1688.2668,1688.2668,1688.2668,1688.2668,1688.2668,1688.2668,1688.2668,1688.2668,1688.2668,1688.2668
2004-07,1840.9739,1841.5168,1841.5168,1841.5168,1841.5168,1838.2594,1838.2594,1838.2594,1838.2594,1838.2594,1838.2594,1838.2594,1838.2594,1838.2594,1838.2594,1838.2594,1838.2594
2004-10,1874.9117,1876.0059,1876.0059,1876.0059,1876.0059,1872.7233,1872.7233,1872.7233,1872.7233,1872.7233,1872.7233,1872.7233,1872.7233,1872.7233,1872.7233,1872.7233,1872.7233
2005-01,1846.3520,1844.9046,1844.9046,1844.9046,1844.9046,1842.7662,1842.7662,1842.7662,1842.7662,1841.0427,1841.0427,1841.0427,1841.0427,1841.0427,1841.0427,1841.0427,1841.0427
2005-04,1720.6602,1714.2198,1714.2198,1714.2198,1714.2198,1712.6097,1712.6097,1712.6097,1712.6097,1711.3333,1711.3333,1711.3333,1711.3333,1711.3333,1711.3333,1711.3333,1711.3333
2005-07,1859.7395,1852.9740,1852.9740,1852.9740,1852.9740,1851.3342,1851.3342,1851.3342,1851.3342,1849.9794,1849.9794,1849.9794,1849.9794,1849.9794,1849.9794,1849.9794,1849.9794
2005-10,1904.0205,1897.2866,1897.2866,1897.2866,1897.2866,1895.6228,1895.6228,1895.6228,1895.6228,1894.4679,1894.4679,1894.4679,1894.4679,1894.4679,1894.4679,1894.4679,1894.4679
2006-01,1900.5004,1894.4666,1894.4666,1894.4666,1894.4666,1887.3855,1887.3855,1887.3855,1887.3855,1885.5040,1885.5040,1885.5040,1885.5040,1886.0480,1886.0480,1886.0480,1886.0480
2006-04,1772.2665,1763.1544,1763.1544,1763.1544,1763.1544,1756.4968,1756.4968,1756.4968,1756.4968,1755.4681,1755.4681,1755.4681,1755.4681,1756.0224,1756.0224,1756.0224,1756.0224
2006-07,1945.0691,1936.9876,1936.9876,1936.9876,1936.9876,1930.1572,1930.1572,1930.1572,1930.1572,1928.3520,1928.3520,1928.3520,1928.3520,1928.9205,1928.9205,1928.9205,1928.9205
2006-10,1996.2986,1991.7975,1991.7975,1991.7975,1991.7975,1984.8675,1984.8675,1984.8675,1984.8675,1982.6946,1982.6946,1982.6946,1982.6946,1983.2713,1983.2713,1983.2713,1983.2713
2007-01,2008.0286,2003.5960,2002.4955,2001.9258,2003.6349,1994.7392,1994.7392,1994.7392,1994.7392,1994.4768,1994.4768,1994.4768,1994.4768,1994.4768,1994.4768,1994.4768,1994.4768
2007-04,,1854.0298,1857.6270,1855.8288,1859.2944,1850.6304,1850.6304,1850.6304,1850.6304,1849.8620,1849.8620,1849.8620,1849.8620,1850.4390,1850.4390,1850.4390,1850.4390
2007-07,,,2024.0808,2021.1872,2019.1884,2009.4201,2009.4201,2009.4201,2009.4201,2008.8918,2008.8918,2008.8918,2008.8918,2009.4804,2009.4804,2009.4804,2009.4804
2007-10,,,,2076.9461,2078.0536,2067.2554,2067.2554,2067.2554,2067.2554,2063.3742,2063.3742,2063.3742,2063.3742,2063.9728,2063.9728,2063.9728,2063.9728
2008-01,,,,,2092.6970,2069.4648,2070.4380,2069.3086,2069.3086,2067.1000,2067.1000,2067.1000,2067.1000,2062.3752,2062.3752,2062.3752,2062.3752
2008-04,,,,,,1954.8514,1945.7512,1947.1257,1947.1257,1941.9273,1941.9273,1941.9273,1941.9273,1937.7434,1937.7434,1937.7434,1937.7434
2008-07,,,,,,,2089.8154,2092.0329,2091.4228,2093.2112,2093.2112,2093.2112,2093.2112,2088.3376,2088.3376,2088.3376,2088.3376
2008-10,,,,,,,,2107.3440,2106.1188,2103.0246,2103.0246,2103.0246,2103.0246,2097.5193,2097.5193,2097.5193,2097.5193
2009-01,,,,,,,,,2033.9751,2026.2908,2014.2870,2013.6963,2013.6963,2010.1521,2010.1521,2010.1521,2010.1521
2009-04,,,,,,,,,,1861.1358,1840.0360,1833.7660,1833.1775,1829.9240,1829.9240,1829.9240,1829.9240
2009-07,,,,,,,,,,,1986.2753,1979.8434,1981.6407,1979.2539,1979.2539,1979.2539,1979.2539
2009-10,,,,,,,,,,,,2037.8603,2056.7280,2050.8030,2050.8030,2050.8030,2050.8030
2010-01,,,,,,,,,,,,,2043.6325,2041.3134,2042.1386,2041.5453,2045.1051
2010-04,,,,,,,,,,,,,,1910.1183,1931.7984,1930.6846,1934.3194
2010-07,,,,,,,,,,,,,,,2113.0076,2116.8952,2126.6658
2010-10,,,,,,,,,,,,,,,,2176.4955,2183.4751
2011-01,,,,,,,,,,,,,,,,,2175.3108
