"",2005-11-16,2005-12-16,2006-01-16,2006-02-16,2006-03-28,2006-06-16,2006-06-26,2006-07-03,2006-07-17,2006-08-16,2006-09-14,2006-10-16,2006-11-17,2006-12-15,2007-01-16,2007-02-16,2007-03-21,2007-04-16,2007-05-10,2007-06-15,2007-07-13,2007-08-16,2007-09-14,2007-10-15,2007-11-16,2007-12-14,2008-01-16,2008-02-15,2008-03-17,2008-04-14,2008-05-16,2008-06-19,2008-07-14,2008-08-15,2008-09-16,2008-10-16,2008-11-17,2008-12-16,2009-01-16,2009-02-16,2009-03-16,2010-03-04,2010-03-15,2010-04-16,2010-05-17,2010-06-15,2010-07-14,2010-08-16,2010-09-15,2010-10-15,2010-11-15,2010-12-14,2011-01-17,2011-02-14,2011-03-17,2011-04-15,2011-05-16,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-17,2011-11-14,2011-12-15,2012-01-16,2012-02-14,2012-03-15,2012-04-16,2012-05-14,2012-06-15,2012-07-16,2012-08-15,2012-09-17,2012-10-15,2012-11-14,2012-12-17,2013-01-16,2013-02-15,2013-04-15,2013-05-15,2013-06-17,2013-07-15,2013-08-12,2013-09-16,2013-10-15,2013-11-15,2013-12-16,2014-01-16,2014-02-17,2014-03-17,2014-04-15,2014-05-15,2014-06-16,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-17,2014-12-15,2015-01-16,2015-02-17
2001-04,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,99.26,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,97.64,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30
2001-05,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,105.97,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,98.53,98.53,98.53,98.53,98.53,98.53,98.53,98.53,98.53,98.53,98.53,98.53,98.53,98.53,98.53,98.53,98.53,98.53,98.53,98.53,98.53,98.53,98.53
2001-06,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71
2001-07,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.37,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99
2001-08,98.35,98.35,98.35,98.35,98.35,98.35,98.35,98.35,98.35,98.35,98.35,98.35,98.35,98.35,98.35,98.35,98.35,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41
2001-09,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,89.59,89.59,89.59,89.59,89.59,89.59,89.59,89.59,89.59,89.59,89.59,89.59,89.59,89.59,89.59,89.59,89.59,89.59,89.59,89.59,89.59,89.59,89.59
2001-10,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25
2001-11,128.95,128.95,128.95,128.95,128.95,128.95,128.95,128.95,128.95,128.95,128.95,128.95,128.95,128.95,128.95,128.95,128.95,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,128.96,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,126.84,119.90,119.90,119.90,119.90,119.90,119.90,119.90,119.90,119.90,119.90,119.90,119.90,119.90,119.90,119.90,119.90,119.90,119.90,119.90,119.90,119.90,119.90,119.90
2001-12,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50
2002-01,97.74,97.74,97.74,97.74,97.74,97.74,97.74,97.74,97.74,97.74,97.74,97.74,97.74,97.74,97.74,97.74,97.74,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85
2002-02,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39,86.39
2002-03,95.74,95.74,95.74,95.74,95.74,95.74,95.74,95.74,95.74,95.74,95.74,95.74,95.74,95.74,95.74,95.74,95.74,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,88.99,88.99,88.99,88.99,88.99,88.99,88.99,88.99,88.99,88.99,88.99,88.99,88.99,88.99,88.99,88.99,88.99,88.99,88.99,88.99,88.99,88.99,88.99
2002-04,98.32,98.32,98.32,98.32,98.32,98.32,98.32,98.32,98.32,98.32,98.32,98.32,98.32,98.32,98.32,98.32,98.32,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39
2002-05,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32
2002-06,107.32,107.32,107.32,107.32,107.32,107.32,107.32,107.32,107.32,107.32,107.32,107.32,107.32,107.32,107.32,107.32,107.32,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,107.31,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77
2002-07,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92
2002-08,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33,90.33
2002-09,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49
2002-10,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,97.82,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47
2002-11,127.25,127.25,127.25,127.25,127.25,127.25,127.25,127.25,127.25,127.25,127.25,127.25,127.25,127.25,127.25,127.25,127.25,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,127.24,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,125.16,118.31,118.31,118.31,118.31,118.31,118.31,118.31,118.31,118.31,118.31,118.31,118.31,118.31,118.31,118.31,118.31,118.31,118.31,118.31,118.31,118.31,118.31,118.31
2002-12,101.44,101.44,101.44,101.44,101.44,101.44,101.44,101.44,101.44,101.44,101.44,101.44,101.44,101.44,101.44,101.44,101.44,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,94.27,94.27,94.27,94.27,94.27,94.27,94.27,94.27,94.27,94.27,94.27,94.27,94.27,94.27,94.27,94.27,94.27,94.27,94.27,94.27,94.27,94.27,94.27
2003-01,98.45,98.45,98.45,98.45,98.45,98.45,98.45,98.45,98.45,98.45,98.45,98.45,98.45,98.45,98.45,98.45,98.45,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,96.80,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51
2003-02,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,86.90,86.90,86.90,86.90,86.90,86.90,86.90,86.90,86.90,86.90,86.90,86.90,86.90,86.90,86.90,86.90,86.90,86.90,86.90,86.90,86.90,86.90,86.90
2003-03,96.04,96.04,96.04,96.04,96.04,96.04,96.04,96.04,96.04,96.04,96.04,96.04,96.04,96.04,96.04,96.04,96.04,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,94.42,89.25,89.25,89.25,89.25,89.25,89.25,89.25,89.25,89.25,89.25,89.25,89.25,89.25,89.25,89.25,89.25,89.25,89.25,89.25,89.25,89.25,89.25,89.25
2003-04,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81,92.81
2003-05,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03
2003-06,106.22,106.22,106.22,106.22,106.22,106.22,106.22,106.22,106.22,106.22,106.22,106.22,106.22,106.22,106.22,106.22,106.22,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,98.74,98.74,98.74,98.74,98.74,98.74,98.74,98.74,98.74,98.74,98.74,98.74,98.74,98.74,98.74,98.74,98.74,98.74,98.74,98.74,98.74,98.74,98.74
2003-07,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,92.25,92.25,92.25,92.25,92.25,92.25,92.25,92.25,92.25,92.25,92.25,92.25,92.25,92.25,92.25,92.25,92.25,92.25,92.25,92.25,92.25,92.25,92.25
2003-08,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,89.35,89.35,89.35,89.35,89.35,89.35,89.35,89.35,89.35,89.35,89.35,89.35,89.35,89.35,89.35,89.35,89.35,89.35,89.35,89.35,89.35,89.35,89.35
2003-09,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,95.54,90.31,90.31,90.31,90.31,90.31,90.31,90.31,90.31,90.31,90.31,90.31,90.31,90.31,90.31,90.31,90.31,90.31,90.31,90.31,90.31,90.31,90.31,90.31
2003-10,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83
2003-11,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,126.38,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,124.31,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51,117.51
