"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,405.8415,405.8415,405.8415,405.8415,405.8415,405.8415,405.8415,405.8415,405.8415,405.8415,405.8415,405.8415,372.2266,372.2266
1991-04,371.2442,371.2442,371.2442,371.2442,371.2442,371.2442,371.2442,371.2442,371.2442,371.2442,371.2442,371.2442,338.7429,338.7429
1991-07,394.0970,394.0970,394.0970,394.0970,394.0970,394.0970,394.0970,394.0970,394.0970,394.0970,394.0970,394.0970,361.5233,361.5233
1991-10,391.3067,391.3067,391.3067,391.3067,391.3067,391.3067,391.3067,391.3067,391.3067,391.3067,391.3067,391.3067,360.5681,360.5681
1992-01,407.3547,407.3547,407.3547,407.3547,407.3547,407.3547,407.3547,407.3547,407.3547,407.3547,407.3547,407.3547,374.8934,374.8934
1992-04,371.6109,371.6109,371.6109,371.6109,371.6109,371.6109,371.6109,371.6109,371.6109,371.6109,371.6109,371.6109,342.6828,342.6828
1992-07,396.0598,396.0598,396.0598,396.0598,396.0598,396.0598,396.0598,396.0598,396.0598,396.0598,396.0598,396.0598,365.7542,365.7542
1992-10,393.9676,393.9676,393.9676,393.9676,393.9676,393.9676,393.9676,393.9676,393.9676,393.9676,393.9676,393.9676,362.4407,362.4407
1993-01,399.7986,399.7986,399.7986,399.7986,399.7986,399.7986,399.7986,399.7986,399.7986,399.7986,399.7986,399.7986,368.5585,368.5585
1993-04,367.0141,367.0141,367.0141,367.0141,367.0141,367.0141,367.0141,367.0141,367.0141,367.0141,367.0141,367.0141,339.6156,339.6156
1993-07,392.9223,392.9223,392.9223,392.9223,392.9223,392.9223,392.9223,392.9223,392.9223,392.9223,392.9223,392.9223,362.6780,362.6780
1993-10,390.7151,390.7151,390.7151,390.7151,390.7151,390.7151,390.7151,390.7151,390.7151,390.7151,390.7151,390.7151,361.5735,361.5735
1994-01,401.4176,401.4176,401.4176,401.4176,401.4176,401.4176,401.4176,401.4176,401.4176,401.4176,401.4176,401.4176,369.6075,369.6075
1994-04,366.9830,366.9830,366.9830,366.9830,366.9830,366.9830,366.9830,366.9830,366.9830,366.9830,366.9830,366.9830,337.3385,337.3385
1994-07,392.8183,392.8183,392.8183,392.8183,392.8183,392.8183,392.8183,392.8183,392.8183,392.8183,392.8183,392.8183,364.7824,364.7824
1994-10,390.1725,390.1725,390.1725,390.1725,390.1725,390.1725,390.1725,390.1725,390.1725,390.1725,390.1725,390.1725,362.4068,362.4068
1995-01,396.8728,396.8728,396.8728,396.8728,396.8728,396.8728,396.8728,396.8728,396.8728,396.8728,396.8728,396.8728,366.5744,366.5744
1995-04,361.4417,361.4417,361.4417,361.4417,361.4417,361.4417,361.4417,361.4417,361.4417,361.4417,361.4417,361.4417,333.4549,333.4549
1995-07,387.6636,387.6636,387.6636,387.6636,387.6636,387.6636,387.6636,387.6636,387.6636,387.6636,387.6636,387.6636,360.2004,360.2004
1995-10,388.2338,388.2338,388.2338,388.2338,388.2338,388.2338,388.2338,388.2338,388.2338,388.2338,388.2338,388.2338,361.5785,361.5785
1996-01,394.9291,394.9291,394.9291,394.9291,394.9291,394.9291,394.9291,394.9291,394.9291,394.9291,394.9291,394.9291,364.9025,364.9025
1996-04,359.1464,359.1464,359.1464,359.1464,359.1464,359.1464,359.1464,359.1464,359.1464,359.1464,359.1464,359.1464,330.8476,330.8476
1996-07,386.5410,386.5410,386.5410,386.5410,386.5410,386.5410,386.5410,386.5410,386.5410,386.5410,386.5410,386.5410,357.1148,357.1148
1996-10,384.7592,384.7592,384.7592,384.7592,384.7592,384.7592,384.7592,384.7592,384.7592,384.7592,384.7592,384.7592,355.8277,355.8277
1997-01,386.5101,386.5101,386.5101,386.5101,386.5101,386.5101,386.5101,386.5101,386.5101,386.5101,386.5101,386.5101,352.7739,352.7739
