"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro,Euro,Euro,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,40.22,40.22,40.22,40.22,40.22,40.22,40.22,40.22,40.22,40.22,40.22,40.22,40.490,40.490,40.490
1991-04,43.96,43.96,43.96,43.96,43.96,43.96,43.96,43.96,43.96,43.96,43.96,43.96,44.274,44.274,44.274
1991-07,45.79,45.79,45.79,45.79,45.79,45.79,45.79,45.79,45.79,45.79,45.79,45.79,46.078,46.078,46.078
1991-10,56.88,56.88,56.88,56.88,56.88,56.88,56.88,56.88,56.88,56.88,56.88,56.88,57.081,57.081,57.081
1992-01,45.27,45.27,45.27,45.27,45.27,45.27,45.27,45.27,45.27,45.27,45.27,45.27,45.559,45.559,45.559
1992-04,46.62,46.62,46.62,46.62,46.62,46.62,46.62,46.62,46.62,46.62,46.62,46.62,47.033,47.033,47.033
1992-07,51.64,51.64,51.64,51.64,51.64,51.64,51.64,51.64,51.64,51.64,51.64,51.64,52.022,52.022,52.022
1992-10,61.05,61.05,61.05,61.05,61.05,61.05,61.05,61.05,61.05,61.05,61.05,61.05,61.429,61.429,61.429
1993-01,48.47,48.47,48.47,48.47,48.47,48.47,48.47,48.47,48.47,48.47,48.47,48.47,48.856,48.856,48.856
1993-04,50.37,50.37,50.37,50.37,50.37,50.37,50.37,50.37,50.37,50.37,50.37,50.37,50.784,50.784,50.784
1993-07,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,53.159,53.159,53.159
1993-10,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.888,63.888,63.888
1994-01,51.21,51.21,51.21,51.21,51.21,51.21,51.21,51.21,51.21,51.21,51.21,51.21,51.737,51.737,51.737
1994-04,51.25,51.25,51.25,51.25,51.25,51.25,51.25,51.25,51.25,51.25,51.25,51.25,51.833,51.833,51.833
1994-07,54.75,54.75,54.75,54.75,54.75,54.75,54.75,54.75,54.75,54.75,54.75,54.75,55.316,55.316,55.316
1994-10,65.75,65.75,65.75,65.75,65.75,65.75,65.75,65.75,65.75,65.75,65.75,65.75,66.316,66.316,66.316
1995-01,53.22,53.22,53.22,53.22,53.22,53.22,53.22,53.22,53.22,53.22,53.22,53.22,53.877,53.877,53.877
1995-04,54.30,54.30,54.30,54.30,54.30,54.30,54.30,54.30,54.30,54.30,54.30,54.30,54.988,54.988,54.988
1995-07,58.69,58.69,58.69,58.69,58.69,58.69,58.69,58.69,58.69,58.69,58.69,58.69,59.399,59.399,59.399
1995-10,69.50,69.50,69.50,69.50,69.50,69.50,69.50,69.50,69.50,69.50,69.50,69.50,70.361,70.361,70.361
1996-01,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,56.479,56.479,56.479
1996-04,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,56.822,56.822,56.822
1996-07,59.87,59.87,59.87,59.87,59.87,59.87,59.87,59.87,59.87,59.87,59.87,59.87,60.712,60.712,60.712
1996-10,70.47,70.47,70.47,70.47,70.47,70.47,70.47,70.47,70.47,70.47,70.47,70.47,71.344,71.344,71.344
1997-01,56.72,56.72,56.72,56.72,56.72,56.72,56.72,56.72,56.72,56.72,56.72,56.72,57.571,57.571,57.571
1997-04,57.09,57.09,57.09,57.09,57.09,57.09,57.09,57.09,57.09,57.09,57.09,57.09,57.967,57.967,57.967
1997-07,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,61.144,61.144,61.144
1997-10,71.52,71.52,71.52,71.52,71.52,71.52,71.52,71.52,71.52,71.52,71.52,71.52,72.420,72.420,72.420
1998-01,57.11,57.11,57.11,57.11,57.11,57.11,57.11,57.11,57.11,57.11,57.11,57.11,57.941,57.941,57.941
1998-04,57.81,57.81,57.81,57.81,57.81,57.81,57.81,57.81,57.81,57.81,57.81,57.81,58.648,58.648,58.648
1998-07,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,63.157,63.157,63.157
1998-10,72.82,72.82,72.82,72.82,72.82,72.82,72.82,72.82,72.82,72.82,72.82,72.82,73.733,73.733,73.733
1999-01,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,59.713,59.713,59.713
1999-04,59.79,59.79,59.79,59.79,59.79,59.79,59.79,59.79,59.79,59.79,59.79,59.79,61.032,61.032,61.032
1999-07,64.21,64.21,64.21,64.21,64.21,64.21,64.21,64.21,64.21,64.21,64.21,64.21,65.602,65.602,65.602
1999-10,74.80,74.80,74.80,74.80,74.80,74.80,74.80,74.80,74.80,74.80,74.80,74.80,76.234,76.234,76.234
