"",2005-05-19,2005-08-18,2005-11-17,2006-02-16,2006-05-18,2006-08-17,2006-11-16,2007-02-20,2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1995-07,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.859,0.859
1995-10,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.830,0.830
1996-01,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.807,0.807
1996-04,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.834,0.834
1996-07,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.812,0.812
1996-10,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.787,0.787
1997-01,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.776,0.776
1997-04,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.811,0.811
1997-07,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.787,0.787
1997-10,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.767,0.767
1998-01,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.746,0.746,0.746,0.746,0.746,0.746,0.746,0.746,0.746,0.746,0.746,0.746,0.765,0.765
1998-04,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.970,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.796,0.796
1998-07,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.787,0.787
1998-10,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.764,0.764
1999-01,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.768,0.768
1999-04,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.795,0.795
1999-07,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.777,0.777
1999-10,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.751,0.751
2000-01,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.759,0.759
2000-04,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.789,0.789
2000-07,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.760,0.760
2000-10,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.726,0.726
2001-01,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.717,0.717
2001-04,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752
2001-07,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.740,0.740,0.740,0.740,0.740,0.740,0.740,0.740,0.740,0.740,0.740,0.740,0.729,0.729
2001-10,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.696,0.696
2002-01,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.701,0.701
2002-04,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.741,0.741
2002-07,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.722,0.722,0.722,0.722,0.722,0.722,0.722,0.722,0.722,0.722,0.722,0.722,0.713,0.713
2002-10,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.675,0.675
2003-01,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.679,0.679
2003-04,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.720,0.720,0.720,0.720,0.720,0.720,0.720,0.720,0.720,0.720,0.720,0.720,0.722,0.722
2003-07,0.916,0.916,0.916,0.916,0.916,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.702,0.702
2003-10,0.880,0.880,0.880,0.880,0.880,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.673,0.673
2004-01,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.680,0.680
2004-04,0.901,0.896,0.896,0.896,0.896,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.725,0.725
2004-07,0.926,0.911,0.911,0.911,0.911,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.699,0.699
2004-10,0.903,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.657,0.657
2005-01,0.844,0.802,0.798,0.798,0.798,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.798,0.798,0.798,0.798,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.656,0.656
2005-04,,0.881,0.873,0.873,0.873,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.873,0.873,0.873,0.873,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.716,0.716,0.716,0.716,0.716,0.716,0.716,0.716,0.716,0.716,0.716,0.716,0.708,0.708
2005-07,,,0.893,0.888,0.888,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.889,0.889,0.889,0.889,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.693,0.693,0.693,0.693,0.693,0.693,0.693,0.693,0.693,0.693,0.693,0.693,0.674,0.674
2005-10,,,,0.852,0.852,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.851,0.851,0.851,0.851,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.636,0.636
2006-01,,,,,0.782,0.782,0.782,0.782,0.782,0.777,0.777,0.777,0.777,0.766,0.766,0.766,0.766,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.634,0.634
2006-04,,,,,,0.866,0.863,0.867,0.867,0.863,0.863,0.863,0.863,0.846,0.846,0.846,0.846,0.859,0.859,0.859,0.859,0.859,0.859,0.859,0.859,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.686,0.686
2006-07,,,,,,,0.884,0.888,0.885,0.880,0.880,0.880,0.880,0.861,0.861,0.861,0.861,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.663,0.663
2006-10,,,,,,,,0.858,0.851,0.846,0.846,0.846,0.846,0.828,0.828,0.828,0.828,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.630,0.630
2007-01,,,,,,,,,0.785,0.787,0.789,0.789,0.789,0.782,0.782,0.782,0.782,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.616,0.616,0.616,0.616,0.616,0.616,0.616,0.616,0.616,0.616,0.616,0.616,0.644,0.644
2007-04,,,,,,,,,,0.872,0.873,0.873,0.873,0.867,0.867,0.867,0.867,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.699,0.699,0.699,0.699,0.699,0.699,0.699,0.699,0.699,0.699,0.699,0.699,0.704,0.704
2007-07,,,,,,,,,,,0.889,0.886,0.887,0.882,0.882,0.882,0.882,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.677,0.677
2007-10,,,,,,,,,,,,0.853,0.851,0.849,0.849,0.849,0.849,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.640,0.640
2008-01,,,,,,,,,,,,,0.794,0.797,0.800,0.796,0.796,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.633,0.633,0.633,0.633,0.632,0.632,0.632,0.632,0.632,0.632,0.632,0.632,0.662,0.662
2008-04,,,,,,,,,,,,,,0.880,0.872,0.873,0.873,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.709,0.709
2008-07,,,,,,,,,,,,,,,0.886,0.891,0.891,0.894,0.894,0.894,0.894,0.894,0.894,0.894,0.894,0.683,0.683,0.683,0.683,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.677,0.677
2008-10,,,,,,,,,,,,,,,,0.861,0.861,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.645,0.645,0.645,0.645,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.634,0.634
2009-01,,,,,,,,,,,,,,,,,0.803,0.814,0.808,0.808,0.808,0.803,0.803,0.803,0.803,0.634,0.634,0.634,0.634,0.631,0.631,0.631,0.631,0.626,0.626,0.626,0.626,0.642,0.642
2009-04,,,,,,,,,,,,,,,,,,0.888,0.886,0.885,0.885,0.880,0.880,0.880,0.880,0.714,0.714,0.714,0.714,0.712,0.712,0.712,0.712,0.704,0.704,0.704,0.704,0.703,0.703
2009-07,,,,,,,,,,,,,,,,,,,0.902,0.901,0.901,0.894,0.894,0.894,0.894,0.687,0.687,0.687,0.687,0.689,0.689,0.689,0.689,0.689,0.689,0.689,0.689,0.681,0.681
2009-10,,,,,,,,,,,,,,,,,,,,0.865,0.862,0.860,0.860,0.860,0.860,0.635,0.635,0.635,0.635,0.643,0.643,0.643,0.643,0.648,0.648,0.648,0.648,0.636,0.636
2010-01,,,,,,,,,,,,,,,,,,,,,0.810,0.797,0.796,0.791,0.796,0.616,0.616,0.616,0.616,0.625,0.625,0.625,0.625,0.619,0.619,0.619,0.619,0.636,0.636
2010-04,,,,,,,,,,,,,,,,,,,,,,0.877,0.877,0.868,0.870,0.691,0.691,0.691,0.691,0.704,0.704,0.704,0.704,0.687,0.687,0.687,0.687,0.692,0.692
2010-07,,,,,,,,,,,,,,,,,,,,,,,0.894,0.883,0.884,0.668,0.668,0.668,0.668,0.683,0.683,0.683,0.683,0.674,0.674,0.674,0.674,0.669,0.669
2010-10,,,,,,,,,,,,,,,,,,,,,,,,0.845,0.847,0.623,0.623,0.623,0.623,0.637,0.637,0.637,0.637,0.642,0.642,0.642,0.642,0.647,0.647
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,0.796,0.622,0.615,0.612,0.613,0.627,0.627,0.627,0.627,0.631,0.631,0.631,0.631,0.650,0.650
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,0.707,0.701,0.699,0.706,0.716,0.716,0.716,0.716,0.719,0.719,0.719,0.719,0.709,0.709
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,0.677,0.664,0.679,0.687,0.687,0.687,0.687,0.690,0.690,0.690,0.690,0.667,0.667
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.621,0.636,0.640,0.640,0.640,0.640,0.651,0.651,0.651,0.651,0.650,0.650
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628,0.630,0.630,0.631,0.628,0.637,0.637,0.637,0.637,0.650,0.650
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.713,0.714,0.718,0.714,0.713,0.713,0.713,0.713,0.718,0.718
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.685,0.693,0.687,0.685,0.685,0.685,0.685,0.672,0.672
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.644,0.644,0.637,0.637,0.637,0.637,0.627,0.627
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.626,0.613,0.611,0.615,0.616,0.619,0.619
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.688,0.681,0.680,0.682,0.683,0.683
