"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,78.75,78.75,78.75,78.75,78.76,78.76,78.76,78.76,78.76,78.76,78.76,78.76,73.63,73.63,73.63
1991-04,79.42,79.42,79.42,79.42,79.44,79.44,79.44,79.44,79.44,79.44,79.44,79.44,74.21,74.21,74.21
1991-07,80.98,80.98,80.98,80.98,80.94,80.94,80.94,80.94,80.93,80.93,80.93,80.93,75.63,75.63,75.63
1991-10,82.69,82.69,82.69,82.69,82.71,82.71,82.71,82.71,82.71,82.71,82.71,82.71,77.24,77.24,77.24
1992-01,83.54,83.54,83.54,83.54,83.56,83.56,83.56,83.56,83.57,83.57,83.57,83.57,78.03,78.03,78.03
1992-04,83.73,83.73,83.73,83.73,83.74,83.74,83.74,83.74,83.74,83.74,83.74,83.74,78.38,78.38,78.38
1992-07,84.53,84.53,84.53,84.53,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49,78.99,78.99,78.99
1992-10,84.42,84.42,84.42,84.42,84.44,84.44,84.44,84.44,84.44,84.44,84.44,84.44,78.81,78.81,78.81
1993-01,85.25,85.25,85.25,85.25,85.27,85.27,85.27,85.27,85.26,85.26,85.26,85.26,79.17,79.17,79.17
1993-04,85.64,85.64,85.64,85.64,85.65,85.65,85.65,85.65,85.65,85.65,85.65,85.65,79.48,79.48,79.48
1993-07,85.49,85.49,85.49,85.49,85.46,85.46,85.46,85.46,85.45,85.45,85.45,85.45,79.37,79.37,79.37
1993-10,83.13,83.13,83.13,83.13,83.14,83.14,83.14,83.14,83.14,83.14,83.14,83.14,78.97,78.97,78.97
1994-01,85.93,85.93,85.93,85.93,85.95,85.95,85.95,85.95,85.94,85.94,85.94,85.94,80.50,80.50,80.50
1994-04,86.64,86.64,86.64,86.64,86.65,86.65,86.65,86.65,86.65,86.65,86.65,86.65,81.14,81.14,81.14
1994-07,87.23,87.23,87.23,87.23,87.20,87.20,87.20,87.20,87.20,87.20,87.20,87.20,81.67,81.67,81.67
1994-10,87.47,87.47,87.47,87.47,87.48,87.48,87.48,87.48,87.48,87.48,87.48,87.48,81.75,81.75,81.75
1995-01,87.50,87.50,87.50,87.50,87.50,87.50,87.50,87.50,87.51,87.51,87.51,87.51,81.87,81.87,81.87
1995-04,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.52,88.52,88.52,88.52,82.56,82.56,82.56
1995-07,89.04,89.04,89.04,89.04,89.03,89.03,89.03,89.03,89.02,89.02,89.02,89.02,83.11,83.11,83.11
