"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2005,2005,,,,,,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,118.38,118.38,118.38,118.38,118.38,118.38,118.38,118.38,118.38,118.38,118.38,118.38,125.83,125.83,125.83
1991-04,108.94,108.94,108.94,108.94,108.94,108.94,108.94,108.94,108.94,108.94,108.94,108.94,115.36,115.36,115.36
1991-07,110.00,110.00,110.00,110.00,110.00,110.00,110.00,110.00,110.00,110.00,110.00,110.00,116.72,116.72,116.72
1991-10,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,115.92,115.92,115.92
1992-01,112.91,112.91,112.91,112.91,112.91,112.91,112.91,112.91,112.91,112.91,112.91,112.91,119.92,119.92,119.92
1992-04,98.82,98.82,98.82,98.82,98.82,98.82,98.82,98.82,98.82,98.82,98.82,98.82,105.40,105.40,105.40
1992-07,105.53,105.53,105.53,105.53,105.53,105.53,105.53,105.53,105.53,105.53,105.53,105.53,112.60,112.60,112.60
1992-10,105.11,105.11,105.11,105.11,105.11,105.11,105.11,105.11,105.11,105.11,105.11,105.11,112.02,112.02,112.02
1993-01,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,114.77,114.77,114.77
1993-04,98.46,98.46,98.46,98.46,98.46,98.46,98.46,98.46,98.46,98.46,98.46,98.46,105.03,105.03,105.03
1993-07,105.31,105.31,105.31,105.31,105.31,105.31,105.31,105.31,105.31,105.31,105.31,105.31,112.39,112.39,112.39
1993-10,105.16,105.16,105.16,105.16,105.16,105.16,105.16,105.16,105.16,105.16,105.16,105.16,112.24,112.24,112.24
1994-01,108.21,108.21,108.21,108.21,108.21,108.21,108.21,108.21,108.21,108.21,108.21,108.21,115.19,115.19,115.19
1994-04,98.24,98.24,98.24,98.24,98.24,98.24,98.24,98.24,98.24,98.24,98.24,98.24,104.78,104.78,104.78
1994-07,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,112.71,112.71,112.71
1994-10,104.39,104.39,104.39,104.39,104.39,104.39,104.39,104.39,104.39,104.39,104.39,104.39,111.74,111.74,111.74
1995-01,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57,114.96,114.96,114.96
1995-04,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,104.15,104.15,104.15
1995-07,104.52,104.52,104.52,104.52,104.52,104.52,104.52,104.52,104.52,104.52,104.52,104.52,112.22,112.22,112.22
1995-10,105.04,105.04,105.04,105.04,105.04,105.04,105.04,105.04,105.04,105.04,105.04,105.04,112.89,112.89,112.89
