"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19
1999-01,3512.0358,3511.8872,3511.8872,3511.8872,3511.8872,3511.5686,3511.5686,3511.5686,3511.5686,3511.6804,3511.6804,3511.6804,3511.6804,3511.9662,3511.9662,3511.9662,3511.9746
1999-04,3501.5201,3501.4109,3501.4109,3501.4109,3501.4109,3501.0752,3501.0752,3501.0752,3501.0752,3501.1713,3501.1713,3501.1713,3501.1713,3501.3688,3501.3688,3501.3688,3501.3600
1999-07,3506.4432,3506.2978,3506.2978,3506.2978,3506.2978,3505.9853,3505.9853,3505.9853,3505.9853,3506.0865,3506.0865,3506.0865,3506.0865,3505.7122,3505.7122,3505.7122,3505.7065
1999-10,3511.7302,3511.5426,3511.5426,3511.5426,3511.5426,3511.2437,3511.2437,3511.2437,3511.2437,3511.3542,3511.3542,3511.3542,3511.3542,3511.1247,3511.1247,3511.1247,3511.1307
2000-01,3518.6105,3518.4580,3518.4580,3518.4580,3518.4580,3518.1181,3518.1181,3518.1181,3518.1181,3518.2347,3518.2347,3518.2347,3518.2347,3518.4745,3518.4745,3518.4745,3518.4777
2000-04,3526.3319,3526.2350,3526.2350,3526.2350,3526.2350,3525.8771,3525.8771,3525.8771,3525.8771,3525.9891,3525.9891,3525.9891,3525.9891,3526.2347,3526.2347,3526.2347,3526.2321
2000-07,3507.8577,3507.7326,3507.7326,3507.7326,3507.7326,3507.4389,3507.4389,3507.4389,3507.4389,3507.5436,3507.5436,3507.5436,3507.5436,3508.0728,3508.0728,3508.0728,3508.0715
2000-10,3505.6612,3505.4253,3505.4253,3505.4253,3505.4253,3505.1374,3505.1374,3505.1374,3505.1374,3505.2435,3505.2435,3505.2435,3505.2435,3505.2398,3505.2398,3505.2398,3505.2406
2001-01,3498.8580,3498.6123,3498.6123,3498.6123,3498.6123,3498.2275,3498.2275,3498.2275,3498.2275,3498.3489,3498.3489,3498.3489,3498.3489,3498.5409,3498.5409,3498.5409,3498.5412
2001-04,3507.3527,3507.4283,3507.4283,3507.4283,3507.4283,3506.9925,3506.9925,3506.9925,3506.9925,3507.1150,3507.1150,3507.1150,3507.1150,3507.4257,3507.4257,3507.4257,3507.4257
2001-07,3513.5561,3513.4453,3513.4453,3513.4453,3513.4453,3513.1600,3513.1600,3513.1600,3513.1600,3513.2528,3513.2528,3513.2528,3513.2528,3513.6652,3513.6652,3513.6652,3513.6651
2001-10,3521.8237,3521.4886,3521.4886,3521.4886,3521.4886,3521.3127,3521.3127,3521.3127,3521.3127,3521.4116,3521.4116,3521.4116,3521.4116,3521.5136,3521.5136,3521.5136,3521.5136
2002-01,3521.2293,3520.7763,3520.7763,3520.7763,3520.7763,3520.2128,3520.2128,3520.2128,3520.2128,3520.3559,3520.3559,3520.3559,3520.3559,3520.5756,3520.5756,3520.5756,3520.5756
2002-04,3532.0168,3532.0554,3532.0554,3532.0554,3532.0554,3531.6221,3531.6221,3531.6221,3531.6221,3531.7768,3531.7768,3531.7768,3531.7768,3532.0832,3532.0832,3532.0832,3532.0832
2002-07,3547.2945,3547.2341,3547.2341,3547.2341,3547.2341,3547.0274,3547.0274,3547.0274,3547.0274,3547.1179,3547.1179,3547.1179,3547.1179,3547.5634,3547.5634,3547.5634,3547.5634
2002-10,3546.7908,3546.6552,3546.6552,3546.6552,3546.6552,3546.5721,3546.5721,3546.5721,3546.5721,3546.6100,3546.6100,3546.6100,3546.6100,3546.6663,3546.6663,3546.6663,3546.6663
2003-01,3544.0256,3542.6752,3542.6752,3542.6752,3542.6752,3541.8753,3541.8753,3541.8753,3541.8753,3542.1144,3542.1144,3542.1144,3542.1144,3542.4211,3542.4211,3542.4211,3542.4211
2003-04,3543.5039,3541.4000,3541.4000,3541.4000,3541.4000,3541.0262,3541.0262,3541.0262,3541.0262,3541.1923,3541.1923,3541.1923,3541.1923,3541.4777,3541.4777,3541.4777,3541.4777
2003-07,3536.8288,3536.7518,3536.7518,3536.7518,3536.7518,3535.6552,3535.6552,3535.6552,3535.6552,3535.7137,3535.7137,3535.7137,3535.7137,3536.2061,3536.2061,3536.2061,3536.2061
2003-10,3538.1170,3538.9056,3538.9056,3538.9056,3538.9056,3536.6772,3536.6772,3536.6772,3536.6772,3536.6411,3536.6411,3536.6411,3536.6411,3537.7353,3537.7353,3537.7353,3537.7353
2004-01,3567.5053,3562.8141,3562.8141,3562.8141,3562.8141,3562.9301,3562.9301,3562.9301,3562.9301,3563.3147,3563.3147,3563.3147,3563.3147,3563.7940,3563.7940,3563.7940,3563.7932
2004-04,3556.8536,3553.2071,3553.2071,3553.2071,3553.2071,3552.9698,3552.9698,3552.9698,3552.9698,3553.1599,3553.1599,3553.1599,3553.1599,3553.5119,3553.5119,3553.5119,3553.5111
2004-07,3558.4218,3556.5836,3556.5836,3556.5836,3556.5836,3557.0336,3557.0336,3557.0336,3557.0336,3557.1593,3557.1593,3557.1593,3557.1593,3556.4050,3556.4050,3556.4050,3556.4049
2004-10,3554.9959,3555.6951,3555.6951,3555.6951,3555.6951,3556.2227,3556.2227,3556.2227,3556.2227,3555.9465,3555.9465,3555.9465,3555.9465,3555.7523,3555.7523,3555.7523,3555.7540
2005-01,3552.6640,3549.9964,3549.9964,3549.9964,3549.9964,3550.4937,3550.4937,3550.4937,3550.4937,3549.2047,3549.2047,3549.2047,3549.2047,3550.2074,3550.2074,3550.2074,3550.1989
2005-04,3557.0790,3543.9521,3543.9521,3543.9521,3543.9521,3542.7014,3542.7014,3542.7014,3542.7014,3541.4371,3541.4371,3541.4371,3541.4371,3541.9005,3541.9005,3541.9005,3541.8805
2005-07,3563.9637,3559.4022,3559.4022,3559.4022,3559.4022,3559.6279,3559.6279,3559.6279,3559.6279,3558.2811,3558.2811,3558.2811,3558.2811,3558.4038,3558.4038,3558.4038,3558.4040
2005-10,3572.6450,3572.4837,3572.4837,3572.4837,3572.4837,3572.8423,3572.8423,3572.8423,3572.8423,3570.5275,3570.5275,3570.5275,3570.5275,3569.9775,3569.9775,3569.9775,3570.0058
2006-01,3569.6900,3554.8722,3554.8722,3554.8722,3554.8722,3554.7399,3554.7399,3554.7399,3554.7399,3553.0144,3553.0144,3553.0144,3553.0144,3555.0637,3555.0637,3555.0637,3555.0613
2006-04,3584.0345,3572.5846,3572.5846,3572.5846,3572.5846,3572.3157,3572.3157,3572.3157,3572.3157,3570.1463,3570.1463,3570.1463,3570.1463,3570.6240,3570.6240,3570.6240,3570.5321
2006-07,3573.9322,3568.1340,3568.1340,3568.1340,3568.1340,3572.8839,3572.8839,3572.8839,3572.8839,3567.9400,3567.9400,3567.9400,3567.9400,3567.8972,3567.8972,3567.8972,3567.8558
2006-10,3580.2820,3578.5543,3578.5543,3578.5543,3578.5543,3584.5322,3584.5322,3584.5322,3584.5322,3582.2117,3582.2117,3582.2117,3582.2117,3580.7616,3580.7616,3580.7616,3580.8973
2007-01,3608.4984,3595.8820,3590.9872,3589.9661,3591.0533,3596.7071,3596.7071,3596.7071,3596.7071,3594.0087,3594.0087,3594.0087,3594.0087,3592.6668,3592.6668,3592.6668,3592.7641
2007-04,,3594.3356,3592.6671,3584.9290,3590.7660,3594.7429,3594.7429,3594.7429,3594.7429,3593.7010,3593.7010,3593.7010,3593.7010,3594.0811,3594.0811,3594.0811,3593.7987
2007-07,,,3576.9457,3579.1681,3583.1323,3593.4642,3593.4642,3593.4642,3593.4642,3587.5578,3587.5578,3587.5578,3587.5578,3585.2244,3585.2244,3585.2244,3584.8601
2007-10,,,,3587.3311,3603.9153,3596.4183,3596.4183,3596.4183,3596.4183,3591.4533,3591.4533,3591.4533,3591.4533,3587.7422,3587.7422,3587.7422,3588.2915
2008-01,,,,,3604.1384,3607.1536,3616.3736,3616.7319,3616.6862,3614.9273,3614.9273,3614.9273,3614.9273,3605.6648,3605.6648,3605.6648,3606.1351
2008-04,,,,,,3611.5504,3615.8737,3620.9289,3620.8831,3618.1323,3618.1323,3618.1323,3618.1323,3611.0659,3611.0659,3611.0659,3610.6941
2008-07,,,,,,,3628.4301,3640.3611,3636.9907,3636.5840,3636.5840,3636.5840,3636.5840,3625.1812,3625.1812,3625.1812,3624.1420
2008-10,,,,,,,,3639.1129,3631.3524,3638.4883,3638.4883,3638.4883,3638.4883,3632.0571,3632.0571,3632.0571,3632.9979
2009-01,,,,,,,,,3616.8268,3637.0903,3630.7620,3622.2417,3622.2413,3622.2750,3622.2750,3622.2750,3624.1468
2009-04,,,,,,,,,,3647.8728,3645.2374,3640.7615,3640.7611,3648.7868,3648.7868,3648.7868,3647.8854
2009-07,,,,,,,,,,,3674.5283,3674.1020,3672.8210,3669.0727,3669.0727,3669.0727,3667.0411
2009-10,,,,,,,,,,,,3689.5207,3689.5053,3685.9445,3685.9445,3685.9445,3687.0058
2010-01,,,,,,,,,,,,,3713.4252,3710.9759,3714.6256,3715.9478,3725.4182
2010-04,,,,,,,,,,,,,,3712.8354,3727.6831,3723.3818,3727.3769
2010-07,,,,,,,,,,,,,,,3743.8083,3751.0324,3731.1519
2010-10,,,,,,,,,,,,,,,,3750.1328,3724.7869
2011-01,,,,,,,,,,,,,,,,,3721.8848
