"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,13202.1005,13200.0942,13200.0942,13203.9951,13203.9951,13200.0297,13200.0297,13200.0297,13198.8222,13212.6979,13214.3132,13214.3132,13214.4143,13218.4697,13218.4697,13218.4697,13232.4474,13096.4100,13096.4089,13096.4100,13096.5500,13095.0200,13095.0200,13095.0130,13095.0130,13096.0264,13095.8836,13095.8836,13095.7696,13190.3072,13190.3143
1991-04,13046.7440,13042.4053,13042.4053,13046.0068,13046.0068,13041.6244,13041.6244,13041.6244,13041.3397,13037.4174,13034.3424,13034.3424,13034.2090,13033.7613,13033.7613,13033.7613,13033.3369,13038.7000,13038.7042,13038.7000,13038.3300,13038.2100,13038.2000,13038.2125,13038.2125,13036.0069,13035.9037,13035.9037,13036.3094,13087.9604,13087.9316
1991-07,12925.0246,12927.1832,12927.1832,12930.7357,12930.7357,12924.9743,12924.9743,12924.9743,12918.8244,12915.5033,12915.9782,12915.9782,12915.9373,12925.3352,12925.3352,12925.3352,12926.6694,12867.4100,12867.4100,12867.4100,12868.4000,12866.9900,12866.9700,12866.9944,12866.9944,12868.8226,12868.7042,12868.7042,12867.6519,12943.6325,12943.7214
1991-10,12943.4475,12943.6123,12943.6123,12932.5574,12932.5574,12937.7150,12937.7150,12937.7150,12945.3573,12941.6641,12942.6489,12942.6489,12942.7221,12931.1264,12931.1264,12931.1264,12916.2390,12874.8200,12874.8229,12874.8200,12874.0700,12879.0800,12879.1000,12879.0733,12879.0733,12876.5556,12876.9199,12876.9199,12877.6806,12974.4844,12974.4172
1992-01,13014.9275,13012.7841,13012.7841,13016.5247,13016.5247,13012.0379,13012.0379,13012.0379,13012.0357,13025.3617,13027.0914,13027.0914,13027.1592,13031.6074,13031.6074,13031.6074,13043.8470,12968.4800,12968.4761,12968.4800,12968.5900,12967.2100,12967.2100,12967.2147,12967.2147,12968.0892,12967.9549,12967.9549,12967.8622,13025.7519,13025.7463
1992-04,12974.9942,12971.4335,12971.4335,12975.0663,12975.0663,12970.0497,12970.0497,12970.0497,12969.8631,12966.3610,12963.2507,12963.2507,12963.1666,12966.3364,12966.3364,12966.3364,12965.9672,12865.4300,12865.4313,12865.4300,12865.1400,12865.0300,12865.0200,12865.0261,12865.0261,12863.0072,12862.9190,12862.9190,12863.2586,12985.0592,12985.0488
1992-07,12845.8886,12847.4647,12847.4647,12850.6162,12850.6162,12846.4461,12846.4461,12846.4461,12840.8056,12837.6825,12838.0228,12838.0228,12837.9684,12840.0033,12840.0033,12840.0033,12841.4590,12750.1300,12750.1338,12750.1300,12751.0100,12749.8900,12749.8700,12749.8573,12749.8573,12751.4280,12751.3299,12751.3299,12750.3861,12840.0654,12840.1283
1992-10,12685.3378,12685.4595,12685.4595,12674.9346,12674.9346,12679.8816,12679.8816,12679.8816,12685.7106,12682.1713,12683.2115,12683.2115,12683.2823,12680.2397,12680.2397,12680.2397,12666.9134,12649.3900,12649.3883,12649.3900,12648.6900,12653.2300,12653.2500,12653.2534,12653.2534,12650.9774,12651.2980,12651.2980,12651.9949,12709.4054,12709.3585
1993-01,12618.3356,12616.6475,12616.6475,12620.0777,12620.0777,12615.1546,12615.1546,12615.1546,12615.7676,12626.1789,12627.6550,12627.6550,12627.6981,12631.5302,12631.5302,12631.5302,12641.5755,12516.1100,12516.1132,12516.1100,12516.1400,12514.7200,12514.7300,12514.7037,12514.7037,12515.3725,12515.2571,12515.2571,12515.2321,12521.2156,12521.1995
1993-04,12536.1251,12533.4563,12533.4563,12536.9239,12536.9239,12531.5485,12531.5485,12531.5485,12531.5180,12529.0072,12527.1348,12527.1348,12527.0921,12529.8777,12529.8777,12529.8777,12529.6094,12447.7300,12447.7291,12447.7300,12447.6500,12447.9000,12447.8900,12447.8894,12447.8894,12446.3754,12446.3042,12446.3042,12446.4736,12478.4626,12478.4691
1993-07,12498.8001,12499.5513,12499.5513,12502.0811,12502.0811,12499.6806,12499.6806,12499.6806,12494.9017,12492.8681,12492.4071,12492.4071,12492.3424,12494.0845,12494.0845,12494.0845,12495.1026,12401.0700,12401.0675,12401.0700,12401.6300,12401.4500,12401.4400,12401.3985,12401.3985,12402.2374,12402.1538,12402.1538,12401.5277,12421.9853,12422.0194
1993-10,12370.8806,12370.7320,12370.7320,12361.3044,12361.3044,12365.7215,12365.7215,12365.7215,12369.9178,12366.8709,12367.7282,12367.7282,12367.7925,12358.4485,12358.4485,12358.4485,12347.6532,12336.0800,12336.0815,12336.0800,12335.5700,12338.7700,12338.7900,12338.8591,12338.8591,12337.0567,12337.3270,12337.3270,12337.8086,12363.3477,12363.3233
1994-01,12460.5658,12459.2010,12459.2010,12462.1019,12462.1019,12456.6814,12456.6814,12456.6814,12456.6500,12463.6558,12464.4400,12464.4400,12464.4571,12467.8551,12467.8551,12467.8551,12475.8984,12381.4800,12381.4756,12381.4800,12381.3900,12380.0200,12380.0300,12379.9664,12379.9664,12380.4594,12380.3603,12380.3603,12380.4017,12386.1016,12386.0833
1994-04,12432.0976,12430.2796,12430.2796,12432.8082,12432.8082,12427.2166,12427.2166,12427.2166,12427.7478,12426.5880,12426.5426,12426.5426,12426.5420,12428.2376,12428.2376,12428.2376,12427.7517,12343.9400,12343.9437,12343.9400,12344.0200,12344.6000,12344.5900,12344.5561,12344.5561,12343.4407,12343.3818,12343.3818,12343.4294,12345.7625,12345.7781
1994-07,12460.9088,12461.0415,12461.0415,12462.4056,12462.4056,12461.7628,12461.7628,12461.7628,12458.7414,12457.9787,12456.9138,12456.9138,12456.8435,12465.0345,12465.0345,12465.0345,12465.0135,12356.9000,12356.9048,12356.9000,12357.2100,12357.6700,12357.6600,12357.6266,12357.6266,12357.8406,12357.7713,12357.7713,12357.4203,12383.4066,12383.4154
1994-10,12435.1583,12434.1877,12434.1877,12427.3941,12427.3941,12430.7126,12430.7126,12430.7126,12433.2342,12431.0221,12431.3481,12431.3481,12431.4018,12422.8855,12422.8855,12422.8855,12415.3491,12332.5700,12332.5726,12332.5700,12332.2700,12334.4400,12334.4500,12334.5838,12334.5838,12333.1409,12333.3684,12333.3684,12333.6304,12379.9399,12379.9341
1995-01,12337.2425,12335.9020,12335.9020,12337.8854,12337.8854,12332.5297,12332.5297,12332.5297,12331.1604,12334.4280,12334.1906,12334.1906,12334.1941,12336.5968,12336.5968,12336.5968,12342.3211,12286.6300,12286.6291,12286.6300,12286.4500,12285.0900,12285.0900,12284.9747,12284.9747,12285.1932,12285.1098,12285.1098,12285.2179,12355.3646,12355.3465
