"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19
1999-01,3602.2597,3602.2597,3602.2597,3602.2597,3602.2597,3602.2597,3602.2597,3602.2597,3602.2597,3602.2597,3602.2597,3602.2597,3602.2597,3602.2597,3602.2597,3602.2597,3602.2597
1999-04,3310.8362,3310.8362,3310.8362,3310.8362,3310.8362,3310.8362,3310.8362,3310.8362,3310.8362,3310.8362,3310.8362,3310.8362,3310.8362,3310.8362,3310.8362,3310.8362,3310.8362
1999-07,3540.0008,3540.0008,3540.0008,3540.0008,3540.0008,3540.0008,3540.0008,3540.0008,3540.0008,3540.0008,3540.0008,3540.0008,3540.0008,3540.0008,3540.0008,3540.0008,3540.0008
1999-10,3605.6799,3605.6799,3605.6799,3605.6799,3605.6799,3605.6799,3605.6799,3605.6799,3605.6799,3605.6799,3605.6799,3605.6799,3605.6799,3605.6799,3605.6799,3605.6799,3605.6799
2000-01,3631.0323,3631.0323,3631.0323,3631.0323,3631.0323,3631.0323,3631.0323,3631.0323,3631.0323,3631.0323,3631.0323,3631.0323,3631.0323,3631.0323,3631.0323,3631.0323,3631.0323
2000-04,3327.1494,3327.1494,3327.1494,3327.1494,3327.1494,3327.1494,3327.1494,3327.1494,3327.1494,3327.1494,3327.1494,3327.1494,3327.1494,3327.1494,3327.1494,3327.1494,3327.1494
2000-07,3523.3760,3523.3760,3523.3760,3523.3760,3523.3760,3523.3760,3523.3760,3523.3760,3523.3760,3523.3760,3523.3760,3523.3760,3523.3760,3523.3760,3523.3760,3523.3760,3523.3760
2000-10,3567.3144,3567.3144,3567.3144,3567.3144,3567.3144,3567.3144,3567.3144,3567.3144,3567.3144,3567.3144,3567.3144,3567.3144,3567.3144,3567.3144,3567.3144,3567.3144,3567.3144
2001-01,3602.5500,3602.5500,3602.5500,3602.5500,3602.5500,3602.5500,3602.5500,3602.5500,3602.5500,3602.5500,3602.5500,3602.5500,3602.5500,3602.5500,3602.5500,3602.5500,3602.5500
2001-04,3310.5240,3310.5240,3310.5240,3310.5240,3310.5240,3310.5240,3310.5240,3310.5240,3310.5240,3310.5240,3310.5240,3310.5240,3310.5240,3310.5240,3310.5240,3310.5240,3310.5240
2001-07,3525.4440,3525.4440,3525.4440,3525.4440,3525.4440,3525.4440,3525.4440,3525.4440,3525.4440,3525.4440,3525.4440,3525.4440,3525.4440,3525.4440,3525.4440,3525.4440,3525.4440
2001-10,3585.3064,3585.3064,3585.3064,3585.3064,3585.3064,3585.3064,3585.3064,3585.3064,3585.3064,3585.3064,3585.3064,3585.3064,3585.3064,3585.3064,3585.3064,3585.3064,3585.3064
2002-01,3605.4462,3605.4462,3605.4462,3605.4462,3605.4462,3605.4462,3605.4462,3605.4462,3605.4462,3605.4462,3605.4462,3605.4462,3605.4462,3605.4462,3605.4462,3605.4462,3605.4462
2002-04,3342.5977,3342.5977,3342.5977,3342.5977,3342.5977,3342.5977,3342.5977,3342.5977,3342.5977,3342.5977,3342.5977,3342.5977,3342.5977,3342.5977,3342.5977,3342.5977,3342.5977
2002-07,3568.3206,3568.3206,3568.3206,3568.3206,3568.3206,3568.3206,3568.3206,3568.3206,3568.3206,3568.3206,3568.3206,3568.3206,3568.3206,3568.3206,3568.3206,3568.3206,3568.3206
2002-10,3612.0070,3612.0070,3612.0070,3612.0070,3612.0070,3612.0070,3612.0070,3612.0070,3612.0070,3612.0070,3612.0070,3612.0070,3612.0070,3612.0070,3612.0070,3612.0070,3612.0070
2003-01,3640.4312,3640.4312,3640.4312,3640.4312,3640.4312,3640.4312,3640.4312,3640.4312,3640.4312,3640.4312,3640.4312,3640.4312,3640.4312,3640.4312,3640.4312,3640.4312,3640.4312
2003-04,3339.1932,3337.0568,3337.0568,3337.0568,3337.0568,3337.0568,3337.0568,3337.0568,3337.0568,3337.0568,3337.0568,3337.0568,3337.0568,3337.0568,3337.0568,3337.0568,3337.0568
2003-07,3554.9635,3554.9635,3554.9635,3554.9635,3554.9635,3553.9020,3553.9020,3553.9020,3553.9020,3553.9020,3553.9020,3553.9020,3553.9020,3553.9020,3553.9020,3553.9020,3553.9020
2003-10,3614.4120,3614.4120,3614.4120,3614.4120,3614.4120,3612.2580,3612.2580,3612.2580,3612.2580,3612.2580,3612.2580,3612.2580,3612.2580,3612.2580,3612.2580,3612.2580,3612.2580
2004-01,3677.2920,3675.1590,3675.1590,3675.1590,3675.1590,3676.2255,3676.2255,3676.2255,3676.2255,3676.2255,3676.2255,3676.2255,3676.2255,3676.2255,3676.2255,3676.2255,3676.2255
2004-04,3358.6713,3356.5327,3356.5327,3356.5327,3356.5327,3356.5327,3356.5327,3356.5327,3356.5327,3356.5327,3356.5327,3356.5327,3356.5327,3356.5327,3356.5327,3356.5327,3356.5327
2004-07,3574.1979,3572.0685,3572.0685,3572.0685,3572.0685,3572.0685,3572.0685,3572.0685,3572.0685,3572.0685,3572.0685,3572.0685,3572.0685,3572.0685,3572.0685,3572.0685,3572.0685
2004-10,3666.8324,3664.3292,3664.3292,3664.3292,3664.3292,3665.4114,3665.4114,3665.4114,3665.4114,3665.4114,3665.4114,3665.4114,3665.4114,3665.4114,3665.4114,3665.4114,3665.4114
2005-01,3635.5704,3638.0000,3638.0000,3638.0000,3638.0000,3639.0700,3639.0700,3639.0700,3639.0700,3637.0294,3637.0294,3637.0294,3637.0294,3637.0294,3637.0294,3637.0294,3637.0294
2005-04,3379.1712,3369.4450,3369.4450,3369.4450,3369.4450,3369.1320,3369.1320,3369.1320,3369.1320,3367.8800,3367.8800,3367.8800,3367.8800,3367.8800,3367.8800,3367.8800,3367.8800
2005-07,3575.9360,3570.2550,3570.2550,3570.2550,3570.2550,3569.1780,3569.1780,3569.1780,3569.1780,3567.8524,3567.8524,3567.8524,3567.8524,3567.8524,3567.8524,3567.8524,3567.8524
2005-10,3666.1797,3659.1558,3659.1558,3659.1558,3659.1558,3660.5850,3660.5850,3660.5850,3660.5850,3658.5792,3658.5792,3658.5792,3658.5792,3658.5792,3658.5792,3658.5792,3658.5792
2006-01,3684.5050,3677.1176,3677.1176,3677.1176,3677.1176,3677.0008,3677.0008,3677.0008,3677.0008,3674.3355,3674.3355,3674.3355,3674.3355,3674.3355,3674.3355,3674.3355,3674.3355
2006-04,3372.4960,3367.2200,3367.2200,3367.2200,3367.2200,3369.2328,3369.2328,3369.2328,3369.2328,3366.2900,3366.2900,3366.2900,3366.2900,3366.2900,3366.2900,3366.2900,3366.2900
2006-07,3574.1366,3565.9897,3565.9897,3565.9897,3565.9897,3568.1988,3568.1988,3568.1988,3568.1988,3564.0139,3564.0139,3564.0139,3564.0139,3564.0139,3564.0139,3564.0139,3564.0139
2006-10,3666.9312,3654.6088,3654.6088,3654.6088,3654.6088,3662.1014,3662.1014,3662.1014,3662.1014,3660.3006,3660.3006,3660.3006,3660.3006,3660.3006,3660.3006,3660.3006,3660.3006
2007-01,3701.5755,3699.9420,3694.9056,3693.8163,3694.9056,3707.4301,3707.4301,3707.4301,3707.4301,3702.8043,3702.8043,3702.8043,3702.8043,3702.8043,3702.8043,3702.8043,3702.8043
2007-04,,3388.6908,3387.1178,3379.7872,3385.2632,3393.3829,3393.3829,3393.3829,3393.3829,3391.0900,3391.0900,3391.0900,3391.0900,3389.9961,3389.9961,3389.9961,3389.9961
2007-07,,,3572.9162,3575.0988,3579.0300,3586.7892,3586.7892,3586.7892,3586.7892,3582.7379,3582.7379,3582.7379,3582.7379,3581.6466,3581.6466,3581.6466,3581.6466
2007-10,,,,3651.7572,3668.6100,3672.8465,3672.8465,3672.8465,3672.8465,3668.7858,3668.7858,3668.7858,3668.7858,3666.5670,3666.5670,3666.5670,3666.5670
2008-01,,,,,3692.7926,3695.5104,3704.9562,3705.2015,3705.2015,3699.9963,3699.9963,3699.9963,3699.9963,3692.3040,3692.3040,3692.3040,3692.3040
2008-04,,,,,,3443.9733,3448.0960,3452.8032,3452.8032,3448.1656,3448.1656,3448.1656,3448.1656,3439.0020,3439.0020,3439.0020,3439.0020
2008-07,,,,,,,3632.2268,3644.0505,3640.7226,3643.1370,3643.1370,3643.1370,3643.1370,3634.6093,3634.6093,3634.6093,3634.6093
2008-10,,,,,,,,3723.0050,3715.1125,3724.3258,3724.3258,3724.3258,3724.3258,3716.9496,3716.9496,3716.9496,3716.9496
2009-01,,,,,,,,,3716.1905,3730.8826,3724.3911,3715.4463,3715.4463,3718.3146,3718.3146,3718.3146,3718.3146
2009-04,,,,,,,,,,3444.9576,3442.4688,3438.0524,3438.0524,3441.7112,3441.7112,3441.7112,3441.7112
2009-07,,,,,,,,,,,3682.1700,3681.5400,3680.2568,3683.0325,3683.0325,3683.0325,3683.0325
2009-10,,,,,,,,,,,,3802.2306,3802.2152,3795.0000,3795.0000,3795.0000,3795.0000
2010-01,,,,,,,,,,,,,3815.8458,3811.2950,3815.0434,3816.1812,3821.8702
2010-04,,,,,,,,,,,,,,3512.5532,3526.6000,3522.3276,3527.7450
2010-07,,,,,,,,,,,,,,,3758.8554,3765.8913,3749.1860
2010-10,,,,,,,,,,,,,,,,3865.6348,3839.2578
2011-01,,,,,,,,,,,,,,,,,3828.6456
