"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,9586.0164,9586.0164,9586.0164,9586.0164,9586.0164,9586.0164,9586.0164,9586.0164,9586.0164,9586.0164,9586.0164,9586.0164,9586.0164,9586.0164,9586.0164,9586.0164,9586.0164,9771.3969,9771.3969,9771.3969,9771.3969,9771.3969,9771.3969,9771.3969,9771.3969,9771.3969,9771.3969,9771.3969,9771.3969,9747.9267,9747.9267
1991-04,8894.3502,8894.3502,8894.3502,8894.3502,8894.3502,8894.3502,8894.3502,8894.3502,8894.3502,8894.3502,8894.3502,8894.3502,8894.3502,8894.3502,8894.3502,8894.3502,8894.3502,9045.5375,9045.5375,9045.5375,9045.5375,9045.5375,9045.5375,9045.5375,9045.5375,9045.5375,9045.5375,9045.5375,9045.5375,8975.2702,8975.2702
1991-07,9496.0484,9496.0484,9496.0484,9496.0484,9496.0484,9496.0484,9496.0484,9496.0484,9496.0484,9496.0484,9496.0484,9496.0484,9496.0484,9496.0484,9496.0484,9496.0484,9496.0484,9631.5136,9631.5136,9631.5136,9631.5136,9631.5136,9631.5136,9631.5136,9631.5136,9631.5136,9631.5136,9631.5136,9631.5136,9623.6381,9623.6381
1991-10,9311.6956,9311.6956,9311.6956,9311.6956,9311.6956,9311.6956,9311.6956,9311.6956,9311.6956,9311.6956,9311.6956,9311.6956,9311.6956,9311.6956,9311.6956,9311.6956,9311.6956,9483.9684,9483.9684,9483.9684,9483.9684,9483.9684,9483.9684,9483.9684,9483.9684,9483.9684,9483.9684,9483.9684,9483.9684,9474.6175,9474.6175
1992-01,9578.6051,9578.6051,9578.6051,9578.6051,9578.6051,9578.6051,9578.6051,9578.6051,9578.6051,9578.6051,9578.6051,9578.6051,9578.6051,9578.6051,9578.6051,9578.6051,9578.6051,9713.3867,9713.3867,9713.3867,9713.3867,9713.3867,9713.3867,9713.3867,9713.3867,9713.3867,9713.3867,9713.3867,9713.3867,9656.1778,9656.1778
1992-04,8751.7262,8751.7262,8751.7262,8751.7262,8751.7262,8751.7262,8751.7262,8751.7262,8751.7262,8751.7262,8751.7262,8751.7262,8751.7262,8751.7262,8751.7262,8751.7262,8751.7262,8841.2928,8841.2928,8841.2928,8841.2928,8841.2928,8841.2928,8841.2928,8841.2928,8841.2928,8841.2928,8841.2928,8841.2928,8814.0671,8814.0671
1992-07,9418.7458,9418.7458,9418.7458,9418.7458,9418.7458,9418.7458,9418.7458,9418.7458,9418.7458,9418.7458,9418.7458,9418.7458,9418.7458,9418.7458,9418.7458,9418.7458,9418.7458,9517.5780,9517.5780,9517.5780,9517.5780,9517.5780,9517.5780,9517.5780,9517.5780,9517.5780,9517.5780,9517.5780,9517.5780,9508.8363,9508.8363
1992-10,9288.7377,9288.7377,9288.7377,9288.7377,9288.7377,9288.7377,9288.7377,9288.7377,9288.7377,9288.7377,9288.7377,9288.7377,9288.7377,9288.7377,9288.7377,9288.7377,9288.7377,9408.9455,9408.9455,9408.9455,9408.9455,9408.9455,9408.9455,9408.9455,9408.9455,9408.9455,9408.9455,9408.9455,9408.9455,9355.2494,9355.2494
1993-01,9116.4594,9116.4594,9116.4594,9116.4594,9116.4594,9116.4594,9116.4594,9116.4594,9116.4594,9116.4594,9116.4594,9116.4594,9116.4594,9116.4594,9116.4594,9116.4594,9116.4594,9226.8500,9226.8500,9226.8500,9226.8500,9226.8500,9226.8500,9226.8500,9226.8500,9226.8500,9226.8500,9226.8500,9226.8500,9152.0270,9152.0270
1993-04,8417.1724,8417.1724,8417.1724,8417.1724,8417.1724,8417.1724,8417.1724,8417.1724,8417.1724,8417.1724,8417.1724,8417.1724,8417.1724,8417.1724,8417.1724,8417.1724,8417.1724,8493.3361,8493.3361,8493.3361,8493.3361,8493.3361,8493.3361,8493.3361,8493.3361,8493.3361,8493.3361,8493.3361,8493.3361,8427.6784,8427.6784
1993-07,9078.1519,9078.1519,9078.1519,9078.1519,9078.1519,9078.1519,9078.1519,9078.1519,9078.1519,9078.1519,9078.1519,9078.1519,9078.1519,9078.1519,9078.1519,9078.1519,9078.1519,9167.7309,9167.7309,9167.7309,9167.7309,9167.7309,9167.7309,9167.7309,9167.7309,9167.7309,9167.7309,9167.7309,9167.7309,9117.1984,9117.1984
1993-10,9005.5602,9005.5602,9005.5602,9005.5602,9005.5602,9005.5602,9005.5602,9005.5602,9005.5602,9005.5602,9005.5602,9005.5602,9005.5602,9005.5602,9005.5602,9005.5602,9005.5602,9106.5433,9106.5433,9106.5433,9106.5433,9106.5433,9106.5433,9106.5433,9106.5433,9106.5433,9106.5433,9106.5433,9106.5433,9038.0877,9038.0877
1994-01,8991.0922,8991.0922,8991.0922,8991.0922,8991.0922,8991.0922,8991.0922,8991.0922,8991.0922,8991.0922,8991.0922,8991.0922,8991.0922,8991.0922,8991.0922,8991.0922,8991.0922,9095.1203,9095.1203,9095.1203,9095.1203,9095.1203,9095.1203,9095.1203,9095.1203,9095.1203,9095.1203,9095.1203,9095.1203,9000.5580,9000.5580
1994-04,8306.6854,8306.6854,8306.6854,8306.6854,8306.6854,8306.6854,8306.6854,8306.6854,8306.6854,8306.6854,8306.6854,8306.6854,8306.6854,8306.6854,8306.6854,8306.6854,8306.6854,8379.3061,8379.3061,8379.3061,8379.3061,8379.3061,8379.3061,8379.3061,8379.3061,8379.3061,8379.3061,8379.3061,8379.3061,8278.5204,8278.5204
1994-07,8987.4014,8987.4014,8987.4014,8987.4014,8987.4014,8987.4014,8987.4014,8987.4014,8987.4014,8987.4014,8987.4014,8987.4014,8987.4014,8987.4014,8987.4014,8987.4014,8987.4014,9076.1798,9076.1798,9076.1798,9076.1798,9076.1798,9076.1798,9076.1798,9076.1798,9076.1798,9076.1798,9076.1798,9076.1798,9025.4142,9025.4142
1994-10,8894.3555,8894.3555,8894.3555,8894.3555,8894.3555,8894.3555,8894.3555,8894.3555,8894.3555,8894.3555,8894.3555,8894.3555,8894.3555,8894.3555,8894.3555,8894.3555,8894.3555,8996.5033,8996.5033,8996.5033,8996.5033,8996.5033,8996.5033,8996.5033,8996.5033,8996.5033,8996.5033,8996.5033,8996.5033,8945.9722,8945.9722
1995-01,8932.4031,8932.4031,8932.4031,8932.4031,8932.4031,8932.4031,8932.4031,8932.4031,8932.4031,8932.4031,8932.4031,8932.4031,8932.4031,8932.4031,8932.4031,8932.4031,8932.4031,9027.9486,9027.9486,9027.9486,9027.9486,9027.9486,9027.9486,9027.9486,9027.9486,9027.9486,9027.9486,9027.9486,9027.9486,8984.4333,8984.4333
1995-04,8177.8629,8177.8629,8177.8629,8177.8629,8177.8629,8177.8629,8177.8629,8177.8629,8177.8629,8177.8629,8177.8629,8177.8629,8177.8629,8177.8629,8177.8629,8177.8629,8177.8629,8221.9208,8221.9208,8221.9208,8221.9208,8221.9208,8221.9208,8221.9208,8221.9208,8221.9208,8221.9208,8221.9208,8221.9208,8170.5973,8170.5973
