"",2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
1992-07,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,297.09,297.09,297.09,297.09,297.09,297.09,297.09,297.09,297.09,297.09,297.09,297.09,306.538,306.538,306.538
1992-10,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,309.728,309.728,309.728
1993-01,279.27,279.27,279.27,279.27,279.27,279.27,279.27,279.27,279.27,279.27,279.27,279.27,279.27,279.27,279.27,279.27,279.27,281.94,281.94,281.94,281.94,281.94,281.94,281.94,281.94,281.94,281.94,281.94,281.94,294.156,294.156,294.156
1993-04,292.17,292.17,292.17,292.17,292.17,292.17,292.17,292.17,292.17,292.17,292.17,292.17,292.17,292.17,292.17,292.17,292.17,297.51,297.51,297.51,297.51,297.51,297.51,297.51,297.51,297.51,297.51,297.51,297.51,308.835,308.835,308.835
1993-07,300.26,300.26,300.26,300.26,300.26,300.26,300.26,300.26,300.26,300.26,300.26,300.26,300.26,300.26,300.26,300.26,300.26,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,315.905,315.905,315.905
1993-10,304.72,304.72,304.72,304.72,304.72,304.72,304.72,304.72,304.72,304.72,304.72,304.72,304.72,304.72,304.72,304.72,304.72,308.13,308.13,308.13,308.13,308.13,308.13,308.13,308.13,308.13,308.13,308.13,308.13,319.024,319.024,319.024
1994-01,291.85,291.85,291.85,291.85,291.85,291.85,291.85,291.85,291.85,291.85,291.85,291.85,291.85,291.85,291.85,291.85,291.85,294.70,294.70,294.70,294.70,294.70,294.70,294.70,294.70,294.70,294.70,294.70,294.70,305.466,305.466,305.466
1994-04,306.40,306.40,306.40,306.40,306.40,306.40,306.40,306.40,306.40,306.40,306.40,306.40,306.40,306.40,306.40,306.40,306.40,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,320.273,320.273,320.273
1994-07,313.51,313.51,313.51,313.51,313.51,313.51,313.51,313.51,313.51,313.51,313.51,313.51,313.51,313.51,313.51,313.51,313.51,318.81,318.81,318.81,318.81,318.81,318.81,318.81,318.81,318.81,318.81,318.81,318.81,327.252,327.252,327.252
1994-10,319.57,319.57,319.57,319.57,319.57,319.57,319.57,319.57,319.57,319.57,319.57,319.57,319.57,319.57,319.57,319.57,319.57,324.01,324.01,324.01,324.01,324.01,324.01,324.01,324.01,324.01,324.01,324.01,324.01,333.851,333.851,333.851
1995-01,306.27,306.27,306.27,306.27,306.27,306.27,306.27,306.27,306.27,306.27,306.27,306.27,306.27,306.27,306.27,306.27,306.27,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,319.156,319.156,319.156
1995-04,319.31,319.31,319.31,319.31,319.31,319.31,319.31,319.31,319.31,319.31,319.31,319.31,319.31,319.31,319.31,319.31,319.31,323.83,323.83,323.83,323.83,323.83,323.83,323.83,323.83,323.83,323.83,323.83,323.83,334.121,334.121,334.121
1995-07,324.76,324.76,324.76,324.76,324.76,324.76,324.76,324.76,324.76,324.76,324.76,324.76,324.76,324.76,324.76,324.76,324.76,330.57,330.57,330.57,330.57,330.57,330.57,330.57,330.57,330.57,330.57,330.57,330.57,339.934,339.934,339.934
1995-10,328.85,328.85,328.85,328.85,328.85,328.85,328.85,328.85,328.85,328.85,328.85,328.85,328.85,328.85,328.85,328.85,328.85,333.30,333.30,333.30,333.30,333.30,333.30,333.30,333.30,333.30,333.30,333.30,333.30,343.652,343.652,343.652
1996-01,308.08,308.08,308.08,308.08,308.08,308.08,308.08,308.08,308.08,308.08,308.08,308.08,308.08,308.08,308.08,308.08,308.08,310.02,310.02,310.02,310.02,310.02,310.02,310.02,310.02,310.02,310.02,310.02,310.02,320.448,320.448,320.448
1996-04,322.22,322.22,322.22,322.22,322.22,322.22,322.22,322.22,322.22,322.22,322.22,322.22,322.22,322.22,322.22,322.22,322.22,326.16,326.16,326.16,326.16,326.16,326.16,326.16,326.16,326.16,326.16,326.16,326.16,336.580,336.580,336.580
1996-07,329.21,329.21,329.21,329.21,329.21,329.21,329.21,329.21,329.21,329.21,329.21,329.21,329.21,329.21,329.21,329.21,329.21,334.75,334.75,334.75,334.75,334.75,334.75,334.75,334.75,334.75,334.75,334.75,334.75,343.629,343.629,343.629
1996-10,331.95,331.95,331.95,331.95,331.95,331.95,331.95,331.95,331.95,331.95,331.95,331.95,331.95,331.95,331.95,331.95,331.95,335.93,335.93,335.93,335.93,335.93,335.93,335.93,335.93,335.93,335.93,335.93,335.93,346.823,346.823,346.823
1997-01,309.62,309.62,309.62,309.62,309.62,309.62,309.62,309.62,309.62,309.62,309.62,309.62,309.62,309.62,309.62,309.62,309.62,311.34,311.34,311.34,311.34,311.34,311.34,311.34,311.34,311.34,311.34,311.34,311.34,322.593,322.593,322.593
1997-04,332.02,332.02,332.02,332.02,332.02,332.02,332.02,332.02,332.02,332.02,332.02,332.02,332.02,332.02,332.02,332.02,332.02,335.54,335.54,335.54,335.54,335.54,335.54,335.54,335.54,335.54,335.54,335.54,335.54,347.465,347.465,347.465
1997-07,337.57,337.57,337.57,337.57,337.57,337.57,337.57,337.57,337.57,337.57,337.57,337.57,337.57,337.57,337.57,337.57,337.57,342.84,342.84,342.84,342.84,342.84,342.84,342.84,342.84,342.84,342.84,342.84,342.84,352.461,352.461,352.461
1997-10,341.63,341.63,341.63,341.63,341.63,341.63,341.63,341.63,341.63,341.63,341.63,341.63,341.63,341.63,341.63,341.63,341.63,345.29,345.29,345.29,345.29,345.29,345.29,345.29,345.29,345.29,345.29,345.29,345.29,356.178,356.178,356.178
1998-01,327.00,327.00,327.00,327.00,327.00,327.00,327.00,327.00,327.00,327.00,327.00,327.00,327.00,327.00,327.00,327.00,327.00,328.28,328.28,328.28,328.28,328.28,328.28,328.28,328.28,328.28,328.28,328.28,328.28,340.926,340.926,340.926
1998-04,334.56,334.56,334.56,334.56,334.56,334.56,334.56,334.56,334.56,334.56,334.56,334.56,334.56,334.56,334.56,334.56,334.56,338.33,338.33,338.33,338.33,338.33,338.33,338.33,338.33,338.33,338.33,338.33,338.33,351.180,351.180,351.180
1998-07,345.04,345.04,345.04,345.04,345.04,345.04,345.04,345.04,345.04,345.04,345.04,345.04,345.04,345.04,345.04,345.04,345.04,350.72,350.72,350.72,350.72,350.72,350.72,350.72,350.72,350.72,350.72,350.72,350.72,361.698,361.698,361.698
1998-10,347.76,347.76,347.76,347.76,347.76,347.76,347.76,347.76,347.76,347.76,347.76,347.76,347.76,347.76,347.76,347.76,347.76,351.52,351.52,351.52,351.52,351.52,351.52,351.52,351.52,351.52,351.52,351.52,351.52,363.852,363.852,363.852
1999-01,329.72,329.72,329.72,329.72,329.72,329.72,329.72,329.72,329.72,329.72,329.72,329.72,329.72,329.72,329.72,329.72,329.72,330.55,330.55,330.55,330.55,330.55,330.55,330.55,330.55,330.55,330.55,330.55,330.55,344.429,344.429,344.429
1999-04,340.38,340.38,340.38,340.38,340.38,340.38,340.38,340.38,340.38,340.38,340.38,340.38,340.38,340.38,340.38,340.38,340.38,343.06,343.06,343.06,343.06,343.06,343.06,343.06,343.06,343.06,343.06,343.06,343.06,357.133,357.133,357.133
1999-07,350.76,350.76,350.76,350.76,350.76,350.76,350.76,350.76,350.76,350.76,350.76,350.76,350.76,350.76,350.76,350.76,350.76,355.07,355.07,355.07,355.07,355.07,355.07,355.07,355.07,355.07,355.07,355.07,355.07,367.562,367.562,367.562
1999-10,355.58,355.58,355.58,355.58,355.58,355.58,355.58,355.58,355.58,355.58,355.58,355.58,355.58,355.58,355.58,355.58,355.58,357.78,357.78,357.78,357.78,357.78,357.78,357.78,357.78,357.78,357.78,357.78,357.78,371.227,371.227,371.227
2000-01,343.64,343.64,343.64,343.64,343.64,343.64,343.64,343.64,343.64,343.64,343.64,343.64,343.64,343.64,343.64,343.64,343.64,343.78,343.78,343.78,343.78,343.78,343.78,343.78,343.78,343.78,343.78,343.78,343.78,359.298,359.298,359.298
2000-04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,352.13,352.13,352.13,352.13,352.13,352.13,352.13,352.13,352.13,352.13,352.13,352.13,368.134,368.134,368.134
2000-07,357.99,357.99,357.99,357.99,357.99,357.99,357.99,357.99,357.99,357.99,357.99,357.99,357.99,357.99,357.99,357.99,357.99,362.00,362.00,362.00,362.00,362.00,362.00,362.00,362.00,362.00,362.00,362.00,362.00,375.827,375.827,375.827
2000-10,358.09,358.09,358.09,358.09,358.09,358.09,358.09,358.09,358.09,358.09,358.09,358.09,358.09,358.09,358.09,358.09,358.09,360.03,360.03,360.03,360.03,360.03,360.03,360.03,360.03,360.03,360.03,360.03,360.03,374.213,374.213,374.213
2001-01,352.08,352.08,352.08,352.08,352.08,352.08,352.08,352.08,352.08,352.08,352.08,352.08,352.08,352.08,352.08,352.08,352.08,353.35,353.35,353.35,353.35,353.35,353.35,353.35,353.35,353.35,353.35,353.35,353.35,370.692,370.692,370.692
2001-04,357.89,357.89,357.89,357.89,357.89,357.89,357.89,357.89,357.89,357.89,357.89,357.89,357.89,357.89,357.89,357.89,357.89,360.69,360.69,360.69,360.69,360.69,360.69,360.69,360.69,360.69,360.69,360.69,360.69,378.771,378.771,378.771
2001-07,366.10,366.10,366.10,366.10,366.10,366.10,366.10,366.10,366.10,366.10,366.10,366.10,366.10,366.10,366.10,366.10,366.10,371.19,371.19,371.19,371.19,371.19,371.19,371.19,371.19,371.19,371.19,371.19,371.19,387.907,387.907,387.907
2001-10,370.04,370.04,370.04,370.04,370.04,370.04,370.04,370.04,370.04,370.04,370.04,370.04,370.04,370.04,370.04,370.04,370.04,373.20,373.20,373.20,373.20,373.20,373.20,373.20,373.20,373.20,373.20,373.20,373.20,388.474,388.474,388.474
2002-01,352.83,352.83,352.83,352.83,352.83,352.83,352.83,352.83,352.83,352.83,352.83,352.83,352.83,352.83,352.83,352.83,352.83,354.05,354.05,354.05,354.05,354.05,354.05,354.05,354.05,354.05,354.05,354.05,354.05,371.233,371.233,371.233
2002-04,363.68,363.68,363.68,363.68,363.68,363.68,363.68,363.68,363.68,363.68,363.68,363.68,363.68,363.68,363.68,363.68,363.68,366.11,366.11,366.11,366.11,366.11,366.11,366.11,366.11,366.11,366.11,366.11,366.11,384.839,384.839,384.839
2002-07,375.99,375.99,375.99,375.99,375.99,375.99,375.99,375.99,375.99,375.99,375.99,375.99,375.99,375.99,375.99,375.99,375.99,381.15,381.15,381.15,381.15,381.15,381.15,381.15,381.15,381.15,381.15,381.15,381.15,397.492,397.492,397.492
2002-10,372.02,372.02,372.02,372.02,372.02,372.02,372.02,372.02,372.02,372.02,372.02,372.02,372.02,372.02,372.02,372.02,372.02,375.05,375.05,375.05,375.05,375.05,375.05,375.05,375.05,375.05,375.05,375.05,375.05,390.329,390.329,390.329
2003-01,355.96,356.76,356.76,356.76,356.76,356.76,356.76,356.76,356.76,356.76,356.76,356.76,356.76,356.76,356.76,356.76,356.76,356.39,356.39,356.39,356.39,356.39,356.39,356.39,356.39,356.39,356.39,356.39,356.39,372.725,372.725,372.725
2003-04,364.12,364.66,364.66,364.66,364.66,364.66,364.66,364.66,364.66,364.66,364.66,364.66,364.66,364.66,364.66,364.66,364.66,365.21,365.21,365.21,365.21,365.21,365.21,365.21,365.21,365.21,365.21,365.21,365.21,382.751,382.751,382.751
2003-07,379.08,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,383.11,383.11,383.11,383.11,383.11,383.11,383.11,383.11,383.11,383.11,383.11,383.11,398.084,398.084,398.084
2003-10,376.86,377.58,377.58,377.58,377.58,377.58,377.58,377.58,377.58,377.58,377.58,377.58,377.58,377.58,377.58,377.58,377.58,378.38,378.38,378.38,378.38,378.38,378.38,378.38,378.38,378.38,378.38,378.38,378.38,392.659,392.659,392.659
2004-01,366.25,366.75,366.75,366.75,366.75,366.81,366.81,366.81,366.81,366.81,366.81,366.81,366.81,366.81,366.81,366.81,366.81,366.11,366.11,366.11,366.11,366.11,366.11,366.11,366.11,366.11,366.11,366.11,366.11,381.956,381.956,381.956
2004-04,378.24,378.30,378.30,378.30,378.30,378.66,378.66,378.66,378.66,378.66,378.66,378.66,378.66,378.66,378.66,378.66,378.66,378.56,378.56,378.56,378.56,378.56,378.56,378.56,378.56,378.56,378.56,378.56,378.56,396.668,396.668,396.668
2004-07,386.38,387.18,387.18,387.18,387.18,386.87,386.87,386.87,386.87,386.87,386.87,386.87,386.87,386.87,386.87,386.87,386.87,389.61,389.61,389.61,389.61,389.61,389.61,389.61,389.61,389.61,389.61,389.61,389.61,405.671,405.671,405.671
2004-10,385.43,386.72,386.72,386.72,386.72,386.90,386.90,386.90,386.90,386.90,386.90,386.90,386.90,386.90,386.90,386.90,386.90,386.37,386.37,386.37,386.37,386.37,386.37,386.37,386.37,386.37,386.37,386.37,386.37,403.107,403.107,403.107
2005-01,370.31,368.35,368.35,368.35,368.35,368.27,368.27,368.27,368.27,367.59,367.59,367.59,367.59,367.59,367.59,367.59,367.59,367.43,367.43,367.43,367.43,367.43,367.43,367.43,367.43,367.43,367.43,367.43,367.43,384.393,384.393,384.393
2005-04,390.16,388.50,388.50,388.50,388.50,388.40,388.40,388.40,388.40,386.96,386.96,386.96,386.96,386.96,386.96,386.96,386.96,386.66,386.66,386.66,386.66,386.66,386.66,386.66,386.66,386.66,386.66,386.66,386.66,406.074,406.074,406.074
2005-07,396.74,396.12,396.12,396.12,396.12,394.85,394.85,394.85,394.85,394.45,394.45,394.45,394.45,394.45,394.45,394.45,394.45,397.65,397.65,397.65,397.65,397.65,397.65,397.65,397.65,397.65,397.65,397.65,397.65,414.145,414.145,414.145
2005-10,393.12,393.22,393.22,393.22,393.22,393.13,393.13,393.13,393.13,392.07,392.07,392.07,392.07,392.07,392.07,392.07,392.07,391.34,391.34,391.34,391.34,391.34,391.34,391.34,391.34,391.34,391.34,391.34,391.34,407.797,407.797,407.797
2006-01,385.27,385.36,385.36,385.36,385.36,385.88,385.88,385.88,385.88,385.59,385.59,385.59,385.59,385.58,385.58,385.58,385.58,386.10,386.10,386.10,386.10,386.10,386.10,386.10,386.10,386.10,386.10,386.10,386.10,404.529,404.529,404.529
2006-04,397.40,397.29,397.29,397.29,397.29,398.43,398.43,398.43,398.43,397.16,397.16,397.16,397.16,397.36,397.36,397.36,397.36,398.24,398.24,398.24,398.24,398.24,398.24,398.24,398.24,398.24,398.24,398.24,398.24,418.286,418.286,418.286
2006-07,412.74,412.98,412.98,412.98,412.98,412.28,412.28,412.28,412.28,412.23,412.23,412.23,412.23,412.56,412.56,412.56,412.56,416.50,416.50,416.50,416.50,416.50,416.50,416.50,416.50,416.50,416.50,416.50,416.50,433.542,433.542,433.542
2006-10,411.27,412.75,412.75,412.75,412.75,413.61,413.61,413.61,413.61,414.30,414.30,414.30,414.30,414.13,414.13,414.13,414.13,414.21,414.21,414.21,414.21,414.21,414.21,414.21,414.21,414.21,414.21,414.21,414.21,431.502,431.502,431.502
2007-01,406.65,402.88,402.84,403.26,403.25,404.93,404.93,404.93,404.93,404.69,404.69,404.69,404.69,405.83,405.83,405.83,405.83,408.51,408.51,408.51,408.51,408.51,408.51,408.51,408.51,408.51,408.51,408.51,408.51,429.055,429.055,429.055
2007-04,,413.29,415.36,415.73,415.61,415.95,415.95,415.95,415.95,414.23,414.23,414.23,414.23,415.40,415.40,415.40,415.40,418.47,418.47,418.47,418.47,418.47,418.47,418.47,418.47,418.47,418.47,418.47,418.47,440.807,440.807,440.807
2007-07,,,431.48,429.96,429.77,428.56,428.56,428.56,428.56,428.81,428.81,428.81,428.81,430.31,430.31,430.31,430.31,436.82,436.82,436.82,436.82,436.82,436.82,436.82,436.82,436.82,436.82,436.82,436.82,455.468,455.468,455.468
2007-10,,,,427.35,427.33,427.06,427.06,427.06,427.06,427.88,427.88,427.88,427.88,428.11,428.11,428.11,428.11,431.29,431.29,431.29,431.29,431.29,431.29,431.29,431.29,431.29,431.29,431.29,431.29,449.776,449.776,449.776
2008-01,,,,,418.12,419.14,419.34,420.84,421.14,420.58,420.58,420.58,420.58,420.33,420.33,420.33,420.33,420.08,420.08,420.08,420.08,419.82,419.82,419.82,419.82,419.82,419.82,419.82,419.82,440.362,440.362,440.362
2008-04,,,,,,437.28,438.18,440.26,440.09,437.80,437.80,437.80,437.80,435.15,435.15,435.15,435.15,435.37,435.37,435.37,435.37,434.96,434.96,434.96,434.96,434.96,434.96,434.96,434.96,457.857,457.857,457.857
2008-07,,,,,,,441.67,442.18,442.15,442.03,442.03,442.03,442.03,438.51,438.51,438.51,438.51,442.70,442.70,442.70,442.70,442.60,442.60,442.60,442.60,442.60,442.60,442.60,442.60,461.863,461.863,461.863
2008-10,,,,,,,,425.37,424.96,424.13,424.13,424.13,424.13,417.99,417.99,417.99,417.99,419.42,419.42,419.42,419.42,418.70,418.70,418.70,418.70,418.70,418.70,418.70,418.70,439.400,439.400,439.400
2009-01,,,,,,,,,387.89,387.03,386.92,387.03,386.81,385.05,385.05,385.05,385.05,382.68,382.68,382.68,382.68,383.18,383.18,383.18,383.18,382.79,382.79,382.79,382.79,406.815,406.815,406.815
2009-04,,,,,,,,,,395.79,396.69,396.58,396.33,394.08,394.08,394.08,394.08,391.60,391.60,391.60,391.60,391.76,391.76,391.76,391.76,391.33,391.33,391.33,391.33,415.321,415.321,415.321
2009-07,,,,,,,,,,,417.91,417.73,417.59,414.58,414.58,414.58,414.58,415.99,415.99,415.99,415.99,416.20,416.20,416.20,416.20,416.22,416.22,416.22,416.22,435.170,435.170,435.170
2009-10,,,,,,,,,,,,415.36,416.70,413.15,413.15,413.15,413.15,414.07,414.07,414.07,414.07,414.02,414.02,414.02,414.02,413.75,413.75,413.75,413.75,434.048,434.048,434.048
2010-01,,,,,,,,,,,,,403.21,400.39,400.75,401.13,401.94,400.65,400.65,400.65,400.65,404.58,404.58,404.58,404.58,403.48,403.48,403.48,403.48,426.394,426.394,426.394
2010-04,,,,,,,,,,,,,,418.87,420.18,419.99,419.78,416.43,416.43,416.43,416.43,422.44,422.44,422.44,422.44,421.01,421.01,421.01,421.01,442.505,442.505,442.505
2010-07,,,,,,,,,,,,,,,435.68,435.65,435.97,437.48,437.48,437.48,437.48,443.46,443.46,443.46,443.46,442.01,442.01,442.01,442.01,460.809,460.809,460.809
2010-10,,,,,,,,,,,,,,,,434.85,434.36,435.18,435.18,435.18,435.18,440.55,440.55,440.55,440.55,438.53,438.53,438.53,438.53,458.970,458.970,458.970
2011-01,,,,,,,,,,,,,,,,,426.11,423.92,423.33,423.20,423.13,429.73,429.73,429.73,429.73,432.52,432.52,432.52,432.52,456.068,456.068,456.068
2011-04,,,,,,,,,,,,,,,,,,433.61,434.60,433.04,433.04,440.56,440.56,440.56,440.56,442.24,442.24,442.24,442.24,464.306,464.306,464.306
2011-07,,,,,,,,,,,,,,,,,,,455.45,455.31,455.28,460.76,460.76,460.76,460.76,463.08,463.08,463.08,463.08,482.735,482.735,482.735
2011-10,,,,,,,,,,,,,,,,,,,,447.01,446.81,449.77,449.77,449.77,449.77,451.45,451.45,451.45,451.45,474.130,474.130,474.130
2012-01,,,,,,,,,,,,,,,,,,,,,436.07,441.98,442.12,442.29,442.96,445.78,445.78,445.78,445.78,469.861,469.861,469.861
2012-04,,,,,,,,,,,,,,,,,,,,,,447.47,447.33,447.50,447.51,449.58,449.58,449.58,449.58,472.123,472.123,472.123
2012-07,,,,,,,,,,,,,,,,,,,,,,,465.89,466.08,466.07,468.99,468.99,468.99,468.99,487.674,487.674,487.674
2012-10,,,,,,,,,,,,,,,,,,,,,,,,453.76,453.01,455.63,455.63,455.63,455.63,475.832,475.832,475.832
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,444.67,445.86,445.93,446.02,446.21,467.731,467.731,467.731
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,465.47,465.22,465.21,465.36,483.232,483.232,483.232
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,486.16,486.12,486.01,500.037,500.037,500.037
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.26,474.04,490.803,490.803,490.803
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.36,490.394,490.776,490.178
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.985,497.119,496.254
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.939,515.329
2014-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.367
