"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,15158.2144,15156.2843,15155.3519,15155.3519,15155.3519,15153.9766,15153.9766,15153.9766,15153.9766,15146.8508,15157.7197,15157.7197,15170.0593,15173.4954,15173.4954,15173.4954,15187.4627,15158.9000,15158.9023,15158.9000,15159.0400,15157.2500,15157.2600,15157.2478,15157.2478,15158.1071,15157.9643,15157.9681,15157.8541,15219.6968,15219.7188
1991-04,15031.6500,15029.3189,15028.2075,15028.2075,15028.2075,15026.7337,15026.7337,15026.7337,15026.7337,15037.0913,15030.8402,15030.8402,15010.5588,15010.0643,15010.0643,15010.0643,15009.5840,15152.6100,15152.6069,15152.6100,15152.2400,15152.0100,15152.0000,15152.0183,15152.0183,15149.6423,15149.5391,15149.5890,15149.9947,15163.5750,15163.5603
1991-07,14905.9277,14903.5527,14905.3812,14905.3812,14905.3812,14902.6480,14902.6480,14902.6480,14902.6480,14903.6808,14897.4043,14897.4043,14890.4029,14899.9864,14899.9864,14899.9864,14901.2975,14967.6000,14967.6021,14967.6000,14968.5900,14966.7900,14966.7700,14966.7871,14966.7871,14968.5649,14968.4465,14968.4774,14967.4251,15005.9646,15006.0701
1991-10,14902.4683,14904.9087,14905.1242,14905.1242,14905.1242,14901.7737,14901.7737,14901.7737,14901.7737,14901.4398,14903.0986,14903.0986,14918.0103,14906.8953,14906.8953,14906.8953,14892.0973,14912.6600,14912.6588,14912.6600,14911.9000,14917.6700,14917.6900,14917.6642,14917.6642,14915.5214,14915.8857,14915.8011,14916.5618,14978.3871,14978.2742
1992-01,15019.5415,15017.4206,15016.9032,15016.9032,15016.9032,15015.5495,15015.5495,15015.5495,15015.5495,15008.4539,15019.1076,15019.1076,15031.4973,15035.2956,15035.2956,15035.2956,15047.5322,15076.2900,15076.2886,15076.2900,15076.4100,15074.9500,15074.9600,15074.9625,15074.9625,15075.6626,15075.5283,15075.5284,15075.4357,15097.1532,15097.1624
1992-04,14983.6716,14981.3918,14980.8052,14980.8052,14980.8052,14979.2833,14979.2833,14979.2833,14979.2833,14989.5950,14983.0317,14983.0317,14962.3271,14965.4926,14965.4926,14965.4926,14964.9532,14960.8300,14960.8294,14960.8300,14960.5400,14960.3400,14960.3300,14960.3333,14960.3333,14958.1619,14958.0737,14958.1397,14958.4793,15038.7033,15038.7074
1992-07,14843.4410,14841.3981,14843.0109,14843.0109,14843.0109,14840.3192,14840.3192,14840.3192,14840.3192,14841.3444,14835.6801,14835.6801,14830.4595,14832.6752,14832.6752,14832.6752,14834.1702,14866.9700,14866.9655,14866.9700,14867.8400,14866.3300,14866.3200,14866.3027,14866.3027,14867.8658,14867.7677,14867.7794,14866.8356,14914.9889,14915.0670
1992-10,14671.5001,14674.0254,14673.5164,14673.5164,14673.5164,14670.3539,14670.3539,14670.3539,14670.3539,14669.5642,14671.1377,14671.1377,14684.7014,14682.1320,14682.1320,14682.1320,14668.9396,14788.3500,14788.3519,14788.3500,14787.6500,14792.7300,14792.7500,14792.7590,14792.7590,14790.8175,14791.1381,14791.0603,14791.7572,14804.9266,14804.8355
1993-01,14618.5007,14616.1567,14618.3658,14618.3658,14618.3658,14617.0016,14617.0016,14617.0016,14617.0016,14610.2160,14620.2201,14620.2201,14626.2484,14629.3979,14629.3979,14629.3979,14639.4559,14619.7800,14619.7807,14619.7800,14619.8100,14618.6600,14618.6700,14618.6438,14618.6438,14619.0757,14618.9603,14618.9562,14618.9312,14580.1192,14580.1179
1993-04,14561.1716,14559.2772,14557.8889,14557.8889,14557.8889,14556.3897,14556.3897,14556.3897,14556.3897,14566.0308,14559.3527,14559.3527,14541.4890,14544.3604,14544.3604,14544.3604,14543.8131,14585.8400,14585.8385,14585.8400,14585.7600,14585.8900,14585.8800,14585.8786,14585.8786,14584.2379,14584.1667,14584.2562,14584.4256,14579.0303,14579.0560
1993-07,14529.6667,14528.0055,14528.6574,14528.6574,14528.6574,14526.1262,14526.1262,14526.1262,14526.1262,14527.1076,14522.2071,14522.2071,14518.7976,14520.7420,14520.7420,14520.7420,14521.8585,14539.8400,14539.8441,14539.8400,14540.4100,14539.8700,14539.8500,14539.8128,14539.8128,14540.6767,14540.5931,14540.5700,14539.9439,14522.2366,14522.2744
1993-10,14393.5153,14395.6958,14394.2235,14394.2235,14394.2235,14391.3017,14391.3017,14391.3017,14391.3017,14390.6633,14392.2373,14392.2373,14407.4682,14398.5184,14398.5184,14398.5184,14387.8913,14516.5600,14516.5597,14516.5600,14516.0500,14519.4600,14519.4800,14519.5473,14519.5473,14518.0832,14518.3535,14518.2915,14518.7731,14509.0127,14508.9506
1994-01,14513.7019,14511.4394,14516.4673,14516.4673,14516.4673,14514.9846,14514.9846,14514.9846,14514.9846,14508.4258,14517.8500,14517.8500,14512.2029,14514.9289,14514.9289,14514.9289,14523.0172,14564.3700,14564.3724,14564.3700,14564.2900,14563.5400,14563.5400,14563.4792,14563.4792,14563.6718,14563.5727,14563.5728,14563.6142,14525.0389,14525.0376
1994-04,14501.5509,14499.7926,14497.5398,14497.5398,14497.5398,14495.9844,14495.9844,14495.9844,14495.9844,14505.4677,14498.7368,14498.7368,14485.7293,14487.5411,14487.5411,14487.5411,14486.7193,14540.3700,14540.3676,14540.3700,14540.4400,14540.8300,14540.8200,14540.7860,14540.7860,14539.6101,14539.5512,14539.6325,14539.6801,14498.5923,14498.6325
1994-07,14532.0598,14530.5333,14530.2424,14530.2424,14530.2424,14527.7949,14527.7949,14527.7949,14527.7949,14528.7544,14524.3199,14524.3199,14526.4522,14534.8600,14534.8600,14534.8600,14534.9616,14547.2800,14547.2838,14547.2800,14547.5900,14547.6900,14547.6800,14547.6486,14547.6486,14547.9048,14547.8355,14547.8000,14547.4490,14533.1573,14533.1556
1994-10,14491.3856,14492.9495,14490.4653,14490.4653,14490.4653,14487.6209,14487.6209,14487.6209,14487.6209,14486.8177,14488.5589,14488.5589,14505.0813,14496.9039,14496.9039,14496.9039,14489.5358,14532.1700,14532.1666,14532.1700,14531.8600,14533.9700,14533.9800,14534.1128,14534.1128,14532.9887,14533.2162,14533.1702,14533.4322,14541.6939,14541.6571
1995-01,14423.6920,14421.6277,14429.0750,14429.0750,14429.0750,14427.5414,14427.5414,14427.5414,14427.5414,14421.4515,14430.2454,14430.2454,14413.5878,14415.3337,14415.3337,14415.3337,14421.1036,14521.5700,14521.5676,14521.5700,14521.3800,14520.8300,14520.8400,14520.7215,14520.7215,14520.6052,14520.5218,14520.5274,14520.6355,14548.9981,14548.9988
