"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,7.410,7.410,7.410,7.410,7.410,7.410,7.410,7.410,7.410,7.410,7.410,7.410,7.752,7.752,7.752
1991-04,7.408,7.408,7.408,7.408,7.408,7.408,7.408,7.408,7.408,7.408,7.408,7.408,7.770,7.770,7.770
1991-07,7.413,7.413,7.413,7.413,7.413,7.413,7.413,7.413,7.413,7.413,7.413,7.413,7.791,7.791,7.791
1991-10,7.523,7.523,7.523,7.523,7.523,7.523,7.523,7.523,7.523,7.523,7.523,7.523,7.902,7.902,7.902
1992-01,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.893,7.893,7.893
1992-04,7.549,7.549,7.549,7.549,7.549,7.549,7.549,7.549,7.549,7.549,7.549,7.549,7.922,7.922,7.922
1992-07,7.561,7.561,7.561,7.561,7.561,7.561,7.561,7.561,7.561,7.561,7.561,7.561,7.934,7.934,7.934
1992-10,7.615,7.615,7.615,7.615,7.615,7.615,7.615,7.615,7.615,7.615,7.615,7.615,7.973,7.973,7.973
1993-01,7.583,7.583,7.583,7.583,7.583,7.583,7.583,7.583,7.583,7.583,7.583,7.583,7.941,7.941,7.941
1993-04,7.553,7.553,7.553,7.553,7.553,7.553,7.553,7.553,7.553,7.553,7.553,7.553,7.912,7.912,7.912
1993-07,7.575,7.575,7.575,7.575,7.575,7.575,7.575,7.575,7.575,7.575,7.575,7.575,7.937,7.937,7.937
1993-10,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,8.004,8.004,8.004
1994-01,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,8.013,8.013,8.013
1994-04,7.662,7.662,7.662,7.662,7.662,7.662,7.662,7.662,7.662,7.662,7.662,7.662,8.023,8.023,8.023
1994-07,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.702,8.067,8.067,8.067
1994-10,7.800,7.800,7.800,7.800,7.800,7.800,7.800,7.800,7.800,7.800,7.800,7.800,8.151,8.151,8.151
1995-01,7.773,7.773,7.773,7.773,7.773,7.773,7.773,7.773,7.773,7.773,7.773,7.773,8.127,8.127,8.127
1995-04,7.780,7.780,7.780,7.780,7.780,7.780,7.780,7.780,7.780,7.780,7.780,7.780,8.136,8.136,8.136
1995-07,7.816,7.816,7.816,7.816,7.816,7.816,7.816,7.816,7.816,7.816,7.816,7.816,8.176,8.176,8.176
1995-10,7.940,7.940,7.940,7.940,7.940,7.940,7.940,7.940,7.940,7.940,7.940,7.940,8.291,8.291,8.291
1996-01,7.945,7.945,7.945,7.945,7.945,7.945,7.945,7.945,7.945,7.945,7.945,7.945,8.296,8.296,8.296
1996-04,7.979,7.979,7.979,7.979,7.979,7.979,7.979,7.979,7.979,7.979,7.979,7.979,8.337,8.337,8.337
1996-07,7.973,7.973,7.973,7.973,7.973,7.973,7.973,7.973,7.973,7.973,7.973,7.973,8.334,8.334,8.334
1996-10,8.013,8.013,8.013,8.013,8.013,8.013,8.013,8.013,8.013,8.013,8.013,8.013,8.363,8.363,8.363
1997-01,7.996,7.996,7.996,7.996,7.996,7.996,7.996,7.996,7.996,7.996,7.996,7.996,8.347,8.347,8.347
1997-04,7.978,7.978,7.978,7.978,7.978,7.978,7.978,7.978,7.978,7.978,7.978,7.978,8.326,8.326,8.326
