"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,10.616,10.616,10.616,10.616,10.616,10.616,10.616,10.616,10.616,10.616,10.616,10.616,10.616,10.616,10.616,10.107,10.107,10.107,10.107,10.107,10.107,10.107,10.107,10.107,10.107,10.107,10.107,10.082,10.082,10.082
1991-04,10.335,10.335,10.335,10.335,10.335,10.335,10.335,10.335,10.335,10.335,10.335,10.335,10.335,10.335,10.335,9.842,9.842,9.842,9.842,9.842,9.842,9.842,9.842,9.842,9.842,9.842,9.842,9.808,9.808,9.808
1991-07,10.111,10.111,10.111,10.111,10.111,10.111,10.111,10.111,10.111,10.111,10.111,10.111,10.111,10.111,10.111,9.658,9.658,9.658,9.658,9.658,9.658,9.658,9.658,9.658,9.658,9.658,9.658,9.643,9.643,9.643
1991-10,9.989,9.989,9.989,9.989,9.989,9.989,9.989,9.989,9.989,9.989,9.989,9.989,9.989,9.989,9.989,9.515,9.515,9.515,9.515,9.515,9.515,9.515,9.515,9.515,9.515,9.515,9.515,9.487,9.487,9.487
1992-01,9.729,9.729,9.729,9.729,9.729,9.729,9.729,9.729,9.729,9.729,9.729,9.729,9.729,9.729,9.729,9.257,9.257,9.257,9.257,9.257,9.257,9.257,9.257,9.257,9.257,9.257,9.257,9.240,9.240,9.240
1992-04,9.499,9.499,9.499,9.499,9.499,9.499,9.499,9.499,9.499,9.499,9.499,9.499,9.499,9.499,9.499,9.042,9.042,9.042,9.042,9.042,9.042,9.042,9.042,9.042,9.042,9.042,9.042,9.014,9.014,9.014
1992-07,9.388,9.388,9.388,9.388,9.388,9.388,9.388,9.388,9.388,9.388,9.388,9.388,9.388,9.388,9.388,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.955,8.955,8.955
1992-10,9.268,9.268,9.268,9.268,9.268,9.268,9.268,9.268,9.268,9.268,9.268,9.268,9.268,9.268,9.268,8.824,8.824,8.824,8.824,8.824,8.824,8.824,8.824,8.824,8.824,8.824,8.824,8.805,8.805,8.805
1993-01,9.034,9.034,9.034,9.034,9.034,9.034,9.034,9.034,9.034,9.034,9.034,9.034,9.034,9.034,9.034,8.594,8.594,8.594,8.594,8.594,8.594,8.594,8.594,8.594,8.594,8.594,8.594,8.580,8.580,8.580
1993-04,8.813,8.813,8.813,8.813,8.813,8.813,8.813,8.813,8.813,8.813,8.813,8.813,8.813,8.813,8.813,8.390,8.390,8.390,8.390,8.390,8.390,8.390,8.390,8.390,8.390,8.390,8.390,8.364,8.364,8.364
1993-07,8.692,8.692,8.692,8.692,8.692,8.692,8.692,8.692,8.692,8.692,8.692,8.692,8.692,8.692,8.692,8.301,8.301,8.301,8.301,8.301,8.301,8.301,8.301,8.301,8.301,8.301,8.301,8.293,8.293,8.293
1993-10,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.177,8.177,8.177,8.177,8.177,8.177,8.177,8.177,8.177,8.177,8.177,8.177,8.160,8.160,8.160
1994-01,8.442,8.442,8.442,8.442,8.442,8.442,8.442,8.442,8.442,8.442,8.442,8.442,8.442,8.442,8.442,8.036,8.036,8.036,8.036,8.036,8.036,8.036,8.036,8.036,8.036,8.036,8.036,8.028,8.028,8.028
1994-04,8.284,8.284,8.284,8.284,8.284,8.284,8.284,8.284,8.284,8.284,8.284,8.284,8.284,8.284,8.284,7.889,7.889,7.889,7.889,7.889,7.889,7.889,7.889,7.889,7.889,7.889,7.889,7.868,7.868,7.868
1994-07,8.256,8.256,8.256,8.256,8.256,8.256,8.256,8.256,8.256,8.256,8.256,8.256,8.256,8.256,8.256,7.886,7.886,7.886,7.886,7.886,7.886,7.886,7.886,7.886,7.886,7.886,7.886,7.884,7.884,7.884
1994-10,8.249,8.249,8.249,8.249,8.249,8.249,8.249,8.249,8.249,8.249,8.249,8.249,8.249,8.249,8.249,7.853,7.853,7.853,7.853,7.853,7.853,7.853,7.853,7.853,7.853,7.853,7.853,7.842,7.842,7.842
1995-01,8.168,8.168,8.168,8.168,8.168,8.168,8.168,8.168,8.168,8.168,8.168,8.168,8.168,8.168,8.168,7.778,7.778,7.778,7.778,7.778,7.778,7.778,7.778,7.778,7.778,7.778,7.778,7.772,7.772,7.772
1995-04,8.083,8.083,8.083,8.083,8.083,8.083,8.083,8.083,8.083,8.083,8.083,8.083,8.083,8.083,8.083,7.701,7.701,7.701,7.701,7.701,7.701,7.701,7.701,7.701,7.701,7.701,7.701,7.684,7.684,7.684
1995-07,8.093,8.093,8.093,8.093,8.093,8.093,8.093,8.093,8.093,8.093,8.093,8.093,8.093,8.093,8.093,7.728,7.728,7.728,7.728,7.728,7.728,7.728,7.728,7.728,7.728,7.728,7.728,7.732,7.732,7.732
1995-10,8.087,8.087,8.087,8.087,8.087,8.087,8.087,8.087,8.087,8.087,8.087,8.087,8.087,8.087,8.087,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.692,7.692,7.692
1996-01,7.972,7.972,7.972,7.972,7.972,7.972,7.972,7.972,7.972,7.972,7.972,7.972,7.972,7.972,7.972,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.592,7.592,7.592
1996-04,7.882,7.882,7.882,7.882,7.882,7.882,7.882,7.882,7.882,7.882,7.882,7.882,7.882,7.882,7.882,7.501,7.501,7.501,7.501,7.501,7.501,7.501,7.501,7.501,7.501,7.501,7.501,7.503,7.503,7.503
