"",2005-05-19,2005-08-18,2005-11-17,2006-02-16,2006-05-18,2006-08-17,2006-11-16,2007-02-20,2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1995-07,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,8.647,8.647,8.647,8.647,8.647,8.647,8.647,8.647,8.647,8.647,8.647,8.647,8.793,8.793
1995-10,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,8.711,8.711,8.711,8.711,8.711,8.711,8.711,8.711,8.711,8.711,8.711,8.711,8.862,8.862
1996-01,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,9.232,8.602,8.602,8.602,8.602,8.602,8.602,8.602,8.602,8.602,8.602,8.602,8.602,8.764,8.764
1996-04,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,8.645,8.645,8.645,8.645,8.645,8.645,8.645,8.645,8.645,8.645,8.645,8.645,8.805,8.805
1996-07,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,8.659,8.659,8.659,8.659,8.659,8.659,8.659,8.659,8.659,8.659,8.659,8.659,8.809,8.809
1996-10,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,9.371,8.729,8.729,8.729,8.729,8.729,8.729,8.729,8.729,8.729,8.729,8.729,8.729,8.869,8.869
1997-01,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,8.627,8.627,8.627,8.627,8.627,8.627,8.627,8.627,8.627,8.627,8.627,8.627,8.777,8.777
1997-04,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,9.285,8.658,8.658,8.658,8.658,8.658,8.658,8.658,8.658,8.658,8.658,8.658,8.658,8.819,8.819
1997-07,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,9.317,8.703,8.703,8.703,8.703,8.703,8.703,8.703,8.703,8.703,8.703,8.703,8.703,8.852,8.852
1997-10,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,9.405,8.771,8.771,8.771,8.771,8.771,8.771,8.771,8.771,8.771,8.771,8.771,8.771,8.911,8.911
1998-01,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,9.259,8.668,8.668,8.668,8.668,8.668,8.668,8.668,8.668,8.668,8.668,8.668,8.668,8.812,8.812
1998-04,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,9.429,8.782,8.782,8.782,8.782,8.782,8.782,8.782,8.782,8.782,8.782,8.782,8.782,8.948,8.948
1998-07,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,9.464,8.833,8.833,8.833,8.833,8.833,8.833,8.833,8.833,8.833,8.833,8.833,8.833,8.995,8.995
1998-10,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,9.574,8.935,8.935,8.935,8.935,8.935,8.935,8.935,8.935,8.935,8.935,8.935,8.935,9.082,9.082
1999-01,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,9.416,8.820,8.820,8.820,8.820,8.820,8.820,8.820,8.820,8.820,8.820,8.820,8.820,8.992,8.992
1999-04,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,9.495,8.871,8.871,8.871,8.871,8.871,8.871,8.871,8.871,8.871,8.871,8.871,8.871,9.038,9.038
1999-07,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.028,9.028,9.028,9.028,9.028,9.028,9.028,9.028,9.028,9.028,9.028,9.028,9.188,9.188
1999-10,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.778,9.126,9.126,9.126,9.126,9.126,9.126,9.126,9.126,9.126,9.126,9.126,9.126,9.271,9.271
2000-01,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.640,9.029,9.029,9.029,9.029,9.029,9.029,9.029,9.029,9.029,9.029,9.029,9.029,9.264,9.264
2000-04,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.811,9.160,9.160,9.160,9.160,9.160,9.160,9.160,9.160,9.160,9.160,9.160,9.160,9.380,9.380
2000-07,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.210,9.210,9.210,9.210,9.210,9.210,9.210,9.210,9.210,9.210,9.210,9.210,9.427,9.427
2000-10,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.301,9.301,9.301,9.301,9.301,9.301,9.301,9.301,9.301,9.301,9.301,9.301,9.434,9.434
2001-01,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.758,9.116,9.116,9.116,9.116,9.116,9.116,9.116,9.116,9.116,9.116,9.116,9.116,9.257,9.257
2001-04,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.200,9.200,9.200,9.200,9.200,9.200,9.200,9.200,9.200,9.200,9.200,9.200,9.336,9.336
2001-07,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.907,9.219,9.219,9.219,9.219,9.219,9.219,9.219,9.219,9.219,9.219,9.219,9.219,9.348,9.348
2001-10,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.980,9.294,9.294,9.294,9.294,9.294,9.294,9.294,9.294,9.294,9.294,9.294,9.294,9.390,9.390
2002-01,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.799,9.164,9.164,9.164,9.164,9.164,9.164,9.164,9.164,9.164,9.164,9.164,9.164,9.267,9.267
2002-04,9.870,9.870,9.870,9.870,9.870,9.871,9.871,9.871,9.871,9.871,9.871,9.871,9.871,9.871,9.871,9.871,9.871,9.871,9.871,9.871,9.871,9.871,9.871,9.871,9.871,9.192,9.192,9.192,9.192,9.192,9.192,9.192,9.192,9.192,9.192,9.192,9.192,9.313,9.313
2002-07,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.839,9.170,9.170,9.170,9.170,9.170,9.170,9.170,9.170,9.170,9.170,9.170,9.170,9.298,9.298
2002-10,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.830,9.165,9.165,9.165,9.165,9.165,9.165,9.165,9.165,9.165,9.165,9.165,9.165,9.269,9.269
2003-01,9.620,9.620,9.620,9.620,9.620,9.620,9.620,9.620,9.620,9.621,9.621,9.621,9.621,9.621,9.621,9.621,9.621,9.621,9.621,9.621,9.621,9.621,9.621,9.621,9.621,9.012,9.012,9.012,9.012,9.012,9.012,9.012,9.012,9.012,9.012,9.012,9.012,9.091,9.091
2003-04,9.704,9.704,9.704,9.704,9.704,9.704,9.704,9.704,9.704,9.705,9.705,9.705,9.705,9.705,9.705,9.705,9.705,9.705,9.705,9.705,9.705,9.705,9.705,9.705,9.705,9.060,9.060,9.060,9.060,9.060,9.060,9.060,9.060,9.060,9.060,9.060,9.060,9.134,9.134
2003-07,9.748,9.748,9.748,9.748,9.748,9.749,9.749,9.749,9.749,9.751,9.751,9.751,9.751,9.751,9.751,9.751,9.751,9.751,9.751,9.751,9.751,9.751,9.751,9.751,9.751,9.112,9.112,9.112,9.112,9.112,9.112,9.112,9.112,9.112,9.112,9.112,9.112,9.177,9.177
2003-10,9.793,9.793,9.793,9.793,9.793,9.793,9.793,9.793,9.793,9.795,9.795,9.795,9.795,9.795,9.795,9.795,9.795,9.795,9.795,9.795,9.795,9.795,9.795,9.795,9.795,9.147,9.147,9.147,9.147,9.147,9.147,9.147,9.147,9.147,9.147,9.147,9.147,9.198,9.198
2004-01,9.635,9.635,9.635,9.635,9.635,9.644,9.644,9.644,9.644,9.647,9.647,9.647,9.647,9.647,9.647,9.647,9.647,9.647,9.647,9.647,9.647,9.647,9.647,9.647,9.647,9.049,9.049,9.049,9.049,9.049,9.049,9.049,9.049,9.049,9.049,9.049,9.049,9.116,9.116
2004-04,9.789,9.790,9.790,9.790,9.790,9.800,9.800,9.800,9.800,9.804,9.804,9.804,9.804,9.804,9.804,9.804,9.804,9.804,9.804,9.804,9.804,9.804,9.804,9.804,9.804,9.156,9.156,9.156,9.156,9.156,9.156,9.156,9.156,9.156,9.156,9.156,9.156,9.235,9.235
2004-07,9.821,9.842,9.842,9.842,9.842,9.854,9.854,9.854,9.854,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.195,9.195,9.195,9.195,9.195,9.195,9.195,9.195,9.195,9.195,9.195,9.195,9.271,9.271
2004-10,9.833,9.895,9.895,9.895,9.895,9.905,9.905,9.905,9.905,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.226,9.289,9.289
2005-01,9.645,9.666,9.653,9.653,9.653,9.661,9.661,9.661,9.661,9.665,9.665,9.665,9.665,9.672,9.672,9.672,9.672,9.669,9.669,9.669,9.669,9.669,9.669,9.669,9.669,9.043,9.043,9.043,9.043,9.043,9.043,9.043,9.043,9.043,9.043,9.043,9.043,9.129,9.129
2005-04,,9.779,9.736,9.732,9.732,9.738,9.738,9.738,9.738,9.740,9.740,9.740,9.740,9.752,9.752,9.752,9.752,9.748,9.748,9.748,9.748,9.748,9.748,9.748,9.748,9.091,9.091,9.091,9.091,9.091,9.091,9.091,9.091,9.091,9.091,9.091,9.091,9.185,9.185
2005-07,,,9.786,9.769,9.769,9.791,9.791,9.791,9.791,9.793,9.793,9.793,9.793,9.807,9.807,9.807,9.807,9.804,9.804,9.804,9.804,9.804,9.804,9.804,9.804,9.154,9.154,9.154,9.154,9.154,9.154,9.154,9.154,9.154,9.154,9.154,9.154,9.238,9.238
2005-10,,,,9.793,9.793,9.863,9.863,9.863,9.863,9.865,9.865,9.865,9.865,9.887,9.887,9.887,9.887,9.882,9.882,9.882,9.882,9.882,9.882,9.882,9.882,9.203,9.203,9.203,9.203,9.203,9.203,9.203,9.203,9.203,9.203,9.203,9.203,9.284,9.284
2006-01,,,,,9.589,9.628,9.618,9.618,9.618,9.616,9.616,9.616,9.616,9.641,9.641,9.641,9.641,9.642,9.642,9.642,9.642,9.642,9.642,9.642,9.642,9.013,9.013,9.013,9.013,9.013,9.013,9.013,9.013,9.013,9.013,9.013,9.013,9.124,9.124
2006-04,,,,,,9.787,9.761,9.766,9.766,9.759,9.759,9.759,9.759,9.785,9.785,9.785,9.785,9.772,9.772,9.772,9.772,9.772,9.772,9.772,9.772,9.115,9.115,9.115,9.115,9.115,9.115,9.115,9.115,9.115,9.115,9.115,9.115,9.235,9.235
2006-07,,,,,,,9.842,9.837,9.839,9.832,9.832,9.832,9.832,9.857,9.857,9.857,9.857,9.842,9.842,9.842,9.842,9.842,9.842,9.842,9.842,9.199,9.199,9.199,9.199,9.199,9.199,9.199,9.199,9.199,9.199,9.199,9.199,9.313,9.313
2006-10,,,,,,,,9.916,9.913,9.912,9.912,9.912,9.912,9.937,9.937,9.937,9.937,9.923,9.923,9.923,9.923,9.923,9.923,9.923,9.923,9.258,9.258,9.258,9.258,9.258,9.258,9.258,9.258,9.258,9.258,9.258,9.258,9.361,9.361
2007-01,,,,,,,,,9.725,9.750,9.742,9.742,9.742,9.789,9.789,9.789,9.789,9.775,9.775,9.775,9.775,9.775,9.775,9.775,9.775,9.134,9.134,9.134,9.134,9.134,9.134,9.134,9.134,9.134,9.134,9.134,9.134,9.245,9.245
2007-04,,,,,,,,,,9.893,9.895,9.893,9.893,9.942,9.942,9.942,9.942,9.928,9.928,9.928,9.928,9.928,9.928,9.928,9.928,9.244,9.244,9.244,9.244,9.244,9.244,9.244,9.244,9.244,9.244,9.244,9.244,9.368,9.368
2007-07,,,,,,,,,,,9.973,9.961,9.976,10.024,10.024,10.024,10.024,10.012,10.012,10.012,10.012,10.012,10.012,10.012,10.012,9.328,9.328,9.328,9.328,9.328,9.328,9.328,9.328,9.328,9.328,9.328,9.328,9.447,9.447
2007-10,,,,,,,,,,,,10.041,10.077,10.111,10.111,10.111,10.111,10.098,10.098,10.098,10.098,10.098,10.098,10.098,10.098,9.397,9.397,9.397,9.397,9.397,9.397,9.397,9.397,9.397,9.397,9.397,9.397,9.497,9.497
2008-01,,,,,,,,,,,,,9.895,9.918,9.936,9.938,9.938,9.925,9.925,9.925,9.925,9.925,9.925,9.925,9.925,9.270,9.270,9.270,9.270,9.270,9.270,9.270,9.270,9.270,9.270,9.270,9.270,9.379,9.379
2008-04,,,,,,,,,,,,,,10.048,10.052,10.045,10.045,10.031,10.031,10.031,10.031,10.031,10.031,10.031,10.031,9.330,9.330,9.330,9.330,9.333,9.333,9.333,9.333,9.333,9.333,9.333,9.333,9.453,9.453
2008-07,,,,,,,,,,,,,,,10.121,10.094,10.094,10.078,10.078,10.078,10.078,10.080,10.080,10.080,10.080,9.378,9.378,9.378,9.378,9.383,9.383,9.383,9.383,9.383,9.383,9.383,9.383,9.495,9.495
2008-10,,,,,,,,,,,,,,,,10.156,10.156,10.147,10.147,10.147,10.147,10.147,10.147,10.147,10.147,9.446,9.446,9.446,9.446,9.453,9.453,9.453,9.453,9.453,9.453,9.453,9.453,9.545,9.545
2009-01,,,,,,,,,,,,,,,,,9.916,9.950,9.969,9.969,9.969,9.961,9.961,9.961,9.961,9.321,9.321,9.321,9.321,9.317,9.317,9.317,9.317,9.314,9.314,9.314,9.314,9.423,9.423
2009-04,,,,,,,,,,,,,,,,,,10.035,10.085,10.083,10.083,10.073,10.073,10.073,10.073,9.408,9.408,9.408,9.408,9.389,9.389,9.389,9.389,9.395,9.395,9.395,9.395,9.497,9.497
2009-07,,,,,,,,,,,,,,,,,,,10.132,10.113,10.110,10.096,10.096,10.096,10.096,9.440,9.440,9.440,9.440,9.409,9.409,9.409,9.409,9.414,9.414,9.414,9.414,9.511,9.511
2009-10,,,,,,,,,,,,,,,,,,,,10.168,10.135,10.128,10.128,10.128,10.128,9.453,9.453,9.453,9.453,9.409,9.409,9.409,9.409,9.412,9.412,9.412,9.412,9.519,9.519
2010-01,,,,,,,,,,,,,,,,,,,,,9.927,9.898,9.900,9.901,9.902,9.237,9.237,9.237,9.237,9.233,9.233,9.233,9.233,9.240,9.240,9.240,9.240,9.347,9.347
2010-04,,,,,,,,,,,,,,,,,,,,,,10.008,10.031,10.042,10.049,9.339,9.339,9.339,9.339,9.338,9.338,9.338,9.338,9.351,9.351,9.351,9.351,9.468,9.468
2010-07,,,,,,,,,,,,,,,,,,,,,,,10.080,10.099,10.134,9.416,9.416,9.416,9.416,9.406,9.406,9.406,9.406,9.431,9.431,9.431,9.431,9.532,9.532
2010-10,,,,,,,,,,,,,,,,,,,,,,,,10.158,10.211,9.482,9.482,9.482,9.482,9.477,9.477,9.477,9.477,9.469,9.469,9.469,9.469,9.588,9.588
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,10.029,9.345,9.352,9.351,9.349,9.341,9.341,9.341,9.341,9.351,9.351,9.351,9.351,9.467,9.467
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,9.460,9.469,9.466,9.468,9.468,9.468,9.468,9.468,9.482,9.482,9.482,9.482,9.602,9.602
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,9.554,9.559,9.553,9.553,9.553,9.553,9.553,9.559,9.559,9.559,9.559,9.681,9.681
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.628,9.612,9.617,9.617,9.617,9.617,9.605,9.605,9.605,9.605,9.728,9.728
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.491,9.487,9.481,9.484,9.484,9.476,9.476,9.476,9.476,9.585,9.585
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.596,9.551,9.561,9.558,9.570,9.570,9.570,9.570,9.689,9.689
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.584,9.594,9.602,9.617,9.617,9.617,9.617,9.765,9.765
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.626,9.649,9.655,9.655,9.655,9.655,9.818,9.818
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.498,9.484,9.478,9.481,9.482,9.668,9.668
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.577,9.587,9.586,9.575,9.769,9.769
