"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,78.20,78.16,78.16,78.16,78.17,77.71,77.71,77.71,77.71,77.17,77.17,77.17,77.17,77.28,77.28,77.28,77.28,76.90,76.90,76.90,76.90,76.83,76.83,76.83,76.95,97.58,97.58,97.58,97.58,97.57,97.57,97.57,97.57,97.64,97.63,97.63,97.63,96.00,96.00,96.00
1991-04,76.89,76.85,76.85,76.85,76.85,76.37,76.37,76.37,76.37,76.47,76.47,76.47,76.47,76.76,76.76,76.76,76.76,76.89,76.89,76.89,76.89,76.70,76.70,76.70,76.81,97.22,97.22,97.22,97.22,97.23,97.23,97.23,97.23,97.20,97.19,97.19,97.19,95.82,95.82,95.82
1991-07,77.54,77.41,77.41,77.41,77.39,77.20,77.20,77.20,77.20,77.27,77.27,77.27,77.27,77.35,77.35,77.35,77.35,77.53,77.53,77.53,77.53,77.52,77.52,77.52,77.54,98.10,98.10,98.10,98.10,98.10,98.10,98.10,98.10,98.13,98.18,98.18,98.18,95.65,95.65,95.65
1991-10,80.30,80.51,80.51,80.51,80.52,79.93,79.93,79.93,79.93,80.02,80.02,80.02,80.02,80.33,80.33,80.33,80.33,80.45,80.45,80.45,80.45,80.75,80.75,80.75,80.50,102.04,102.04,102.04,102.04,102.01,102.01,102.01,102.01,102.15,102.14,102.14,102.14,100.31,100.31,100.31
1992-01,85.00,84.96,84.96,84.96,84.97,85.70,85.70,85.70,85.70,85.27,85.27,85.27,85.27,85.23,85.23,85.23,85.23,84.83,84.83,84.83,84.83,84.78,84.78,84.78,84.88,107.36,107.36,107.36,107.36,107.37,107.37,107.37,107.37,107.33,107.31,107.31,107.31,105.56,105.56,105.56
1992-04,84.86,84.82,84.82,84.82,84.83,84.39,84.39,84.39,84.39,84.53,84.53,84.53,84.53,84.48,84.48,84.48,84.48,84.61,84.61,84.61,84.61,84.41,84.41,84.41,84.50,106.79,106.79,106.79,106.79,106.82,106.82,106.82,106.82,106.84,106.83,106.83,106.83,105.36,105.36,105.36
1992-07,83.52,83.40,83.40,83.40,83.39,83.19,83.19,83.19,83.19,83.22,83.22,83.22,83.22,83.43,83.43,83.43,83.43,83.64,83.64,83.64,83.64,83.66,83.66,83.66,83.66,105.91,105.91,105.91,105.91,105.91,105.91,105.91,105.91,105.92,105.96,105.96,105.96,103.45,103.45,103.45
1992-10,87.88,88.08,88.08,88.08,88.09,87.90,87.90,87.90,87.90,88.02,88.02,88.02,88.02,87.98,87.98,87.98,87.98,88.17,88.17,88.17,88.17,88.45,88.45,88.45,88.24,111.60,111.60,111.60,111.60,111.63,111.63,111.63,111.63,111.51,111.50,111.50,111.50,109.27,109.27,109.27
