"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,1.195,1.195,1.200,1.200,1.200,1.200,1.195,1.195,1.195,1.195,1.195,1.195,1.192,1.192
1991-04,1.203,1.203,1.200,1.200,1.200,1.200,1.203,1.203,1.203,1.203,1.203,1.203,1.200,1.200
1991-07,1.211,1.211,1.210,1.210,1.210,1.210,1.210,1.210,1.210,1.210,1.210,1.210,1.207,1.207
1991-10,1.221,1.221,1.220,1.220,1.220,1.220,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221
1992-01,1.236,1.236,1.240,1.240,1.240,1.240,1.236,1.236,1.236,1.236,1.236,1.236,1.234,1.234
1992-04,1.244,1.244,1.240,1.240,1.240,1.240,1.244,1.244,1.243,1.243,1.243,1.243,1.240,1.240
1992-07,1.254,1.254,1.250,1.250,1.250,1.250,1.254,1.254,1.253,1.253,1.253,1.253,1.251,1.251
1992-10,1.260,1.260,1.260,1.260,1.260,1.260,1.260,1.260,1.260,1.260,1.260,1.260,1.255,1.255
1993-01,1.270,1.270,1.270,1.270,1.270,1.270,1.270,1.270,1.271,1.271,1.271,1.271,1.268,1.268
1993-04,1.271,1.271,1.270,1.270,1.270,1.270,1.271,1.271,1.271,1.271,1.271,1.271,1.267,1.267
1993-07,1.272,1.272,1.270,1.270,1.270,1.270,1.272,1.272,1.272,1.272,1.272,1.272,1.270,1.270
1993-10,1.277,1.277,1.280,1.280,1.280,1.280,1.277,1.277,1.276,1.276,1.276,1.276,1.274,1.274
