"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,98.15,98.12,98.11,98.53,98.52,98.52,98.52,98.56,98.56,98.56,98.52,98.74,98.74,98.74,98.47,119.47,118.79,118.80,118.80,118.73,118.74,118.74,118.74,118.95,118.99,118.99,118.99,117.75,117.75,117.76
1991-04,98.43,98.39,98.38,98.76,98.74,98.74,98.74,98.73,98.74,98.74,98.78,99.14,99.14,99.14,98.92,120.60,119.92,119.91,119.91,119.97,119.97,119.97,119.97,119.92,119.96,119.96,119.96,119.62,119.62,119.63
1991-07,102.18,102.20,102.20,102.29,102.30,102.30,102.30,102.43,102.42,102.42,102.37,102.43,102.43,102.43,102.42,125.04,124.32,124.32,124.32,124.38,124.38,124.38,124.38,124.21,124.09,124.09,124.09,125.59,125.59,125.59
1991-10,101.19,101.24,101.24,103.37,103.39,103.39,103.39,103.12,103.11,103.11,103.17,102.62,102.62,102.62,103.09,125.24,124.51,124.51,124.51,124.35,124.34,124.34,124.34,124.76,124.77,124.77,124.78,125.10,125.10,125.09
1992-01,110.48,110.45,110.45,110.65,110.64,110.64,110.64,110.66,110.67,110.67,110.63,110.80,110.80,110.80,110.58,134.20,133.42,133.44,133.44,133.55,133.56,133.56,133.56,133.43,133.50,133.50,133.50,135.00,135.00,135.00
1992-04,112.47,112.42,112.41,112.04,112.02,112.02,112.02,112.02,112.03,112.03,112.07,112.48,112.48,112.48,112.31,137.32,136.53,136.52,136.52,136.63,136.62,136.62,136.62,136.74,136.76,136.76,136.76,134.07,134.07,134.07
1992-07,110.77,110.80,110.79,111.30,111.33,111.33,111.33,111.43,111.42,111.42,111.37,111.38,111.38,111.38,111.41,136.91,136.13,136.12,136.12,136.18,136.18,136.18,136.18,136.00,135.90,135.90,135.89,136.20,136.20,136.20
1992-10,108.73,108.78,108.76,110.17,110.19,110.19,110.19,110.17,110.16,110.16,110.21,109.65,109.65,109.65,110.04,134.47,133.70,133.70,133.70,133.53,133.53,133.53,133.53,133.53,133.52,133.52,133.53,134.53,134.53,134.52
1993-01,109.82,109.78,109.77,110.46,110.45,110.45,110.45,110.39,110.40,110.40,110.37,110.47,110.47,110.47,110.29,134.85,134.07,134.09,134.09,134.12,134.13,134.13,134.13,134.09,134.15,134.14,134.14,134.51,134.51,134.52
1993-04,111.96,111.88,111.89,112.34,112.30,112.30,112.30,112.40,112.43,112.43,112.45,112.79,112.79,112.79,112.66,138.20,137.41,137.40,137.40,137.60,137.59,137.59,137.59,137.55,137.59,137.59,137.58,136.18,136.18,136.18
1993-07,112.80,112.86,112.85,113.30,113.33,113.33,113.33,113.43,113.41,113.41,113.38,113.45,113.45,113.45,113.43,139.63,138.83,138.82,138.82,138.91,138.91,138.91,138.91,138.75,138.67,138.67,138.67,138.81,138.80,138.80
1993-10,108.82,108.86,108.87,108.98,108.98,108.98,108.98,108.99,108.99,108.99,109.02,108.49,108.49,108.49,108.84,132.45,131.69,131.69,131.69,131.49,131.48,131.48,131.48,131.36,131.36,131.36,131.38,131.97,131.97,131.96
1994-01,112.08,112.05,112.04,112.42,112.42,112.42,112.42,112.27,112.29,112.29,112.27,112.37,112.37,112.37,112.19,136.76,135.97,135.98,135.98,136.15,136.16,136.16,136.16,135.91,135.94,135.94,135.95,137.61,137.62,137.62
1994-04,114.91,114.82,114.80,115.34,115.30,115.30,115.30,115.23,115.25,115.25,115.27,115.64,115.64,115.64,115.50,141.26,140.47,140.45,140.45,140.79,140.78,140.78,140.78,140.72,140.76,140.76,140.74,139.17,139.17,139.18
1994-07,114.90,114.97,114.96,115.30,115.34,115.34,115.34,115.58,115.56,115.56,115.53,115.59,115.59,115.59,115.60,141.76,140.95,140.95,140.95,140.98,140.98,140.98,140.98,140.95,140.88,140.88,140.88,140.53,140.53,140.53
1994-10,119.26,119.32,119.32,118.57,118.56,118.56,118.56,118.56,118.56,118.56,118.58,118.09,118.09,118.09,118.39,143.28,142.45,142.45,142.45,142.08,142.08,142.08,142.08,142.16,142.15,142.15,142.15,141.40,141.40,141.40
1995-01,113.26,113.25,113.23,113.27,113.28,113.28,113.28,113.14,113.15,113.15,113.14,113.23,113.23,113.23,113.12,137.84,137.04,137.06,137.06,137.30,137.31,137.31,137.31,136.80,136.82,136.82,136.82,136.83,136.83,136.83
1995-04,115.89,115.79,115.79,115.71,115.67,115.67,115.67,115.35,115.37,115.37,115.39,115.76,115.76,115.76,115.64,139.78,138.99,138.97,138.97,139.27,139.27,139.27,139.27,139.35,139.37,139.37,139.35,137.95,137.96,137.96
1995-07,117.41,117.47,117.46,116.95,116.99,116.99,116.99,117.27,117.25,117.25,117.22,117.33,117.33,117.33,117.31,141.22,140.40,140.40,140.40,140.32,140.32,140.32,140.32,140.55,140.51,140.51,140.52,139.94,139.94,139.94
1995-10,116.59,116.64,116.63,117.03,117.03,117.03,117.03,117.22,117.22,117.22,117.24,116.73,116.73,116.73,116.98,142.08,141.27,141.27,141.27,140.90,140.91,140.91,140.91,141.01,141.01,141.01,141.02,141.56,141.56,141.56
1996-01,103.72,103.69,103.67,103.65,103.66,103.66,103.66,103.46,103.46,103.46,103.48,103.53,103.53,103.53,103.44,124.01,123.30,123.31,123.31,123.59,123.59,123.59,123.59,123.14,123.16,123.16,123.18,119.76,119.76,119.76
1996-04,110.67,110.56,110.51,110.30,110.25,110.25,110.25,109.87,109.89,109.89,109.91,110.23,110.23,110.23,110.14,135.03,134.25,134.23,134.23,134.59,134.59,134.59,134.59,134.69,134.70,134.70,134.68,134.63,134.64,134.64
1996-07,109.58,109.66,109.62,109.91,109.96,109.96,109.96,110.46,110.43,110.43,110.39,110.42,110.42,110.42,110.45,131.37,130.62,130.62,130.62,130.50,130.50,130.50,130.50,130.67,130.64,130.64,130.64,131.00,131.00,131.00
1996-10,106.28,106.34,106.33,108.01,108.00,108.00,108.00,108.11,108.11,108.11,108.13,107.73,107.73,107.73,107.93,130.46,129.71,129.71,129.71,129.32,129.33,129.33,129.33,129.60,129.59,129.59,129.59,129.31,129.31,129.31
1997-01,100.93,100.90,100.90,101.42,101.43,101.43,101.43,101.25,101.27,101.27,101.29,101.30,101.30,101.30,101.27,125.23,124.52,124.53,124.53,124.69,124.70,124.70,124.70,124.78,124.78,124.78,124.79,121.03,121.03,121.03
1997-04,103.75,103.65,103.64,104.88,104.84,104.84,104.84,104.55,104.57,104.57,104.58,104.89,104.89,104.89,104.81,124.19,123.48,123.46,123.46,123.79,123.78,123.78,123.78,123.57,123.58,123.58,123.56,124.69,124.70,124.70
1997-07,103.66,103.74,103.73,104.22,104.27,104.27,104.27,104.65,104.63,104.63,104.59,104.63,104.63,104.63,104.62,125.98,125.27,125.27,125.27,125.07,125.07,125.07,125.07,125.29,125.27,125.27,125.27,125.50,125.50,125.50
1997-10,109.37,109.42,109.42,110.84,110.83,110.83,110.83,110.92,110.91,110.91,110.92,110.63,110.63,110.63,110.70,131.73,130.98,130.99,130.99,130.64,130.64,130.64,130.64,130.75,130.75,130.75,130.76,129.97,129.97,129.97
1998-01,108.26,108.20,108.19,108.75,108.76,108.76,108.76,108.71,108.73,108.73,108.76,108.70,108.70,108.70,108.67,129.80,129.06,129.08,129.08,129.34,129.35,129.35,129.35,129.08,129.08,129.08,129.10,127.36,127.36,127.35
1998-04,101.39,101.31,101.30,100.96,100.95,100.95,100.95,100.62,100.63,100.63,100.64,100.94,100.94,100.94,100.91,119.53,118.85,118.82,118.82,119.10,119.09,119.09,119.09,119.12,119.13,119.13,119.10,118.43,118.44,118.44
1998-07,98.37,98.45,98.45,99.10,99.13,99.13,99.13,99.54,99.52,99.52,99.45,99.47,99.47,99.47,99.54,119.17,118.48,118.48,118.48,118.30,118.30,118.30,118.30,118.57,118.56,118.56,118.57,117.79,117.79,117.79
1998-10,97.51,97.56,97.55,98.37,98.34,98.34,98.34,98.44,98.45,98.45,98.47,98.24,98.24,98.24,98.26,117.46,116.78,116.79,116.79,116.47,116.47,116.47,116.47,116.29,116.28,116.28,116.28,116.71,116.71,116.71
1999-01,96.15,96.10,96.10,96.81,96.80,96.80,96.80,96.72,96.74,96.74,96.78,96.72,96.72,96.72,96.68,113.80,113.13,113.15,113.15,113.46,113.47,113.47,113.47,113.18,113.19,113.19,113.21,114.82,114.82,114.82
