"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,998.6436,998.6436,998.6436,998.6436,998.6436,998.6436,998.6436,998.6436,998.6436,998.6436,998.6436,998.6436,911.4255,911.4255
1991-04,936.6828,936.6828,936.6828,936.6828,936.6828,936.6828,936.6828,936.6828,936.6828,936.6828,936.6828,936.6828,857.1378,857.1378
1991-07,1001.3650,1001.3650,1001.3650,1001.3650,1001.3650,1001.3650,1001.3650,1001.3650,1001.3650,1001.3650,1001.3650,1001.3650,930.4425,930.4425
1991-10,995.3198,995.3198,995.3198,995.3198,995.3198,995.3198,995.3198,995.3198,995.3198,995.3198,995.3198,995.3198,912.9130,912.9130
1992-01,1029.1509,1029.1509,1029.1509,1029.1509,1029.1509,1029.1509,1029.1509,1029.1509,1029.1509,1029.1509,1029.1509,1029.1509,937.4415,937.4415
1992-04,956.5391,956.5391,956.5391,956.5391,956.5391,956.5391,956.5391,956.5391,956.5391,956.5391,956.5391,956.5391,877.3136,877.3136
1992-07,1030.1923,1030.1923,1030.1923,1030.1923,1030.1923,1030.1923,1030.1923,1030.1923,1030.1923,1030.1923,1030.1923,1030.1923,954.5458,954.5458
1992-10,1031.3039,1031.3039,1031.3039,1031.3039,1031.3039,1031.3039,1031.3039,1031.3039,1031.3039,1031.3039,1031.3039,1031.3039,939.8033,939.8033
1993-01,1034.4183,1034.4183,1034.4183,1034.4183,1034.4183,1034.4183,1034.4183,1034.4183,1034.4183,1034.4183,1034.4183,1034.4183,932.3569,932.3569
1993-04,970.4642,970.4642,970.4642,970.4642,970.4642,970.4642,970.4642,970.4642,970.4642,970.4642,970.4642,970.4642,880.2590,880.2590
1993-07,1046.6385,1046.6385,1046.6385,1046.6385,1046.6385,1046.6385,1046.6385,1046.6385,1046.6385,1046.6385,1046.6385,1046.6385,961.0718,961.0718
1993-10,1054.3163,1054.3163,1054.3163,1054.3163,1054.3163,1054.3163,1054.3163,1054.3163,1054.3163,1054.3163,1054.3163,1054.3163,960.3558,960.3558
1994-01,1074.7820,1074.7820,1074.7820,1074.7820,1074.7820,1074.7820,1074.7820,1074.7820,1074.7820,1074.7820,1074.7820,1074.7820,966.0379,966.0379
1994-04,999.1730,999.1730,999.1730,999.1730,999.1730,999.1730,999.1730,999.1730,999.1730,999.1730,999.1730,999.1730,909.0719,909.0719
1994-07,1091.3599,1091.3599,1091.3599,1091.3599,1091.3599,1091.3599,1091.3599,1091.3599,1091.3599,1091.3599,1091.3599,1091.3599,1012.3465,1012.3465
1994-10,1093.1261,1093.1261,1093.1261,1093.1261,1093.1261,1093.1261,1093.1261,1093.1261,1093.1261,1093.1261,1093.1261,1093.1261,1009.4241,1009.4241
1995-01,1114.4393,1114.4393,1114.4393,1114.4393,1114.4393,1114.4393,1114.4393,1114.4393,1114.4393,1114.4393,1114.4393,1114.4393,1023.6910,1023.6910
1995-04,1032.0324,1032.0324,1032.0324,1032.0324,1032.0324,1032.0324,1032.0324,1032.0324,1032.0324,1032.0324,1032.0324,1032.0324,957.6951,957.6951
1995-07,1123.2642,1123.2642,1123.2642,1123.2642,1123.2642,1123.2642,1123.2642,1123.2642,1123.2642,1123.2642,1123.2642,1123.2642,1058.8028,1058.8028
1995-10,1135.6775,1135.6775,1135.6775,1135.6775,1135.6775,1135.6775,1135.6775,1135.6775,1135.6775,1135.6775,1135.6775,1135.6775,1061.1370,1061.1370
1996-01,1149.5573,1149.5573,1149.5573,1149.5573,1149.5573,1149.5573,1149.5573,1149.5573,1149.5573,1149.5573,1149.5573,1149.5573,1065.1814,1065.1814
1996-04,1063.6001,1063.6001,1063.6001,1063.6001,1063.6001,1063.6001,1063.6001,1063.6001,1063.6001,1063.6001,1063.6001,1063.6001,994.5403,994.5403
