"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2005,2005,,,,,,,,,,,2010,2010,2010
Record meth,Manual,Manual,,,,,,,,,,,Computerised,Computerised,Computerised
1991-01,59.04,59.04,59.04,59.04,59.02,59.02,59.02,59.02,59.02,59.02,59.02,59.02,54.12,54.12,54.12
1991-04,55.28,55.28,55.28,55.28,55.27,55.27,55.27,55.27,55.27,55.27,55.27,55.27,50.88,50.88,50.88
1991-07,58.92,58.92,58.92,58.92,58.91,58.91,58.91,58.91,58.90,58.90,58.90,58.90,54.31,54.31,54.31
1991-10,59.12,59.12,59.12,59.12,59.16,59.16,59.16,59.16,59.15,59.15,59.15,59.15,54.48,54.48,54.48
1992-01,59.36,59.36,59.36,59.36,59.34,59.34,59.34,59.34,59.35,59.35,59.35,59.35,54.87,54.87,54.87
1992-04,60.13,60.13,60.13,60.13,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,55.59,55.59,55.59
1992-07,61.27,61.27,61.27,61.27,61.26,61.26,61.26,61.26,61.26,61.26,61.26,61.26,56.74,56.74,56.74
1992-10,61.88,61.88,61.88,61.88,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,57.32,57.32,57.32
1993-01,62.30,62.30,62.30,62.30,62.29,62.29,62.29,62.29,62.29,62.29,62.29,62.29,57.47,57.47,57.47
1993-04,63.51,63.51,63.51,63.51,63.50,63.50,63.50,63.50,63.50,63.50,63.50,63.50,58.53,58.53,58.53
1993-07,64.55,64.55,64.55,64.55,64.54,64.54,64.54,64.54,64.54,64.54,64.54,64.54,59.52,59.52,59.52
1993-10,63.60,63.60,63.60,63.60,63.63,63.63,63.63,63.63,63.63,63.63,63.63,63.63,60.23,60.23,60.23
1994-01,65.57,65.57,65.57,65.57,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,61.21,61.21,61.21
1994-04,66.50,66.50,66.50,66.50,66.49,66.49,66.49,66.49,66.49,66.49,66.49,66.49,62.07,62.07,62.07
1994-07,67.82,67.82,67.82,67.82,67.81,67.81,67.81,67.81,67.81,67.81,67.81,67.81,63.15,63.15,63.15
1994-10,68.56,68.56,68.56,68.56,68.59,68.59,68.59,68.59,68.59,68.59,68.59,68.59,63.96,63.96,63.96
1995-01,71.58,71.58,71.58,71.58,71.58,71.58,71.58,71.58,71.58,71.58,71.58,71.58,67.06,67.06,67.06
1995-04,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,67.97,67.97,67.97
1995-07,74.40,74.40,74.40,74.40,74.39,74.39,74.39,74.39,74.39,74.39,74.39,74.39,69.13,69.13,69.13
1995-10,75.57,75.57,75.57,75.57,75.59,75.59,75.59,75.59,75.59,75.59,75.59,75.59,70.49,70.49,70.49
