"",2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
2009-07,,,,,,,,,2263.3614,2322.7470,2319.4789,2321.3382,2321.3382,2321.3382,2316.4918,2254.7400,2254.7357,2254.7400,2254.7400,2265.3100,2265.3100,2265.3091,2265.3091,2263.8922,2263.8922,2262.0181,2263.0839,2332.3065,2332.3065
2009-10,,,,,,,,,,2314.5581,2326.9009,2331.9171,2331.9171,2331.9171,2332.2507,2267.7500,2267.7461,2267.7500,2267.7500,2294.0200,2294.0200,2294.0230,2294.0230,2282.4198,2282.4198,2286.0654,2286.6612,2334.8776,2334.8776
2010-01,,,,,,,,,,,2326.3607,2357.9809,2359.3318,2359.5610,2366.6575,2271.7800,2271.7828,2271.7800,2271.7800,2282.4300,2282.4300,2282.4275,2282.4275,2279.2133,2279.2133,2282.9217,2280.7678,2311.0808,2311.0808
2010-04,,,,,,,,,,,,2390.7696,2405.1171,2406.0284,2404.9798,2344.6100,2344.6116,2344.6100,2344.6100,2362.5200,2362.5200,2362.5195,2362.5195,2357.5639,2357.5639,2351.3748,2351.0440,2392.4917,2392.4917
2010-07,,,,,,,,,,,,,2462.6508,2460.7824,2455.8330,2386.0600,2386.0635,2386.0600,2386.0600,2399.7200,2399.7200,2399.7191,2399.7191,2394.3903,2394.3903,2390.9071,2392.6962,2422.5712,2422.5712
2010-10,,,,,,,,,,,,,,2474.9993,2479.2091,2415.4700,2415.4731,2415.4700,2415.4700,2442.4600,2442.4600,2442.4624,2442.4624,2429.8110,2429.8110,2435.7748,2436.4705,2482.3778,2482.3778
2011-01,,,,,,,,,,,,,,,2501.1078,2411.3600,2418.0517,2416.2700,2422.1600,2429.0600,2429.0600,2429.0647,2429.0647,2431.1546,2431.1546,2436.8767,2433.6141,2464.6195,2464.6195
2011-04,,,,,,,,,,,,,,,,2434.9400,2453.5319,2451.5000,2447.7100,2457.0500,2457.0500,2457.0509,2457.0509,2451.9431,2451.9431,2443.7193,2443.4963,2498.5681,2498.5681
2011-07,,,,,,,,,,,,,,,,,2467.2314,2469.5900,2470.6500,2474.2100,2474.2100,2474.2100,2474.2100,2472.7843,2472.7843,2467.2950,2469.7569,2518.6623,2518.6623
2011-10,,,,,,,,,,,,,,,,,,2466.3900,2442.4500,2467.2800,2467.2800,2467.2774,2467.2774,2456.7225,2456.7225,2464.7135,2465.7372,2524.2113,2524.2113
2012-01,,,,,,,,,,,,,,,,,,,2497.4600,2501.4000,2505.2600,2489.9203,2489.8947,2492.1333,2492.1333,2499.7167,2495.4787,2544.5090,2544.5090
2012-04,,,,,,,,,,,,,,,,,,,,2507.5700,2509.3900,2446.0634,2444.7389,2437.5511,2437.5511,2427.8127,2427.6051,2494.0313,2494.0313
2012-07,,,,,,,,,,,,,,,,,,,,,2377.8800,2443.9082,2443.9244,2442.9681,2442.9681,2435.2696,2438.3037,2496.4683,2496.4683
2012-10,,,,,,,,,,,,,,,,,,,,,,2424.8884,2458.0124,2444.1497,2444.1497,2454.0030,2455.4147,2513.9004,2513.9004
2013-01,,,,,,,,,,,,,,,,,,,,,,,2448.9849,2447.3037,2438.7025,2443.2429,2438.9299,2485.9953,2485.9953
2013-04,,,,,,,,,,,,,,,,,,,,,,,,2496.7780,2496.8213,2488.4345,2488.1105,2550.4746,2550.4746
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,2511.4348,2503.7893,2507.0637,2559.8644,2559.8644
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,2485.3515,2495.0072,2539.3715,2539.3715
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,2541.3465,2569.8250,2571.7834
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,2570.9368,2573.0142
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2585.3046
