"",2005-05-19,2005-08-18,2005-11-17,2006-02-16,2006-05-18,2006-08-17,2006-11-16,2007-02-20,2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
2004-01,8.009,8.013,8.013,8.013,8.013,8.013,8.013,8.013,8.013,8.014,8.014,8.014,8.014,8.014,8.014,8.014,8.014,8.014,8.014,8.014,8.014,8.014,8.014,8.014,8.014,7.872,7.872,7.872,7.872,7.872,7.872,7.872,7.872,7.872,7.872,7.872,7.872,7.943,7.943
2004-04,8.005,8.006,8.006,8.006,8.006,8.008,8.008,8.008,8.008,8.009,8.009,8.009,8.009,8.009,8.009,8.009,8.009,8.009,8.009,8.009,8.009,8.009,8.009,8.009,8.009,7.863,7.863,7.863,7.863,7.863,7.863,7.863,7.863,7.863,7.863,7.863,7.863,7.925,7.925
2004-07,8.016,8.016,8.016,8.016,8.016,8.019,8.019,8.019,8.019,8.020,8.020,8.020,8.020,8.020,8.020,8.020,8.020,8.020,8.020,8.020,8.020,8.020,8.020,8.020,8.020,7.909,7.909,7.909,7.909,7.909,7.909,7.909,7.909,7.909,7.909,7.909,7.909,7.972,7.972
2004-10,8.040,8.037,8.037,8.037,8.037,8.041,8.041,8.041,8.041,8.042,8.042,8.042,8.042,8.042,8.042,8.042,8.042,8.042,8.042,8.042,8.042,8.042,8.042,8.042,8.042,7.893,7.893,7.893,7.893,7.893,7.893,7.893,7.893,7.893,7.893,7.893,7.893,7.956,7.956
2005-01,7.910,7.896,7.892,7.892,7.892,7.897,7.897,7.897,7.897,7.898,7.898,7.898,7.898,7.898,7.898,7.898,7.898,7.901,7.901,7.901,7.901,7.901,7.901,7.901,7.901,7.752,7.752,7.752,7.752,7.752,7.752,7.752,7.752,7.752,7.752,7.752,7.752,7.827,7.827
2005-04,,7.879,7.867,7.864,7.864,7.867,7.867,7.867,7.867,7.869,7.869,7.869,7.869,7.874,7.874,7.874,7.874,7.876,7.876,7.876,7.876,7.876,7.876,7.876,7.876,7.717,7.717,7.717,7.717,7.717,7.717,7.717,7.717,7.717,7.717,7.717,7.717,7.787,7.787
2005-07,,,7.881,7.869,7.869,7.868,7.868,7.868,7.868,7.870,7.870,7.870,7.870,7.879,7.879,7.879,7.879,7.882,7.882,7.882,7.882,7.882,7.882,7.882,7.882,7.747,7.747,7.747,7.747,7.747,7.747,7.747,7.747,7.747,7.747,7.747,7.747,7.830,7.830
2005-10,,,,7.902,7.902,7.900,7.900,7.900,7.900,7.902,7.902,7.902,7.902,7.913,7.913,7.913,7.913,7.918,7.918,7.918,7.918,7.918,7.918,7.918,7.918,7.749,7.749,7.749,7.749,7.749,7.749,7.749,7.749,7.749,7.749,7.749,7.749,7.832,7.832
2006-01,,,,,7.766,7.762,7.757,7.757,7.757,7.760,7.760,7.760,7.760,7.772,7.772,7.772,7.772,7.778,7.778,7.778,7.778,7.778,7.778,7.778,7.778,7.623,7.623,7.623,7.623,7.623,7.623,7.623,7.623,7.623,7.623,7.623,7.623,7.680,7.680
2006-04,,,,,,7.763,7.773,7.771,7.771,7.774,7.774,7.774,7.774,7.789,7.789,7.789,7.789,7.791,7.791,7.791,7.791,7.791,7.791,7.791,7.791,7.637,7.637,7.637,7.637,7.637,7.637,7.637,7.637,7.637,7.637,7.637,7.637,7.692,7.692
2006-07,,,,,,,7.812,7.816,7.818,7.821,7.821,7.821,7.821,7.834,7.834,7.834,7.834,7.840,7.840,7.840,7.840,7.840,7.840,7.840,7.840,7.712,7.712,7.712,7.712,7.712,7.712,7.712,7.712,7.712,7.712,7.712,7.712,7.776,7.776
2006-10,,,,,,,,7.866,7.876,7.882,7.882,7.882,7.882,7.895,7.895,7.895,7.895,7.902,7.902,7.902,7.902,7.902,7.902,7.902,7.902,7.738,7.738,7.738,7.738,7.738,7.738,7.738,7.738,7.738,7.738,7.738,7.738,7.786,7.786
2007-01,,,,,,,,,7.792,7.832,7.827,7.827,7.827,7.833,7.833,7.833,7.833,7.834,7.834,7.834,7.834,7.834,7.834,7.834,7.834,7.688,7.688,7.688,7.688,7.688,7.688,7.688,7.688,7.688,7.688,7.688,7.688,7.747,7.747
2007-04,,,,,,,,,,7.850,7.861,7.858,7.858,7.864,7.864,7.864,7.864,7.864,7.864,7.864,7.864,7.864,7.864,7.864,7.864,7.719,7.719,7.719,7.719,7.719,7.719,7.719,7.719,7.719,7.719,7.719,7.719,7.776,7.776
2007-07,,,,,,,,,,,7.930,7.930,7.932,7.934,7.934,7.934,7.934,7.935,7.935,7.935,7.935,7.935,7.935,7.935,7.935,7.823,7.823,7.823,7.823,7.823,7.823,7.823,7.823,7.823,7.823,7.823,7.823,7.892,7.892
2007-10,,,,,,,,,,,,8.005,8.018,8.010,8.010,8.010,8.010,8.014,8.014,8.014,8.014,8.014,8.014,8.014,8.014,7.866,7.866,7.866,7.866,7.866,7.866,7.866,7.866,7.866,7.866,7.866,7.866,7.925,7.925
2008-01,,,,,,,,,,,,,7.978,7.968,7.967,7.977,7.977,7.980,7.980,7.980,7.980,7.975,7.975,7.975,7.975,7.857,7.857,7.857,7.857,7.856,7.856,7.856,7.856,7.856,7.856,7.856,7.856,7.951,7.951
2008-04,,,,,,,,,,,,,,7.991,7.995,8.001,8.001,8.008,8.008,8.008,8.008,8.008,8.008,8.008,8.008,7.889,7.889,7.889,7.889,7.890,7.890,7.890,7.890,7.890,7.890,7.890,7.890,7.984,7.984
2008-07,,,,,,,,,,,,,,,8.042,8.043,8.043,8.050,8.050,8.050,8.050,8.048,8.048,8.048,8.048,7.980,7.980,7.980,7.980,7.983,7.983,7.983,7.983,7.983,7.983,7.983,7.983,8.063,8.063
2008-10,,,,,,,,,,,,,,,,8.079,8.079,8.084,8.084,8.084,8.084,8.081,8.081,8.081,8.081,7.954,7.954,7.954,7.954,7.965,7.965,7.965,7.965,7.965,7.965,7.965,7.965,8.080,8.080
2009-01,,,,,,,,,,,,,,,,,7.922,7.929,7.924,7.924,7.924,7.913,7.913,7.913,7.913,7.808,7.808,7.808,7.808,7.829,7.829,7.829,7.829,7.832,7.832,7.832,7.832,7.938,7.938
2009-04,,,,,,,,,,,,,,,,,,7.864,7.829,7.828,7.828,7.807,7.807,7.807,7.807,7.695,7.695,7.695,7.695,7.728,7.728,7.728,7.728,7.730,7.730,7.730,7.730,7.846,7.846
2009-07,,,,,,,,,,,,,,,,,,,7.775,7.767,7.770,7.746,7.746,7.746,7.746,7.644,7.644,7.644,7.644,7.683,7.683,7.683,7.683,7.688,7.688,7.688,7.688,7.805,7.805
2009-10,,,,,,,,,,,,,,,,,,,,7.742,7.750,7.725,7.725,7.725,7.725,7.611,7.611,7.611,7.611,7.660,7.660,7.660,7.660,7.663,7.663,7.663,7.663,7.777,7.777
2010-01,,,,,,,,,,,,,,,,,,,,,7.603,7.590,7.593,7.605,7.602,7.500,7.500,7.500,7.500,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.645,7.645
2010-04,,,,,,,,,,,,,,,,,,,,,,7.580,7.597,7.623,7.625,7.516,7.516,7.516,7.516,7.557,7.557,7.557,7.557,7.552,7.552,7.552,7.552,7.656,7.656
2010-07,,,,,,,,,,,,,,,,,,,,,,,7.647,7.670,7.685,7.587,7.587,7.587,7.587,7.633,7.633,7.633,7.633,7.620,7.620,7.620,7.620,7.729,7.729
2010-10,,,,,,,,,,,,,,,,,,,,,,,,7.732,7.756,7.627,7.627,7.627,7.627,7.677,7.677,7.677,7.677,7.665,7.665,7.665,7.665,7.770,7.770
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,7.716,7.593,7.596,7.598,7.598,7.645,7.645,7.645,7.645,7.621,7.621,7.621,7.621,7.738,7.738
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,7.621,7.646,7.647,7.648,7.694,7.694,7.694,7.694,7.675,7.675,7.675,7.675,7.798,7.798
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,7.730,7.739,7.745,7.792,7.792,7.792,7.792,7.779,7.779,7.779,7.779,7.896,7.896
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.789,7.783,7.823,7.823,7.823,7.823,7.824,7.824,7.824,7.824,7.954,7.954
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.741,7.781,7.778,7.778,7.776,7.779,7.779,7.779,7.779,7.927,7.927
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.803,7.796,7.801,7.802,7.799,7.799,7.799,7.799,7.947,7.947
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.863,7.883,7.881,7.876,7.876,7.876,7.876,8.034,8.034
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.884,7.892,7.890,7.890,7.890,7.890,8.062,8.062
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.822,7.817,7.826,7.822,7.822,7.977,7.977
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.821,7.822,7.822,7.820,7.971,7.971
