"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro,Euro,Euro,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.18,248.76,248.76,248.76,248.76,248.76,248.76,248.76,248.76,248.76,248.76,248.76,248.76,251.071,251.071,251.071
1991-04,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,250.98,251.07,251.07,251.07,251.07,251.07,251.07,251.07,251.07,251.07,251.07,251.07,251.07,252.971,252.971,252.971
1991-07,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,244.42,247.00,247.00,247.00,247.00,247.00,247.00,247.00,247.00,247.00,247.00,247.00,247.00,245.910,245.910,245.910
1991-10,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,266.50,267.59,267.59,267.59,267.59,267.59,267.59,267.59,267.59,267.59,267.59,267.59,267.59,267.982,267.982,267.982
1992-01,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,269.06,272.32,272.32,272.32,272.32,272.32,272.32,272.32,272.32,272.32,272.32,272.32,272.32,272.615,272.615,272.615
1992-04,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,264.87,265.16,265.16,265.16,265.16,265.16,265.16,265.16,265.16,265.16,265.16,265.16,265.16,266.888,266.888,266.888
1992-07,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,265.39,265.39,265.39,265.39,265.39,265.39,265.39,265.39,265.39,265.39,265.39,265.39,266.319,266.319,266.319
1992-10,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,286.85,286.85,286.85,286.85,286.85,286.85,286.85,286.85,286.85,286.85,286.85,286.85,287.526,287.526,287.526
1993-01,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,277.77,279.37,279.37,279.37,279.37,279.37,279.37,279.37,279.37,279.37,279.37,279.37,279.37,281.994,281.994,281.994
1993-04,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,275.31,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,278.998,278.998,278.998
1993-07,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,274.45,278.74,278.74,278.74,278.74,278.74,278.74,278.74,278.74,278.74,278.74,278.74,278.74,277.374,277.374,277.374
1993-10,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,294.25,292.55,292.55,292.55,292.55,292.55,292.55,292.55,292.55,292.55,292.55,292.55,292.55,295.332,295.332,295.332
1994-01,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,295.041,295.041,295.041
1994-04,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.29,284.45,284.45,284.45,284.45,284.45,284.45,284.45,284.45,284.45,284.45,284.45,284.45,286.071,286.071,286.071
1994-07,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,285.06,286.17,286.17,286.17,286.17,286.17,286.17,286.17,286.17,286.17,286.17,286.17,286.17,287.657,287.657,287.657
1994-10,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.06,303.70,303.70,303.70,303.70,303.70,303.70,303.70,303.70,303.70,303.70,303.70,303.70,303.586,303.586,303.586
1995-01,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,298.57,299.57,299.57,299.57,299.57,299.57,299.57,299.57,299.57,299.57,299.57,299.57,299.57,300.830,300.830,300.830
1995-04,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.81,296.86,296.86,296.86,296.86,296.86,296.86,296.86,296.86,296.86,296.86,296.86,296.86,298.364,298.364,298.364
1995-07,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,295.00,297.02,297.02,297.02,297.02,297.02,297.02,297.02,297.02,297.02,297.02,297.02,297.02,296.602,296.602,296.602
1995-10,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,308.54,307.60,307.60,307.60,307.60,307.60,307.60,307.60,307.60,307.60,307.60,307.60,307.60,309.676,309.676,309.676
1996-01,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.56,306.33,306.33,306.33,306.33,306.33,306.33,306.33,306.33,306.33,306.33,306.33,306.33,308.958,308.958,308.958
1996-04,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,300.58,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,301.991,301.991,301.991
1996-07,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,300.12,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,301.517,301.517,301.517
1996-10,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,312.95,311.54,311.54,311.54,311.54,311.54,311.54,311.54,311.54,311.54,311.54,311.54,311.54,313.351,313.351,313.351
1997-01,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,308.65,307.62,307.62,307.62,307.62,307.62,307.62,307.62,307.62,307.62,307.62,307.62,307.62,310.640,310.640,310.640
1997-04,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,306.93,305.71,305.71,305.71,305.71,305.71,305.71,305.71,305.71,305.71,305.71,305.71,305.71,307.831,307.831,307.831
1997-07,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,304.86,306.67,306.67,306.67,306.67,306.67,306.67,306.67,306.67,306.67,306.67,306.67,306.67,306.269,306.269,306.269
1997-10,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,320.79,318.68,318.68,318.68,318.68,318.68,318.68,318.68,318.68,318.68,318.68,318.68,318.68,320.637,320.637,320.637
1998-01,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,316.04,314.45,314.45,314.45,314.45,314.45,314.45,314.45,314.45,314.45,314.45,314.45,314.45,316.528,316.528,316.528
1998-04,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,310.31,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,310.099,310.099,310.099
1998-07,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,311.38,312.73,312.73,312.73,312.73,312.73,312.73,312.73,312.73,312.73,312.73,312.73,312.73,311.455,311.455,311.455
1998-10,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,324.23,324.23,324.23,324.23,324.23,324.23,324.23,324.23,324.23,324.23,324.23,324.23,326.675,326.675,326.675
1999-01,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,322.49,318.85,318.85,318.85,318.85,318.85,318.85,318.85,318.85,318.85,318.85,318.85,318.85,322.536,322.536,322.536
1999-04,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,318.18,315.08,315.08,315.08,315.08,315.08,315.08,315.08,315.08,315.08,315.08,315.08,315.08,318.032,318.032,318.032
1999-07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,319.07,318.79,318.79,318.79,318.79,318.79,318.79,318.79,318.79,318.79,318.79,318.79,318.79,319.003,319.003,319.003
1999-10,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,337.99,333.17,333.17,333.17,333.17,333.17,333.17,333.17,333.17,333.17,333.17,333.17,333.17,336.023,336.023,336.023
2000-01,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,332.99,328.32,328.32,328.32,328.32,328.32,328.32,328.32,328.32,328.32,328.32,328.32,328.32,331.852,331.852,331.852
2000-04,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,331.21,325.72,325.72,325.72,325.72,325.72,325.72,325.72,325.72,325.72,325.72,325.72,325.72,327.915,327.915,327.915
2000-07,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,330.52,329.03,329.03,329.03,329.03,329.03,329.03,329.03,329.03,329.03,329.03,329.03,329.03,327.932,327.932,327.932
2000-10,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,342.68,335.63,335.63,335.63,335.63,335.63,335.63,335.63,335.63,335.63,335.63,335.63,335.63,338.516,338.516,338.516
2001-01,345.93,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,346.25,339.00,339.00,339.00,339.00,339.00,339.00,339.00,339.00,339.00,339.00,339.00,339.00,344.584,344.584,344.584
2001-04,344.02,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,337.86,337.86,337.86,337.86,337.86,337.86,337.86,337.86,337.86,337.86,337.86,337.86,341.061,341.061,341.061
2001-07,343.50,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,344.04,340.24,340.24,340.24,340.24,340.24,340.24,340.24,340.24,340.24,340.24,340.24,340.24,341.541,341.541,341.541
2001-10,354.55,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,354.91,346.50,346.50,346.50,346.50,346.50,346.50,346.50,346.50,346.50,346.50,346.50,346.50,352.787,352.787,352.787
2002-01,348.09,348.35,348.35,348.35,348.35,347.35,347.35,347.35,347.35,347.35,347.35,347.35,347.35,347.35,347.35,347.35,347.35,347.35,347.35,347.35,347.35,347.35,347.35,347.35,347.35,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,345.272,345.272,345.272
2002-04,346.66,346.65,346.65,346.65,346.65,345.98,345.98,345.98,345.98,345.98,345.98,345.98,345.98,345.98,345.98,345.98,345.98,345.98,345.98,345.98,345.98,345.98,345.98,345.98,345.98,339.74,339.74,339.74,339.74,339.74,339.74,339.74,339.74,339.74,339.74,339.74,339.74,341.010,341.010,341.010
2002-07,349.60,349.69,349.69,349.69,349.69,349.04,349.04,349.04,349.04,349.04,349.04,349.04,349.04,349.04,349.04,349.04,349.04,349.04,349.04,349.04,349.04,349.04,349.04,349.04,349.04,345.03,345.03,345.03,345.03,345.03,345.03,345.03,345.03,345.03,345.03,345.03,345.03,344.045,344.045,344.045
2002-10,362.53,361.38,361.38,361.38,361.38,360.39,360.39,360.39,360.39,360.39,360.39,360.39,360.39,360.39,360.39,360.39,360.39,360.39,360.39,360.39,360.39,360.39,360.39,360.39,360.39,353.46,353.46,353.46,353.46,353.46,353.46,353.46,353.46,353.46,353.46,353.46,353.46,356.321,356.321,356.321
2003-01,361.85,360.94,360.94,360.94,360.94,358.73,358.73,358.73,358.73,359.12,359.12,359.12,359.12,359.12,359.12,359.12,359.12,359.12,359.12,359.12,359.12,359.12,359.12,359.12,359.12,353.85,353.85,353.85,353.85,353.85,353.85,353.85,353.85,353.85,353.85,353.85,353.85,357.049,357.049,357.049
2003-04,355.84,354.62,354.62,354.62,354.62,352.67,352.67,352.67,352.67,353.25,353.25,353.25,353.25,353.25,353.25,353.25,353.25,353.25,353.25,353.25,353.25,353.25,353.25,353.25,353.25,348.87,348.87,348.87,348.87,348.87,348.87,348.87,348.87,348.87,348.87,348.87,348.87,351.525,351.525,351.525
2003-07,355.51,354.34,354.34,354.34,354.34,353.22,353.22,353.22,353.22,354.51,354.51,354.51,354.51,354.51,354.51,354.51,354.51,354.51,354.51,354.51,354.51,354.51,354.51,354.51,354.51,351.78,351.78,351.78,351.78,351.78,351.78,351.78,351.78,351.78,351.78,351.78,351.78,352.777,352.777,352.777
2003-10,367.12,365.63,365.63,365.63,365.63,364.50,364.50,364.50,364.50,364.87,364.87,364.87,364.87,364.87,364.87,364.87,364.87,364.87,364.87,364.87,364.87,364.87,364.87,364.87,364.87,357.32,357.32,357.32,357.32,357.32,357.32,357.32,357.32,357.32,357.32,357.32,357.32,363.545,363.545,363.545
2004-01,365.28,367.07,367.07,367.07,367.07,364.06,364.06,364.06,364.06,364.79,364.79,364.79,364.79,363.48,363.48,363.48,363.48,363.48,363.48,363.48,363.48,363.48,363.48,363.48,363.48,356.88,356.88,356.88,356.88,356.88,356.88,356.88,356.88,356.88,356.88,356.88,356.88,362.701,362.701,362.701
2004-04,359.15,360.62,360.62,360.62,360.62,357.81,357.81,357.81,357.81,359.23,359.23,359.23,359.23,358.26,358.26,358.26,358.26,358.26,358.26,358.26,358.26,358.26,358.26,358.26,358.26,354.34,354.34,354.34,354.34,354.34,354.34,354.34,354.34,354.34,354.34,354.34,354.34,357.028,357.028,357.028
2004-07,359.44,360.46,360.46,360.46,360.46,358.99,358.99,358.99,358.99,360.43,360.43,360.43,360.43,358.97,358.97,358.97,358.97,358.97,358.97,358.97,358.97,358.97,358.97,358.97,358.97,359.10,359.10,359.10,359.10,359.10,359.10,359.10,359.10,359.10,359.10,359.10,359.10,357.627,357.627,357.627
2004-10,375.59,378.22,378.22,378.22,378.22,373.95,373.95,373.95,373.95,374.88,374.88,374.88,374.88,373.82,373.82,373.82,373.82,373.82,373.82,373.82,373.82,373.82,373.82,373.82,373.82,365.12,365.12,365.12,365.12,365.12,365.12,365.12,365.12,365.12,365.12,365.12,365.12,369.288,369.288,369.288
2005-01,368.29,370.27,370.29,370.35,371.36,367.61,367.61,367.61,367.61,367.95,367.95,367.95,367.95,366.83,366.83,366.83,366.83,366.88,366.88,366.88,366.88,366.88,366.88,366.88,366.88,360.51,360.51,360.51,360.51,360.51,360.51,360.51,360.51,360.51,360.51,360.51,360.51,365.560,365.560,365.560
2005-04,,367.05,367.58,368.05,369.07,365.17,365.17,365.17,365.17,366.03,366.03,366.03,366.03,366.43,366.43,366.43,366.43,366.58,366.58,366.58,366.58,366.58,366.58,366.58,366.58,363.70,363.70,363.70,363.70,363.70,363.70,363.70,363.70,363.70,363.70,363.70,363.70,365.437,365.437,365.437
2005-07,,,365.78,368.40,369.32,367.31,367.31,367.31,367.31,368.67,368.67,368.67,368.67,368.38,368.38,368.38,368.38,368.72,368.72,368.72,368.72,368.72,368.72,368.72,368.72,370.01,370.01,370.01,370.01,370.01,370.01,370.01,370.01,370.01,370.01,370.01,370.01,367.962,367.962,367.962
2005-10,,,,381.65,381.90,377.82,377.82,377.82,377.82,379.90,379.90,379.90,379.90,379.73,379.73,379.73,379.73,378.86,378.86,378.86,378.86,378.86,378.86,378.86,378.86,369.63,369.63,369.63,369.63,369.63,369.63,369.63,369.63,369.63,369.63,369.63,369.63,376.698,376.698,376.698
2006-01,,,,,381.46,378.63,378.54,377.98,378.22,377.90,377.90,377.90,377.90,376.61,376.61,376.61,376.61,376.90,376.90,376.90,376.90,377.34,377.34,377.34,377.34,371.49,371.49,371.49,371.49,371.49,371.49,371.49,371.49,371.49,371.49,371.49,371.49,377.041,377.041,377.041
2006-04,,,,,,369.55,370.65,370.24,370.13,372.56,372.56,372.56,372.56,372.67,372.67,372.67,372.67,373.49,373.49,373.49,373.49,374.12,374.12,374.12,374.12,372.73,372.73,372.73,372.73,372.73,372.73,372.73,372.73,372.73,372.73,372.73,372.73,374.472,374.472,374.472
