"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,2.019,2.019,2.019,2.019,2.019,2.019,2.019,2.019,2.019,2.019,2.019,2.019,1.855,1.855,1.855
1991-04,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,1.874,1.874,1.874
1991-07,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,1.897,1.897,1.897
1991-10,2.067,2.067,2.067,2.067,2.067,2.067,2.067,2.067,2.067,2.067,2.067,2.067,1.909,1.909,1.909
1992-01,2.051,2.051,2.051,2.051,2.051,2.051,2.051,2.051,2.051,2.051,2.051,2.051,1.883,1.883,1.883
1992-04,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,1.914,1.914,1.914
1992-07,2.088,2.088,2.088,2.088,2.088,2.088,2.088,2.088,2.088,2.088,2.088,2.088,1.941,1.941,1.941
1992-10,2.110,2.110,2.110,2.110,2.110,2.110,2.110,2.110,2.110,2.110,2.110,2.110,1.934,1.934,1.934
1993-01,2.093,2.093,2.093,2.093,2.093,2.093,2.093,2.093,2.093,2.093,2.093,2.093,1.900,1.900,1.900
1993-04,2.113,2.113,2.113,2.113,2.113,2.113,2.113,2.113,2.113,2.113,2.113,2.113,1.929,1.929,1.929
1993-07,2.140,2.140,2.140,2.140,2.140,2.140,2.140,2.140,2.140,2.140,2.140,2.140,1.974,1.974,1.974
1993-10,2.178,2.178,2.178,2.178,2.178,2.178,2.178,2.178,2.178,2.178,2.178,2.178,1.995,1.995,1.995
1994-01,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,1.990,1.990,1.990
1994-04,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.044,2.044,2.044
1994-07,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.110,2.110,2.110
1994-10,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.149,2.149,2.149
1995-01,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.132,2.132,2.132
1995-04,2.347,2.347,2.347,2.347,2.347,2.347,2.347,2.347,2.347,2.347,2.347,2.347,2.193,2.193,2.193
1995-07,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.245,2.245,2.245
1995-10,2.420,2.420,2.420,2.420,2.420,2.420,2.420,2.420,2.420,2.420,2.420,2.420,2.272,2.272,2.272
1996-01,2.421,2.421,2.421,2.421,2.421,2.421,2.421,2.421,2.421,2.421,2.421,2.421,2.247,2.247,2.247
1996-04,2.457,2.457,2.457,2.457,2.457,2.457,2.457,2.457,2.457,2.457,2.457,2.457,2.305,2.305,2.305
1996-07,2.484,2.484,2.484,2.484,2.484,2.484,2.484,2.484,2.484,2.484,2.484,2.484,2.369,2.369,2.369
1996-10,2.526,2.526,2.526,2.526,2.526,2.526,2.526,2.526,2.526,2.526,2.526,2.526,2.396,2.396,2.396
1997-01,2.511,2.511,2.511,2.511,2.511,2.511,2.511,2.511,2.511,2.511,2.511,2.511,2.363,2.363,2.363
1997-04,2.549,2.549,2.549,2.549,2.549,2.549,2.549,2.549,2.549,2.549,2.549,2.549,2.431,2.431,2.431
