"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2005,2005,,,,,,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,112.73,112.73,112.73,112.73,112.73,112.73,112.73,112.73,112.73,112.73,112.73,112.73,121.71,121.71,121.71
1991-04,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,120.90,120.90,120.90
1991-07,109.40,109.40,109.40,109.40,109.40,109.40,109.40,109.40,109.40,109.40,109.40,109.40,119.92,119.92,119.92
1991-10,113.43,113.43,113.43,113.43,113.43,113.43,113.43,113.43,113.43,113.43,113.43,113.43,123.38,123.38,123.38
1992-01,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,124.50,124.50,124.50
1992-04,114.56,114.56,114.56,114.56,114.56,114.56,114.56,114.56,114.56,114.56,114.56,114.56,123.41,123.41,123.41
1992-07,115.62,115.62,115.62,115.62,115.62,115.62,115.62,115.62,115.62,115.62,115.62,115.62,125.39,125.39,125.39
1992-10,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,126.18,126.18,126.18
1993-01,119.54,119.54,119.54,119.54,119.54,119.54,119.54,119.54,119.54,119.54,119.54,119.54,129.43,129.43,129.43
1993-04,122.07,122.07,122.07,122.07,122.07,122.07,122.07,122.07,122.07,122.07,122.07,122.07,132.42,132.42,132.42
1993-07,121.44,121.44,121.44,121.44,121.44,121.44,121.44,121.44,121.44,121.44,121.44,121.44,132.02,132.02,132.02
1993-10,123.34,123.34,123.34,123.34,123.34,123.34,123.34,123.34,123.34,123.34,123.34,123.34,134.03,134.03,134.03
1994-01,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,122.88,132.99,132.99,132.99
1994-04,123.01,123.01,123.01,123.01,123.01,123.01,123.01,123.01,123.01,123.01,123.01,123.01,132.55,132.55,132.55
1994-07,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,131.53,131.53,131.53
1994-10,121.19,121.19,121.19,121.19,121.19,121.19,121.19,121.19,121.19,121.19,121.19,121.19,129.92,129.92,129.92
1995-01,119.55,119.55,119.55,119.55,119.55,119.55,119.55,119.55,119.55,119.55,119.55,119.55,127.39,127.39,127.39
1995-04,119.92,119.92,119.92,119.92,119.92,119.92,119.92,119.92,119.92,119.92,119.92,119.92,127.35,127.35,127.35
1995-07,119.92,119.92,119.92,119.92,119.92,119.92,119.92,119.92,119.92,119.92,119.92,119.92,127.16,127.16,127.16
1995-10,121.67,121.67,121.67,121.67,121.67,121.67,121.67,121.67,121.67,121.67,121.67,121.67,129.66,129.66,129.66
