"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,,,,,,,,2005,2005,2005,2005,2005,2010,2010
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,114.59,114.59,114.59,114.59,114.59,114.59,114.59,114.59,114.59,114.59,114.59,114.59,121.05,121.05
1991-04,106.01,106.01,106.01,106.01,106.01,106.01,106.01,106.01,106.01,106.01,106.01,106.01,111.47,111.47
1991-07,107.75,107.75,107.75,107.75,107.75,107.75,107.75,107.75,107.75,107.75,107.75,107.75,113.43,113.43
1991-10,106.31,106.31,106.31,106.31,106.31,106.31,106.31,106.31,106.31,106.31,106.31,106.31,112.00,112.00
1992-01,110.22,110.22,110.22,110.22,110.22,110.22,110.22,110.22,110.22,110.22,110.22,110.22,116.30,116.30
1992-04,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,102.79,102.79
1992-07,103.93,103.93,103.93,103.93,103.93,103.93,103.93,103.93,103.93,103.93,103.93,103.93,109.92,109.92
1992-10,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,109.26,109.26
1993-01,105.84,105.84,105.84,105.84,105.84,105.84,105.84,105.84,105.84,105.84,105.84,105.84,111.78,111.78
1993-04,97.07,97.07,97.07,97.07,97.07,97.07,97.07,97.07,97.07,97.07,97.07,97.07,102.71,102.71
1993-07,103.89,103.89,103.89,103.89,103.89,103.89,103.89,103.89,103.89,103.89,103.89,103.89,109.88,109.88
1993-10,103.57,103.57,103.57,103.57,103.57,103.57,103.57,103.57,103.57,103.57,103.57,103.57,109.70,109.70
1994-01,106.38,106.38,106.38,106.38,106.38,106.38,106.38,106.38,106.38,106.38,106.38,106.38,112.49,112.49
1994-04,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,102.60,102.60
1994-07,104.07,104.07,104.07,104.07,104.07,104.07,104.07,104.07,104.07,104.07,104.07,104.07,110.25,110.25
1994-10,102.82,102.82,102.82,102.82,102.82,102.82,102.82,102.82,102.82,102.82,102.82,102.82,109.16,109.16
1995-01,106.00,106.00,106.00,106.00,106.00,106.00,106.00,106.00,106.00,106.00,106.00,106.00,112.47,112.47
1995-04,96.12,96.12,96.12,96.12,96.12,96.12,96.12,96.12,96.12,96.12,96.12,96.12,102.03,102.03
1995-07,103.44,103.44,103.44,103.44,103.44,103.44,103.44,103.44,103.44,103.44,103.44,103.44,109.99,109.99
1995-10,103.39,103.39,103.39,103.39,103.39,103.39,103.39,103.39,103.39,103.39,103.39,103.39,110.19,110.19
1996-01,106.30,106.30,106.30,106.30,106.30,106.30,106.30,106.30,106.30,106.30,106.30,106.30,112.21,112.21
1996-04,96.50,96.50,96.50,96.50,96.50,96.50,96.50,96.50,96.50,96.50,96.50,96.50,101.75,101.75
