"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,2800.1864,2800.1864,2800.1864,2800.1864,2800.1864,2800.1864,2800.1864,2800.1864,2800.1864,2800.1864,2800.1864,2800.1864,2940.0700,2940.0700
1991-04,2546.5236,2546.5236,2546.5236,2546.5236,2546.5236,2546.5236,2546.5236,2546.5236,2546.5236,2546.5236,2546.5236,2546.5236,2673.1759,2673.1759
1991-07,2727.5250,2727.5250,2727.5250,2727.5250,2727.5250,2727.5250,2727.5250,2727.5250,2727.5250,2727.5250,2727.5250,2727.5250,2872.1951,2872.1951
1991-10,2747.1580,2747.1580,2747.1580,2747.1580,2747.1580,2747.1580,2747.1580,2747.1580,2747.1580,2747.1580,2747.1580,2747.1580,2885.6765,2885.6765
1992-01,2808.0375,2808.0375,2808.0375,2808.0375,2808.0375,2808.0375,2808.0375,2808.0375,2808.0375,2808.0375,2808.0375,2808.0375,2940.3061,2940.3061
1992-04,2571.4519,2571.4519,2571.4519,2571.4519,2571.4519,2571.4519,2571.4519,2571.4519,2571.4519,2571.4519,2571.4519,2571.4519,2711.8890,2711.8890
1992-07,2756.7454,2756.7454,2756.7454,2756.7454,2756.7454,2756.7454,2756.7454,2756.7454,2756.7454,2756.7454,2756.7454,2756.7454,2906.0511,2906.0511
1992-10,2745.5771,2745.5771,2745.5771,2745.5771,2745.5771,2745.5771,2745.5771,2745.5771,2745.5771,2745.5771,2745.5771,2745.5771,2876.6640,2876.6640
1993-01,2804.4473,2804.4473,2804.4473,2804.4473,2804.4473,2804.4473,2804.4473,2804.4473,2804.4473,2804.4473,2804.4473,2804.4473,2904.2904,2904.2904
1993-04,2573.2325,2573.2325,2573.2325,2573.2325,2573.2325,2573.2325,2573.2325,2573.2325,2573.2325,2573.2325,2573.2325,2573.2325,2673.7971,2673.7971
1993-07,2761.2990,2761.2990,2761.2990,2761.2990,2761.2990,2761.2990,2761.2990,2761.2990,2761.2990,2761.2990,2761.2990,2761.2990,2884.2130,2884.2130
1993-10,2760.0397,2760.0397,2760.0397,2760.0397,2760.0397,2760.0397,2760.0397,2760.0397,2760.0397,2760.0397,2760.0397,2760.0397,2871.7482,2871.7482
1994-01,2824.3692,2824.3692,2824.3692,2824.3692,2824.3692,2824.3692,2824.3692,2824.3692,2824.3692,2824.3692,2824.3692,2824.3692,2941.1075,2941.1075
1994-04,2586.5745,2586.5745,2586.5745,2586.5745,2586.5745,2586.5745,2586.5745,2586.5745,2586.5745,2586.5745,2586.5745,2586.5745,2694.7218,2694.7218
1994-07,2793.4061,2793.4061,2793.4061,2793.4061,2793.4061,2793.4061,2793.4061,2793.4061,2793.4061,2793.4061,2793.4061,2793.4061,2918.9877,2918.9877
1994-10,2783.0560,2783.0560,2783.0560,2783.0560,2783.0560,2783.0560,2783.0560,2783.0560,2783.0560,2783.0560,2783.0560,2783.0560,2894.0874,2894.0874
1995-01,2830.5594,2830.5594,2830.5594,2830.5594,2830.5594,2830.5594,2830.5594,2830.5594,2830.5594,2830.5594,2830.5594,2830.5594,2953.4619,2953.4619
1995-04,2582.7375,2582.7375,2582.7375,2582.7375,2582.7375,2582.7375,2582.7375,2582.7375,2582.7375,2582.7375,2582.7375,2582.7375,2696.3286,2696.3286
1995-07,2796.6610,2796.6610,2796.6610,2796.6610,2796.6610,2796.6610,2796.6610,2796.6610,2796.6610,2796.6610,2796.6610,2796.6610,2928.7679,2928.7679
1995-10,2833.3519,2833.3519,2833.3519,2833.3519,2833.3519,2833.3519,2833.3519,2833.3519,2833.3519,2833.3519,2833.3519,2833.3519,2955.3799,2955.3799
