"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,9484.0281,9482.9840,9482.9840,9486.8849,9486.8849,9482.3979,9482.3979,9482.3979,9481.1904,9495.7243,9497.3396,9497.3396,9497.4407,9501.6035,9501.6035,9501.6035,9515.5342,9608.6400,9608.6362,9608.6400,9608.7800,9607.2800,9607.2800,9607.2815,9607.2815,9608.5295,9608.3876,9608.3876,9608.2736,9588.1305,9588.1220
1991-04,9404.9727,9401.5555,9401.5555,9405.1570,9405.1570,9400.2615,9400.2615,9400.2615,9399.9768,9396.1385,9393.0635,9393.0635,9392.9301,9392.7305,9392.7305,9392.7305,9391.6820,9586.5300,9586.5306,9586.5300,9586.1600,9585.9700,9585.9700,9585.9647,9585.9647,9584.0481,9583.9449,9583.9449,9584.3506,9525.8877,9525.8996
1991-07,9292.8651,9292.5845,9292.5845,9296.1370,9296.1370,9293.2431,9293.2431,9293.2431,9287.0932,9280.7347,9281.2096,9281.2096,9281.1687,9289.7778,9289.7778,9289.7778,9290.6821,9427.6900,9427.6926,9427.6900,9428.6800,9427.0800,9427.0800,9427.0764,9427.0764,9428.8995,9428.7804,9428.7804,9427.7281,9400.8429,9400.8432
1991-10,9286.2431,9287.5559,9287.5559,9276.5010,9276.5010,9281.1356,9281.1356,9281.1356,9288.7779,9286.9668,9287.9516,9287.9516,9288.0248,9275.7769,9275.7769,9275.7769,9261.9908,9390.1100,9390.1077,9390.1100,9389.3500,9394.0600,9394.0600,9394.0673,9394.0673,9391.5311,9391.8952,9391.8952,9392.6559,9384.7646,9384.7609
1992-01,9364.8588,9363.5113,9363.5113,9367.2519,9367.2519,9362.4214,9362.4214,9362.4214,9362.4192,9376.0227,9377.7524,9377.7524,9377.8202,9382.4470,9382.4470,9382.4470,9394.4727,9507.4300,9507.4287,9507.4300,9507.5500,9506.2400,9506.2400,9506.2473,9506.2473,9507.3458,9507.2128,9507.2128,9507.1201,9453.6821,9453.6746
1992-04,9320.4150,9317.4363,9317.4363,9321.0691,9321.0691,9315.8838,9315.8838,9315.8838,9315.6972,9312.0477,9308.9374,9308.9374,9308.8533,9312.5124,9312.5124,9312.5124,9311.6755,9399.9100,9399.9063,9399.9100,9399.6200,9399.5000,9399.5000,9399.4841,9399.4841,9397.7629,9397.6742,9397.6742,9398.0138,9382.8430,9382.8539
1992-07,9209.4380,9209.4210,9209.4210,9212.5725,9212.5725,9210.4149,9210.4149,9210.4149,9204.7744,9199.3490,9199.6893,9199.6893,9199.6349,9201.6313,9201.6313,9201.6313,9202.4223,9310.8500,9310.8508,9310.8500,9311.7200,9310.3900,9310.3900,9310.3575,9310.3575,9311.9222,9311.8235,9311.8235,9310.8797,9281.7745,9281.7749
1992-10,9068.3872,9069.3363,9069.3363,9058.8114,9058.8114,9063.5673,9063.5673,9063.5673,9069.3963,9067.5787,9068.6189,9068.6189,9068.6897,9063.9781,9063.9781,9063.9781,9051.9986,9231.7400,9231.7405,9231.7400,9231.0400,9235.2000,9235.2000,9235.2375,9235.2375,9232.9435,9233.2639,9233.2639,9233.9608,9182.6950,9182.6912
1993-01,8990.1868,8988.9914,8988.9914,8992.4216,8992.4216,8987.4412,8987.4412,8987.4412,8988.0542,8998.2578,8999.7339,8999.7339,8999.7770,9004.0383,9004.0383,9004.0383,9013.6916,9069.5700,9069.5659,9069.5700,9069.5900,9068.7000,9068.7000,9068.6848,9068.6848,9069.5575,9069.4439,9069.4439,9069.4189,8997.8597,8997.8532
1993-04,8900.2935,8897.8961,8897.8961,8901.3637,8901.3637,8896.1271,8896.1271,8896.1271,8896.0966,8893.2752,8891.4028,8891.4028,8891.3601,8894.6507,8894.6507,8894.6507,8894.0895,9003.8700,9003.8682,9003.8700,9003.7900,9003.8600,9003.8600,9003.8390,9003.8390,9002.6073,9002.5354,9002.5354,9002.7048,8946.5572,8946.5671
1993-07,8877.0789,8877.1075,8877.1075,8879.6373,8879.6373,8878.3406,8878.3406,8878.3406,8873.5617,8870.0486,8869.5876,8869.5876,8869.5229,8870.8299,8870.8299,8870.8299,8870.9759,8965.6900,8965.6927,8965.6900,8966.2600,8965.7100,8965.7100,8965.6508,8965.6508,8966.4895,8966.4050,8966.4050,8965.7789,8895.9813,8895.9817
1993-10,8763.0701,8763.4874,8763.4874,8754.0598,8754.0598,8758.5949,8758.5949,8758.5949,8762.7912,8761.3023,8762.1596,8762.1596,8762.2239,8752.4968,8752.4968,8752.4968,8743.2589,8915.2000,8915.1978,8915.2000,8914.6800,8917.4000,8917.4000,8917.4891,8917.4891,8915.6955,8915.9656,8915.9656,8916.4472,8852.5918,8852.5881
1994-01,8817.0197,8815.8930,8815.8930,8818.7939,8818.7939,8813.5510,8813.5510,8813.5510,8813.5196,8819.8232,8820.6074,8820.6074,8820.6245,8824.6844,8824.6844,8824.6844,8832.0776,8922.5200,8922.5197,8922.5200,8922.4400,8922.0300,8922.0300,8921.9724,8921.9724,8922.6430,8922.5461,8922.5461,8922.5875,8830.8802,8830.8749
1994-04,8783.8385,8782.0745,8782.0745,8784.6031,8784.6031,8779.3908,8779.3908,8779.3908,8779.9220,8778.4179,8778.3725,8778.3725,8778.3719,8780.5549,8780.5549,8780.5549,8780.0001,8884.1300,8884.1289,8884.1300,8884.2100,8884.4400,8884.4400,8884.3906,8884.3906,8883.5347,8883.4748,8883.4748,8883.5224,8788.5178,8788.5261
1994-07,8795.1734,8795.2869,8795.2869,8796.6510,8796.6510,8796.4365,8796.4365,8796.4365,8793.4151,8792.2604,8791.1955,8791.1955,8791.1252,8797.0994,8797.0994,8797.0994,8796.5090,8878.2000,8878.1958,8878.2000,8878.5000,8878.4500,8878.4500,8878.3971,8878.3971,8878.6409,8878.5703,8878.5703,8878.2193,8809.2632,8809.2633
1994-10,8774.9169,8774.3084,8774.3084,8767.5148,8767.5148,8771.1751,8771.1751,8771.1751,8773.6967,8772.4788,8772.8048,8772.8048,8772.8585,8764.3918,8764.3918,8764.3918,8758.1437,8859.5500,8859.5504,8859.5500,8859.2500,8860.8000,8860.8000,8860.9490,8860.9490,8859.5535,8859.7809,8859.7809,8860.0429,8817.0456,8817.0424
1995-01,8709.0142,8707.8504,8707.8504,8709.8338,8709.8338,8704.7220,8704.7220,8704.7220,8703.3528,8705.9897,8705.7523,8705.7523,8705.7558,8708.6925,8708.6925,8708.6925,8713.8906,8837.0600,8837.0601,8837.0600,8836.8800,8836.8700,8836.8700,8836.7590,8836.7590,8837.1387,8837.0574,8837.0574,8837.1655,8794.4387,8794.4351
