"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,27.313,27.313,27.313,27.313,27.313,27.313,27.313,27.313,27.313,27.313,27.313,27.313,27.313,27.313,27.313,27.313,27.313,27.747,27.747,27.747,27.747,27.747,27.747,27.747,27.747,27.747,27.747,27.747,27.747,27.541,27.541
1991-04,27.209,27.209,27.209,27.209,27.209,27.209,27.209,27.209,27.209,27.209,27.209,27.209,27.209,27.209,27.209,27.209,27.209,27.610,27.610,27.610,27.610,27.610,27.610,27.610,27.610,27.610,27.610,27.610,27.610,27.401,27.401
1991-07,27.076,27.076,27.076,27.076,27.076,27.076,27.076,27.076,27.076,27.076,27.076,27.076,27.076,27.076,27.076,27.076,27.076,27.497,27.497,27.497,27.497,27.497,27.497,27.497,27.497,27.497,27.497,27.497,27.497,27.334,27.334
1991-10,27.160,27.160,27.160,27.160,27.160,27.160,27.160,27.160,27.160,27.160,27.160,27.160,27.160,27.160,27.160,27.160,27.160,27.515,27.515,27.515,27.515,27.515,27.515,27.515,27.515,27.515,27.515,27.515,27.515,27.311,27.311
1992-01,26.705,26.705,26.705,26.705,26.705,26.705,26.705,26.705,26.705,26.705,26.705,26.705,26.705,26.705,26.705,26.705,26.705,27.051,27.051,27.051,27.051,27.051,27.051,27.051,27.051,27.051,27.051,27.051,27.051,26.853,26.853
1992-04,26.652,26.652,26.652,26.652,26.652,26.652,26.652,26.652,26.652,26.652,26.652,26.652,26.652,26.652,26.652,26.652,26.652,26.981,26.981,26.981,26.981,26.981,26.981,26.981,26.981,26.981,26.981,26.981,26.981,26.775,26.775
