"",2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
2009-07,,,,,,,,,2456.5104,2512.3919,2511.1856,2505.6099,2505.6099,2505.6099,2505.6099,2424.3191,2424.3191,2424.3191,2424.3191,2438.3753,2438.3753,2438.3753,2438.3753,2438.7366,2438.7366,2438.7366,2438.7366,2524.9614,2524.9614
2009-10,,,,,,,,,,2567.0691,2581.6763,2566.7025,2566.7025,2566.7025,2566.7025,2494.3761,2494.3761,2494.3761,2494.3761,2518.1713,2518.1713,2518.1713,2518.1713,2512.7363,2512.7363,2512.7363,2512.7363,2566.7808,2566.7808
2010-01,,,,,,,,,,,2540.7745,2546.7003,2547.7560,2554.8796,2554.1750,2476.7213,2476.7213,2476.7213,2476.7213,2490.8289,2490.8289,2490.8289,2490.8289,2483.8133,2483.8133,2483.8133,2483.8133,2530.6830,2530.6830
2010-04,,,,,,,,,,,,2395.3592,2408.2975,2421.3039,2423.0304,2333.3560,2333.3560,2333.3560,2333.3560,2350.5100,2350.5100,2350.5100,2350.5100,2346.6417,2346.6417,2346.6417,2346.6417,2381.5519,2381.5519
2010-07,,,,,,,,,,,,,2640.7953,2655.3393,2660.7828,2557.4731,2557.4731,2557.4731,2557.4731,2577.6891,2577.6891,2577.6891,2577.6891,2571.6625,2571.6625,2571.6625,2571.6625,2613.9489,2613.9489
2010-10,,,,,,,,,,,,,,2739.8178,2751.6918,2657.9856,2657.9856,2657.9856,2657.9856,2678.9830,2678.9830,2678.9830,2678.9830,2671.9945,2671.9945,2671.9945,2671.9945,2719.7588,2719.7588
2011-01,,,,,,,,,,,,,,,2737.6000,2630.6566,2635.7455,2634.8048,2641.1480,2652.5583,2652.5583,2652.5583,2652.5583,2645.9995,2645.9995,2645.9995,2645.9995,2694.9903,2694.9903
2011-04,,,,,,,,,,,,,,,,2419.3993,2434.2074,2431.4664,2428.4326,2437.9270,2437.9270,2437.9270,2437.9270,2432.8953,2432.8953,2432.8953,2432.8953,2478.9511,2478.9511
2011-07,,,,,,,,,,,,,,,,,2639.9678,2640.8456,2642.6004,2652.9389,2652.9389,2652.9389,2652.9389,2649.5927,2649.5927,2649.5927,2649.5927,2705.9259,2705.9259
2011-10,,,,,,,,,,,,,,,,,,2693.3693,2668.7395,2682.6402,2682.6402,2682.6402,2682.6402,2680.7677,2680.7677,2680.7677,2680.7677,2737.3624,2737.3624
2012-01,,,,,,,,,,,,,,,,,,,2726.7626,2735.3585,2738.9333,2722.9502,2721.6803,2714.6761,2714.6761,2714.6761,2714.6761,2786.7497,2786.7497
2012-04,,,,,,,,,,,,,,,,,,,,2474.3773,2475.6998,2416.5873,2415.5019,2408.6186,2408.6186,2408.6186,2408.6186,2464.5406,2464.5406
2012-07,,,,,,,,,,,,,,,,,,,,,2550.0117,2616.6253,2616.8339,2612.6477,2612.6477,2612.6477,2612.6477,2680.7860,2680.7860
2012-10,,,,,,,,,,,,,,,,,,,,,,2627.3375,2660.7136,2651.9153,2651.9153,2651.9153,2651.9153,2712.8398,2712.8398
2013-01,,,,,,,,,,,,,,,,,,,,,,,2651.5760,2638.6581,2633.3167,2627.9652,2628.7071,2695.9967,2695.9967
2013-04,,,,,,,,,,,,,,,,,,,,,,,,2473.2421,2473.3552,2480.0524,2479.5868,2524.6456,2524.6456
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,2688.0984,2694.1448,2690.9514,2750.5920,2750.5920
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,2682.0097,2686.9468,2732.0328,2732.0328
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,2735.4759,2781.4156,2782.7337
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,2533.2247,2533.0256
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2773.4837
