"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19
1999-01,1958.5106,1958.5782,1958.5782,1958.5782,1958.5782,1958.3260,1958.3260,1958.3260,1958.3260,1956.7827,1956.7827,1956.7827,1957.2049,1957.0867,1957.0867,1957.0867,1956.8641
1999-04,1988.2495,1988.3222,1988.3222,1988.3222,1988.3222,1988.1753,1988.1753,1988.1753,1988.1753,1988.1123,1988.1123,1988.1123,1988.0142,1988.2372,1988.2372,1988.2372,1988.2416
1999-07,2019.5773,2019.4764,2019.4764,2019.4764,2019.4764,2019.3466,2019.3466,2019.3466,2019.3466,2019.9817,2019.9817,2019.9817,2019.7806,2020.0502,2020.0502,2020.0502,2019.9483
1999-10,2049.8602,2049.5155,2049.5155,2049.5155,2049.5155,2049.4385,2049.4385,2049.4385,2049.4385,2050.6125,2050.6125,2050.6125,2050.4896,2050.1134,2050.1134,2050.1134,2050.4335
2000-01,2083.0818,2083.1015,2083.1015,2083.1015,2083.1015,2083.0812,2083.0812,2083.0812,2083.0812,2082.1401,2082.1401,2082.1401,2082.4461,2082.2796,2082.2796,2082.2796,2082.1565
2000-04,2111.4173,2111.5663,2111.5663,2111.5663,2111.5663,2111.3604,2111.3604,2111.3604,2111.3604,2111.6598,2111.6598,2111.6598,2111.5959,2112.1560,2112.1560,2112.1560,2111.9151
2000-07,2132.5171,2132.4437,2132.4437,2132.4437,2132.4437,2132.2254,2132.2254,2132.2254,2132.2254,2132.9837,2132.9837,2132.9837,2132.9086,2133.6703,2133.6703,2133.6703,2133.5602
2000-10,2150.4404,2150.0147,2150.0147,2150.0147,2150.0147,2149.8110,2149.8110,2149.8110,2149.8110,2149.9158,2149.9158,2149.9158,2149.7488,2149.1625,2149.1625,2149.1625,2149.6366
2001-01,2165.0890,2165.0656,2165.0656,2165.0656,2165.0656,2165.3716,2165.3716,2165.3716,2165.3716,2165.4343,2165.4343,2165.4343,2165.6231,2165.3784,2165.3784,2165.3784,2165.4282
2001-04,2182.7473,2183.0063,2183.0063,2183.0063,2183.0063,2182.6538,2182.6538,2182.6538,2182.6538,2182.9151,2182.9151,2182.9151,2182.9233,2183.8888,2183.8888,2183.8888,2183.3513
2001-07,2188.0524,2187.9552,2187.9552,2187.9552,2187.9552,2187.7257,2187.7257,2187.7257,2187.7257,2188.2297,2188.2297,2188.2297,2188.2412,2188.8765,2188.8765,2188.8765,2188.7316
2001-10,2190.9833,2190.5192,2190.5192,2190.5192,2190.5192,2190.1316,2190.1316,2190.1316,2190.1316,2189.5299,2189.5299,2189.5299,2189.3215,2188.5473,2188.5473,2188.5473,2189.1799
2002-01,2193.6526,2193.4512,2193.4512,2193.4512,2193.4512,2194.1903,2194.1903,2194.1903,2194.1903,2195.1066,2195.1066,2195.1066,2195.1560,2194.7724,2194.7724,2194.7724,2195.1149
2002-04,2200.5198,2200.9747,2200.9747,2200.9747,2200.9747,2200.3309,2200.3309,2200.3309,2200.3309,2200.3362,2200.3362,2200.3362,2200.4559,2201.6852,2201.6852,2201.6852,2200.8476
2002-07,2202.3677,2201.9810,2201.9810,2201.9810,2201.9810,2201.8142,2201.8142,2201.8142,2201.8142,2201.9421,2201.9421,2201.9421,2202.0110,2202.7644,2202.7644,2202.7644,2202.4065
2002-10,2199.6443,2199.4647,2199.4647,2199.4647,2199.4647,2198.8774,2198.8774,2198.8774,2198.8774,2198.0444,2198.0444,2198.0444,2197.8062,2196.7899,2196.7899,2196.7899,2197.6427
2003-01,2202.0932,2201.4524,2201.4524,2201.4524,2201.4524,2202.6009,2202.6009,2202.6009,2202.6009,2204.0847,2204.0847,2204.0847,2204.0639,2203.4977,2203.4977,2203.4977,2204.2816
2003-04,2199.2052,2200.0194,2200.0194,2200.0194,2200.0194,2198.8714,2198.8714,2198.8714,2198.8714,2198.3820,2198.3820,2198.3820,2198.5970,2199.8760,2199.8760,2199.8760,2198.8032
2003-07,2217.5568,2216.7801,2216.7801,2216.7801,2216.7801,2216.7461,2216.7461,2216.7461,2216.7461,2216.4249,2216.4249,2216.4249,2216.4609,2217.4982,2217.4982,2217.4982,2216.7351
2003-10,2223.8399,2224.1257,2224.1257,2224.1257,2224.1257,2223.5007,2223.5007,2223.5007,2223.5007,2223.0434,2223.0434,2223.0434,2222.8132,2222.2402,2222.2402,2222.2402,2223.2922
2004-01,2230.0379,2229.1862,2229.1862,2229.1862,2229.1862,2227.1784,2227.1784,2227.1784,2227.1784,2228.7483,2228.7483,2228.7483,2228.7444,2227.8254,2227.8254,2227.8254,2229.3598
2004-04,2231.9053,2234.2230,2234.2230,2234.2230,2234.2230,2228.5576,2228.5576,2228.5576,2228.5576,2227.6320,2227.6320,2227.6320,2227.9056,2229.1307,2229.1307,2229.1307,2227.8653
2004-07,2252.6228,2251.7227,2251.7227,2251.7227,2251.7227,2249.2026,2249.2026,2249.2026,2249.2026,2248.2250,2248.2250,2248.2250,2248.1401,2249.4778,2249.4778,2249.4778,2247.7330
2004-10,2256.6025,2258.8676,2258.8676,2258.8676,2258.8676,2255.2263,2255.2263,2255.2263,2255.2263,2255.7780,2255.7780,2255.7780,2255.5932,2253.9424,2253.9424,2253.9424,2255.4184
2005-01,2276.4521,2273.4235,2273.4235,2273.4235,2273.4235,2259.2472,2259.2472,2259.2472,2259.2472,2258.3951,2258.3951,2258.3951,2258.5139,2257.3723,2257.3723,2257.3723,2259.8080
2005-04,2285.7586,2281.3089,2281.3089,2281.3089,2281.3089,2256.3322,2256.3322,2256.3322,2256.3322,2253.7312,2253.7312,2253.7312,2254.0266,2254.9809,2254.9809,2254.9809,2253.7200
2005-07,2299.1180,2289.4769,2289.4769,2289.4769,2289.4769,2265.9330,2265.9330,2265.9330,2265.9330,2262.7643,2262.7643,2262.7643,2262.5045,2265.7792,2265.7792,2265.7792,2262.5836
2005-10,2318.3606,2312.9569,2312.9569,2312.9569,2312.9569,2290.8950,2290.8950,2290.8950,2290.8950,2291.1630,2291.1630,2291.1630,2291.0085,2288.5152,2288.5152,2288.5152,2290.5362
2006-01,2330.2763,2320.1419,2320.1419,2320.1419,2320.1419,2302.3895,2302.3895,2302.3895,2302.3895,2288.7064,2288.7064,2288.7064,2288.9995,2288.2098,2288.2098,2288.2098,2291.8857
2006-04,2371.0339,2365.3568,2365.3568,2365.3568,2365.3568,2342.4674,2342.4674,2342.4674,2342.4674,2329.9330,2329.9330,2329.9330,2330.2261,2331.5263,2331.5263,2331.5263,2330.3414
2006-07,2404.5395,2392.7794,2392.7794,2392.7794,2392.7794,2377.6460,2377.6460,2377.6460,2377.6460,2363.9507,2363.9507,2363.9507,2363.5327,2369.7032,2369.7032,2369.7032,2364.1947
2006-10,2430.4086,2427.9222,2427.9222,2427.9222,2427.9222,2406.4434,2406.4434,2406.4434,2406.4434,2402.3718,2402.3718,2402.3718,2402.2036,2398.7788,2398.7788,2398.7788,2401.7963
2007-01,2462.4651,2453.0309,2452.0937,2451.3411,2453.2732,2424.0662,2424.0662,2424.0662,2424.0662,2416.0483,2416.0483,2416.0483,2416.5274,2421.0692,2421.0692,2421.0692,2426.3462
2007-04,,2477.4387,2481.4408,2479.1739,2483.4556,2444.3392,2444.3392,2444.3392,2444.3392,2436.7209,2436.7209,2436.7209,2437.0396,2445.1790,2445.1790,2445.1790,2444.1735
2007-07,,,2493.4073,2491.5269,2489.5675,2458.5855,2458.5855,2458.5855,2458.5855,2444.5157,2444.5157,2444.5157,2443.9969,2460.9730,2460.9730,2460.9730,2452.7110
2007-10,,,,2528.0733,2530.0772,2484.4445,2484.4445,2484.4445,2484.4445,2477.2372,2477.2372,2477.2372,2476.9582,2479.5011,2479.5011,2479.5011,2483.4915
2008-01,,,,,2565.3005,2513.4207,2516.8677,2515.6473,2515.6369,2505.6892,2505.6892,2505.6892,2506.3792,2515.5294,2515.5294,2515.5294,2522.8198
2008-04,,,,,,2541.0809,2534.5938,2533.7133,2533.7029,2520.4491,2520.4491,2520.4491,2520.8251,2532.4844,2532.4844,2532.4844,2531.6977
2008-07,,,,,,,2540.3698,2538.1409,2538.1383,2520.7172,2520.7172,2520.7172,2520.0983,2542.1147,2542.1147,2542.1147,2530.6844
2008-10,,,,,,,,2518.2101,2516.8119,2508.8585,2508.8585,2508.8585,2508.4115,2511.9018,2511.9018,2511.9018,2516.8286
2009-01,,,,,,,,,2464.8223,2449.5323,2436.1943,2436.4405,2436.7746,2460.4785,2460.4785,2460.4785,2469.1569
2009-04,,,,,,,,,,2447.6869,2424.8470,2418.8732,2418.7548,2449.6393,2449.6393,2449.6393,2449.0823
2009-07,,,,,,,,,,,2416.3883,2409.0353,2410.9028,2464.3749,2464.3749,2464.3749,2451.0784
2009-10,,,,,,,,,,,,2437.4467,2455.5522,2494.1562,2494.1562,2494.1562,2499.3311
2010-01,,,,,,,,,,,,,2464.7651,2513.9339,2512.6907,2507.5403,2518.2608
2010-04,,,,,,,,,,,,,,2538.6413,2559.2318,2547.2071,2545.0839
2010-07,,,,,,,,,,,,,,,2601.9566,2591.2629,2573.7039
2010-10,,,,,,,,,,,,,,,,2597.3941,2602.5768
2011-01,,,,,,,,,,,,,,,,,2623.3581
