"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,77.0974,77.0974,77.0974,77.0974,77.0974,77.0974,77.0974,77.0974,77.0974,77.0974,77.0974,77.0974,81.3813,81.3813
1991-04,69.4432,69.4432,69.4432,69.4432,69.4432,69.4432,69.4432,69.4432,69.4432,69.4432,69.4432,69.4432,73.0285,73.0285
1991-07,75.0708,75.0708,75.0708,75.0708,75.0708,75.0708,75.0708,75.0708,75.0708,75.0708,75.0708,75.0708,79.3205,79.3205
1991-10,76.1661,76.1661,76.1661,76.1661,76.1661,76.1661,76.1661,76.1661,76.1661,76.1661,76.1661,76.1661,80.1244,80.1244
1992-01,81.4034,81.4034,81.4034,81.4034,81.4034,81.4034,81.4034,81.4034,81.4034,81.4034,81.4034,81.4034,85.7513,85.7513
1992-04,74.2228,74.2228,74.2228,74.2228,74.2228,74.2228,74.2228,74.2228,74.2228,74.2228,74.2228,74.2228,78.5638,78.5638
1992-07,80.6821,80.6821,80.6821,80.6821,80.6821,80.6821,80.6821,80.6821,80.6821,80.6821,80.6821,80.6821,85.5804,85.5804
1992-10,82.2116,82.2116,82.2116,82.2116,82.2116,82.2116,82.2116,82.2116,82.2116,82.2116,82.2116,82.2116,86.9090,86.9090
1993-01,82.3131,82.3131,82.3131,82.3131,82.3131,82.3131,82.3131,82.3131,82.3131,82.3131,82.3131,82.3131,86.7596,86.7596
1993-04,75.9392,75.9392,75.9392,75.9392,75.9392,75.9392,75.9392,75.9392,75.9392,75.9392,75.9392,75.9392,80.5020,80.5020
1993-07,83.1481,83.1481,83.1481,83.1481,83.1481,83.1481,83.1481,83.1481,83.1481,83.1481,83.1481,83.1481,88.9554,88.9554
1993-10,84.6199,84.6199,84.6199,84.6199,84.6199,84.6199,84.6199,84.6199,84.6199,84.6199,84.6199,84.6199,90.2241,90.2241
1994-01,85.0200,85.0200,85.0200,85.0200,85.0200,85.0200,85.0200,85.0200,85.0200,85.0200,85.0200,85.0200,90.3027,90.3027
1994-04,77.8902,77.8902,77.8902,77.8902,77.8902,77.8902,77.8902,77.8902,77.8902,77.8902,77.8902,77.8902,82.8626,82.8626
1994-07,85.5523,85.5523,85.5523,85.5523,85.5523,85.5523,85.5523,85.5523,85.5523,85.5523,85.5523,85.5523,91.8229,91.8229
1994-10,85.2678,85.2678,85.2678,85.2678,85.2678,85.2678,85.2678,85.2678,85.2678,85.2678,85.2678,85.2678,91.3315,91.3315
1995-01,88.1280,88.1280,88.1280,88.1280,88.1280,88.1280,88.1280,88.1280,88.1280,88.1280,88.1280,88.1280,94.1497,94.1497
1995-04,80.9535,80.9535,80.9535,80.9535,80.9535,80.9535,80.9535,80.9535,80.9535,80.9535,80.9535,80.9535,85.9532,85.9532
1995-07,88.6438,88.6438,88.6438,88.6438,88.6438,88.6438,88.6438,88.6438,88.6438,88.6438,88.6438,88.6438,94.5413,94.5413
1995-10,90.7483,90.7483,90.7483,90.7483,90.7483,90.7483,90.7483,90.7483,90.7483,90.7483,90.7483,90.7483,96.9044,96.9044
1996-01,92.7410,92.7410,92.7410,92.7410,92.7410,92.7410,92.7410,92.7410,92.7410,92.7410,92.7410,92.7410,99.1577,99.1577
1996-04,84.5447,84.5447,84.5447,84.5447,84.5447,84.5447,84.5447,84.5447,84.5447,84.5447,84.5447,84.5447,90.3530,90.3530
1996-07,92.4042,92.4042,92.4042,92.4042,92.4042,92.4042,92.4042,92.4042,92.4042,92.4042,92.4042,92.4042,98.8720,98.8720
1996-10,92.8496,92.8496,92.8496,92.8496,92.8496,92.8496,92.8496,92.8496,92.8496,92.8496,92.8496,92.8496,99.1323,99.1323
1997-01,93.6667,93.6667,93.6667,93.6667,93.6667,93.6667,93.6667,93.6667,93.6667,93.6667,93.6667,93.6667,98.9228,98.9228
