"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,10725.4684,10723.8427,10723.8427,10727.7436,10727.7436,10723.3149,10723.3149,10723.3149,10723.1798,10737.8438,10739.4591,10739.4591,10739.4645,10743.4109,10743.4109,10743.4109,10757.3225,10929.7200,10929.7217,10929.7200,10929.8600,10928.1100,10928.1100,10928.1117,10928.1117,10929.0987,10928.9568,10928.9606,10928.8466,10892.6194,10892.6258
1991-04,10667.9435,10664.7169,10664.7169,10668.3184,10668.3184,10663.3294,10663.3294,10663.3294,10663.0825,10659.3430,10656.2680,10656.2680,10656.5073,10656.0828,10656.0828,10656.0828,10655.0326,10948.8200,10948.8201,10948.8200,10948.4500,10948.0000,10948.0000,10947.9957,10947.9957,10945.9753,10945.8721,10945.9220,10946.3277,10866.4774,10866.5034
1991-07,10559.6166,10559.4760,10559.4760,10563.0285,10563.0285,10560.2645,10560.2645,10560.2645,10554.3059,10547.6853,10548.1602,10548.1602,10548.0013,10556.6753,10556.6753,10556.6753,10557.5436,10783.0100,10783.0077,10783.0100,10783.9900,10782.0500,10782.0500,10782.0505,10782.0505,10783.8413,10783.7222,10783.7531,10782.7008,10734.8266,10734.8435
1991-10,10561.2555,10562.8192,10562.8192,10551.7643,10551.7643,10556.3042,10556.3042,10556.3042,10562.6451,10560.8670,10561.8518,10561.8518,10561.7661,10549.8944,10549.8944,10549.8944,10536.1650,10710.6100,10710.6060,10710.6100,10709.8500,10715.4100,10715.4100,10715.4204,10715.4204,10713.2812,10713.6453,10713.5607,10714.3214,10686.7451,10686.6957
1992-01,10658.7036,10656.9500,10656.9500,10660.6906,10660.6906,10655.8535,10655.8535,10655.8535,10657.0098,10670.7147,10672.4444,10672.4444,10672.3814,10676.7928,10676.7928,10676.7928,10688.7693,10874.9400,10874.9387,10874.9400,10875.0600,10873.5300,10873.5300,10873.5442,10873.5442,10874.3677,10874.2347,10874.2348,10874.1421,10795.8626,10795.8698
1992-04,10616.1839,10613.5275,10613.5275,10617.1603,10617.1603,10611.9057,10611.9057,10611.9057,10611.7573,10608.2756,10605.1653,10605.1653,10605.4601,10608.8914,10608.8914,10608.8914,10608.0583,10763.1500,10763.1531,10763.1500,10762.8700,10762.5100,10762.5100,10762.4932,10762.4932,10760.6792,10760.5905,10760.6565,10760.9961,10723.3966,10723.4219
1992-07,10505.1606,10505.1697,10505.1697,10508.3212,10508.3212,10506.3031,10506.3031,10506.3031,10500.7282,10495.0272,10495.3675,10495.3675,10495.1900,10497.2590,10497.2590,10497.2590,10498.0323,10694.1800,10694.1811,10694.1800,10695.0500,10693.4400,10693.4400,10693.4022,10693.4022,10694.9746,10694.8759,10694.8876,10693.9438,10640.2922,10640.3077
1992-10,10375.4807,10376.4875,10376.4875,10365.9626,10365.9626,10370.6551,10370.6551,10370.6551,10375.2217,10373.4103,10374.4505,10374.4505,10374.3962,10370.0554,10370.0554,10370.0554,10358.1390,10633.9500,10633.9520,10633.9500,10633.2500,10638.1500,10638.1500,10638.1854,10638.1854,10636.2515,10636.5719,10636.4941,10637.1910,10560.8881,10560.8400
1993-01,10293.7960,10292.4590,10292.4590,10295.8892,10295.8892,10290.7451,10290.7451,10290.7451,10292.6622,10303.0756,10304.5517,10304.5517,10304.4447,10308.4755,10308.4755,10308.4755,10318.0576,10449.1300,10449.1329,10449.1300,10449.1600,10448.1600,10448.1600,10448.1508,10448.1508,10448.7060,10448.5924,10448.5883,10448.5633,10353.5920,10353.6003
1993-04,10221.6136,10219.5942,10219.5942,10223.0618,10223.0618,10217.8611,10217.8611,10217.8611,10217.7769,10214.9857,10213.1133,10213.1133,10213.4092,10216.5162,10216.5162,10216.5162,10215.9614,10418.2100,10418.2138,10418.2100,10418.1400,10418.0000,10418.0000,10417.9828,10417.9828,10416.6763,10416.6044,10416.6939,10416.8633,10340.7668,10340.7959
1993-07,10211.5875,10211.4437,10211.4437,10213.9735,10213.9735,10212.8718,10212.8718,10212.8718,10207.9904,10204.2935,10203.8325,10203.8325,10203.6397,10205.0521,10205.0521,10205.0521,10205.2000,10382.4100,10382.4101,10382.4100,10382.9700,10382.2200,10382.2200,10382.1623,10382.1623,10383.0475,10382.9630,10382.9399,10382.3138,10290.4685,10290.4726
1993-10,10116.0553,10116.4086,10116.4086,10106.9810,10106.9810,10111.4489,10111.4489,10111.4489,10114.4973,10112.9522,10113.8095,10113.8095,10113.8134,10104.3949,10104.3949,10104.3949,10095.2200,10367.0100,10367.0053,10367.0100,10366.4900,10369.7100,10369.7100,10369.8051,10369.8051,10368.3573,10368.6274,10368.5654,10369.0470,10285.8940,10285.8526
1994-01,10183.8311,10182.6458,10182.6458,10185.5467,10185.5467,10180.0488,10180.0488,10180.0488,10181.2802,10187.8608,10188.6450,10188.6450,10188.5162,10192.3264,10192.3264,10192.3264,10199.6541,10383.4000,10383.4049,10383.4000,10383.3200,10382.9500,10382.9500,10382.8935,10382.8935,10383.2334,10383.1365,10383.1366,10383.1780,10267.8495,10267.8612
1994-04,10165.4519,10164.1372,10164.1372,10166.6658,10166.6658,10161.5147,10161.5147,10161.5147,10161.9185,10160.3760,10160.3306,10160.3306,10160.5926,10162.6298,10162.6298,10162.6298,10162.0863,10361.0900,10361.0868,10361.0900,10361.1600,10361.2300,10361.2300,10361.1869,10361.1869,10360.2982,10360.2383,10360.3196,10360.3672,10241.3566,10241.3895
1994-07,10186.3895,10186.2976,10186.2976,10187.6617,10187.6617,10187.6695,10187.6695,10187.6695,10184.3264,10183.0894,10182.0245,10182.0245,10181.8644,10187.9671,10187.9671,10187.9671,10187.3786,10355.3600,10355.3552,10355.3600,10355.6600,10355.4500,10355.4500,10355.4007,10355.4007,10355.7075,10355.6369,10355.6014,10355.2504,10265.4737,10265.4633
1994-10,10172.7920,10171.9983,10171.9983,10165.2047,10165.2047,10168.8365,10168.8365,10168.8365,10170.5443,10169.1702,10169.4962,10169.4962,10169.5230,10161.3232,10161.3232,10161.3232,10155.1275,10349.9000,10349.8956,10349.9000,10349.5900,10351.4300,10351.4300,10351.5758,10351.5758,10350.4810,10350.7084,10350.6624,10350.9244,10287.8430,10287.8088
1995-01,10121.1221,10119.9543,10119.9543,10121.9377,10121.9377,10116.4228,10116.4228,10116.4228,10116.0221,10119.0482,10118.8108,10118.8108,10118.6945,10121.3680,10121.3680,10121.3680,10126.5016,10363.7100,10363.7135,10363.7100,10363.5300,10363.6700,10363.6700,10363.5613,10363.5613,10363.6220,10363.5407,10363.5463,10363.6544,10300.1785,10300.1937
