"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,213.82,213.82,213.82,213.82,213.82,213.84,213.84,213.84,213.84,213.83,213.83,213.83,213.83,213.86,213.86,213.82,213.82,213.85,213.85,213.85,213.85,213.73,213.72,213.72,213.70,214.01,214.01,214.01,214.01,214.22,214.22,214.22,214.22,214.10,214.10,214.10,214.10,217.222,217.076,217.076
1991-04,219.52,219.52,219.52,219.52,219.52,219.49,219.49,219.49,219.49,219.56,219.56,219.56,219.56,219.51,219.51,219.50,219.50,219.45,219.45,219.45,219.45,219.43,219.42,219.42,219.43,219.72,219.72,219.80,219.80,219.37,219.37,219.37,219.37,219.53,219.53,219.53,219.53,221.781,221.876,221.876
1991-07,218.21,218.21,218.21,218.21,218.21,218.21,218.21,218.21,218.21,218.25,218.25,218.25,218.25,218.30,218.30,218.29,218.29,218.14,218.14,218.14,218.14,218.25,218.24,218.24,218.25,219.37,219.37,219.37,219.37,219.57,219.57,219.57,219.57,219.49,219.49,219.49,219.49,220.262,220.551,220.551
1991-10,228.31,228.31,228.31,228.31,228.31,228.32,228.32,228.32,228.32,228.21,228.21,228.21,228.21,228.20,228.20,228.25,228.25,228.43,228.43,228.43,228.43,228.46,228.48,228.48,228.47,229.44,229.44,229.36,229.36,229.39,229.39,229.39,229.39,229.43,229.43,229.43,229.43,229.853,229.616,229.616
1992-01,231.54,231.54,231.54,231.54,231.54,231.59,231.59,231.59,231.59,231.55,231.55,231.55,231.55,231.51,231.51,231.51,231.51,231.51,231.51,231.51,231.51,231.43,231.40,231.40,231.38,233.64,233.64,233.64,233.64,233.88,233.88,233.88,233.88,233.72,233.72,233.72,233.72,235.221,235.102,235.102
1992-04,233.88,233.86,233.86,233.86,233.86,233.83,233.83,233.83,233.83,233.96,233.96,233.96,233.96,233.94,233.94,233.88,233.88,233.88,233.88,233.88,233.88,233.86,233.86,233.86,233.86,234.21,234.21,234.29,234.29,233.84,233.84,233.84,233.84,234.00,234.00,234.00,234.00,236.107,236.242,236.242
1992-07,235.55,235.55,235.55,235.55,235.55,235.55,235.55,235.55,235.55,235.54,235.54,235.54,235.54,235.61,235.61,235.61,235.61,235.44,235.44,235.44,235.44,235.55,235.53,235.53,235.55,235.22,235.22,235.22,235.22,235.41,235.41,235.41,235.41,235.36,235.36,235.36,235.36,238.151,238.487,238.487
1992-10,245.62,245.65,245.65,245.65,245.65,245.62,245.62,245.62,245.62,245.54,245.54,245.54,245.54,245.54,245.54,245.59,245.59,245.76,245.76,245.76,245.76,245.76,245.80,245.80,245.81,246.71,246.71,246.63,246.63,246.65,246.65,246.65,246.65,246.71,246.71,246.71,246.71,247.569,247.217,247.217
1993-01,240.96,240.96,240.96,240.96,240.96,241.00,241.00,241.00,241.00,240.98,240.98,240.98,240.98,240.92,240.92,240.93,240.93,240.95,240.95,240.95,240.95,240.83,240.83,240.83,240.81,241.68,241.68,241.68,241.68,241.91,241.91,241.91,241.91,241.75,241.75,241.75,241.75,244.744,244.657,244.657
1993-04,243.86,243.83,243.83,243.83,243.83,243.82,243.82,243.82,243.82,243.94,243.94,243.94,243.94,243.96,243.96,243.91,243.91,243.88,243.88,243.88,243.88,243.82,243.82,243.82,243.82,244.80,244.80,244.85,244.85,244.44,244.44,244.44,244.44,244.61,244.61,244.61,244.61,247.358,247.506,247.506
1993-07,248.03,248.05,248.05,248.05,248.05,248.04,248.04,248.04,248.04,248.00,248.00,248.00,248.00,248.04,248.04,248.05,248.05,247.88,247.88,247.88,247.88,248.04,248.01,248.01,248.01,250.06,250.06,250.07,250.07,250.24,250.24,250.24,250.24,250.21,250.21,250.21,250.21,250.976,251.330,251.330
1993-10,253.69,253.71,253.71,253.71,253.71,253.67,253.67,253.67,253.67,253.63,253.63,253.63,253.63,253.62,253.62,253.65,253.65,253.82,253.82,253.82,253.82,253.84,253.87,253.87,253.90,252.56,252.56,252.51,252.51,252.51,252.51,252.51,252.51,252.54,252.54,252.54,252.54,255.384,254.969,254.969
1994-01,256.27,256.30,256.30,256.30,256.30,256.32,256.32,256.32,256.32,256.33,256.33,256.33,256.33,256.21,256.21,256.21,256.21,256.25,256.25,256.25,256.25,256.19,256.19,256.19,256.16,257.91,257.91,257.91,257.91,258.10,258.10,258.10,258.10,257.94,257.94,257.94,257.94,259.091,259.091,259.091
1994-04,254.95,254.88,254.88,254.88,254.88,254.84,254.84,254.84,254.84,255.00,255.00,255.00,255.00,255.05,255.05,254.96,254.96,254.94,254.94,254.94,254.94,254.85,254.85,254.85,254.85,254.99,254.99,255.05,255.05,254.69,254.69,254.69,254.69,254.84,254.84,254.84,254.84,256.740,256.950,256.950
1994-07,258.32,258.33,258.33,258.33,258.33,258.35,258.35,258.35,258.35,258.24,258.24,258.24,258.24,258.32,258.32,258.35,258.35,258.19,258.19,258.19,258.19,258.31,258.28,258.28,258.28,257.39,257.39,257.39,257.39,257.59,257.59,257.59,257.59,257.57,257.57,257.57,257.57,260.612,260.793,260.793
1994-10,261.56,261.59,261.59,261.59,261.59,261.58,261.58,261.58,261.58,261.54,261.54,261.54,261.54,261.53,261.53,261.58,261.58,261.71,261.71,261.71,261.71,261.75,261.78,261.78,261.81,262.45,262.45,262.41,262.41,262.37,262.37,262.37,262.37,262.39,262.39,262.39,262.39,263.289,262.896,262.896
1995-01,262.83,262.87,262.87,262.87,262.87,262.94,262.94,262.94,262.94,262.89,262.89,262.89,262.89,262.77,262.77,262.80,262.80,262.84,262.84,262.84,262.84,262.79,262.80,262.80,262.73,263.13,263.13,263.13,263.13,263.27,263.27,263.27,263.27,263.12,263.12,263.12,263.12,264.587,264.611,264.611
1995-04,267.34,267.24,267.24,267.24,267.24,267.23,267.23,267.23,267.23,267.38,267.38,267.38,267.38,267.46,267.46,267.38,267.38,267.33,267.33,267.33,267.33,267.22,267.20,267.20,267.25,267.21,267.21,267.24,267.24,266.93,266.93,266.93,266.93,267.01,267.01,267.01,267.01,268.565,268.709,268.709
1995-07,268.19,268.17,268.17,268.17,268.17,268.16,268.16,268.16,268.16,268.08,268.08,268.08,268.08,268.15,268.15,268.18,268.18,268.02,268.02,268.02,268.02,268.12,268.10,268.10,268.12,267.64,267.64,267.67,267.67,267.89,267.89,267.89,267.89,267.89,267.89,267.89,267.89,269.806,269.860,269.860
1995-10,268.84,268.91,268.91,268.91,268.91,268.87,268.87,268.87,268.87,268.85,268.85,268.85,268.85,268.81,268.81,268.84,268.84,269.00,269.00,269.00,269.00,269.07,269.08,269.08,269.09,268.50,268.50,268.44,268.44,268.39,268.39,268.39,268.39,268.45,268.45,268.45,268.45,270.463,270.241,270.241
1996-01,271.36,271.42,271.42,271.42,271.42,271.50,271.50,271.50,271.50,271.45,271.45,271.45,271.45,271.27,271.27,271.30,271.30,271.35,271.35,271.35,271.35,271.33,271.33,271.33,271.29,270.75,270.75,270.73,270.73,270.82,270.82,270.82,270.82,270.70,270.70,270.70,270.70,272.885,272.855,272.855
1996-04,271.86,271.72,271.72,271.72,271.72,271.69,271.69,271.69,271.69,271.93,271.93,271.93,271.93,271.99,271.99,271.90,271.90,271.86,271.86,271.86,271.86,271.69,271.69,271.69,271.71,271.04,271.04,271.07,271.07,270.78,270.78,270.78,270.78,270.80,270.80,270.80,270.80,272.874,273.028,273.028
1996-07,273.88,273.85,273.85,273.85,273.85,273.85,273.85,273.85,273.85,273.71,273.71,273.71,273.71,273.85,273.85,273.88,273.88,273.72,273.72,273.72,273.72,273.82,273.79,273.79,273.81,273.07,273.07,273.13,273.13,273.38,273.38,273.38,273.38,273.40,273.40,273.40,273.40,275.540,275.479,275.479
1996-10,274.40,274.51,274.51,274.51,274.51,274.45,274.45,274.45,274.45,274.41,274.41,274.41,274.41,274.40,274.40,274.43,274.43,274.56,274.56,274.56,274.56,274.66,274.69,274.69,274.68,273.79,273.79,273.71,273.71,273.66,273.66,273.66,273.66,273.74,273.74,273.74,273.74,276.025,275.964,275.964
1997-01,275.64,275.72,275.72,275.72,275.72,275.80,275.80,275.80,275.80,275.70,275.70,275.70,275.70,275.50,275.50,275.53,275.53,275.57,275.57,275.57,275.57,275.58,275.58,275.58,275.53,274.40,274.40,274.31,274.31,274.40,274.40,274.40,274.40,274.35,274.35,274.35,274.35,276.494,276.409,276.409
1997-04,279.62,279.48,279.48,279.48,279.48,279.49,279.49,279.49,279.49,279.76,279.76,279.76,279.76,279.85,279.85,279.76,279.76,279.74,279.74,279.74,279.74,279.55,279.55,279.55,279.55,278.33,278.33,278.38,278.38,278.06,278.06,278.06,278.06,278.06,278.06,278.06,278.06,280.522,280.654,280.654
1997-07,279.34,279.32,279.32,279.32,279.32,279.27,279.27,279.27,279.27,279.14,279.14,279.14,279.14,279.23,279.23,279.26,279.26,279.13,279.13,279.13,279.13,279.23,279.20,279.20,279.23,278.00,278.00,278.14,278.14,278.36,278.36,278.36,278.36,278.39,278.39,278.39,278.39,280.511,280.425,280.425
1997-10,281.19,281.27,281.27,281.27,281.27,281.22,281.22,281.22,281.22,281.19,281.19,281.19,281.19,281.20,281.20,281.23,281.23,281.35,281.35,281.35,281.35,281.43,281.46,281.46,281.46,280.08,280.08,279.98,279.98,279.99,279.99,279.99,279.99,280.02,280.02,280.02,280.02,282.467,282.506,282.506
1998-01,281.34,281.37,281.37,281.37,281.40,281.55,281.55,281.55,281.55,281.41,281.41,281.41,281.41,281.20,281.20,281.23,281.23,281.26,281.26,281.26,281.26,281.29,281.29,281.29,281.30,279.75,279.75,279.69,279.69,279.77,279.77,279.77,279.77,279.72,279.72,279.72,279.72,281.884,281.830,281.830
1998-04,281.85,281.70,281.70,281.70,281.67,281.68,281.68,281.68,281.68,281.99,281.99,281.99,281.99,282.08,282.08,281.99,281.99,281.93,281.93,281.93,281.93,281.75,281.75,281.75,281.79,279.91,279.91,279.91,279.91,279.63,279.63,279.63,279.63,279.61,279.61,279.61,279.61,282.277,282.348,282.348
1998-07,285.53,285.54,285.54,285.54,285.53,285.48,285.48,285.48,285.48,285.32,285.32,285.32,285.32,285.43,285.43,285.46,285.46,285.35,285.35,285.35,285.35,285.41,285.38,285.38,285.38,283.53,283.53,283.71,283.71,283.92,283.92,283.92,283.92,283.94,283.94,283.94,283.94,286.018,286.025,286.025
1998-10,288.79,288.89,288.89,288.89,288.91,288.80,288.80,288.80,288.80,288.79,288.79,288.79,288.79,288.81,288.81,288.84,288.84,288.97,288.97,288.97,288.97,289.06,289.09,289.09,289.03,286.95,286.95,286.83,286.83,286.82,286.82,286.82,286.82,286.87,286.87,286.87,286.87,289.346,289.322,289.322
1999-01,291.52,291.51,291.51,291.51,291.54,291.72,291.72,291.72,291.72,291.65,291.65,291.65,291.65,291.48,291.48,291.51,291.51,291.54,291.54,291.54,291.54,291.57,291.57,291.57,291.54,288.41,288.41,288.38,288.38,288.41,288.41,288.41,288.41,288.39,288.39,288.39,288.39,291.126,291.095,291.095
1999-04,291.59,291.49,291.49,291.49,291.43,291.46,291.46,291.46,291.46,291.81,291.81,291.81,291.81,291.91,291.91,291.85,291.85,291.76,291.76,291.76,291.76,291.55,291.58,291.58,291.55,288.54,288.54,288.51,288.51,288.30,288.30,288.30,288.30,288.24,288.24,288.24,288.24,291.523,291.617,291.617
1999-07,293.54,293.59,293.59,293.59,293.59,293.50,293.50,293.50,293.50,293.25,293.25,293.25,293.25,293.38,293.38,293.38,293.38,293.26,293.26,293.26,293.26,293.35,293.29,293.29,293.35,289.85,289.85,290.06,290.06,290.25,290.25,290.25,290.25,290.26,290.26,290.26,290.26,293.133,293.133,293.133
1999-10,298.36,298.43,298.43,298.43,298.46,298.34,298.34,298.34,298.34,298.31,298.31,298.31,298.31,298.25,298.25,298.28,298.28,298.46,298.46,298.46,298.46,298.53,298.58,298.58,298.56,295.07,295.07,294.92,294.92,294.89,294.89,294.89,294.89,294.96,294.96,294.96,294.96,297.788,297.725,297.725
2000-01,300.09,300.02,300.02,300.02,300.05,300.30,300.30,300.30,300.30,300.22,300.22,300.22,300.22,300.15,300.15,300.18,300.18,300.22,300.22,300.22,300.22,300.26,300.25,300.25,300.25,296.45,296.45,296.39,296.39,296.44,296.44,296.44,296.44,296.42,296.42,296.42,296.42,299.505,299.505,299.505
2000-04,303.75,303.68,303.68,303.68,303.59,303.67,303.67,303.67,303.67,304.03,304.03,304.03,304.03,304.08,304.08,304.04,304.04,303.88,303.88,303.88,303.88,303.71,303.71,303.71,303.67,298.45,298.45,298.45,298.45,298.30,298.30,298.30,298.30,298.26,298.26,298.26,298.26,301.870,302.059,302.059
2000-07,305.52,305.63,305.63,305.63,305.57,305.38,305.38,305.38,305.38,305.17,305.17,305.17,305.17,305.19,305.19,305.18,305.18,305.08,305.08,305.08,305.08,305.18,305.09,305.09,305.14,300.41,300.41,300.55,300.55,300.72,300.72,300.72,300.72,300.75,300.75,300.75,300.75,303.532,303.596,303.596
2000-10,304.79,304.84,304.84,304.84,304.96,304.80,304.80,304.80,304.80,304.74,304.74,304.74,304.74,304.73,304.73,304.75,304.75,304.98,304.98,304.98,304.98,305.02,305.12,305.12,305.11,299.73,299.73,299.66,299.66,299.58,299.58,299.58,299.58,299.61,299.61,299.61,299.61,302.697,302.443,302.443
2001-01,311.56,311.78,311.78,311.78,311.78,312.07,312.07,312.07,312.07,312.10,312.10,312.10,312.10,312.15,312.15,312.21,312.21,312.20,312.20,312.20,312.20,312.23,312.26,312.26,312.20,306.50,306.50,306.47,306.47,306.48,306.48,306.48,306.48,306.48,306.48,306.48,306.48,309.982,310.031,310.031
2001-04,314.84,315.19,315.19,315.19,315.09,315.22,315.22,315.22,315.22,315.54,315.54,315.54,315.54,315.56,315.56,315.52,315.52,315.30,315.30,315.30,315.30,315.11,315.14,315.14,315.11,308.83,308.83,308.80,308.80,308.79,308.79,308.79,308.79,308.72,308.72,308.72,308.72,312.136,312.314,312.314
2001-07,315.71,316.13,316.13,316.13,316.01,315.73,315.73,315.73,315.73,315.56,315.56,315.56,315.56,315.51,315.51,315.42,315.42,315.35,315.35,315.35,315.35,315.50,315.35,315.35,315.47,308.62,308.62,308.71,308.71,308.80,308.80,308.80,308.80,308.82,308.82,308.82,308.82,312.634,312.618,312.618
2001-10,315.36,315.48,315.48,315.48,315.70,315.54,315.54,315.54,315.54,315.37,315.37,315.37,315.37,315.36,315.36,315.42,315.42,315.72,315.72,315.72,315.72,315.72,315.81,315.81,315.78,309.48,309.48,309.45,309.45,309.35,309.35,309.35,309.35,309.40,309.40,309.40,309.40,313.377,313.167,313.167
2002-01,313.48,313.53,313.53,313.53,313.50,312.99,312.99,312.99,312.99,313.12,313.12,313.12,313.12,313.34,313.34,313.38,313.38,313.40,313.40,313.40,313.40,313.40,313.44,313.44,313.37,308.73,308.73,308.71,308.71,308.79,308.79,308.79,308.79,308.77,308.77,308.77,308.77,311.544,311.609,311.609
2002-04,315.57,315.63,315.63,315.63,315.51,314.99,314.99,314.99,314.99,315.21,315.21,315.21,315.21,315.16,315.16,315.13,315.13,314.84,314.84,314.84,314.84,314.69,314.70,314.70,314.66,308.41,308.41,308.42,308.42,308.31,308.31,308.31,308.31,308.32,308.32,308.32,308.32,311.699,311.862,311.862
2002-07,318.80,318.89,318.89,318.89,318.70,317.62,317.62,317.62,317.62,317.54,317.54,317.54,317.54,317.39,317.39,317.30,317.30,317.13,317.13,317.13,317.13,317.27,317.14,317.14,317.27,310.23,310.23,310.23,310.23,310.28,310.28,310.28,310.28,310.36,310.36,310.36,310.36,314.070,314.071,314.071
2002-10,318.87,318.63,318.63,318.63,318.98,317.86,317.86,317.86,317.86,317.59,317.59,317.59,317.59,317.57,317.57,317.66,317.66,318.09,318.09,318.09,318.09,318.10,318.19,318.19,318.16,313.21,313.21,313.21,313.21,313.20,313.20,313.20,313.20,313.14,313.14,313.14,313.14,316.695,316.467,316.467
2003-01,320.00,319.96,319.96,319.96,319.92,318.07,318.07,318.07,318.07,318.76,318.76,318.76,318.76,319.08,319.08,319.14,319.14,319.14,319.14,319.14,319.14,319.18,319.18,319.18,319.15,315.30,315.30,315.32,315.32,315.46,315.46,315.46,315.46,315.35,315.35,315.35,315.35,318.559,318.633,318.633
2003-04,321.42,322.15,322.15,322.15,321.96,320.65,320.65,320.65,320.65,321.52,321.52,321.52,321.52,321.42,321.42,321.43,321.43,320.98,320.98,320.98,320.98,320.84,320.87,320.87,320.84,315.90,315.90,315.89,315.89,315.78,315.78,315.78,315.78,315.77,315.77,315.77,315.77,319.376,319.450,319.450
2003-07,322.47,323.12,323.12,323.12,322.90,321.69,321.69,321.69,321.69,322.99,322.99,322.99,322.99,322.71,322.71,322.56,322.56,322.33,322.33,322.33,322.33,322.47,322.34,322.34,322.47,316.15,316.15,316.17,316.17,316.15,316.15,316.15,316.15,316.27,316.27,316.27,316.27,320.562,320.438,320.438
2003-10,322.37,322.40,322.40,322.40,322.85,321.34,321.34,321.34,321.34,321.34,321.34,321.34,321.34,321.38,321.38,321.48,321.48,322.14,322.14,322.14,322.14,322.12,322.22,322.22,322.15,317.16,317.16,317.14,317.14,317.12,317.12,317.12,317.12,317.12,317.12,317.12,317.12,320.093,320.068,320.068
2004-01,323.95,326.27,326.27,326.27,326.21,323.66,323.66,323.66,323.66,324.79,324.79,324.79,324.79,324.21,324.21,324.27,324.27,324.18,324.18,324.18,324.18,324.33,324.29,324.29,324.26,319.34,319.34,319.38,319.38,319.53,319.53,319.53,319.53,319.41,319.41,319.41,319.41,323.949,324.024,324.024
2004-04,324.48,326.75,326.75,326.75,326.54,324.75,324.75,324.75,324.75,326.15,326.15,326.15,326.15,324.97,324.97,325.00,325.00,324.40,324.40,324.40,324.40,324.20,324.33,324.33,324.26,319.53,319.53,319.53,319.53,319.39,319.39,319.39,319.39,319.43,319.43,319.43,319.43,323.873,323.948,323.948
2004-07,326.42,327.72,327.72,327.72,327.44,325.48,325.48,325.48,325.48,326.85,326.85,326.85,326.85,325.29,325.29,325.08,325.08,324.87,324.87,324.87,324.87,325.03,324.80,324.80,324.99,320.54,320.54,320.51,320.51,320.50,320.50,320.50,320.50,320.57,320.57,320.57,320.57,324.455,324.295,324.295
2004-10,329.35,331.78,331.78,331.78,332.33,329.05,329.05,329.05,329.05,329.73,329.73,329.73,329.73,328.63,328.63,328.75,328.75,329.63,329.63,329.63,329.63,329.53,329.66,329.66,329.57,324.20,324.20,324.20,324.20,324.19,324.19,324.19,324.19,324.20,324.20,324.20,324.20,329.164,329.173,329.173
2005-01,325.69,327.72,327.74,327.94,328.49,325.83,325.83,325.83,325.83,326.97,326.97,326.97,326.97,326.34,326.34,326.43,326.43,326.59,326.59,326.59,326.59,326.89,326.79,326.79,326.75,321.90,321.90,321.92,321.92,322.05,322.05,322.05,322.05,321.96,321.96,321.96,321.96,327.423,327.534,327.534
2005-04,,331.84,332.38,332.87,333.47,330.77,330.77,330.77,330.77,331.79,331.79,331.79,331.79,332.06,332.06,332.07,332.07,331.81,331.81,331.81,331.81,331.50,331.76,331.76,331.65,327.50,327.50,327.47,327.47,327.31,327.31,327.31,327.31,327.31,327.31,327.31,327.31,332.354,332.363,332.363
2005-07,,,332.28,334.32,334.80,332.66,332.66,332.66,332.66,334.31,334.31,334.31,334.31,333.12,333.12,332.87,332.87,333.28,333.28,333.28,333.28,333.42,333.13,333.13,333.38,328.83,328.83,328.81,328.81,328.81,328.81,328.81,328.81,328.90,328.90,328.90,328.90,333.750,333.451,333.451
2005-10,,,,334.59,335.43,331.79,331.79,331.79,331.79,333.34,333.34,333.34,333.34,333.14,333.14,333.28,333.28,333.76,333.76,333.76,333.76,333.64,333.77,333.77,333.66,328.76,328.76,328.77,328.77,328.80,328.80,328.80,328.80,328.80,328.80,328.80,328.80,333.918,334.098,334.098
2006-01,,,,,337.96,336.47,336.16,335.19,335.19,336.87,336.87,336.87,336.87,336.15,336.15,336.21,336.21,336.50,336.50,336.50,336.50,337.21,337.08,337.08,337.01,332.64,332.64,332.67,332.67,332.79,332.79,332.79,332.79,332.70,332.70,332.70,332.70,338.003,338.072,338.072
2006-04,,,,,,335.82,335.92,335.27,335.27,337.62,337.62,337.62,337.62,337.44,337.44,337.44,337.44,336.85,336.85,336.85,336.85,336.83,337.20,337.20,337.02,333.96,333.96,333.93,333.93,333.75,333.75,333.75,333.75,333.72,333.72,333.72,333.72,339.339,339.305,339.305
