"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro,Euro,Euro,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,32.36,32.36,32.36,32.36,32.36,32.36,32.36,32.36,32.36,32.36,32.36,32.36,32.630,32.630,32.630
1991-04,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.657,35.657,35.657
1991-07,36.92,36.92,36.92,36.92,36.92,36.92,36.92,36.92,36.92,36.92,36.92,36.92,37.216,37.216,37.216
1991-10,46.05,46.05,46.05,46.05,46.05,46.05,46.05,46.05,46.05,46.05,46.05,46.05,46.317,46.317,46.317
1992-01,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.714,36.714,36.714
1992-04,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.942,37.942,37.942
1992-07,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,42.029,42.029,42.029
1992-10,49.33,49.33,49.33,49.33,49.33,49.33,49.33,49.33,49.33,49.33,49.33,49.33,49.754,49.754,49.754
1993-01,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.383,39.383,39.383
1993-04,40.62,40.62,40.62,40.62,40.62,40.62,40.62,40.62,40.62,40.62,40.62,40.62,40.975,40.975,40.975
1993-07,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.954,42.954,42.954
1993-10,51.40,51.40,51.40,51.40,51.40,51.40,51.40,51.40,51.40,51.40,51.40,51.40,51.778,51.778,51.778
1994-01,40.80,40.80,40.80,40.80,40.80,40.80,40.80,40.80,40.80,40.80,40.80,40.80,41.145,41.145,41.145
1994-04,40.83,40.83,40.83,40.83,40.83,40.83,40.83,40.83,40.83,40.83,40.83,40.83,41.206,41.206,41.206
1994-07,43.69,43.69,43.69,43.69,43.69,43.69,43.69,43.69,43.69,43.69,43.69,43.69,44.094,44.094,44.094
1994-10,52.59,52.59,52.59,52.59,52.59,52.59,52.59,52.59,52.59,52.59,52.59,52.59,53.034,53.034,53.034
1995-01,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.40,42.784,42.784,42.784
1995-04,43.25,43.25,43.25,43.25,43.25,43.25,43.25,43.25,43.25,43.25,43.25,43.25,43.674,43.674,43.674
1995-07,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,47.187,47.187,47.187
1995-10,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,56.189,56.189,56.189
1996-01,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.880,44.880,44.880
1996-04,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,45.152,45.152,45.152
1996-07,47.73,47.73,47.73,47.73,47.73,47.73,47.73,47.73,47.73,47.73,47.73,47.73,48.268,48.268,48.268
1996-10,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.833,56.833,56.833
1997-01,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,45.305,45.305,45.305
1997-04,45.12,45.12,45.12,45.12,45.12,45.12,45.12,45.12,45.12,45.12,45.12,45.12,45.558,45.558,45.558
1997-07,47.78,47.78,47.78,47.78,47.78,47.78,47.78,47.78,47.78,47.78,47.78,47.78,48.216,48.216,48.216
1997-10,56.84,56.84,56.84,56.84,56.84,56.84,56.84,56.84,56.84,56.84,56.84,56.84,57.281,57.281,57.281
1998-01,45.15,45.15,45.15,45.15,45.15,45.15,45.15,45.15,45.15,45.15,45.15,45.15,45.542,45.542,45.542
1998-04,45.76,45.76,45.76,45.76,45.76,45.76,45.76,45.76,45.76,45.76,45.76,45.76,46.150,46.150,46.150
1998-07,49.34,49.34,49.34,49.34,49.34,49.34,49.34,49.34,49.34,49.34,49.34,49.34,49.799,49.799,49.799
1998-10,57.84,57.84,57.84,57.84,57.84,57.84,57.84,57.84,57.84,57.84,57.84,57.84,58.265,58.265,58.265
1999-01,46.12,46.12,46.12,46.12,46.12,46.12,46.12,46.12,46.12,46.12,46.12,46.12,46.616,46.616,46.616
1999-04,47.37,47.37,47.37,47.37,47.37,47.37,47.37,47.37,47.37,47.37,47.37,47.37,47.834,47.834,47.834
1999-07,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.542,51.542,51.542
1999-10,59.59,59.59,59.59,59.59,59.59,59.59,59.59,59.59,59.59,59.59,59.59,59.59,60.069,60.069,60.069
