"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,359.7719,359.7719,359.7700,359.7700,359.7000,359.7000,359.7039,359.7039,359.8981,359.7562,359.7562,359.7562,339.0391,339.0391
1991-04,356.8242,356.8242,356.8200,356.8200,356.8200,356.8200,356.8212,356.8212,356.8061,356.7029,356.7029,356.7029,334.5725,334.5725
1991-07,353.2490,353.2490,353.2500,353.2500,353.4600,353.4600,353.4633,353.4633,353.5600,353.4409,353.4409,353.4409,332.3862,332.3862
1991-10,353.8327,353.8327,353.8300,353.8300,353.7400,353.7400,353.7430,353.7430,353.4178,353.7819,353.7819,353.7819,332.9005,332.9005
1992-01,357.8116,357.8116,357.8100,357.8100,357.7400,357.7400,357.7444,357.7444,357.9297,357.7967,357.7967,357.7967,338.5660,338.5660
1992-04,357.0665,357.0665,357.0700,357.0700,357.0800,357.0800,357.0842,357.0842,357.0424,356.9537,356.9537,356.9537,338.3132,338.3132
1992-07,352.9712,352.9712,352.9700,352.9700,353.1600,353.1600,353.1559,353.1559,353.2429,353.1442,353.1442,353.1442,334.2802,334.2802
1992-10,348.6568,348.6568,348.6600,348.6600,348.5800,348.5800,348.5751,348.5751,348.2952,348.6156,348.6156,348.6156,328.7364,328.7364
1993-01,349.2991,349.2991,349.3000,349.3000,349.2400,349.2400,349.2436,349.2436,349.4084,349.2948,349.2948,349.2948,331.9064,331.9064
1993-04,347.4987,347.4987,347.5000,347.5000,347.5500,347.5500,347.5501,347.5501,347.4855,347.4136,347.4136,347.4136,331.5201,331.5201
1993-07,347.0882,347.0882,347.0900,347.0900,347.2000,347.2000,347.2033,347.2033,347.2880,347.2035,347.2035,347.2035,329.3461,329.3461
1993-10,342.2418,342.2418,342.2400,342.2400,342.1800,342.1800,342.1830,342.1830,341.9496,342.2197,342.2197,342.2197,325.1632,325.1632
1994-01,347.4299,347.4299,347.4300,347.4300,347.3900,347.3900,347.3933,347.3933,347.5345,347.4376,347.4376,347.4376,329.3301,329.3301
1994-04,344.4834,344.4834,344.4800,344.4800,344.5500,344.5500,344.5465,344.5465,344.4822,344.4223,344.4223,344.4223,326.8941,326.8941
1994-07,344.0868,344.0868,344.0900,344.0900,344.1500,344.1500,344.1521,344.1521,344.2229,344.1523,344.1523,344.1523,327.4679,327.4679
1994-10,341.1996,341.1996,341.2000,341.2000,341.1600,341.1600,341.1598,341.1598,340.9632,341.1906,341.1906,341.1906,324.4116,324.4116
1995-01,338.2412,338.2412,338.2400,338.2400,338.2200,338.2200,338.2192,338.2192,338.3394,338.2581,338.2581,338.2581,322.3679,322.3679
1995-04,337.1208,337.1208,337.1200,337.1200,337.2000,337.2000,337.1974,337.1974,337.1347,337.0827,337.0827,337.0827,321.3067,321.3067
1995-07,336.0169,336.0169,336.0200,336.0200,336.0300,336.0300,336.0306,336.0306,336.0981,336.0356,336.0356,336.0356,321.3105,321.3105
1995-10,334.8958,334.8958,334.9000,334.9000,334.8800,334.8800,334.8780,334.8780,334.7043,334.9001,334.9001,334.9001,321.2137,321.2137
1996-01,331.8654,331.8654,331.8700,331.8700,331.8600,331.8600,331.8586,331.8586,331.9525,331.8858,331.8858,331.8858,317.5867,317.5867
1996-04,330.6059,330.6059,330.6100,330.6100,330.6600,330.6600,330.6599,330.6599,330.6188,330.5800,330.5800,330.5800,315.4343,315.4343
1996-07,329.9223,329.9223,329.9200,329.9200,329.9300,329.9300,329.9295,329.9295,329.9608,329.9234,329.9234,329.9234,313.7958,313.7958
1996-10,328.5215,328.5215,328.5200,328.5200,328.5200,328.5200,328.5167,328.5167,328.3850,328.5278,328.5278,328.5278,311.5221,311.5221
