"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
1996-10,91.47,91.49,91.50,91.88,91.88,91.88,91.88,91.85,91.85,91.85,91.85,91.87,91.87,91.87,91.87,92.03,92.03,92.03,92.03,91.99,91.99,91.99,91.99,92.04,92.04,92.04,92.04,99.252,99.253,99.246
1997-01,89.80,89.79,89.79,89.88,89.88,89.88,89.88,89.93,89.93,89.93,89.93,89.94,89.94,89.94,89.94,90.17,90.17,90.17,90.17,90.17,90.17,90.17,90.17,90.27,90.27,90.27,90.27,96.933,96.935,96.937
1997-04,91.16,91.14,91.14,91.57,91.56,91.56,91.56,91.52,91.53,91.53,91.53,91.57,91.57,91.57,91.56,91.41,91.41,91.41,91.41,91.45,91.45,91.45,91.45,91.38,91.38,91.38,91.38,98.683,98.683,98.685
1997-07,91.68,91.70,91.70,91.79,91.80,91.80,91.80,91.84,91.83,91.83,91.83,91.87,91.87,91.87,91.86,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.82,91.82,91.82,91.82,99.159,99.156,99.162
1997-10,93.78,93.79,93.79,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.02,94.02,94.02,94.03,93.63,93.63,93.63,93.63,93.59,93.59,93.59,93.59,93.61,93.61,93.61,93.61,101.034,101.035,101.025
1998-01,95.36,95.36,95.36,95.40,95.40,95.40,95.40,95.54,95.55,95.55,95.55,95.56,95.56,95.56,95.57,95.21,95.21,95.21,95.21,95.23,95.23,95.23,95.23,95.24,95.24,95.24,95.24,102.591,102.586,102.588
1998-04,94.20,94.18,94.18,93.98,93.98,93.98,93.98,93.88,93.88,93.88,93.88,93.90,93.90,93.90,93.89,93.47,93.47,93.47,93.47,93.53,93.53,93.53,93.53,93.55,93.55,93.55,93.55,101.125,101.125,101.129
1998-07,94.23,94.24,94.24,94.41,94.41,94.41,94.41,94.41,94.40,94.40,94.40,94.56,94.56,94.56,94.55,94.30,94.30,94.30,94.30,94.31,94.31,94.31,94.31,94.28,94.28,94.28,94.28,102.088,102.085,102.092
1998-10,93.94,93.96,93.96,94.00,93.99,93.99,93.99,94.04,94.04,94.04,94.04,93.97,93.97,93.97,93.97,93.71,93.71,93.71,93.71,93.64,93.64,93.64,93.64,93.55,93.55,93.55,93.55,101.904,101.911,101.897
1999-01,95.11,95.11,95.12,95.24,95.23,95.23,95.23,95.37,95.38,95.38,95.38,95.39,95.39,95.39,95.38,94.66,94.66,94.66,94.66,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,103.346,103.346,103.349
1999-04,96.30,96.29,96.29,96.38,96.38,96.38,96.38,96.36,96.36,96.36,96.36,96.30,96.30,96.30,96.30,95.66,95.66,95.66,95.66,95.71,95.71,95.71,95.71,95.69,95.69,95.69,95.69,104.293,104.294,104.299
1999-07,98.28,98.29,98.29,98.40,98.41,98.41,98.41,98.39,98.38,98.38,98.38,98.57,98.57,98.57,98.56,97.98,97.98,97.98,97.98,98.00,98.00,98.00,98.00,97.96,97.96,97.96,97.96,106.638,106.633,106.639
1999-10,98.74,98.75,98.75,98.29,98.29,98.29,98.29,98.33,98.33,98.33,98.33,98.24,98.24,98.24,98.25,97.33,97.33,97.33,97.33,97.27,97.27,97.27,97.27,97.17,97.17,97.17,97.17,106.260,106.263,106.249
2000-01,100.89,100.88,100.87,100.80,100.79,100.79,100.79,100.91,100.92,100.92,100.92,100.93,100.93,100.93,100.92,99.51,99.51,99.51,99.51,99.55,99.55,99.55,99.55,99.45,99.45,99.45,99.45,108.721,108.727,108.730
2000-04,101.68,101.67,101.65,101.54,101.55,101.55,101.55,101.53,101.53,101.53,101.54,101.47,101.47,101.47,101.47,100.36,100.36,100.36,100.36,100.41,100.41,100.41,100.41,100.45,100.45,100.45,100.45,109.310,109.309,109.313
2000-07,102.66,102.67,102.67,102.38,102.39,102.39,102.39,102.35,102.34,102.34,102.34,102.51,102.51,102.51,102.52,101.23,101.23,101.23,101.23,101.23,101.23,101.23,101.23,101.26,101.26,101.26,101.26,110.149,110.145,110.151
2000-10,101.51,101.51,101.53,101.31,101.30,101.30,101.30,101.31,101.32,101.32,101.32,101.24,101.24,101.24,101.27,99.94,99.94,99.94,99.94,99.91,99.91,99.91,99.91,99.88,99.88,99.88,99.88,109.318,109.323,109.311
2001-01,99.96,99.95,99.95,99.86,99.85,99.85,99.85,99.92,99.92,99.92,99.92,99.93,99.93,99.93,99.90,98.98,98.98,98.98,98.98,99.00,99.01,99.01,99.01,98.93,98.93,98.93,98.93,108.968,108.970,108.973
2001-04,98.17,98.16,98.14,97.92,97.94,97.94,97.94,97.93,97.93,97.93,97.94,97.86,97.86,97.86,97.86,97.06,97.06,97.06,97.06,97.12,97.12,97.12,97.12,97.16,97.16,97.16,97.16,107.224,107.217,107.219
2001-07,96.27,96.27,96.27,96.01,96.00,96.00,96.00,95.97,95.97,95.97,95.97,96.12,96.12,96.12,96.13,95.36,95.36,95.36,95.36,95.35,95.35,95.35,95.35,95.37,95.37,95.37,95.37,105.333,105.329,105.333
2001-10,93.39,93.40,93.42,93.82,93.83,93.83,93.83,93.83,93.83,93.83,93.83,93.80,93.80,93.80,93.83,93.13,93.13,93.13,93.13,93.12,93.12,93.12,93.12,93.15,93.15,93.15,93.15,103.238,103.240,103.232
2002-01,91.02,91.02,91.00,91.03,91.01,91.01,91.01,91.05,91.05,91.05,91.04,91.05,91.05,91.05,91.01,90.22,90.22,90.22,90.22,90.25,90.25,90.25,90.25,90.28,90.28,90.28,90.28,100.541,100.536,100.541
2002-04,89.94,89.93,89.89,89.88,89.91,89.91,89.91,89.91,89.90,89.90,89.91,89.82,89.82,89.82,89.80,89.22,89.22,89.22,89.22,89.27,89.27,89.27,89.27,89.27,89.27,89.27,89.27,99.310,99.310,99.309
2002-07,88.73,88.72,88.72,88.81,88.79,88.79,88.79,88.80,88.80,88.80,88.81,88.90,88.90,88.90,88.93,88.19,88.19,88.19,88.19,88.20,88.20,88.20,88.20,88.17,88.17,88.17,88.17,98.224,98.223,98.224
2002-10,87.88,87.90,87.96,88.32,88.33,88.33,88.33,88.30,88.31,88.31,88.30,88.33,88.33,88.33,88.37,87.80,87.80,87.80,87.80,87.81,87.81,87.81,87.81,87.83,87.83,87.83,87.83,97.836,97.840,97.833
2003-01,88.94,88.95,88.92,88.92,88.87,88.88,88.88,88.93,88.92,88.92,88.93,88.94,88.94,88.94,88.93,87.69,87.69,87.69,87.69,87.70,87.70,87.70,87.70,87.69,87.69,87.69,87.69,97.551,97.556,97.568
2003-04,88.92,88.90,88.84,88.51,88.57,88.57,88.57,88.48,88.47,88.47,88.48,88.40,88.40,88.40,88.38,86.63,86.63,86.63,86.63,86.68,86.68,86.68,86.68,86.72,86.72,86.72,86.72,96.566,96.568,96.565
2003-07,88.15,88.13,88.12,88.36,88.33,88.33,88.33,88.34,88.35,88.35,88.35,88.38,88.38,88.38,88.39,86.83,86.83,86.83,86.83,86.87,86.87,86.87,86.87,86.81,86.81,86.81,86.81,96.788,96.787,96.786
2003-10,87.83,87.86,87.97,88.20,88.22,88.21,88.21,88.25,88.26,88.26,88.25,88.33,88.33,88.33,88.38,86.86,86.86,86.86,86.86,86.88,86.88,86.88,86.88,86.88,86.88,86.88,86.88,96.995,96.997,96.991
2004-01,88.11,88.13,88.06,88.11,88.04,88.04,88.04,88.13,88.13,88.13,88.15,88.17,88.17,88.17,88.12,86.73,86.73,86.73,86.73,86.73,86.73,86.73,86.73,86.68,86.68,86.68,86.68,96.767,96.768,96.786
2004-04,88.06,88.04,87.96,87.80,87.88,87.89,87.89,87.80,87.79,87.79,87.80,87.79,87.79,87.79,87.71,86.34,86.34,86.34,86.34,86.36,86.36,86.36,86.36,86.39,86.39,86.39,86.39,96.687,96.686,96.679
2004-07,88.39,88.36,88.33,88.50,88.47,88.47,88.47,88.45,88.47,88.47,88.47,88.35,88.35,88.35,88.37,86.88,86.88,86.88,86.88,86.91,86.91,86.91,86.91,86.86,86.86,86.86,86.86,97.383,97.380,97.375
2004-10,88.41,88.44,88.61,88.11,88.13,88.12,88.12,88.26,88.27,88.27,88.24,88.42,88.42,88.42,88.48,86.72,86.72,86.72,86.72,86.72,86.72,86.72,86.72,86.61,86.61,86.60,86.60,97.340,97.340,97.333
2005-01,87.76,87.77,87.65,87.79,87.69,87.70,87.70,87.79,87.78,87.78,87.80,87.82,87.82,87.82,87.80,86.33,86.33,86.33,86.33,86.33,86.33,86.33,86.33,86.36,86.36,86.36,86.36,95.940,95.943,95.969
2005-04,87.60,87.59,87.50,87.80,87.92,87.93,87.93,87.87,87.85,87.85,87.86,87.87,87.87,87.87,87.76,86.32,86.32,86.32,86.32,86.37,86.38,86.38,86.38,86.35,86.35,86.36,86.36,96.927,96.926,96.913
2005-07,89.79,89.75,89.73,89.83,89.80,89.80,89.80,89.63,89.65,89.65,89.65,89.48,89.48,89.48,89.46,87.78,87.78,87.78,87.78,87.80,87.81,87.81,87.81,87.76,87.76,87.76,87.76,98.201,98.199,98.191
2005-10,93.10,93.14,93.37,92.51,92.53,92.51,92.51,92.65,92.66,92.66,92.62,92.83,92.83,92.83,92.98,90.95,90.95,90.95,90.95,90.94,90.93,90.93,90.93,90.86,90.86,90.85,90.85,101.692,101.693,101.686
2006-01,91.20,91.21,91.07,92.36,92.23,92.25,92.25,92.46,92.46,92.46,92.50,92.69,92.69,92.69,92.64,91.35,91.35,91.35,91.35,91.36,91.36,91.36,91.36,91.26,91.26,91.25,91.25,100.850,100.851,100.882
2006-04,96.46,96.45,96.34,97.64,97.79,97.79,97.79,97.74,97.71,97.71,97.73,97.90,97.90,97.90,97.75,96.01,96.01,96.01,96.01,96.03,96.03,96.03,96.03,96.14,96.14,96.14,96.14,106.336,106.330,106.317
2006-07,97.90,97.84,97.82,99.23,99.19,99.19,99.19,98.99,99.02,99.02,99.01,98.86,98.86,98.86,98.80,96.94,96.94,96.94,96.94,96.97,96.98,96.98,96.98,96.95,96.95,96.96,96.96,107.393,107.391,107.381
2006-10,100.08,100.14,100.40,101.95,101.97,101.95,101.95,102.00,102.00,102.00,101.95,102.31,102.31,102.31,102.57,100.54,100.54,100.54,100.54,100.59,100.58,100.58,100.58,100.51,100.51,100.50,100.50,111.309,111.313,111.303
2007-01,103.22,103.40,103.20,103.93,103.73,103.76,103.76,104.88,104.87,104.87,104.93,104.87,104.87,104.87,104.72,102.76,102.76,102.76,102.76,102.72,102.72,102.72,102.72,102.62,102.62,102.61,102.61,113.560,113.563,113.599
2007-04,103.21,103.32,103.18,103.69,103.86,103.86,103.86,104.74,104.71,104.71,104.73,104.40,104.40,104.40,104.22,102.21,102.21,102.21,102.21,102.26,102.26,102.26,102.26,102.44,102.44,102.46,102.46,113.122,113.119,113.102
2007-07,103.92,103.80,103.78,104.96,104.93,104.93,104.93,105.34,105.38,105.38,105.36,104.85,104.85,104.85,104.71,102.64,102.64,102.64,102.64,102.65,102.65,102.65,102.65,102.64,102.64,102.65,102.65,113.665,113.671,113.659
2007-10,,104.71,105.14,107.08,107.13,107.10,107.10,107.97,107.98,107.98,107.92,107.92,107.92,107.92,108.37,106.16,106.16,106.16,106.16,106.22,106.21,106.21,106.21,106.19,106.19,106.17,106.17,116.824,116.828,116.820
2008-01,,,108.75,111.11,110.70,110.82,110.82,110.65,110.63,110.63,110.70,110.26,110.26,110.26,110.06,106.88,106.88,106.88,106.88,106.44,106.43,106.43,106.43,106.47,106.47,106.45,106.45,117.515,117.522,117.564
2008-04,,,,109.68,109.65,109.69,109.69,108.58,108.55,108.55,108.57,107.75,107.75,107.75,107.57,104.75,104.75,104.75,104.75,104.48,104.49,104.49,104.49,104.54,104.54,104.59,104.59,115.859,115.860,115.841
2008-07,,,,,110.32,110.70,110.67,109.57,109.62,109.62,109.60,108.78,108.78,108.78,108.58,105.59,105.59,105.59,105.59,105.26,105.28,105.28,105.28,105.16,105.16,105.17,105.17,116.158,116.154,116.139
2008-10,,,,,,107.45,107.43,106.71,106.72,106.72,106.65,106.12,106.12,106.12,106.69,103.46,103.46,103.46,103.46,103.31,103.29,103.29,103.29,103.24,103.24,103.22,103.22,114.082,114.080,114.072
2009-01,,,,,,,97.95,97.51,97.44,97.46,97.46,97.01,97.01,97.01,96.79,93.43,93.43,93.43,93.43,93.22,93.22,93.22,93.22,93.20,93.20,93.15,93.15,103.834,103.843,103.884
2009-04,,,,,,,,97.82,97.59,97.56,97.58,95.48,95.48,95.48,95.21,91.19,91.19,91.19,91.19,90.99,90.99,90.99,90.99,91.13,91.13,91.21,91.21,102.502,102.503,102.488
2009-07,,,,,,,,,98.57,97.76,97.64,95.61,95.61,95.61,95.36,91.36,91.36,91.36,91.36,91.05,91.06,91.06,91.06,90.93,90.93,90.94,90.94,102.691,102.683,102.658
2009-10,,,,,,,,,,96.81,96.25,94.33,94.33,94.33,95.04,91.10,91.10,91.10,91.10,91.10,91.07,91.07,91.07,90.90,90.90,90.86,90.86,102.795,102.795,102.794
2010-01,,,,,,,,,,,95.94,96.73,96.71,97.14,96.82,93.15,93.15,93.15,93.15,92.99,92.98,92.98,92.98,92.94,92.94,92.88,92.88,103.155,103.124,103.161
2010-04,,,,,,,,,,,,100.84,101.87,102.33,102.10,97.94,97.94,97.94,97.94,98.45,98.46,98.46,98.46,98.41,98.41,98.53,98.53,110.013,109.978,109.969
2010-07,,,,,,,,,,,,,102.97,104.03,103.83,99.76,99.76,99.76,99.76,100.12,100.15,100.15,100.15,99.97,99.97,99.96,99.96,111.246,111.234,111.194
2010-10,,,,,,,,,,,,,,103.32,103.89,99.73,99.73,99.73,99.73,99.60,99.58,99.58,99.58,99.18,99.18,99.14,99.14,111.135,111.206,111.217
2011-01,,,,,,,,,,,,,,,109.34,105.00,104.40,104.63,104.76,104.71,104.71,104.71,104.71,105.43,105.43,105.34,105.34,118.005,117.952,117.982
2011-04,,,,,,,,,,,,,,,,106.10,105.66,105.52,105.66,105.98,105.99,105.99,105.99,106.35,106.35,106.51,106.51,119.974,119.919,119.917
2011-07,,,,,,,,,,,,,,,,,107.13,106.21,106.35,106.86,106.88,106.88,106.88,107.44,107.44,107.44,107.44,120.726,120.701,120.648
2011-10,,,,,,,,,,,,,,,,,,107.55,107.41,108.07,108.04,108.04,108.04,108.17,108.17,108.10,108.10,121.771,121.898,121.922
2012-01,,,,,,,,,,,,,,,,,,,107.84,108.53,108.48,108.27,108.31,109.02,109.02,108.92,108.92,122.507,122.460,122.480
2012-04,,,,,,,,,,,,,,,,,,,,107.79,106.21,106.26,106.30,107.54,107.54,107.73,107.73,123.432,123.402,123.410
2012-07,,,,,,,,,,,,,,,,,,,,,106.55,106.14,106.11,106.73,106.73,106.72,106.72,121.779,121.754,121.698
2012-10,,,,,,,,,,,,,,,,,,,,,,105.94,104.45,107.36,107.36,107.27,107.27,122.721,122.824,122.854
2013-01,,,,,,,,,,,,,,,,,,,,,,,105.16,106.17,106.21,106.51,106.07,120.903,120.943,120.954
2013-04,,,,,,,,,,,,,,,,,,,,,,,,107.52,106.77,106.63,106.58,123.030,123.005,123.019
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,108.74,108.36,108.07,124.530,124.575,124.518
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,110.18,109.95,126.264,126.566,126.598
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,112.67,130.458,130.933,131.470
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.526,128.989,129.444
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.640,129.038
2014-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.053
