"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,81.96,81.95,81.95,82.15,82.15,82.15,82.15,81.94,81.94,81.94,81.94,81.95,81.95,81.95,81.94,91.80,91.38,91.38,91.38,91.37,91.37,91.37,91.37,91.41,91.41,91.41,91.41,87.40,87.40,87.40
1991-04,81.89,81.89,81.89,82.11,82.11,82.11,82.11,82.16,82.16,82.16,82.16,82.15,82.15,82.15,82.15,92.03,91.59,91.59,91.59,91.62,91.62,91.62,91.62,91.59,91.59,91.59,91.59,87.88,87.88,87.89
1991-07,82.32,82.32,82.32,82.41,82.41,82.41,82.41,82.54,82.54,82.54,82.55,82.54,82.54,82.54,82.54,92.40,91.97,91.97,91.97,91.97,91.97,91.97,91.97,91.95,91.95,91.95,91.95,88.46,88.46,88.47
1991-10,83.98,83.99,83.99,84.55,84.55,84.55,84.55,84.50,84.50,84.50,84.50,84.53,84.53,84.53,84.53,94.64,94.19,94.19,94.19,94.22,94.22,94.22,94.22,94.29,94.29,94.29,94.29,90.77,90.77,90.77
1992-01,86.70,86.70,86.70,86.79,86.79,86.79,86.79,86.58,86.58,86.58,86.57,86.59,86.59,86.59,86.59,96.92,96.47,96.47,96.47,96.48,96.48,96.48,96.48,96.45,96.45,96.45,96.45,92.30,92.29,92.29
1992-04,86.46,86.46,86.46,86.46,86.46,86.46,86.46,86.51,86.51,86.51,86.51,86.51,86.51,86.51,86.51,96.89,96.43,96.43,96.43,96.46,96.46,96.46,96.46,96.48,96.48,96.48,96.48,91.84,91.84,91.84
1992-07,83.95,83.96,83.96,84.16,84.16,84.16,84.16,84.31,84.30,84.30,84.30,84.28,84.28,84.28,84.28,94.64,94.19,94.19,94.19,94.20,94.20,94.20,94.20,94.18,94.18,94.18,94.18,90.09,90.10,90.10
1992-10,83.53,83.54,83.54,83.82,83.82,83.82,83.82,83.90,83.90,83.90,83.90,83.92,83.92,83.92,83.93,93.96,93.52,93.52,93.52,93.47,93.47,93.47,93.47,93.43,93.43,93.43,93.43,89.48,89.48,89.47
1993-01,82.02,82.02,82.02,82.27,82.27,82.27,82.27,82.04,82.04,82.04,82.04,82.05,82.05,82.05,82.05,92.05,91.62,91.62,91.62,91.65,91.65,91.65,91.65,91.65,91.65,91.65,91.65,87.91,87.91,87.90
1993-04,80.78,80.77,80.77,81.01,81.00,81.00,81.00,81.12,81.12,81.12,81.11,81.12,81.12,81.12,81.12,91.14,90.71,90.71,90.71,90.75,90.75,90.75,90.75,90.73,90.73,90.73,90.73,86.82,86.82,86.82
1993-07,81.68,81.69,81.69,81.87,81.88,81.88,81.88,82.00,82.00,82.00,82.00,81.98,81.98,81.98,81.98,92.08,91.64,91.64,91.64,91.67,91.67,91.67,91.67,91.63,91.63,91.63,91.63,87.73,87.73,87.73
1993-10,81.16,81.17,81.17,81.02,81.02,81.02,81.02,81.06,81.06,81.06,81.06,81.09,81.09,81.09,81.09,90.73,90.31,90.31,90.31,90.26,90.26,90.26,90.26,90.21,90.21,90.21,90.21,86.30,86.30,86.30
1994-01,83.40,83.39,83.39,83.54,83.54,83.54,83.54,83.42,83.42,83.42,83.42,83.43,83.43,83.43,83.43,93.53,93.09,93.09,93.09,93.13,93.13,93.13,93.13,93.08,93.08,93.08,93.08,89.25,89.25,89.25
1994-04,85.16,85.15,85.15,85.40,85.39,85.39,85.39,85.45,85.45,85.45,85.45,85.46,85.46,85.46,85.47,95.87,95.42,95.42,95.42,95.48,95.48,95.48,95.48,95.45,95.45,95.45,95.45,90.77,90.77,90.77
1994-07,86.07,86.09,86.09,86.23,86.24,86.24,86.24,86.34,86.34,86.34,86.34,86.32,86.32,86.32,86.32,96.85,96.38,96.38,96.38,96.40,96.40,96.40,96.40,96.38,96.38,96.38,96.38,91.56,91.57,91.57
1994-10,88.93,88.94,88.94,88.47,88.47,88.47,88.47,88.46,88.46,88.46,88.46,88.48,88.48,88.48,88.48,98.78,98.30,98.30,98.30,98.24,98.24,98.24,98.24,98.25,98.25,98.25,98.25,93.16,93.15,93.15
1995-01,86.47,86.47,86.47,86.48,86.48,86.48,86.48,86.49,86.49,86.49,86.49,86.49,86.49,86.49,86.49,96.64,96.18,96.18,96.18,96.22,96.22,96.22,96.22,96.12,96.12,96.12,96.12,91.63,91.64,91.64
1995-04,88.37,88.35,88.35,88.38,88.37,88.37,88.37,88.32,88.33,88.33,88.33,88.37,88.37,88.37,88.37,98.80,98.34,98.34,98.34,98.39,98.39,98.39,98.39,98.40,98.40,98.40,98.40,93.29,93.29,93.29
1995-07,87.51,87.52,87.51,87.34,87.35,87.35,87.35,87.40,87.40,87.40,87.40,87.36,87.36,87.36,87.36,97.60,97.13,97.13,97.13,97.15,97.15,97.15,97.15,97.19,97.19,97.18,97.18,92.21,92.21,92.22
1995-10,86.76,86.77,86.77,86.76,86.76,86.76,86.76,86.75,86.75,86.75,86.75,86.77,86.77,86.77,86.78,97.24,96.78,96.78,96.78,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,92.04,92.04,92.04
1996-01,82.84,82.84,82.84,82.84,82.84,82.84,82.84,82.91,82.91,82.91,82.91,82.92,82.92,82.92,82.92,92.16,91.73,91.73,91.73,91.76,91.76,91.76,91.76,91.69,91.69,91.69,91.69,87.17,87.16,87.16
1996-04,88.67,88.65,88.63,88.60,88.59,88.59,88.59,88.49,88.50,88.50,88.50,88.54,88.54,88.54,88.54,99.34,98.87,98.87,98.87,98.92,98.92,98.92,98.92,98.93,98.93,98.93,98.93,93.91,93.92,93.92
1996-07,88.01,88.03,88.03,88.15,88.16,88.16,88.16,88.22,88.21,88.21,88.21,88.18,88.18,88.18,88.18,98.48,98.01,98.01,98.01,98.03,98.03,98.03,98.03,98.00,98.00,98.00,98.00,93.10,93.09,93.09
1996-10,88.17,88.18,88.18,88.70,88.70,88.70,88.70,88.67,88.67,88.67,88.67,88.66,88.66,88.66,88.67,99.27,98.80,98.80,98.80,98.77,98.77,98.77,98.77,98.83,98.83,98.83,98.83,93.84,93.84,93.84
1997-01,86.24,86.23,86.23,86.46,86.47,86.47,86.47,86.51,86.51,86.51,86.51,86.52,86.52,86.52,86.52,96.98,96.52,96.52,96.52,96.52,96.52,96.52,96.52,96.65,96.65,96.65,96.65,91.20,91.21,91.21
1997-04,87.79,87.77,87.77,88.33,88.33,88.33,88.33,88.28,88.28,88.28,88.28,88.31,88.31,88.31,88.30,98.53,98.07,98.07,98.07,98.11,98.11,98.11,98.11,98.03,98.03,98.03,98.03,93.19,93.19,93.19
1997-07,88.37,88.38,88.38,88.63,88.63,88.63,88.63,88.64,88.64,88.64,88.64,88.67,88.67,88.67,88.67,99.04,98.57,98.57,98.57,98.58,98.58,98.58,98.58,98.56,98.56,98.56,98.56,93.57,93.56,93.57
1997-10,90.61,90.62,90.62,91.03,91.03,91.03,91.03,91.01,91.01,91.01,91.01,90.97,90.97,90.97,90.97,101.24,100.77,100.77,100.77,100.72,100.72,100.72,100.72,100.75,100.75,100.75,100.75,95.47,95.47,95.46
1998-01,92.36,92.35,92.35,92.56,92.56,92.56,92.56,92.69,92.70,92.70,92.70,92.71,92.71,92.71,92.71,103.26,102.77,102.77,102.77,102.81,102.81,102.81,102.81,102.81,102.81,102.81,102.81,97.12,97.12,97.12
1998-04,91.32,91.31,91.31,91.29,91.28,91.28,91.28,91.16,91.16,91.16,91.16,91.15,91.15,91.15,91.15,101.49,101.01,101.01,101.01,101.07,101.07,101.07,101.07,101.08,101.08,101.08,101.08,95.87,95.87,95.87
1998-07,91.75,91.76,91.75,92.05,92.06,92.06,92.06,92.05,92.04,92.04,92.04,92.17,92.17,92.17,92.16,102.86,102.37,102.37,102.37,102.38,102.38,102.38,102.38,102.35,102.35,102.35,102.35,97.06,97.05,97.06
1998-10,91.75,91.76,91.76,91.96,91.96,91.96,91.96,91.98,91.98,91.98,91.98,91.88,91.88,91.88,91.89,102.60,102.11,102.11,102.11,102.04,102.04,102.04,102.04,101.95,101.95,101.95,101.95,97.12,97.12,97.11
1999-01,93.30,93.29,93.29,93.57,93.56,93.56,93.56,93.68,93.69,93.69,93.69,93.72,93.72,93.72,93.70,104.08,103.59,103.59,103.59,103.66,103.66,103.66,103.66,103.65,103.65,103.65,103.65,98.92,98.91,98.91
