"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,757.6331,757.6331,757.6331,757.6331,757.6331,757.6331,757.6331,757.6331,757.6331,757.6331,757.6331,757.6331,717.3258,717.3258
1991-04,719.1220,719.1220,719.1220,719.1220,719.1220,719.1220,719.1220,719.1220,719.1220,719.1220,719.1220,719.1220,676.3293,676.3293
1991-07,776.1253,776.1253,776.1253,776.1253,776.1253,776.1253,776.1253,776.1253,776.1253,776.1253,776.1253,776.1253,730.3251,730.3251
1991-10,768.0809,768.0809,768.0809,768.0809,768.0809,768.0809,768.0809,768.0809,768.0809,768.0809,768.0809,768.0809,718.9488,718.9488
1992-01,777.3872,777.3872,777.3872,777.3872,777.3872,777.3872,777.3872,777.3872,777.3872,777.3872,777.3872,777.3872,743.2025,743.2025
1992-04,712.1016,712.1016,712.1016,712.1016,712.1016,712.1016,712.1016,712.1016,712.1016,712.1016,712.1016,712.1016,679.4375,679.4375
1992-07,769.0026,769.0026,769.0026,769.0026,769.0026,769.0026,769.0026,769.0026,769.0026,769.0026,769.0026,769.0026,733.8081,733.8081
1992-10,763.1627,763.1627,763.1627,763.1627,763.1627,763.1627,763.1627,763.1627,763.1627,763.1627,763.1627,763.1627,726.0554,726.0554
1993-01,768.0642,768.0642,768.0642,768.0642,768.0642,768.0642,768.0642,768.0642,768.0642,768.0642,768.0642,768.0642,732.2872,732.2872
1993-04,714.7866,714.7866,714.7866,714.7866,714.7866,714.7866,714.7866,714.7866,714.7866,714.7866,714.7866,714.7866,679.0289,679.0289
1993-07,772.6128,772.6128,772.6128,772.6128,772.6128,772.6128,772.6128,772.6128,772.6128,772.6128,772.6128,772.6128,736.5138,736.5138
1993-10,769.6710,769.6710,769.6710,769.6710,769.6710,769.6710,769.6710,769.6710,769.6710,769.6710,769.6710,769.6710,732.6609,732.6609
1994-01,776.5396,776.5396,776.5396,776.5396,776.5396,776.5396,776.5396,776.5396,776.5396,776.5396,776.5396,776.5396,743.7215,743.7215
1994-04,718.6985,718.6985,718.6985,718.6985,718.6985,718.6985,718.6985,718.6985,718.6985,718.6985,718.6985,718.6985,686.1127,686.1127
1994-07,783.2131,783.2131,783.2131,783.2131,783.2131,783.2131,783.2131,783.2131,783.2131,783.2131,783.2131,783.2131,748.3636,748.3636
1994-10,777.4122,777.4122,777.4122,777.4122,777.4122,777.4122,777.4122,777.4122,777.4122,777.4122,777.4122,777.4122,740.8044,740.8044
1995-01,775.8652,775.8652,775.8652,775.8652,775.8652,775.8652,775.8652,775.8652,775.8652,775.8652,775.8652,775.8652,751.1354,751.1354
1995-04,714.5886,714.5886,714.5886,714.5886,714.5886,714.5886,714.5886,714.5886,714.5886,714.5886,714.5886,714.5886,687.5222,687.5222
1995-07,776.7523,776.7523,776.7523,776.7523,776.7523,776.7523,776.7523,776.7523,776.7523,776.7523,776.7523,776.7523,748.8230,748.8230
1995-10,775.9993,775.9993,775.9993,775.9993,775.9993,775.9993,775.9993,775.9993,775.9993,775.9993,775.9993,775.9993,745.4649,745.4649
1996-01,784.6616,784.6616,784.6616,784.6616,784.6616,784.6616,784.6616,784.6616,784.6616,784.6616,784.6616,784.6616,758.1627,758.1627
1996-04,725.0009,725.0009,725.0009,725.0009,725.0009,725.0009,725.0009,725.0009,725.0009,725.0009,725.0009,725.0009,699.0729,699.0729
1996-07,791.5464,791.5464,791.5464,791.5464,791.5464,791.5464,791.5464,791.5464,791.5464,791.5464,791.5464,791.5464,762.5792,762.5792
1996-10,783.0084,783.0084,783.0084,783.0084,783.0084,783.0084,783.0084,783.0084,783.0084,783.0084,783.0084,783.0084,752.3085,752.3085
1997-01,782.0253,782.0253,782.0253,782.0253,782.0253,782.0253,782.0253,782.0253,782.0253,782.0253,782.0253,782.0253,753.8509,753.8509
