"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,95.32,95.32,95.32,95.32,95.32,95.32,95.32,95.32,95.32,95.32,95.32,95.32,76.59,75.54,75.54
1991-04,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,133.46,133.46,133.46,133.46,133.46,133.46,133.46,133.46,133.46,133.46,133.46,133.46,97.97,96.62,96.62
1991-07,129.00,129.00,129.00,129.00,129.00,129.00,129.00,129.00,129.00,129.00,129.00,129.00,129.00,129.00,129.00,150.22,150.22,150.22,150.22,150.22,150.22,150.22,150.22,150.22,150.22,150.22,150.22,109.43,107.93,107.93
1991-10,134.60,134.60,134.60,134.60,134.60,134.60,134.60,134.60,134.60,134.60,134.60,134.60,134.60,134.60,134.60,159.96,159.96,159.96,159.96,159.96,159.96,159.96,159.96,159.96,159.96,159.96,159.96,120.12,118.48,118.48
1992-01,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,113.71,113.71,113.71,113.71,113.71,113.71,113.71,113.71,113.71,113.71,113.71,113.71,87.98,86.78,86.78
1992-04,128.09,128.09,128.09,128.09,128.09,128.09,128.09,128.09,128.09,128.09,128.09,128.09,128.09,128.09,128.09,146.17,146.17,146.17,146.17,146.17,146.17,146.17,146.17,146.17,146.17,146.17,146.17,105.26,103.81,103.81
1992-07,135.17,135.17,135.17,135.17,135.17,135.17,135.17,135.17,135.17,135.17,135.17,135.17,135.17,135.17,135.17,154.68,154.68,154.68,154.68,154.68,154.68,154.68,154.68,154.68,154.68,154.68,154.68,110.96,109.44,109.44
1992-10,144.20,144.20,144.20,144.20,144.20,144.20,144.20,144.20,144.20,144.20,144.20,144.20,144.20,144.20,144.20,169.02,169.02,169.02,169.02,169.02,169.02,169.02,169.02,169.02,169.02,169.02,169.02,123.65,121.96,121.96
1993-01,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,81.88,80.76,80.76
1993-04,127.26,127.26,127.26,127.26,127.26,127.26,127.26,127.26,127.26,127.26,127.26,127.26,127.26,127.26,127.26,143.42,143.42,143.42,143.42,143.42,143.42,143.42,143.42,143.42,143.42,143.42,143.42,102.16,100.76,100.76
1993-07,132.83,132.83,132.83,132.83,132.83,132.83,132.83,132.83,132.83,132.83,132.83,132.83,132.83,132.83,132.83,151.79,151.79,151.79,151.79,151.79,151.79,151.79,151.79,151.79,151.79,151.79,151.79,107.92,106.44,106.44
1993-10,132.17,132.17,132.17,132.17,132.17,132.17,132.17,132.17,132.17,132.17,132.17,132.17,132.17,132.17,132.17,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,113.63,112.07,112.07
1994-01,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,105.88,105.88,105.88,105.88,105.88,105.88,105.88,105.88,105.88,105.88,105.88,105.88,81.13,80.02,80.02
1994-04,122.79,122.79,122.79,122.79,122.79,122.79,122.79,122.79,122.79,122.79,122.79,122.79,122.79,122.79,122.79,139.38,139.38,139.38,139.38,139.38,139.38,139.38,139.38,139.38,139.38,139.38,139.38,99.30,97.94,97.94
1994-07,128.63,128.63,128.63,128.63,128.63,128.63,128.63,128.63,128.63,128.63,128.63,128.63,128.63,128.63,128.63,146.88,146.88,146.88,146.88,146.88,146.88,146.88,146.88,146.88,146.88,146.88,146.88,103.49,102.07,102.07
1994-10,132.02,132.02,132.02,132.02,132.02,132.02,132.02,132.02,132.02,132.02,132.02,132.02,132.02,132.02,132.02,154.38,154.38,154.38,154.38,154.38,154.38,154.38,154.38,154.38,154.38,154.38,154.38,113.05,111.50,111.50
1995-01,81.01,81.01,81.01,81.01,81.01,81.01,81.01,81.01,81.01,81.01,81.01,81.01,81.01,81.01,81.01,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,72.19,71.20,71.20
1995-04,111.52,111.52,111.52,111.52,111.52,111.52,111.52,111.52,111.52,111.52,111.52,111.52,111.52,111.52,111.52,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,128.72,92.80,91.53,91.53
1995-07,116.79,116.79,116.79,116.79,116.79,116.79,116.79,116.79,116.79,116.79,116.79,116.79,116.79,116.79,116.79,137.74,137.74,137.74,137.74,137.74,137.74,137.74,137.74,137.74,137.74,137.74,137.74,99.10,97.74,97.74
1995-10,113.10,113.10,113.10,113.10,113.10,113.10,113.10,113.10,113.10,113.10,113.10,113.10,113.10,113.10,113.10,131.31,131.31,131.31,131.31,131.31,131.31,131.31,131.31,131.31,131.31,131.31,131.31,101.50,100.11,100.11
1996-01,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,62.53,61.67,61.67
1996-04,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,125.02,91.00,89.75,89.75
1996-07,118.66,118.66,118.66,118.66,118.66,118.66,118.66,118.66,118.66,118.66,118.66,118.66,118.66,118.66,118.66,141.73,141.73,141.73,141.73,141.73,141.73,141.73,141.73,141.73,141.73,141.73,141.73,103.30,101.88,101.88
1996-10,115.32,115.32,115.32,115.32,115.32,115.32,115.32,115.32,115.32,115.32,115.32,115.32,115.32,115.32,115.32,136.69,136.69,136.69,136.69,136.69,136.69,136.69,136.69,136.69,136.69,136.69,136.69,103.44,102.03,102.03
1997-01,68.19,68.19,68.19,68.19,68.19,68.19,68.19,68.19,68.19,68.19,68.19,68.19,68.19,68.19,68.19,76.83,76.83,76.83,76.83,76.83,76.83,76.83,76.83,76.83,76.83,76.83,76.83,64.83,63.94,63.94
1997-04,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,123.87,123.87,123.87,123.87,123.87,123.87,123.87,123.87,123.87,123.87,123.87,123.87,91.21,89.96,89.96
1997-07,111.46,111.46,111.46,111.46,111.46,111.46,111.46,111.46,111.46,111.46,111.46,111.46,111.46,111.46,111.46,131.19,131.19,131.19,131.19,131.19,131.19,131.19,131.19,131.19,131.19,131.19,131.19,94.79,93.49,93.49
1997-10,94.81,94.81,94.81,94.81,94.81,94.81,94.81,94.81,94.81,94.81,94.81,94.81,94.81,94.81,94.81,117.54,117.54,117.54,117.54,117.54,117.54,117.54,117.54,117.54,117.54,117.54,117.54,90.67,89.42,89.42
1998-01,66.64,66.64,66.64,66.64,66.64,66.64,66.64,66.64,66.64,66.64,66.64,66.64,66.64,66.64,66.64,79.72,79.72,79.72,79.72,79.72,79.72,79.72,79.72,79.72,79.72,79.72,79.72,68.23,67.29,67.29
1998-04,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,119.89,119.89,119.89,119.89,119.89,119.89,119.89,119.89,119.89,119.89,119.89,119.89,87.79,86.59,86.59
1998-07,110.89,110.89,110.89,110.89,110.89,110.89,110.89,110.89,110.89,110.89,110.89,110.89,110.89,110.89,110.89,133.16,133.16,133.16,133.16,133.16,133.16,133.16,133.16,133.16,133.16,133.16,133.16,96.28,94.96,94.96
1998-10,107.78,107.78,107.78,107.78,107.78,107.78,107.78,107.78,107.78,107.78,107.78,107.78,107.78,107.78,107.78,127.52,127.52,127.52,127.52,127.52,127.52,127.52,127.52,127.52,127.52,127.52,127.52,97.89,96.55,96.55
1999-01,75.62,75.62,75.62,75.62,75.62,75.62,75.62,75.62,75.62,75.62,75.62,75.62,75.62,75.62,75.62,91.68,91.68,91.68,91.68,91.68,91.68,91.68,91.68,91.68,91.68,91.68,91.68,74.55,73.53,73.53
